ccid,crtid
C91445,CCRT00232
C91446,CCRT01262
C91447,CCRT02301
C91448,CCRT01651
C91449,CCRT00584
C91449,CCRT00973
C91450,CCRT01523
C91450,CCRT02172
C91451,CCRT00601
C91452,CCRT00971
C91453,CCRT00488
C91454,CCRT00489
C91456,CCRT00601
C91457,CCRT02895
C91458,CCRT03165
C91459,CCRT00160
C91459,CCRT01177
C91460,CCRT00843
C91460,CCRT01330
C91461,CCRT01717
C91461,CCRT02008
C91461,CCRT02172
C91462,CCRT00840
C91463,CCRT00089
C91464,CCRT01108
C91465,CCRT00489
C91466,CCRT00212
C91467,CCRT00199
C91468,CCRT02459
C91469,CCRT02332
C91470,CCRT01188
C91470,CCRT01852
C91471,CCRT00351
C91472,CCRT03174
C91473,CCRT00489
C91474,CCRT02672
C91475,CCRT00409
C91475,CCRT02336
C91476,CCRT01616
C91477,CCRT02773
C91478,CCRT00928
C91478,CCRT03000
C91479,CCRT02113
C91480,CCRT01480
C91481,CCRT00147
C91482,CCRT02374
C91483,CCRT00232
C91484,CCRT01121
C91484,CCRT02172
C91486,CCRT00196
C91487,CCRT00116
C91488,CCRT01897
C91489,CCRT02685
C91490,CCRT00688
C91491,CCRT02223
C91492,CCRT03165
C91494,CCRT03000
C91495,CCRT03126
C91496,CCRT00646
C91499,CCRT02175
C91501,CCRT01723
C91502,CCRT02455
C91503,CCRT01705
C91504,CCRT02711
C91505,CCRT02005
C91506,CCRT00967
C91506,CCRT02745
C91507,CCRT02301
C91508,CCRT01539
C91509,CCRT01723
C91510,CCRT02658
C91512,CCRT01071
C91513,CCRT01896
C91514,CCRT01355
C91515,CCRT02301
C91516,CCRT02064
C91518,CCRT01015
C91518,CCRT01985
C91519,CCRT00665
C91521,CCRT01648
C91522,CCRT01834
C91523,CCRT01601
C91523,CCRT01602
C91524,CCRT01897
C91524,CCRT02009
C91525,CCRT00101
C91526,CCRT00175
C91527,CCRT02223
C91528,CCRT01722
C91529,CCRT02197
C91530,CCRT00342
C91531,CCRT02639
C91532,CCRT03026
C91533,CCRT02339
C91533,CCRT03167
C91534,CCRT01511
C91534,CCRT02266
C91535,CCRT00131
C91535,CCRT02172
C91537,CCRT01831
C91538,CCRT01839
C91538,CCRT01888
C91539,CCRT01311
C91539,CCRT03244
C91540,CCRT00517
C91541,CCRT02593
C91542,CCRT02223
C91546,CCRT01717
C91548,CCRT01041
C91548,CCRT01393
C91549,CCRT02043
C91550,CCRT02838
C91550,CCRT03097
C91552,CCRT00620
C91553,CCRT02592
C91554,CCRT00620
C91555,CCRT02201
C91556,CCRT00471
C91557,CCRT02743
C91558,CCRT00656
C91558,CCRT02621
C91559,CCRT01796
C91560,CCRT02952
C91561,CCRT00461
C91562,CCRT01594
C91563,CCRT01212
C91564,CCRT01393
C91564,CCRT01960
C91565,CCRT02471
C91566,CCRT01462
C91567,CCRT00489
C91568,CCRT00220
C91569,CCRT00538
C91570,CCRT02223
C91571,CCRT01004
C91572,CCRT00079
C91573,CCRT02245
C91574,CCRT00690
C91574,CCRT01781
C91575,CCRT01496
C91575,CCRT02996
C91576,CCRT02758
C91577,CCRT00255
C91578,CCRT03258
C91579,CCRT02118
C91580,CCRT00625
C91581,CCRT03224
C91582,CCRT02301
C91583,CCRT02173
C91583,CCRT03084
C91584,CCRT01539
C91585,CCRT01093
C91585,CCRT01203
C91586,CCRT00632
C91587,CCRT02176
C91588,CCRT01589
C91589,CCRT02232
C91590,CCRT00165
C91591,CCRT00620
C91601,CCRT00931
C91601,CCRT02961
C91603,CCRT02412
C91604,CCRT00599
C91614,CCRT02076
C91615,CCRT02118
C91618,CCRT02172
C91618,CCRT02658
C91619,CCRT02592
C91620,CCRT02592
C91621,CCRT01624
C91622,CCRT01624
C91623,CCRT01269
C91624,CCRT02150
C91625,CCRT02608
C91630,CCRT02919
C91631,CCRT01954
C91632,CCRT02461
C91633,CCRT01633
C91634,CCRT02686
C91636,CCRT02965
C91637,CCRT01317
C91638,CCRT02034
C91639,CCRT02791
C91640,CCRT01529
C91640,CCRT02161
C91641,CCRT01624
C91643,CCRT00061
C91644,CCRT02223
C91645,CCRT00857
C91646,CCRT01669
C91647,CCRT01307
C91647,CCRT02943
C91648,CCRT00025
C91648,CCRT02666
C91649,CCRT01801
C91650,CCRT02509
C91651,CCRT02272
C91652,CCRT02446
C91653,CCRT02446
C91654,CCRT01323
C91654,CCRT02871
C91655,CCRT00886
C91656,CCRT02215
C91657,CCRT01367
C91657,CCRT03076
C91658,CCRT01367
C91658,CCRT01368
C91659,CCRT02245
C91659,CCRT03096
C91661,CCRT03215
C91662,CCRT03226
C91663,CCRT02550
C91664,CCRT02366
C91665,CCRT00247
C91666,CCRT02663
C91667,CCRT03333
C91668,CCRT01129
C91669,CCRT01123
C91670,CCRT00588
C91670,CCRT01196
C91671,CCRT00588
C91671,CCRT01196
C91672,CCRT00588
C91672,CCRT01196
C91673,CCRT02700
C91674,CCRT02532
C91675,CCRT01529
C91675,CCRT02161
C91676,CCRT02209
C91676,CCRT02352
C91677,CCRT02576
C91678,CCRT02000
C91679,CCRT02215
C91680,CCRT00585
C91680,CCRT02918
C91681,CCRT02680
C91681,CCRT03279
C91682,CCRT01499
C91683,CCRT01649
C91684,CCRT00693
C91687,CCRT02875
C91689,CCRT02668
C91690,CCRT01124
C91690,CCRT03078
C91693,CCRT01649
C91694,CCRT02738
C91695,CCRT02738
C91696,CCRT02737
C91697,CCRT00669
C91698,CCRT02042
C91701,CCRT01954
C91702,CCRT01448
C91704,CCRT01248
C91705,CCRT00370
C91705,CCRT02339
C91706,CCRT00560
C91707,CCRT01817
C91708,CCRT00273
C91709,CCRT02501
C91710,CCRT01110
C91711,CCRT00585
C91711,CCRT01730
C91712,CCRT00775
C91713,CCRT02632
C91714,CCRT01948
C91715,CCRT01549
C91715,CCRT03008
C91716,CCRT02208
C91717,CCRT02791
C91718,CCRT01499
C91719,CCRT01031
C91719,CCRT02006
C91720,CCRT02006
C91721,CCRT02918
C91723,CCRT01172
C91723,CCRT02587
C91724,CCRT02492
C91724,CCRT02791
C91726,CCRT02277
C91727,CCRT00412
C91728,CCRT01257
C91729,CCRT02034
C91730,CCRT01624
C91731,CCRT01831
C91732,CCRT02639
C91733,CCRT01384
C91734,CCRT02663
C91735,CCRT01717
C91736,CCRT01529
C91736,CCRT02161
C91737,CCRT00428
C91738,CCRT02223
C91739,CCRT00061
C91740,CCRT01102
C91741,CCRT03107
C91742,CCRT00349
C91742,CCRT02454
C91743,CCRT02809
C91743,CCRT03272
C91744,CCRT00061
C91745,CCRT00735
C91746,CCRT01717
C91747,CCRT00567
C91747,CCRT01013
C91748,CCRT01140
C91748,CCRT02588
C91749,CCRT02021
C91750,CCRT02353
C91751,CCRT03209
C91752,CCRT03209
C91753,CCRT01492
C91753,CCRT02781
C91754,CCRT01682
C91755,CCRT01211
C91756,CCRT00740
C91756,CCRT00746
C91757,CCRT00702
C91758,CCRT01268
C91759,CCRT02598
C91759,CCRT02869
C91762,CCRT00448
C91766,CCRT00863
C91767,CCRT00963
C91768,CCRT00647
C91769,CCRT01250
C91770,CCRT02986
C91771,CCRT01424
C91772,CCRT01424
C91773,CCRT02149
C91774,CCRT01831
C91775,CCRT02684
C91776,CCRT00824
C91776,CCRT01315
C91777,CCRT01419
C91778,CCRT03285
C91779,CCRT02142
C91780,CCRT03235
C91781,CCRT03190
C91782,CCRT00647
C91782,CCRT03183
C91783,CCRT01867
C91784,CCRT00930
C91784,CCRT01172
C91786,CCRT00608
C91786,CCRT01046
C91787,CCRT00537
C91788,CCRT02153
C91789,CCRT02153
C91790,CCRT00775
C91791,CCRT02495
C91792,CCRT00926
C91793,CCRT01689
C91794,CCRT02798
C91795,CCRT01489
C91796,CCRT00560
C91797,CCRT01523
C91798,CCRT02665
C91799,CCRT00924
C91799,CCRT01069
C91800,CCRT02564
C91801,CCRT03273
C91802,CCRT01425
C91803,CCRT02608
C91804,CCRT00489
C91806,CCRT00779
C91807,CCRT00825
C91807,CCRT01628
C91811,CCRT02820
C91812,CCRT01986
C91814,CCRT02202
C91815,CCRT00959
C91815,CCRT01243
C91816,CCRT01986
C91821,CCRT00124
C91822,CCRT00342
C91823,CCRT00643
C91824,CCRT01082
C91824,CCRT03165
C91825,CCRT00558
C91826,CCRT00577
C91826,CCRT00740
C91827,CCRT00575
C91827,CCRT00740
C91828,CCRT00713
C91829,CCRT01426
C91831,CCRT02547
C91832,CCRT01211
C91834,CCRT00777
C91835,CCRT00531
C91835,CCRT02493
C91836,CCRT01831
C91837,CCRT00643
C91838,CCRT00642
C91839,CCRT02373
C91840,CCRT01938
C91841,CCRT00953
C91842,CCRT00286
C91842,CCRT00387
C91842,CCRT00496
C91842,CCRT01331
C91842,CCRT02201
C91842,CCRT02320
C91842,CCRT02455
C91842,CCRT02663
C91842,CCRT02919
C91843,CCRT01388
C91844,CCRT01813
C91846,CCRT02990
C91847,CCRT01361
C91848,CCRT02150
C91849,CCRT00709
C91850,CCRT02885
C91851,CCRT02885
C91852,CCRT01069
C91852,CCRT03264
C91853,CCRT01831
C91854,CCRT03071
C91856,CCRT00563
C91857,CCRT01551
C91858,CCRT00623
C91859,CCRT02116
C91860,CCRT02021
C91861,CCRT03045
C91862,CCRT00177
C91863,CCRT02113
C91865,CCRT01601
C91867,CCRT01355
C91868,CCRT02201
C91869,CCRT00196
C91871,CCRT00351
C91872,CCRT00351
C91876,CCRT02266
C91876,CCRT03170
C91877,CCRT02965
C91878,CCRT01475
C91879,CCRT01674
C91879,CCRT02997
C91881,CCRT01692
C91882,CCRT02961
C91883,CCRT02064
C91884,CCRT02083
C91885,CCRT02082
C91887,CCRT02822
C91889,CCRT01469
C91889,CCRT02064
C91890,CCRT02021
C91891,CCRT00623
C91892,CCRT02383
C91893,CCRT03188
C91895,CCRT01496
C91895,CCRT03329
C91896,CCRT03161
C91897,CCRT01433
C91899,CCRT00986
C91900,CCRT00829
C91900,CCRT03108
C91901,CCRT02592
C91902,CCRT00343
C91902,CCRT00408
C91903,CCRT00175
C91904,CCRT01334
C91905,CCRT02301
C91906,CCRT00573
C91906,CCRT02322
C91907,CCRT00024
C91907,CCRT02658
C91908,CCRT02885
C91909,CCRT01211
C91910,CCRT02988
C91911,CCRT01820
C91911,CCRT02658
C91912,CCRT01820
C91912,CCRT02525
C91913,CCRT01717
C91914,CCRT00580
C91915,CCRT01539
C91916,CCRT01781
C91916,CCRT02253
C91917,CCRT01203
C91918,CCRT01108
C91919,CCRT00343
C91921,CCRT02064
C91922,CCRT03070
C91923,CCRT02247
C91924,CCRT01593
C91924,CCRT01897
C91925,CCRT01108
C91926,CCRT01991
C91927,CCRT01138
C91928,CCRT02663
C91928,CCRT02705
C91929,CCRT01212
C91930,CCRT01781
C91931,CCRT02082
C91932,CCRT01473
C91933,CCRT01003
C91934,CCRT02471
C91935,CCRT01108
C91936,CCRT02486
C91937,CCRT00956
C91938,CCRT03084
C91939,CCRT02663
C91940,CCRT00885
C91941,CCRT00885
C91942,CCRT02564
C91944,CCRT02961
C91945,CCRT02619
C91946,CCRT00620
C91947,CCRT03084
C91948,CCRT02301
C91949,CCRT00116
C91950,CCRT01831
C91951,CCRT02301
C91952,CCRT02301
C91953,CCRT02602
C91955,CCRT00287
C91956,CCRT02743
C91957,CCRT03008
C91958,CCRT02008
C91959,CCRT01799
C91960,CCRT01685
C91961,CCRT01211
C91962,CCRT01799
C91963,CCRT01150
C91964,CCRT03071
C91965,CCRT03016
C91966,CCRT00458
C91966,CCRT02471
C91967,CCRT02471
C91968,CCRT02358
C91969,CCRT01784
C91970,CCRT00026
C91970,CCRT03016
C91971,CCRT00636
C91972,CCRT01262
C91973,CCRT02016
C91974,CCRT01210
C91976,CCRT01661
C91977,CCRT02663
C91978,CCRT01609
C91979,CCRT00351
C91980,CCRT00340
C91981,CCRT02301
C91982,CCRT01651
C91983,CCRT02826
C91984,CCRT00967
C91986,CCRT00490
C91986,CCRT03213
C91987,CCRT00258
C91989,CCRT01692
C91990,CCRT00871
C91991,CCRT00623
C91992,CCRT01718
C91993,CCRT01624
C91994,CCRT00834
C91995,CCRT02836
C91996,CCRT00980
C91997,CCRT02663
C91998,CCRT00740
C91998,CCRT03000
C91999,CCRT00070
C92000,CCRT03045
C92001,CCRT00777
C92001,CCRT01082
C92002,CCRT01259
C92003,CCRT02909
C92003,CCRT02959
C92004,CCRT02919
C92005,CCRT00127
C92007,CCRT00793
C92008,CCRT01345
C92009,CCRT02064
C92010,CCRT02564
C92011,CCRT00469
C92012,CCRT01785
C92012,CCRT02598
C92013,CCRT02411
C92014,CCRT02373
C92015,CCRT00353
C92016,CCRT01831
C92017,CCRT02219
C92018,CCRT02320
C92019,CCRT00590
C92020,CCRT01273
C92020,CCRT02762
C92021,CCRT02581
C92022,CCRT03115
C92040,CCRT01831
C92041,CCRT01499
C92042,CCRT00380
C92043,CCRT01831
C92044,CCRT03252
C92045,CCRT01205
C92045,CCRT01550
C92046,CCRT00257
C92046,CCRT02985
C92048,CCRT02034
C92049,CCRT00972
C92050,CCRT03062
C92051,CCRT02299
C92052,CCRT00929
C92052,CCRT02256
C92053,CCRT02632
C92054,CCRT01404
C92055,CCRT02869
C92056,CCRT03165
C92057,CCRT02153
C92058,CCRT02936
C92059,CCRT02170
C92059,CCRT03191
C92060,CCRT01864
C92061,CCRT00585
C92061,CCRT02161
C92062,CCRT02576
C92063,CCRT02477
C92064,CCRT02019
C92066,CCRT00027
C92066,CCRT02666
C92067,CCRT02513
C92069,CCRT01970
C92071,CCRT00204
C92073,CCRT02875
C92075,CCRT01419
C92076,CCRT02320
C92077,CCRT01404
C92078,CCRT02791
C92079,CCRT03100
C92080,CCRT00356
C92080,CCRT03365
C92081,CCRT01646
C92082,CCRT00061
C92083,CCRT02576
C92084,CCRT00031
C92084,CCRT00347
C92085,CCRT01632
C92087,CCRT03352
C92088,CCRT01123
C92089,CCRT02887
C92090,CCRT01082
C92090,CCRT02339
C92092,CCRT01117
C92093,CCRT01912
C92094,CCRT03185
C92095,CCRT01430
C92096,CCRT03008
C92097,CCRT02513
C92098,CCRT02539
C92099,CCRT02222
C92101,CCRT03041
C92102,CCRT01033
C92103,CCRT01343
C92104,CCRT00835
C92105,CCRT00261
C92106,CCRT02703
C92107,CCRT02242
C92108,CCRT01971
C92109,CCRT01514
C92110,CCRT01718
C92111,CCRT02532
C92112,CCRT01262
C92113,CCRT00783
C92114,CCRT00245
C92115,CCRT01633
C92117,CCRT03000
C92118,CCRT00940
C92119,CCRT01172
C92119,CCRT02454
C92120,CCRT02791
C92122,CCRT03272
C92123,CCRT00733
C92124,CCRT02339
C92125,CCRT01123
C92126,CCRT02967
C92128,CCRT03100
C92129,CCRT00835
C92130,CCRT02265
C92131,CCRT02015
C92132,CCRT02139
C92133,CCRT01000
C92134,CCRT03287
C92135,CCRT01172
C92135,CCRT03216
C92136,CCRT02430
C92137,CCRT02430
C92139,CCRT01018
C92140,CCRT02131
C92140,CCRT03267
C92141,CCRT02158
C92142,CCRT03272
C92143,CCRT03063
C92144,CCRT01010
C92145,CCRT02247
C92146,CCRT02262
C92147,CCRT02339
C92148,CCRT03165
C92149,CCRT00924
C92149,CCRT03232
C92150,CCRT01718
C92151,CCRT03059
C92152,CCRT02564
C92153,CCRT03255
C92155,CCRT00230
C92157,CCRT03008
C92158,CCRT01831
C92159,CCRT01624
C92160,CCRT00496
C92161,CCRT01578
C92162,CCRT02215
C92164,CCRT02301
C92165,CCRT00223
C92165,CCRT01938
C92166,CCRT02163
C92166,CCRT03030
C92167,CCRT01057
C92168,CCRT00061
C92169,CCRT03225
C92170,CCRT00151
C92171,CCRT00560
C92172,CCRT02635
C92174,CCRT02337
C92175,CCRT02663
C92176,CCRT03285
C92177,CCRT02491
C92177,CCRT03242
C92178,CCRT03285
C92179,CCRT02663
C92180,CCRT00221
C92180,CCRT01082
C92181,CCRT01590
C92182,CCRT00384
C92183,CCRT02019
C92184,CCRT01159
C92185,CCRT00260
C92185,CCRT01496
C92186,CCRT00061
C92186,CCRT02454
C92187,CCRT00674
C92187,CCRT03245
C92188,CCRT00312
C92189,CCRT03267
C92190,CCRT02513
C92191,CCRT00526
C92192,CCRT02893
C92194,CCRT02208
C92195,CCRT03348
C92196,CCRT00683
C92197,CCRT01160
C92198,CCRT00384
C92199,CCRT03000
C92200,CCRT01545
C92201,CCRT00733
C92202,CCRT00534
C92204,CCRT03285
C92205,CCRT02967
C92207,CCRT02501
C92207,CCRT02851
C92208,CCRT01679
C92211,CCRT01105
C92212,CCRT00652
C92214,CCRT02264
C92215,CCRT01360
C92216,CCRT01360
C92217,CCRT01360
C92218,CCRT02182
C92219,CCRT00726
C92220,CCRT01605
C92221,CCRT02699
C92222,CCRT02862
C92223,CCRT01632
C92224,CCRT01082
C92224,CCRT01735
C92225,CCRT01082
C92225,CCRT01735
C92229,CCRT00795
C92231,CCRT02632
C92231,CCRT02849
C92232,CCRT01063
C92233,CCRT02282
C92234,CCRT02801
C92235,CCRT00298
C92236,CCRT02663
C92237,CCRT02554
C92238,CCRT02869
C92239,CCRT02919
C92240,CCRT01774
C92244,CCRT01359
C92245,CCRT01428
C92247,CCRT01117
C92248,CCRT02064
C92249,CCRT00237
C92250,CCRT02663
C92251,CCRT00174
C92252,CCRT00984
C92253,CCRT02775
C92254,CCRT02791
C92255,CCRT02021
C92256,CCRT02454
C92256,CCRT02836
C92257,CCRT02900
C92258,CCRT01526
C92259,CCRT00351
C92260,CCRT00179
C92261,CCRT02321
C92262,CCRT01390
C92262,CCRT01845
C92263,CCRT01214
C92263,CCRT02247
C92264,CCRT02967
C92265,CCRT00136
C92266,CCRT00217
C92266,CCRT02576
C92267,CCRT00061
C92268,CCRT01443
C92269,CCRT02726
C92270,CCRT03008
C92271,CCRT01262
C92272,CCRT03255
C92273,CCRT00724
C92274,CCRT01014
C92274,CCRT02337
C92275,CCRT01511
C92276,CCRT01717
C92278,CCRT01831
C92279,CCRT00007
C92279,CCRT00710
C92281,CCRT03354
C92282,CCRT00064
C92283,CCRT00064
C92284,CCRT01105
C92285,CCRT01741
C92285,CCRT02872
C92286,CCRT02551
C92287,CCRT03008
C92289,CCRT01850
C92290,CCRT02703
C92291,CCRT02703
C92292,CCRT02100
C92293,CCRT00746
C92294,CCRT02478
C92295,CCRT02006
C92296,CCRT00997
C92297,CCRT00526
C92298,CCRT00526
C92299,CCRT01230
C92300,CCRT02663
C92301,CCRT00061
C92302,CCRT01895
C92303,CCRT02678
C92305,CCRT00401
C92306,CCRT02299
C92307,CCRT03229
C92308,CCRT00478
C92308,CCRT01610
C92312,CCRT02733
C92313,CCRT00253
C92317,CCRT00655
C92318,CCRT00655
C92321,CCRT00683
C92322,CCRT01420
C92323,CCRT00655
C92324,CCRT02307
C92325,CCRT02322
C92326,CCRT02550
C92327,CCRT03287
C92328,CCRT03287
C92329,CCRT01704
C92329,CCRT01856
C92330,CCRT02936
C92332,CCRT02320
C92332,CCRT02660
C92332,CCRT02661
C92333,CCRT02070
C92333,CCRT03316
C92335,CCRT03287
C92336,CCRT02936
C92337,CCRT00588
C92338,CCRT03000
C92339,CCRT02769
C92340,CCRT02632
C92340,CCRT03264
C92341,CCRT00229
C92341,CCRT00476
C92342,CCRT03165
C92343,CCRT03089
C92344,CCRT02454
C92344,CCRT02836
C92345,CCRT02080
C92345,CCRT02918
C92346,CCRT02658
C92347,CCRT02446
C92348,CCRT02366
C92349,CCRT01449
C92349,CCRT02004
C92349,CCRT03018
C92350,CCRT03009
C92351,CCRT01047
C92351,CCRT01517
C92351,CCRT02579
C92352,CCRT02845
C92353,CCRT02286
C92353,CCRT03065
C92354,CCRT01633
C92355,CCRT02113
C92356,CCRT01946
C92357,CCRT02936
C92358,CCRT02328
C92359,CCRT01718
C92359,CCRT02708
C92361,CCRT02247
C92362,CCRT01510
C92364,CCRT01014
C92364,CCRT01468
C92365,CCRT02250
C92367,CCRT02919
C92368,CCRT00865
C92369,CCRT02282
C92369,CCRT02851
C92370,CCRT00253
C92371,CCRT02707
C92372,CCRT01569
C92373,CCRT01360
C92374,CCRT01230
C92375,CCRT00104
C92376,CCRT00242
C92377,CCRT00373
C92377,CCRT01443
C92378,CCRT02663
C92379,CCRT02919
C92381,CCRT02223
C92383,CCRT02919
C92384,CCRT00493
C92385,CCRT03285
C92387,CCRT02662
C92388,CCRT02495
C92389,CCRT01123
C92390,CCRT01105
C92391,CCRT02503
C92392,CCRT02351
C92392,CCRT03361
C92395,CCRT02384
C92396,CCRT01360
C92397,CCRT00371
C92397,CCRT02172
C92398,CCRT01163
C92399,CCRT00758
C92399,CCRT02301
C92400,CCRT02223
C92401,CCRT00590
C92401,CCRT01707
C92402,CCRT02495
C92403,CCRT02495
C92404,CCRT00133
C92405,CCRT02201
C92406,CCRT02006
C92407,CCRT01572
C92408,CCRT02696
C92409,CCRT02454
C92409,CCRT02836
C92410,CCRT00349
C92410,CCRT02454
C92411,CCRT01929
C92412,CCRT02179
C92413,CCRT00635
C92414,CCRT02193
C92415,CCRT02321
C92416,CCRT02851
C92416,CCRT03234
C92417,CCRT02002
C92418,CCRT01360
C92424,CCRT01767
C92424,CCRT02339
C92426,CCRT02244
C92426,CCRT02587
C92427,CCRT00531
C92430,CCRT02193
C92432,CCRT01186
C92432,CCRT02244
C92433,CCRT01262
C92434,CCRT02857
C92435,CCRT00245
C92436,CCRT00351
C92439,CCRT00746
C92440,CCRT02513
C92441,CCRT02513
C92442,CCRT02215
C92443,CCRT02064
C92444,CCRT00531
C92445,CCRT02875
C92446,CCRT02918
C92447,CCRT02026
C92448,CCRT03142
C92450,CCRT02021
C92451,CCRT02441
C92452,CCRT02207
C92453,CCRT00531
C92454,CCRT02089
C92455,CCRT00992
C92455,CCRT01047
C92455,CCRT02235
C92456,CCRT03008
C92457,CCRT03221
C92458,CCRT01560
C92459,CCRT02967
C92460,CCRT01891
C92460,CCRT02531
C92462,CCRT02887
C92463,CCRT03287
C92465,CCRT00148
C92466,CCRT02034
C92467,CCRT00972
C92468,CCRT02089
C92469,CCRT02339
C92469,CCRT03183
C92470,CCRT02339
C92470,CCRT03183
C92471,CCRT00896
C92472,CCRT00860
C92472,CCRT02303
C92473,CCRT02172
C92473,CCRT02608
C92474,CCRT02034
C92475,CCRT00972
C92476,CCRT01256
C92477,CCRT03354
C92478,CCRT02222
C92479,CCRT03000
C92480,CCRT00451
C92481,CCRT02980
C92482,CCRT03323
C92483,CCRT02069
C92484,CCRT01624
C92485,CCRT02920
C92490,CCRT00245
C92491,CCRT02371
C92492,CCRT03221
C92493,CCRT01475
C92494,CCRT01538
C92495,CCRT00250
C92496,CCRT01262
C92496,CCRT02094
C92497,CCRT00119
C92498,CCRT01718
C92499,CCRT00222
C92500,CCRT02082
C92500,CCRT02762
C92501,CCRT01461
C92502,CCRT03202
C92503,CCRT01996
C92504,CCRT01996
C92506,CCRT02019
C92507,CCRT02606
C92508,CCRT02339
C92508,CCRT02858
C92509,CCRT02339
C92509,CCRT02858
C92510,CCRT00354
C92511,CCRT00237
C92513,CCRT01105
C92514,CCRT03322
C92514,CCRT03361
C92515,CCRT01445
C92516,CCRT00278
C92516,CCRT00370
C92517,CCRT02026
C92518,CCRT03309
C92519,CCRT02223
C92520,CCRT01230
C92521,CCRT00496
C92522,CCRT00822
C92523,CCRT02064
C92524,CCRT02855
C92525,CCRT02762
C92526,CCRT02762
C92528,CCRT00635
C92529,CCRT03008
C92530,CCRT01300
C92533,CCRT01702
C92535,CCRT01838
C92535,CCRT02578
C92536,CCRT02223
C92537,CCRT01783
C92538,CCRT01468
C92539,CCRT00561
C92540,CCRT02421
C92541,CCRT03181
C92542,CCRT00237
C92543,CCRT02185
C92547,CCRT02107
C92548,CCRT01992
C92550,CCRT01105
C92551,CCRT02301
C92552,CCRT01938
C92553,CCRT00683
C92554,CCRT02844
C92556,CCRT02513
C92557,CCRT02696
C92558,CCRT00693
C92558,CCRT01767
C92561,CCRT02923
C92562,CCRT01865
C92563,CCRT02223
C92564,CCRT03007
C92565,CCRT01505
C92566,CCRT02663
C92567,CCRT03165
C92568,CCRT00588
C92570,CCRT01904
C92571,CCRT02328
C92572,CCRT02277
C92573,CCRT02501
C92574,CCRT01590
C92574,CCRT02851
C92575,CCRT00671
C92575,CCRT03030
C92576,CCRT02006
C92577,CCRT02980
C92579,CCRT00829
C92580,CCRT00829
C92581,CCRT00827
C92582,CCRT00320
C92582,CCRT00754
C92583,CCRT03285
C92584,CCRT00741
C92585,CCRT00278
C92586,CCRT03000
C92587,CCRT02308
C92588,CCRT02857
C92589,CCRT02539
C92590,CCRT02611
C92591,CCRT01842
C92592,CCRT01514
C92593,CCRT00608
C92594,CCRT00278
C92595,CCRT02556
C92596,CCRT00669
C92597,CCRT00388
C92601,CCRT02845
C92602,CCRT00048
C92603,CCRT02565
C92604,CCRT00061
C92604,CCRT00370
C92605,CCRT02578
C92606,CCRT03284
C92609,CCRT03000
C92610,CCRT01717
C92611,CCRT02247
C92612,CCRT02629
C92613,CCRT01585
C92614,CCRT01831
C92615,CCRT02936
C92616,CCRT02936
C92617,CCRT00886
C92618,CCRT01831
C92619,CCRT02571
C92620,CCRT01577
C92621,CCRT00510
C92623,CCRT02322
C92624,CCRT02282
C92624,CCRT02618
C92625,CCRT02857
C92626,CCRT03272
C92628,CCRT00710
C92629,CCRT01979
C92630,CCRT01468
C92632,CCRT00365
C92633,CCRT02188
C92633,CCRT02887
C92634,CCRT02769
C92635,CCRT02723
C92636,CCRT02188
C92636,CCRT02887
C92637,CCRT00034
C92638,CCRT00829
C92639,CCRT01443
C92640,CCRT01577
C92641,CCRT02663
C92642,CCRT00963
C92643,CCRT03134
C92644,CCRT01603
C92645,CCRT02223
C92648,CCRT03190
C92652,CCRT00039
C92654,CCRT00673
C92655,CCRT02141
C92657,CCRT01646
C92658,CCRT01647
C92661,CCRT02064
C92662,CCRT01463
C92663,CCRT01974
C92664,CCRT03326
C92665,CCRT00064
C92666,CCRT00562
C92667,CCRT03106
C92668,CCRT02791
C92669,CCRT00028
C92669,CCRT01468
C92670,CCRT02633
C92673,CCRT02321
C92674,CCRT02454
C92674,CCRT03013
C92677,CCRT03350
C92678,CCRT03267
C92679,CCRT01914
C92679,CCRT02967
C92680,CCRT02064
C92682,CCRT02900
C92686,CCRT00814
C92686,CCRT00865
C92688,CCRT00495
C92696,CCRT02215
C92697,CCRT01923
C92698,CCRT02660
C92699,CCRT00489
C92700,CCRT00048
C92701,CCRT01428
C92702,CCRT01831
C92703,CCRT00940
C92704,CCRT01794
C92705,CCRT02064
C92710,CCRT00126
C92712,CCRT02879
C92713,CCRT03262
C92714,CCRT02320
C92715,CCRT00049
C92716,CCRT01428
C92717,CCRT03065
C92718,CCRT00489
C92719,CCRT01112
C92720,CCRT01831
C92721,CCRT00050
C92721,CCRT02339
C92722,CCRT02919
C92723,CCRT02845
C92724,CCRT00149
C92724,CCRT02339
C92726,CCRT00741
C92727,CCRT03248
C92728,CCRT02596
C92729,CCRT02015
C92730,CCRT02995
C92731,CCRT01085
C92732,CCRT00940
C92733,CCRT01919
C92734,CCRT02495
C92738,CCRT02936
C92742,CCRT02205
C92743,CCRT00608
C92743,CCRT01046
C92744,CCRT01938
C92745,CCRT01532
C92746,CCRT00011
C92746,CCRT01864
C92747,CCRT01718
C92748,CCRT00747
C92750,CCRT02680
C92750,CCRT03279
C92751,CCRT01117
C92754,CCRT03190
C92755,CCRT02064
C92756,CCRT01337
C92756,CCRT02314
C92757,CCRT00875
C92759,CCRT02033
C92760,CCRT01577
C92761,CCRT00260
C92761,CCRT02679
C92762,CCRT03000
C92763,CCRT00635
C92764,CCRT02339
C92764,CCRT02598
C92765,CCRT01262
C92766,CCRT00489
