ccid,crtid
C94112,CCRT00421
C94112,CCRT02697
C94113,CCRT01012
C94113,CCRT03110
C94114,CCRT01829
C94115,CCRT01465
C94116,CCRT02739
C94117,CCRT01079
C94118,CCRT00751
C94118,CCRT00779
C94119,CCRT00050
C94119,CCRT02984
C94120,CCRT00050
C94120,CCRT02984
C94121,CCRT02036
C94123,CCRT02932
C94124,CCRT00030
C94125,CCRT01667
C94126,CCRT01652
C94127,CCRT03111
C94128,CCRT00981
C94128,CCRT03158
C94129,CCRT00211
C94130,CCRT00689
C94131,CCRT02190
C94132,CCRT02465
C94133,CCRT02417
C94134,CCRT01334
C94135,CCRT00718
C94137,CCRT01423
C94139,CCRT00888
C94140,CCRT01165
C94141,CCRT00500
C94142,CCRT01831
C94142,CCRT02779
C94143,CCRT00889
C94144,CCRT00055
C94145,CCRT01375
C94146,CCRT01544
C94147,CCRT01829
C94148,CCRT01987
C94149,CCRT03002
C94150,CCRT01924
C94151,CCRT01599
C94151,CCRT03192
C94152,CCRT02779
C94153,CCRT02818
C94154,CCRT02133
C94156,CCRT00018
C94156,CCRT02984
C94157,CCRT01712
C94158,CCRT01967
C94158,CCRT02731
C94159,CCRT01762
C94160,CCRT01562
C94161,CCRT00703
C94162,CCRT01539
C94163,CCRT02039
C94164,CCRT01120
C94164,CCRT02731
C94165,CCRT02676
C94166,CCRT03292
C94167,CCRT00044
C94168,CCRT01967
C94168,CCRT02731
C94169,CCRT02310
C94170,CCRT01292
C94171,CCRT03110
C94172,CCRT02838
C94173,CCRT00784
C94174,CCRT01924
C94175,CCRT00750
C94176,CCRT02649
C94177,CCRT03110
C94178,CCRT00913
C94179,CCRT01750
C94180,CCRT03005
C94181,CCRT02483
C94182,CCRT02113
C94183,CCRT02796
C94185,CCRT03292
C94186,CCRT01987
C94187,CCRT00019
C94188,CCRT00913
C94189,CCRT02935
C94190,CCRT02077
C94191,CCRT00100
C94192,CCRT01713
C94193,CCRT02832
C94195,CCRT02818
C94196,CCRT02605
C94197,CCRT02036
C94198,CCRT02868
C94199,CCRT01829
C94200,CCRT00872
C94201,CCRT01450
C94202,CCRT01825
C94203,CCRT01821
C94204,CCRT02937
C94205,CCRT01165
C94206,CCRT01643
C94207,CCRT02838
C94208,CCRT03092
C94209,CCRT02113
C94212,CCRT00348
C94213,CCRT02407
C94214,CCRT02417
C94216,CCRT00948
C94217,CCRT03207
C94218,CCRT01751
C94219,CCRT02779
C94220,CCRT01034
C94221,CCRT03035
C94222,CCRT02968
C94223,CCRT00046
C94223,CCRT01927
C94225,CCRT02657
C94226,CCRT02790
C94227,CCRT02169
C94228,CCRT03008
C94230,CCRT02385
C94231,CCRT00065
C94231,CCRT02140
C94232,CCRT01898
C94232,CCRT02916
C94233,CCRT02932
C94234,CCRT02198
C94235,CCRT01751
C94236,CCRT00888
C94239,CCRT00220
C94240,CCRT00472
C94241,CCRT02676
C94242,CCRT01497
C94243,CCRT00313
C94243,CCRT01931
C94244,CCRT02062
C94245,CCRT00817
C94245,CCRT01254
C94246,CCRT00817
C94246,CCRT01254
C94247,CCRT03093
C94251,CCRT02941
C94252,CCRT03086
C94253,CCRT02210
C94254,CCRT00200
C94255,CCRT02495
C94256,CCRT01457
C94257,CCRT00056
C94258,CCRT00197
C94258,CCRT00651
C94259,CCRT00624
C94259,CCRT02150
C94260,CCRT03057
C94261,CCRT01889
C94264,CCRT00841
C94265,CCRT01862
C94266,CCRT00099
C94267,CCRT02252
C94267,CCRT02500
C94269,CCRT02829
C94270,CCRT02036
C94271,CCRT00903
C94271,CCRT02548
C94272,CCRT00131
C94272,CCRT02172
C94273,CCRT02385
C94274,CCRT00056
C94275,CCRT01566
C94276,CCRT00344
C94277,CCRT02972
C94278,CCRT00322
C94279,CCRT03169
C94280,CCRT02739
C94281,CCRT03302
C94282,CCRT01151
C94283,CCRT02214
C94284,CCRT02919
C94285,CCRT00360
C94286,CCRT00548
C94287,CCRT00109
C94288,CCRT01554
C94288,CCRT02607
C94289,CCRT02320
C94290,CCRT02658
C94291,CCRT02247
C94292,CCRT00860
C94292,CCRT01870
C94293,CCRT01120
C94294,CCRT03263
C94295,CCRT02436
C94296,CCRT02045
C94298,CCRT00872
C94299,CCRT03339
C94300,CCRT00308
C94301,CCRT00192
C94302,CCRT00337
C94304,CCRT02535
C94305,CCRT01165
C94306,CCRT00244
C94307,CCRT01750
C94308,CCRT03035
C94310,CCRT01877
C94310,CCRT01896
C94311,CCRT00897
C94312,CCRT01831
C94314,CCRT00910
C94314,CCRT01765
C94315,CCRT00817
C94315,CCRT01254
C94316,CCRT01761
C94317,CCRT00232
C94318,CCRT01900
C94320,CCRT01951
C94321,CCRT00169
C94323,CCRT01009
C94324,CCRT02407
C94325,CCRT00944
C94326,CCRT02533
C94328,CCRT02434
C94329,CCRT01544
C94330,CCRT03179
C94331,CCRT03179
C94332,CCRT03066
C94333,CCRT02483
C94335,CCRT01104
C94336,CCRT02671
C94338,CCRT00918
C94341,CCRT02121
C94342,CCRT00795
C94343,CCRT02087
C94344,CCRT02301
C94344,CCRT02493
C94345,CCRT02757
C94346,CCRT01659
C94347,CCRT01144
C94348,CCRT00878
C94349,CCRT00056
C94350,CCRT01797
C94351,CCRT02045
C94351,CCRT02484
C94352,CCRT02001
C94353,CCRT01862
C94354,CCRT02536
C94355,CCRT01450
C94355,CCRT03044
C94356,CCRT02011
C94357,CCRT00092
C94358,CCRT00884
C94359,CCRT01660
C94360,CCRT01104
C94361,CCRT01475
C94364,CCRT02072
C94366,CCRT01172
C94368,CCRT01375
C94369,CCRT00475
C94370,CCRT01937
C94371,CCRT02779
C94372,CCRT02013
C94373,CCRT00093
C94373,CCRT00575
C94374,CCRT00093
C94374,CCRT00575
C94375,CCRT00228
C94378,CCRT02062
C94379,CCRT02291
C94380,CCRT00531
C94381,CCRT01450
C94382,CCRT02021
C94383,CCRT03068
C94386,CCRT01831
C94387,CCRT00526
C94388,CCRT02829
C94389,CCRT02739
C94390,CCRT02407
C94391,CCRT02407
C94392,CCRT01544
C94393,CCRT02658
C94395,CCRT02838
C94396,CCRT02049
C94397,CCRT01141
C94398,CCRT01153
C94399,CCRT02988
C94400,CCRT01881
C94401,CCRT01539
C94402,CCRT02050
C94403,CCRT00065
C94403,CCRT02426
C94404,CCRT00214
C94405,CCRT01080
C94406,CCRT01987
C94407,CCRT01797
C94408,CCRT02519
C94408,CCRT02594
C94410,CCRT03104
C94411,CCRT02932
C94412,CCRT00109
C94414,CCRT02200
C94415,CCRT02958
C94417,CCRT03001
C94418,CCRT01495
C94418,CCRT02701
C94419,CCRT01820
C94419,CCRT01987
C94421,CCRT03002
C94422,CCRT01170
C94423,CCRT01966
C94424,CCRT03008
C94425,CCRT01141
C94426,CCRT01710
C94427,CCRT01104
C94428,CCRT03193
C94429,CCRT00716
C94429,CCRT00912
C94429,CCRT01153
C94429,CCRT01305
C94429,CCRT01533
C94429,CCRT01881
C94429,CCRT02134
C94429,CCRT02151
C94429,CCRT02385
C94429,CCRT02407
C94429,CCRT03175
C94429,CCRT03269
C94431,CCRT01035
C94431,CCRT02493
C94432,CCRT00044
C94434,CCRT00638
C94434,CCRT02493
C94435,CCRT01933
C94436,CCRT00308
C94437,CCRT02192
C94438,CCRT00658
C94439,CCRT02968
C94440,CCRT00350
C94441,CCRT00268
C94442,CCRT01957
C94444,CCRT00309
C94447,CCRT01781
C94448,CCRT00952
C94451,CCRT03038
C94452,CCRT00098
C94453,CCRT03294
C94454,CCRT01688
C94456,CCRT02098
C94457,CCRT02247
C94458,CCRT03347
C94460,CCRT00177
C94461,CCRT00177
C94463,CCRT02649
C94464,CCRT00438
C94465,CCRT00917
C94466,CCRT02072
C94467,CCRT01884
C94467,CCRT01937
C94468,CCRT00035
C94468,CCRT02318
C94469,CCRT02744
C94470,CCRT02937
C94472,CCRT01237
C94472,CCRT02087
C94473,CCRT00952
C94474,CCRT00797
C94475,CCRT01077
C94475,CCRT02454
C94476,CCRT00105
C94477,CCRT02726
C94478,CCRT02407
C94479,CCRT00294
C94479,CCRT00941
C94481,CCRT03320
C94482,CCRT01881
C94483,CCRT00889
C94484,CCRT00237
C94484,CCRT02965
C94485,CCRT03274
C94486,CCRT00952
C94487,CCRT01552
C94487,CCRT02087
C94489,CCRT01247
C94490,CCRT00795
C94491,CCRT01457
C94492,CCRT01450
C94492,CCRT02239
C94500,CCRT02427
C94501,CCRT01723
C94502,CCRT03005
C94503,CCRT00396
C94503,CCRT02017
C94504,CCRT01831
C94505,CCRT02811
C94506,CCRT00888
C94507,CCRT03178
C94508,CCRT03224
C94509,CCRT01141
C94512,CCRT02955
C94513,CCRT02021
C94514,CCRT02818
C94515,CCRT00322
C94516,CCRT00268
C94517,CCRT01404
C94518,CCRT02210
C94519,CCRT00948
C94521,CCRT00004
C94521,CCRT00514
C94521,CCRT02146
C94522,CCRT01543
C94523,CCRT02281
C94524,CCRT02577
C94525,CCRT01578
C94526,CCRT02320
C94527,CCRT02320
C94528,CCRT02108
C94530,CCRT02504
C94531,CCRT02240
C94532,CCRT01233
C94534,CCRT02385
C94535,CCRT03292
C94536,CCRT00237
C94539,CCRT00371
C94541,CCRT02001
C94542,CCRT03312
C94543,CCRT01998
C94544,CCRT00763
C94545,CCRT03086
C94546,CCRT00103
C94547,CCRT02064
C94548,CCRT00322
C94549,CCRT02240
C94550,CCRT00248
C94551,CCRT02757
C94552,CCRT02829
C94554,CCRT01889
C94555,CCRT01563
C94556,CCRT02598
C94556,CCRT02869
C94558,CCRT01029
C94560,CCRT01547
C94561,CCRT02087
C94562,CCRT02087
C94564,CCRT00072
C94565,CCRT00371
C94567,CCRT01713
C94568,CCRT00250
C94569,CCRT02296
C94571,CCRT00628
C94572,CCRT01699
C94573,CCRT01291
C94574,CCRT02122
C94575,CCRT02658
C94577,CCRT01048
C94578,CCRT01924
C94579,CCRT02753
C94580,CCRT02792
C94580,CCRT02882
C94581,CCRT02988
C94582,CCRT00311
C94582,CCRT01681
C94582,CCRT01698
C94582,CCRT01875
C94583,CCRT01141
C94584,CCRT03155
C94585,CCRT02649
C94586,CCRT02407
C94588,CCRT00145
C94590,CCRT03008
C94591,CCRT00331
C94591,CCRT01021
C94593,CCRT03351
C94594,CCRT03055
C94595,CCRT02470
C94596,CCRT02598
C94596,CCRT02972
C94598,CCRT01599
C94599,CCRT00806
C94600,CCRT00850
C94601,CCRT02790
C94602,CCRT00533
C94602,CCRT02458
C94603,CCRT02632
C94604,CCRT01409
C94605,CCRT02128
C94606,CCRT02128
C94607,CCRT01937
C94608,CCRT01740
C94609,CCRT02660
C94610,CCRT02385
C94611,CCRT03184
C94612,CCRT02932
C94614,CCRT00539
C94614,CCRT02468
C94616,CCRT02451
C94617,CCRT01979
C94618,CCRT02192
C94618,CCRT02454
C94619,CCRT01711
C94619,CCRT03306
C94620,CCRT00295
C94621,CCRT00100
C94622,CCRT02087
C94623,CCRT01552
C94623,CCRT02087
C94624,CCRT01595
C94625,CCRT03207
C94626,CCRT01168
C94627,CCRT01091
C94628,CCRT01823
C94628,CCRT02624
C94629,CCRT01450
C94631,CCRT00969
C94631,CCRT03127
C94632,CCRT02811
C94633,CCRT02072
C94637,CCRT03008
C94638,CCRT02098
C94639,CCRT02736
C94640,CCRT02736
C94641,CCRT02736
C94642,CCRT02736
C94643,CCRT02736
C94645,CCRT01973
C94646,CCRT02032
C94647,CCRT02972
C94648,CCRT00214
C94649,CCRT02598
C94649,CCRT02634
C94650,CCRT03005
C94651,CCRT03104
C94652,CCRT02050
C94652,CCRT02213
C94653,CCRT00099
C94654,CCRT02214
C94655,CCRT03260
C94656,CCRT02121
C94657,CCRT02098
C94658,CCRT03117
C94664,CCRT02744
C94665,CCRT02032
C94666,CCRT00852
C94668,CCRT02447
C94669,CCRT00613
C94669,CCRT01781
C94671,CCRT02434
C94672,CCRT02408
C94673,CCRT00860
C94673,CCRT03170
C94674,CCRT02163
C94676,CCRT01874
C94677,CCRT03115
C94678,CCRT01334
C94679,CCRT01539
C94680,CCRT00076
C94681,CCRT02815
C94681,CCRT03164
C94684,CCRT02453
C94685,CCRT03194
C94686,CCRT03320
C94688,CCRT02663
C94696,CCRT02919
C94697,CCRT01475
C94697,CCRT02561
C94698,CCRT02736
C94700,CCRT00370
C94700,CCRT02836
C94701,CCRT01466
C94701,CCRT01965
C94702,CCRT03023
C94703,CCRT01830
C94703,CCRT03023
C94704,CCRT02563
C94705,CCRT02563
C94711,CCRT00164
C94713,CCRT00552
C94714,CCRT00262
C94715,CCRT02273
C94716,CCRT02301
C94716,CCRT02835
C94717,CCRT01933
C94718,CCRT01839
C94719,CCRT00641
C94719,CCRT02989
C94720,CCRT02121
C94722,CCRT02240
C94723,CCRT00360
C94725,CCRT02713
C94728,CCRT00386
C94729,CCRT02032
C94730,CCRT01758
C94731,CCRT03055
C94732,CCRT01234
C94733,CCRT01234
C94734,CCRT01100
C94735,CCRT01104
C94736,CCRT00087
C94737,CCRT02779
C94740,CCRT00658
C94741,CCRT01409
C94742,CCRT01831
C94743,CCRT01587
C94744,CCRT00974
C94745,CCRT02201
C94746,CCRT02642
C94747,CCRT00329
C94747,CCRT02587
C94748,CCRT02692
C94749,CCRT01957
C94750,CCRT02649
C94751,CCRT00432
C94752,CCRT01502
C94753,CCRT00622
C94755,CCRT00348
C94756,CCRT02301
C94757,CCRT01502
C94758,CCRT01862
C94759,CCRT00393
C94761,CCRT01494
C94762,CCRT00379
C94763,CCRT02049
C94764,CCRT00087
C94764,CCRT02094
C94765,CCRT01562
C94766,CCRT02725
C94767,CCRT00145
C94768,CCRT03169
C94769,CCRT03169
C94770,CCRT01450
C94772,CCRT02829
C94774,CCRT00018
C94774,CCRT02984
C94775,CCRT03343
C94776,CCRT02384
C94777,CCRT02301
C94778,CCRT01041
C94779,CCRT01475
C94780,CCRT03234
C94781,CCRT00018
C94781,CCRT01889
C94782,CCRT03257
C94783,CCRT02597
C94784,CCRT01147
C94785,CCRT00131
C94785,CCRT02172
C94787,CCRT02032
C94788,CCRT01202
C94789,CCRT03311
C94790,CCRT01555
C94792,CCRT01136
C94792,CCRT01751
C94792,CCRT02300
C94792,CCRT03145
C94792,CCRT03313
C94793,CCRT00949
C94793,CCRT03314
C94794,CCRT01751
C94794,CCRT02287
C94794,CCRT02300
C94794,CCRT03313
C94796,CCRT01751
C94797,CCRT00660
C94797,CCRT02423
C94798,CCRT00862
C94798,CCRT02028
C94799,CCRT00228
C94800,CCRT02829
C94801,CCRT03116
C94802,CCRT00244
C94803,CCRT02385
C94804,CCRT02082
C94805,CCRT01964
C94806,CCRT02806
C94807,CCRT01626
C94807,CCRT03205
C94808,CCRT01626
C94808,CCRT02663
C94809,CCRT01626
C94809,CCRT02786
C94810,CCRT01626
C94810,CCRT02047
C94819,CCRT02099
C94821,CCRT01450
C94822,CCRT01901
C94823,CCRT03330
C94824,CCRT02383
C94825,CCRT00237
C94826,CCRT02824
C94827,CCRT02796
C94828,CCRT02796
C94829,CCRT01957
C94831,CCRT01221
C94833,CCRT00536
C94834,CCRT02074
C94835,CCRT02407
C94836,CCRT02663
C94837,CCRT02168
C94838,CCRT00267
C94838,CCRT02598
C94839,CCRT00455
C94840,CCRT03280
C94841,CCRT02134
C94843,CCRT00813
C94844,CCRT02172
C94844,CCRT02869
C94845,CCRT00341
C94846,CCRT00138
C94847,CCRT00474
C94848,CCRT01096
C94849,CCRT02573
C94850,CCRT01581
C94853,CCRT02049
C94854,CCRT01141
C94855,CCRT02806
C94856,CCRT02122
C94857,CCRT02225
C94858,CCRT01167
C94859,CCRT02884
C94860,CCRT01141
C94861,CCRT01579
C94862,CCRT00679
C94863,CCRT01375
C94864,CCRT01563
C94865,CCRT02138
C94866,CCRT00201
C94867,CCRT02769
C94868,CCRT02063
C94869,CCRT02221
C94870,CCRT02829
C94871,CCRT00104
C94872,CCRT01727
C94874,CCRT00552
C94875,CCRT00250
C94876,CCRT01475
C94876,CCRT02561
C94877,CCRT02919
C94878,CCRT00237
C94879,CCRT02407
C94880,CCRT02283
C94882,CCRT00890
C94883,CCRT02151
C94884,CCRT02062
C94885,CCRT01172
C94885,CCRT02598
C94886,CCRT01831
C94887,CCRT00250
C94888,CCRT01477
C94889,CCRT03253
C94890,CCRT00489
C94891,CCRT01937
C94892,CCRT01035
C94896,CCRT02779
C94897,CCRT00297
C94905,CCRT00583
C94905,CCRT02198
C94909,CCRT00337
C94910,CCRT00337
C94911,CCRT00437
C94911,CCRT02940
C94912,CCRT01291
C94913,CCRT01644
C94913,CCRT02172
C94914,CCRT02713
C94915,CCRT02852
C94916,CCRT03207
C94917,CCRT01751
C94918,CCRT02972
C94920,CCRT02837
C94921,CCRT01729
C94924,CCRT03104
C94925,CCRT02385
C94926,CCRT01987
C94927,CCRT01223
C94928,CCRT00355
C94929,CCRT02630
C94930,CCRT01831
C94931,CCRT02829
C94932,CCRT02163
C94934,CCRT00337
C94935,CCRT01881
C94936,CCRT01748
C94936,CCRT02658
C94937,CCRT00087
C94937,CCRT02464
C94938,CCRT01104
C94939,CCRT01941
C94940,CCRT00915
C94940,CCRT01620
C94941,CCRT01291
C94942,CCRT01495
C94942,CCRT02671
C94943,CCRT01543
C94944,CCRT01533
C94945,CCRT02757
C94946,CCRT01450
C94948,CCRT00371
C94949,CCRT00489
C94950,CCRT01871
C94951,CCRT01450
C94952,CCRT00145
C94953,CCRT02779
C94954,CCRT00579
C94954,CCRT00881
C94954,CCRT01989
C94954,CCRT02436
C94955,CCRT02829
C94956,CCRT03318
C94957,CCRT00888
C94959,CCRT02011
C94960,CCRT01751
C94963,CCRT01839
C94966,CCRT01065
C94969,CCRT00808
C94969,CCRT01165
C94970,CCRT01463
C94971,CCRT00832
C94972,CCRT01223
C94974,CCRT02790
C94976,CCRT03178
C94977,CCRT03169
C94978,CCRT02316
C94983,CCRT02494
C94984,CCRT01555
C94985,CCRT01661
C94986,CCRT02814
C94987,CCRT01104
C94988,CCRT00697
C94989,CCRT03263
C94990,CCRT00085
C94991,CCRT02407
C94992,CCRT02702
C94993,CCRT02062
C94995,CCRT00213
C94996,CCRT03240
C94997,CCRT00322
C94999,CCRT01837
C95000,CCRT03330
C95001,CCRT01940
C95002,CCRT02829
C95003,CCRT01333
C95003,CCRT02050
C95004,CCRT03179
C95005,CCRT02026
C95007,CCRT02113
C95010,CCRT00214
C95011,CCRT02050
C95011,CCRT02213
C95012,CCRT00536
C95013,CCRT02283
C95014,CCRT00296
C95015,CCRT02320
C95016,CCRT00881
C95017,CCRT00050
C95017,CCRT02984
C95018,CCRT00268
C95020,CCRT02383
C95021,CCRT01223
C95022,CCRT03290
C95023,CCRT02026
C95024,CCRT01237
C95024,CCRT03088
C95025,CCRT02741
C95026,CCRT02163
C95027,CCRT00898
C95028,CCRT01221
C95029,CCRT02453
C95030,CCRT02165
C95031,CCRT01434
C95031,CCRT02692
C95034,CCRT02049
C95035,CCRT02021
C95038,CCRT01710
C95039,CCRT02829
C95040,CCRT01371
C95041,CCRT03240
C95042,CCRT02062
C95043,CCRT03330
C95044,CCRT00652
C95045,CCRT01645
C95046,CCRT00251
C95048,CCRT01423
C95048,CCRT01588
C95049,CCRT01423
C95049,CCRT01588
C95050,CCRT01423
C95050,CCRT01588
C95051,CCRT01141
C95052,CCRT01839
C95053,CCRT03275
C95056,CCRT02113
C95058,CCRT00841
C95060,CCRT03171
C95062,CCRT01320
C95063,CCRT00962
C95063,CCRT01039
C95064,CCRT01153
C95065,CCRT02739
C95066,CCRT02062
C95067,CCRT02744
C95068,CCRT01933
C95069,CCRT02877
C95070,CCRT01496
C95070,CCRT01781
C95071,CCRT01660
C95072,CCRT00121
C95073,CCRT03343
C95074,CCRT00456
C95075,CCRT02077
C95077,CCRT00945
C95078,CCRT01077
C95079,CCRT02965
C95080,CCRT02965
C95081,CCRT02692
C95082,CCRT02603
C95083,CCRT02320
C95083,CCRT03308
C95084,CCRT03021
C95090,CCRT00248
C95091,CCRT03000
C95092,CCRT00794
C95092,CCRT03328
C95093,CCRT01265
C95093,CCRT02755
C95094,CCRT01562
C95095,CCRT00103
C95096,CCRT02053
C95097,CCRT02014
C95098,CCRT02049
C95099,CCRT00090
C95100,CCRT00841
C95102,CCRT02729
C95103,CCRT03320
C95105,CCRT01660
C95106,CCRT01171
C95107,CCRT00072
C95107,CCRT01541
C95108,CCRT02001
C95109,CCRT00841
C95110,CCRT00897
C95111,CCRT02563
C95112,CCRT02493
C95112,CCRT02767
C95113,CCRT02704
C95114,CCRT01853
C95115,CCRT01963
C95116,CCRT02649
C95117,CCRT01750
C95118,CCRT00652
C95119,CCRT01284
C95120,CCRT02667
C95121,CCRT01223
C95122,CCRT00085
C95123,CCRT01557
C95124,CCRT00964
C95125,CCRT01963
C95126,CCRT02026
C95127,CCRT02301
C95128,CCRT02301
C95129,CCRT02301
C95130,CCRT02301
C95131,CCRT00047
C95132,CCRT00888
C95133,CCRT00888
C95134,CCRT01874
C95136,CCRT00890
C95137,CCRT02829
C95140,CCRT00003
C95141,CCRT01077
C95142,CCRT00250
C95143,CCRT01076
C95147,CCRT00155
C95148,CCRT01451
C95149,CCRT02593
C95151,CCRT01069
C95152,CCRT00283
C95154,CCRT00285
C95155,CCRT02163
C95156,CCRT01105
C95157,CCRT02132
C95158,CCRT03155
C95159,CCRT02345
C95160,CCRT01546
C95161,CCRT00337
C95162,CCRT02074
C95163,CCRT03104
C95164,CCRT00205
C95164,CCRT01547
C95165,CCRT02369
C95166,CCRT02092
C95167,CCRT02449
C95168,CCRT00574
C95169,CCRT01126
C95170,CCRT02800
C95170,CCRT02965
C95171,CCRT00795
C95172,CCRT00016
C95172,CCRT00349
C95173,CCRT00103
C95174,CCRT02543
C95175,CCRT01251
C95176,CCRT03005
C95177,CCRT00939
C95178,CCRT00890
C95179,CCRT00138
C95181,CCRT03169
C95182,CCRT02774
C95182,CCRT03192
C95183,CCRT00991
C95184,CCRT03246
C95185,CCRT00175
C95186,CCRT01751
C95187,CCRT01405
C95188,CCRT02385
C95189,CCRT01362
C95190,CCRT00371
C95190,CCRT00616
C95191,CCRT01450
C95192,CCRT00117
C95193,CCRT01025
C95193,CCRT01557
C95194,CCRT00236
C95195,CCRT01297
C95196,CCRT03246
C95197,CCRT01660
C95198,CCRT01547
C95199,CCRT00919
C95200,CCRT01598
C95201,CCRT01815
C95201,CCRT02457
C95202,CCRT01831
C95203,CCRT00103
C95204,CCRT02385
C95205,CCRT01959
C95208,CCRT00795
C95209,CCRT00358
C95210,CCRT00237
C95211,CCRT00240
C95212,CCRT01713
C95213,CCRT00419
C95214,CCRT02988
C95215,CCRT00689
C95216,CCRT00198
C95216,CCRT01021
C95217,CCRT01831
C95219,CCRT00937
C95220,CCRT01539
C95222,CCRT02993
C95223,CCRT00224
C95224,CCRT01334
C95226,CCRT01500
C95227,CCRT01500
C95228,CCRT01862
C95229,CCRT02884
C95230,CCRT01862
C95231,CCRT03234
C95232,CCRT00919
C95233,CCRT00919
C95234,CCRT02301
C95236,CCRT01374
C95237,CCRT00177
C95237,CCRT01469
C95238,CCRT02291
C95240,CCRT02476
C95242,CCRT01486
C95243,CCRT02168
C95244,CCRT02174
C95244,CCRT02777
C95245,CCRT00948
C95246,CCRT01831
C95247,CCRT01511
C95247,CCRT03030
C95248,CCRT00185
C95249,CCRT00250
C95250,CCRT02867
C95251,CCRT02702
C95252,CCRT02829
C95253,CCRT03193
C95254,CCRT00169
C95255,CCRT00251
C95256,CCRT00716
C95256,CCRT01305
C95257,CCRT01450
C95258,CCRT02341
C95259,CCRT03038
C95260,CCRT03187
C95261,CCRT00722
C95262,CCRT00569
C95262,CCRT01455
C95262,CCRT01457
C95264,CCRT00890
C95265,CCRT02407
C95266,CCRT01216
C95266,CCRT02137
C95268,CCRT00386
C95269,CCRT02307
C95270,CCRT01684
C95271,CCRT00579
C95271,CCRT02436
C95272,CCRT00400
C95273,CCRT00805
C95274,CCRT01291
C95275,CCRT01074
C95276,CCRT00536
C95277,CCRT00436
C95277,CCRT02838
C95278,CCRT01406
C95278,CCRT02067
C95279,CCRT02039
C95280,CCRT02688
C95281,CCRT00622
C95282,CCRT00913
C95283,CCRT02779
C95284,CCRT02649
C95285,CCRT01989
C95286,CCRT03169
C95287,CCRT02605
C95288,CCRT00515
C95289,CCRT00949
C95290,CCRT02087
C95291,CCRT02087
C95292,CCRT03372
C95293,CCRT01829
C95294,CCRT02144
C95295,CCRT01130
C95297,CCRT01968
C95297,CCRT02017
C95298,CCRT02828
C95299,CCRT02453
C95300,CCRT00819
C95302,CCRT02919
C95303,CCRT01987
C95304,CCRT03093
C95305,CCRT02529
C95305,CCRT03091
C95306,CCRT01364
C95307,CCRT01677
C95308,CCRT01562
C95309,CCRT00881
C95310,CCRT00939
C95311,CCRT01290
C95312,CCRT00819
C95313,CCRT01048
C95314,CCRT01450
C95315,CCRT01450
C95316,CCRT02906
C95317,CCRT01751
C95319,CCRT00287
C95320,CCRT02919
C95321,CCRT02221
C95322,CCRT01899
C95322,CCRT02742
C95323,CCRT00748
C95323,CCRT02742
C95325,CCRT02838
C95329,CCRT00568
C95330,CCRT01858
C95331,CCRT01450
C95332,CCRT00586
C95333,CCRT02454
C95333,CCRT02836
C95334,CCRT01450
C95335,CCRT02593
C95336,CCRT01808
C95337,CCRT01578
C95337,CCRT02559
C95337,CCRT02606
C95338,CCRT00872
C95339,CCRT00872
C95340,CCRT00819
C95341,CCRT00254
C95342,CCRT01106
C95343,CCRT01153
C95344,CCRT01083
C95345,CCRT02087
C95346,CCRT00679
C95347,CCRT00282
C95348,CCRT01531
C95349,CCRT03155
C95350,CCRT03375
C95351,CCRT02383
C95352,CCRT01831
C95353,CCRT01831
C95355,CCRT00958
C95355,CCRT03015
C95356,CCRT03330
C95357,CCRT00251
C95358,CCRT01989
C95359,CCRT00545
C95360,CCRT01141
C95361,CCRT00220
C95361,CCRT01450
C95362,CCRT00268
C95363,CCRT00552
C95364,CCRT02343
C95365,CCRT01831
C95366,CCRT02151
C95367,CCRT01563
C95367,CCRT02784
C95367,CCRT02788
C95367,CCRT03055
C95370,CCRT02779
C95371,CCRT01398
C95371,CCRT02385
C95372,CCRT00115
C95372,CCRT03366
C95373,CCRT02960
C95374,CCRT01898
C95375,CCRT00770
C95376,CCRT01170
C95377,CCRT02320
C95378,CCRT00166
C95379,CCRT02453
C95380,CCRT02283
C95381,CCRT02291
C95382,CCRT00341
C95383,CCRT00774
C95383,CCRT03000
C95384,CCRT01113
C95384,CCRT03091
C95386,CCRT01938
C95387,CCRT00878
C95388,CCRT00878
C95389,CCRT02815
C95390,CCRT02787
C95390,CCRT03127
C95391,CCRT03294
C95392,CCRT03092
C95393,CCRT03208
C95395,CCRT00332
C95396,CCRT02506
C95397,CCRT00948
C95398,CCRT00945
C95399,CCRT00833
C95400,CCRT03175
C95401,CCRT03066
C95402,CCRT03175
C95403,CCRT00117
C95404,CCRT00872
C95405,CCRT03234
C95406,CCRT02407
C95407,CCRT02049
C95408,CCRT00360
C95409,CCRT00977
C95410,CCRT01958
C95411,CCRT02641
C95413,CCRT01501
C95413,CCRT02286
C95414,CCRT01635
C95414,CCRT03030
C95415,CCRT00371
C95416,CCRT00355
C95417,CCRT00538
C95419,CCRT00334
C95420,CCRT02829
C95421,CCRT02123
C95422,CCRT00516
C95423,CCRT00552
C95424,CCRT00552
C95427,CCRT03224
C95429,CCRT01987
C95431,CCRT03253
C95432,CCRT01937
C95434,CCRT03000
C95435,CCRT02468
C95437,CCRT02168
C95438,CCRT02454
C95438,CCRT02836
C95439,CCRT00858
C95440,CCRT02721
C95441,CCRT01937
C95442,CCRT00882
C95443,CCRT02787
C95443,CCRT03127
C95446,CCRT00360
C95447,CCRT02815
C95448,CCRT01475
