ccid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname
C94666,スミレちゃん,4,0,0,1971-01-04,1971-02-08,C120282,週刊少年チャンピオン
C94668,ズンマロ,4,0,0,1992-06-25,1992-07-16,C120282,週刊少年チャンピオン
C94669,セイガク嵐,30,4,1,1976-01-26,1976-08-23,C120282,週刊少年チャンピオン
C94671,青果人,8,0,1,2014-03-27,2014-05-22,C120282,週刊少年チャンピオン
C94672,正義の死者,1,0,0,1994-04-07,1994-04-07,C120282,週刊少年チャンピオン
C94673,青春砂漠,2,0,1,1970-10-19,1970-10-26,C120282,週刊少年チャンピオン
C94674,青春アタッカー,56,0,4,1972-10-30,1973-12-03,C120282,週刊少年チャンピオン
C94676,チキンハートに火をつけて!,1,0,0,2001-03-29,2001-03-29,C120282,週刊少年チャンピオン
C94677,ちぐはぐラバーズ,17,0,3,2011-04-14,2012-06-21,C120282,週刊少年チャンピオン
C94678,チコリの湖,4,0,0,2000-06-29,2000-07-20,C120282,週刊少年チャンピオン
C94679,父帰る,1,0,0,1971-04-12,1971-04-12,C120282,週刊少年チャンピオン
C94680,チック・タク,38,4,3,1985-08-16,1986-05-16,C120282,週刊少年チャンピオン
C94681,ちびっこ機関車,1,0,0,1972-10-16,1972-10-16,C120282,週刊少年チャンピオン
C94684,チポーは猫,2,0,0,1991-01-14,1991-01-21,C120282,週刊少年チャンピオン
C94685,ちゃうちゃうくらぶ,1,0,0,1986-08-08,1986-08-08,C120282,週刊少年チャンピオン
C94686,ちゃっきりな!,2,0,0,1995-06-08,1995-06-15,C120282,週刊少年チャンピオン
C94688,ちゃんちきガッパ,29,4,1,1974-04-08,1974-10-21,C120282,週刊少年チャンピオン
C94696,チャンピオンマンガ科,98,0,0,1970-07-27,1972-06-19,C120282,週刊少年チャンピオン
C94697,忠牛ばっふぁ郎,27,2,2,1987-05-15,1987-11-13,C120282,週刊少年チャンピオン
C94698,中古ビデオ屋の女店員X,1,0,0,2014-06-12,2014-06-12,C120282,週刊少年チャンピオン
C94700,青春I・N・G,16,5,3,1977-08-22,1977-12-05,C120282,週刊少年チャンピオン
C94701,聖戦士KAZUMA,19,0,1,1992-09-17,1993-02-04,C120282,週刊少年チャンピオン
C94702,聖闘士星矢 NEXT DIMENSION 冥王神話,85,0,42,2006-05-18,2017-02-02,C120282,週刊少年チャンピオン
C94703,聖闘士星矢 THE LOST CANVAS 冥王神話,269,0,27,2006-09-07,2012-04-26,C120282,週刊少年チャンピオン
C94704,セーラー服で一晩中,19,1,1,1986-06-27,1987-05-22,C120282,週刊少年チャンピオン
C94705,セーラー服物語,6,0,0,1987-09-04,1988-03-11,C120282,週刊少年チャンピオン
C94709,世界の話題あれこれ,1,0,0,1971-11-15,1971-11-15,C120282,週刊少年チャンピオン
C94711,せっさ拓磨!,1,0,0,1990-01-04,1990-01-04,C120282,週刊少年チャンピオン
C94713,絶対解決まぐれ君,9,0,1,2004-07-08,2005-06-30,C120282,週刊少年チャンピオン
C94714,絶対幸運天然婦警つみ,1,0,0,2000-08-24,2000-08-24,C120282,週刊少年チャンピオン
C94715,セトウツミ,3,0,1,2014-07-03,2014-07-17,C120282,週刊少年チャンピオン
C94716,銭っ子,52,2,13,1970-07-27,1971-08-02,C120282,週刊少年チャンピオン
C94717,セパハン,126,22,13,1983-12-02,1986-05-23,C120282,週刊少年チャンピオン
C94718,背番号8,1,0,0,1972-11-06,1972-11-06,C120282,週刊少年チャンピオン
C94719,セブン^3 セブンきゅーぶ,1,0,0,2014-02-27,2014-02-27,C120282,週刊少年チャンピオン
C94720,全開ジルバ!!,1,1,1,1983-09-02,1983-09-02,C120282,週刊少年チャンピオン
C94722,戦士は眠らない!?,7,0,0,2000-11-02,2001-03-15,C120282,週刊少年チャンピオン
C94723,「先生と私」めぐり会い編,1,0,0,2008-05-08,2008-05-08,C120282,週刊少年チャンピオン
C94725,総合格闘生花 -フラワーアーツ-,1,0,0,2012-12-13,2012-12-13,C120282,週刊少年チャンピオン
C94728,たつみ!センセーション,8,0,0,1986-07-04,1986-08-22,C120282,週刊少年チャンピオン
C94729,妙子抄～美しすぎて…～,3,0,0,1994-06-09,1994-06-23,C120282,週刊少年チャンピオン
C94730,匠の魂,2,0,0,2004-09-23,2004-09-30,C120282,週刊少年チャンピオン
C94731,多重人間バニシングツイン,4,0,0,2007-08-23,2007-09-13,C120282,週刊少年チャンピオン
C94732,タタケイのジャリモミ劇場,3,0,0,1971-01-25,1971-02-15,C120282,週刊少年チャンピオン
C94733,タタケイのマル秘ジャリ教室,20,0,0,1971-03-01,1971-07-12,C120282,週刊少年チャンピオン
C94734,畳の上のミクロ,19,0,1,2009-06-11,2009-10-22,C120282,週刊少年チャンピオン
C94735,だちっ子,18,0,0,1980-12-15,1981-04-10,C120282,週刊少年チャンピオン
C94736,ダックテール,2,0,0,1990-03-22,1990-03-29,C120282,週刊少年チャンピオン
C94737,奪取の仮面,1,0,0,2000-09-07,2000-09-07,C120282,週刊少年チャンピオン
C94740,煙草撲滅委員会,1,0,0,1984-08-31,1984-08-31,C120282,週刊少年チャンピオン
C94741,タマゴたまご,43,9,1,1981-02-27,1981-12-18,C120282,週刊少年チャンピオン
C94742,タマサブローの大冒険,1,0,0,1982-06-04,1982-06-04,C120282,週刊少年チャンピオン
C94743,たまたまポンチー,8,0,1,2010-11-25,2011-01-27,C120282,週刊少年チャンピオン
C94744,ダマリンの話,1,0,0,1987-03-06,1987-03-06,C120282,週刊少年チャンピオン
C94745,タレン党,1,0,0,1974-12-02,1974-12-02,C120282,週刊少年チャンピオン
C94746,タロ吉1992,1,0,0,1982-01-22,1982-01-22,C120282,週刊少年チャンピオン
C94747,タロのD51,1,0,0,1972-10-23,1972-10-23,C120282,週刊少年チャンピオン
C94748,弾が行く!,1,0,0,1980-04-14,1980-04-14,C120282,週刊少年チャンピオン
C94749,弾丸スマッシュ!,2,0,0,2002-03-14,2002-03-21,C120282,週刊少年チャンピオン
C94750,男旗,160,0,13,1989-04-07,2009-08-06,C120282,週刊少年チャンピオン
C94751,たんころりんの逆襲,1,0,0,1988-05-20,1988-05-20,C120282,週刊少年チャンピオン
C94752,ダンコン 團魂,54,0,1,2002-09-12,2003-10-16,C120282,週刊少年チャンピオン
C94753,探偵ボーズ21休さん,61,0,1,1997-04-24,1998-08-06,C120282,週刊少年チャンピオン
C94755,タンデム,2,0,0,1994-04-28,1994-05-05,C120282,週刊少年チャンピオン
C94756,ダントツ,59,18,17,1982-01-15,1983-03-04,C120282,週刊少年チャンピオン
C94757,チェリー,26,0,2,2004-04-22,2004-10-28,C120282,週刊少年チャンピオン
C94758,誓いのVサイン,1,0,0,1976-03-08,1976-03-08,C120282,週刊少年チャンピオン
C94759,地下通路の大冒険,1,0,0,2013-01-10,2013-01-10,C120282,週刊少年チャンピオン
C94761,地球パトロールEY,2,0,0,1982-10-22,1982-10-29,C120282,週刊少年チャンピオン
C94762,愚零斗鏖,19,0,1,1993-07-01,1993-11-11,C120282,週刊少年チャンピオン
C94763,ゾクセイ,83,0,5,2006-01-19,2007-09-06,C120282,週刊少年チャンピオン
C94764,そして大地,17,3,1,1985-11-08,1986-03-14,C120282,週刊少年チャンピオン
C94765,その気にさせてよ❤myマイ舞,97,0,4,1988-04-15,1993-12-16,C120282,週刊少年チャンピオン
C94766,ソノサキニアルモノ,1,0,0,2000-11-16,2000-11-16,C120282,週刊少年チャンピオン
C94767,そばっかす!,96,0,2,1994-05-19,1996-05-09,C120282,週刊少年チャンピオン
C94768,空が灰色だから手をはなそう,3,0,0,2011-08-18,2011-09-01,C120282,週刊少年チャンピオン
C94769,空が灰色だから,58,0,5,2011-10-20,2013-01-31,C120282,週刊少年チャンピオン
C94770,空と呼べ,1,0,0,1984-04-06,1984-04-06,C120282,週刊少年チャンピオン
C94772,ターミナル,2,0,0,1992-02-06,1993-02-11,C120282,週刊少年チャンピオン
C94774,ダイ・アウト,2,0,0,1989-02-17,1989-02-24,C120282,週刊少年チャンピオン
C94775,タイガーリリー,1,0,0,2010-04-15,2010-04-15,C120282,週刊少年チャンピオン
C94776,大滑走,1,0,0,1971-01-11,1971-01-11,C120282,週刊少年チャンピオン
C94777,大甲子園,226,57,31,1983-03-11,1987-08-07,C120282,週刊少年チャンピオン
C94778,大強奪,14,0,3,1970-09-28,1971-01-01,C120282,週刊少年チャンピオン
C94779,タイコを抱いた渡り鳥,1,1,0,1984-02-03,1984-02-03,C120282,週刊少年チャンピオン
C94780,大介ゴール!,71,0,2,1997-06-05,1998-11-12,C120282,週刊少年チャンピオン
C94781,代打教師 秋葉、真剣です!,130,0,2,1990-04-19,1992-12-10,C120282,週刊少年チャンピオン
C94782,ダイナマイトGOコン,1,0,0,1985-09-20,1985-09-20,C120282,週刊少年チャンピオン
C94783,ダイナマ舞,30,4,1,1981-01-01,1981-07-17,C120282,週刊少年チャンピオン
C94784,怠慢霊能者LAZY,1,0,0,2011-07-14,2011-07-14,C120282,週刊少年チャンピオン
C94785,太陽の恋人,30,1,4,1971-06-07,1971-12-27,C120282,週刊少年チャンピオン
C94787,グレーなはるな,1,0,0,1992-04-02,1992-04-02,C120282,週刊少年チャンピオン
C94788,紅の隊,1,0,0,1997-04-10,1997-04-10,C120282,週刊少年チャンピオン
C94789,黒い招待券,2,0,0,1988-06-03,1989-07-28,C120282,週刊少年チャンピオン
C94790,黒いチューリップ,2,0,0,1995-01-26,1995-02-02,C120282,週刊少年チャンピオン
C94792,クローズ EXPLODE,1,0,1,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン
C94793,クローズZERO,78,0,12,2008-11-20,2010-06-10,C120282,週刊少年チャンピオン
C94794,クローズZERO2 鈴蘭×鳳仙,2,0,1,2012-06-07,2012-12-27,C120282,週刊少年チャンピオン
C94796,クローバー,401,0,44,2007-04-19,2015-10-15,C120282,週刊少年チャンピオン
C94797,鉄のラインバレル THE ANIMATION,1,0,1,2008-10-16,2008-10-16,C120282,週刊少年チャンピオン
C94798,クロスハート,6,0,1,2006-06-08,2006-07-13,C120282,週刊少年チャンピオン
C94799,くろすぶりーど,4,0,1,2013-01-24,2013-02-14,C120282,週刊少年チャンピオン
C94800,黒と白,2,0,0,1990-08-23,1990-08-30,C120282,週刊少年チャンピオン
C94801,黒虎,44,0,4,2014-06-19,2015-05-14,C120282,週刊少年チャンピオン
C94802,くろます姫,1,0,0,2008-03-13,2008-03-13,C120282,週刊少年チャンピオン
C94803,クンクンカムカ,32,0,1,2006-04-20,2007-02-15,C120282,週刊少年チャンピオン
C94804,グンバツ野郎,3,0,0,1970-08-24,1970-09-07,C120282,週刊少年チャンピオン
C94805,功夫伝奇アグニ,16,0,1,2004-06-03,2004-09-23,C120282,週刊少年チャンピオン
C94806,京王線新宿行き,1,0,0,1979-02-12,1979-02-12,C120282,週刊少年チャンピオン
C94807,警視庁少年課,1,0,0,1984-07-20,1984-07-20,C120282,週刊少年チャンピオン
C94808,警視庁少年課,7,1,0,1984-06-01,1984-08-10,C120282,週刊少年チャンピオン
C94809,警視庁少年課,2,0,0,1984-07-06,1984-08-03,C120282,週刊少年チャンピオン
C94810,警視庁少年課,1,0,0,1984-06-22,1984-06-22,C120282,週刊少年チャンピオン
C94819,ケーぷり。,5,0,1,2007-05-31,2007-06-28,C120282,週刊少年チャンピオン
C94820,[ゲーム漫画],20,0,0,1970-07-27,1970-12-21,C120282,週刊少年チャンピオン
C94821,ゲーム・オーバー,1,1,0,1984-07-27,1984-07-27,C120282,週刊少年チャンピオン
C94822,外科病棟物語 夢をつなぐメス,6,0,0,1997-08-21,1998-01-19,C120282,週刊少年チャンピオン
C94823,激殺!福岡拳,1,0,0,1977-04-11,1977-04-11,C120282,週刊少年チャンピオン
C94824,激闘!!荒鷲高校ゴルフ部,144,1,7,1988-11-18,1991-10-24,C120282,週刊少年チャンピオン
C94825,けだもの派,1,0,1,1971-02-22,1971-02-22,C120282,週刊少年チャンピオン
C94826,結婚しようよ人魚ちゃま,1,0,0,1973-08-06,1973-08-06,C120282,週刊少年チャンピオン
C94827,ゲッチューまごころ便,152,0,4,1998-08-13,2009-08-27,C120282,週刊少年チャンピオン
C94828,ゲッチュー!お届けマン,1,0,0,1996-10-17,1996-10-17,C120282,週刊少年チャンピオン
C94829,蹴っとばせ!エイジ,1,0,0,2003-09-04,2003-09-04,C120282,週刊少年チャンピオン
C94830,月例フレッシュまんが賞,5,0,0,1982-01-08,2010-10-14,C120282,週刊少年チャンピオン
C94831,ゲバ宿,23,0,0,1970-07-27,1971-01-01,C120282,週刊少年チャンピオン
C94833,ケルベロス,87,0,10,2010-01-07,2011-10-20,C120282,週刊少年チャンピオン
C94834,ケンカJUDO,35,0,1,1989-07-07,1990-03-15,C120282,週刊少年チャンピオン
C94835,健康優良教師 住友太郎,3,0,0,1985-09-27,1985-10-18,C120282,週刊少年チャンピオン
C94836,原始少年リュウ,27,0,4,1971-10-11,1972-04-10,C120282,週刊少年チャンピオン
C94837,幻仔譚じゃのめ,61,0,4,2008-11-20,2010-02-18,C120282,週刊少年チャンピオン
C94838,拳銃王子,17,0,2,1972-05-01,1972-08-21,C120282,週刊少年チャンピオン
C94839,懸賞首,1,0,1,1970-11-02,1970-11-02,C120282,週刊少年チャンピオン
C94840,剣聖ツバメ,97,0,7,2004-11-25,2006-11-23,C120282,週刊少年チャンピオン
C94841,現代怪奇絵巻,290,0,2,2006-02-09,2009-01-15,C120282,週刊少年チャンピオン
C94843,拳魂 ケンダマ,17,0,1,2002-04-25,2002-08-29,C120282,週刊少年チャンピオン
C94844,剣は道なり,19,0,4,1972-04-17,1972-08-28,C120282,週刊少年チャンピオン
C94845,恋はドン・タッチ,1,0,0,1990-10-04,1990-10-04,C120282,週刊少年チャンピオン
C94846,恋はミートソース,1,0,0,1983-06-24,1983-06-24,C120282,週刊少年チャンピオン
C94847,恋弁,1,0,0,2011-10-20,2011-10-20,C120282,週刊少年チャンピオン
C94848,号外!!新選組カズエ,24,0,0,2009-04-16,2009-12-17,C120282,週刊少年チャンピオン
C94849,高校忠臣蔵,11,0,2,1990-01-25,1990-04-26,C120282,週刊少年チャンピオン
C94850,吼!サムライ,28,0,1,1991-01-21,1991-08-08,C120282,週刊少年チャンピオン
C94853,校舎の中の少女たち,1,0,0,2004-06-10,2004-06-10,C120282,週刊少年チャンピオン
C94854,荒野の純喫茶,2,0,0,1970-08-03,1970-08-10,C120282,週刊少年チャンピオン
C94855,コーヒーれもん,1,0,0,1979-01-08,1979-01-08,C120282,週刊少年チャンピオン
C94856,ゴールディン,2,0,0,2011-04-14,2011-04-14,C120282,週刊少年チャンピオン
C94857,ゴールデンボーイ,4,2,1,1976-09-06,1976-10-04,C120282,週刊少年チャンピオン
C94858,ごきげんモーニング❤,5,0,0,1988-06-03,1990-02-22,C120282,週刊少年チャンピオン
C94859,ごきぶり18,14,0,0,1981-04-10,1981-07-10,C120282,週刊少年チャンピオン
C94860,ゴキブリくん,1,0,0,1976-09-20,1976-09-20,C120282,週刊少年チャンピオン
C94861,コギャル系ゆき組,1,0,0,1996-11-21,1996-11-21,C120282,週刊少年チャンピオン
C94862,極悪バンビーナ!,29,0,3,2014-06-26,2015-02-05,C120282,週刊少年チャンピオン
C94863,極悪ヒーロー　ジェノサイダー,1,0,0,1993-10-28,1993-10-28,C120282,週刊少年チャンピオン
C94864,悟空道,122,0,1,1997-09-25,2000-04-06,C120282,週刊少年チャンピオン
C94865,極道きゃらりんこ組,12,0,0,1987-01-23,1987-04-10,C120282,週刊少年チャンピオン
C94866,極道交機隊 鉄火,26,3,2,1986-05-23,1986-11-07,C120282,週刊少年チャンピオン
C94867,刻の鐘,1,0,1,1971-03-01,1971-03-01,C120282,週刊少年チャンピオン
C94868,告白ゲーム,1,0,0,2013-07-25,2013-07-25,C120282,週刊少年チャンピオン
C94869,極楽バタフライ,34,0,1,1996-07-18,1997-04-03,C120282,週刊少年チャンピオン
C94870,ココ-違う景色-,1,0,0,1993-03-18,1993-03-18,C120282,週刊少年チャンピオン
C94871,ココロが変吉,10,0,0,1992-07-02,1992-09-03,C120282,週刊少年チャンピオン
C94872,ココロハチマキ,1,0,0,2013-03-28,2013-03-28,C120282,週刊少年チャンピオン
C94874,コスプレ刑事,1,0,0,2004-04-01,2004-04-01,C120282,週刊少年チャンピオン
C94875,こちら学園探偵局,1,0,0,1979-11-05,1979-11-05,C120282,週刊少年チャンピオン
C94876,こちら世田谷区成城中学校前維新塾,3,0,0,1987-01-23,1987-02-06,C120282,週刊少年チャンピオン
C94877,こちらマンガ科,2,0,0,1972-06-26,1972-07-03,C120282,週刊少年チャンピオン
C94878,ゴッドハンド,9,2,1,1978-04-10,1978-06-12,C120282,週刊少年チャンピオン
C94879,ゴッドハンドBJ,3,0,2,2009-10-22,2009-11-05,C120282,週刊少年チャンピオン
C94880,ゴッドファーザーの娘,1,0,0,2004-05-20,2004-05-20,C120282,週刊少年チャンピオン
C94882,コトノハ学園,10,0,0,2007-10-11,2008-01-01,C120282,週刊少年チャンピオン
C94883,子供学級,56,0,3,2003-10-16,2005-03-24,C120282,週刊少年チャンピオン
C94884,コドモバングミ Is not Dead!,1,0,0,2000-12-07,2000-12-07,C120282,週刊少年チャンピオン
C94885,拳のアニマル,20,0,3,1972-09-11,1973-02-05,C120282,週刊少年チャンピオン
C94886,ゴブリン公爵,24,1,0,1985-09-06,1986-02-28,C120282,週刊少年チャンピオン
C94887,こまけんハレーション,7,0,0,1979-11-12,1979-12-24,C120282,週刊少年チャンピオン
C94888,コミックロード,2,1,0,1988-01-08,1988-02-26,C120282,週刊少年チャンピオン
C94889,ゴミ平ちゃん,1,0,0,1974-12-09,1974-12-09,C120282,週刊少年チャンピオン
C94890,ゴミムシくん,69,0,1,1972-03-27,1973-07-30,C120282,週刊少年チャンピオン
C94891,古利田くん,6,0,0,1973-08-20,1974-01-01,C120282,週刊少年チャンピオン
C94892,こりゃまた戸板中,12,3,2,1985-05-17,1985-08-02,C120282,週刊少年チャンピオン
C94896,五郎'S,1,0,0,1990-04-12,1990-04-12,C120282,週刊少年チャンピオン
C94897,こんかつちゅう,1,0,0,2014-03-06,2014-03-06,C120282,週刊少年チャンピオン
C94898,今週のミニミニ対話,1,0,0,1974-09-09,1974-09-09,C120282,週刊少年チャンピオン
C94905,GONTA!,42,0,2,2003-04-10,2004-02-19,C120282,週刊少年チャンピオン
C94909,曲芸王子,1,0,0,2002-12-05,2002-12-05,C120282,週刊少年チャンピオン
C94910,曲芸家族,32,0,2,2003-10-23,2004-07-22,C120282,週刊少年チャンピオン
C94911,サイカチ 真夏の昆虫格闘記,35,0,1,2005-09-15,2006-06-01,C120282,週刊少年チャンピオン
C94912,サイキックでいこう!,1,0,0,1996-06-06,1996-06-06,C120282,週刊少年チャンピオン
C94913,最強・最後のカラテ,37,1,0,1979-07-02,1980-03-17,C120282,週刊少年チャンピオン
C94914,最強少女さゆり,48,0,2,2013-10-17,2015-01-15,C120282,週刊少年チャンピオン
C94915,最凶!平賀先生,1,0,0,2011-06-30,2011-06-30,C120282,週刊少年チャンピオン
C94916,サイクリング ア ゴーゴー,1,0,0,1999-04-22,1999-04-22,C120282,週刊少年チャンピオン
C94917,サイクルエクスプレス,5,0,0,2001-10-04,2001-11-01,C120282,週刊少年チャンピオン
C94918,最後の渡世人,1,0,1,1970-11-23,1970-11-23,C120282,週刊少年チャンピオン
C94920,サイバネティクス・ハイ,1,0,0,1999-11-25,1999-11-25,C120282,週刊少年チャンピオン
C94921,サイレンス,1,0,0,1992-05-28,1992-05-28,C120282,週刊少年チャンピオン
C94924,さがしもの,1,0,0,2012-08-02,2012-08-02,C120282,週刊少年チャンピオン
C94925,魚屋レジェンド スーパーバイトJ,5,0,0,2010-04-08,2010-05-20,C120282,週刊少年チャンピオン
C94926,朔風の挽歌,48,0,1,1991-03-28,1992-03-19,C120282,週刊少年チャンピオン
C94927,さくらDISCORD,44,0,5,2011-09-01,2012-07-19,C120282,週刊少年チャンピオン
C94928,サクラサクラ,1,0,1,2013-01-31,2013-01-31,C120282,週刊少年チャンピオン
C94929,サクラノ嵐,8,0,1,2013-02-21,2013-04-11,C120282,週刊少年チャンピオン
C94930,ザ・クレーター,1,0,0,1989-05-26,1989-05-26,C120282,週刊少年チャンピオン
C94931,THEショック!怪奇幻想館,65,0,0,1987-04-17,1988-08-05,C120282,週刊少年チャンピオン
C94932,さすらいのボウラー,1,0,0,1970-09-21,1970-09-21,C120282,週刊少年チャンピオン
C94934,殺戮姫,7,0,1,2007-10-25,2007-12-06,C120282,週刊少年チャンピオン
C94935,サナギさん,221,0,9,2004-07-29,2009-01-01,C120282,週刊少年チャンピオン
C94936,ザ・のら犬  平塚八兵衛捜査記録,18,2,1,1975-12-01,1976-04-05,C120282,週刊少年チャンピオン
C94937,ザ・バンタム,19,1,2,1987-04-17,1987-08-21,C120282,週刊少年チャンピオン
C94938,サブ絶好調!!,5,0,0,1981-10-30,1981-11-27,C120282,週刊少年チャンピオン
C94939,寂滅屋 サブリメイター,1,0,0,2011-03-17,2011-03-17,C120282,週刊少年チャンピオン
C94940,サムライジ,35,0,1,2003-07-31,2004-04-29,C120282,週刊少年チャンピオン
C94941,さやか必殺剣!,2,0,0,1996-04-18,1996-04-25,C120282,週刊少年チャンピオン
C94942,さよなら!!岸壁先生,33,7,4,1981-07-24,1982-03-12,C120282,週刊少年チャンピオン
C94943,さらし首3人衆,10,0,0,2010-09-09,2011-03-10,C120282,週刊少年チャンピオン
C94944,サルの子ペペ,4,0,0,2006-11-02,2006-11-23,C120282,週刊少年チャンピオン
C94945,サンガース,63,0,1,1989-09-22,1991-01-01,C120282,週刊少年チャンピオン
C94946,三角定規プラス1,1,0,0,1980-05-05,1980-05-05,C120282,週刊少年チャンピオン
C94948,さんごくし 三国志,51,0,2,2004-10-28,2005-11-10,C120282,週刊少年チャンピオン
C94949,ざんこくベビー,44,1,3,1970-07-27,1971-06-07,C120282,週刊少年チャンピオン
C94950,暫次が斬る!!,1,0,0,1994-03-17,1994-03-17,C120282,週刊少年チャンピオン
C94951,三畳紀のシンデレラ,1,0,0,1989-09-29,1989-09-29,C120282,週刊少年チャンピオン
C94952,三四郎〔＾2〕,181,0,14,1990-05-03,2009-09-10,C120282,週刊少年チャンピオン
C94953,サンセットローズ,2,0,1,2013-01-17,2013-08-01,C120282,週刊少年チャンピオン
C94954,3大パニックホラー特別コラボマンガ「ハカイジュウ」VS「魔法少女オブ・ジ・エンド」VS「バーサスアース」,1,0,0,2013-07-18,2013-07-18,C120282,週刊少年チャンピオン
C94955,サンタ・ワールド,3,0,0,1989-11-17,1989-12-01,C120282,週刊少年チャンピオン
C94956,三丁目交差点電信柱の上の彼女,1,0,0,1994-09-01,1994-09-01,C120282,週刊少年チャンピオン
C94957,三年坂の蝶,2,0,0,1986-05-16,1986-05-23,C120282,週刊少年チャンピオン
C94959,三連発愚連隊,2,0,0,1981-08-28,1981-09-04,C120282,週刊少年チャンピオン
C94960,ジェットエイジ,1,0,0,2006-03-30,2006-03-30,C120282,週刊少年チャンピオン
C94963,屍の時間,2,0,1,1970-11-09,1970-11-16,C120282,週刊少年チャンピオン
C94966,思春鬼のふたり,34,0,4,2014-02-13,2014-10-23,C120282,週刊少年チャンピオン
C94969,七人のナナ,27,0,2,2001-11-22,2002-06-06,C120282,週刊少年チャンピオン
C94970,実習生がきた日,1,0,0,1982-02-26,1982-02-26,C120282,週刊少年チャンピオン
C94971,疾刀のマリッカ,1,0,0,2002-01-31,2002-01-31,C120282,週刊少年チャンピオン
C94972,実は私は,196,0,39,2013-01-31,2017-02-16,C120282,週刊少年チャンピオン
C94974,埋葬虫,2,0,0,2008-10-23,2008-10-30,C120282,週刊少年チャンピオン
C94976,死神憑き,1,0,0,2011-02-03,2011-02-03,C120282,週刊少年チャンピオン
C94977,死にたくなるしょうもない日々が死にたくなるくらいしょうもなくて死にたくなるほど死にたくない日々,3,0,1,2013-08-08,2015-12-03,C120282,週刊少年チャンピオン
C94978,水野晴郎のシネマガイド,1,0,0,1982-04-02,1982-04-02,C120282,週刊少年チャンピオン
C94979,シネマナウ,2,0,0,1984-08-03,1984-09-21,C120282,週刊少年チャンピオン
C94980,シネマプレビュー,1,0,0,2001-03-22,2001-03-22,C120282,週刊少年チャンピオン
C94983,しのちゃんのアウトロー笑劇場,3,0,0,1986-12-12,1987-01-09,C120282,週刊少年チャンピオン
C94984,忍犬ずびまろ,43,0,3,1993-11-11,1994-10-06,C120282,週刊少年チャンピオン
C94985,忍びの風太,33,7,2,1982-09-10,1983-04-29,C120282,週刊少年チャンピオン
C94986,柴又酔拳伝ゲロ☆ゲーロ,4,0,0,2006-06-29,2006-07-20,C120282,週刊少年チャンピオン
C94987,しまっていこうぜ!,276,22,2,1973-10-08,1979-03-05,C120282,週刊少年チャンピオン
C94988,被害妄想少女うれいの日常,18,0,0,2011-03-10,2011-07-28,C120282,週刊少年チャンピオン
C94989,しゅんぷうTAITO-春風飴蕩-,1,0,0,1997-01-20,1997-01-20,C120282,週刊少年チャンピオン
C94990,ショウup,17,0,1,2000-04-20,2000-08-17,C120282,週刊少年チャンピオン
C94991,場外異種格闘戦!!,1,0,0,1986-09-26,1986-09-26,C120282,週刊少年チャンピオン
C94992,少女発明家の本音,1,0,0,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン
C94993,少女忍者ミトラ,1,0,0,2001-02-08,2001-02-08,C120282,週刊少年チャンピオン
C94995,少チャンまんが時評,8,0,0,1973-01-01,1973-02-26,C120282,週刊少年チャンピオン
C94996,少チャン時評,51,0,0,1972-01-01,1972-12-18,C120282,週刊少年チャンピオン
C94997,少チャンまんが時評,43,0,0,1973-03-05,1973-12-24,C120282,週刊少年チャンピオン
C94999,少年ラケット,105,0,12,2013-11-21,2017-07-13,C120282,週刊少年チャンピオン
C95000,少年少女ポンチブック時代劇編,2,0,0,1993-04-29,1993-05-06,C120282,週刊少年チャンピオン
C95001,少年ルパンと奇妙な犯罪,4,0,0,2006-09-14,2007-12-06,C120282,週刊少年チャンピオン
C95002,少年の日,2,0,0,1986-03-07,1986-03-14,C120282,週刊少年チャンピオン
C95003,少年探偵狩野俊介,10,0,2,2010-10-28,2011-08-25,C120282,週刊少年チャンピオン
C95004,少年期の終わり,1,0,0,2010-10-07,2010-10-07,C120282,週刊少年チャンピオン
C95005,少年の旅,1,0,1,1970-11-02,1970-11-02,C120282,週刊少年チャンピオン
C95007,正平記,35,5,2,1982-04-02,1982-11-26,C120282,週刊少年チャンピオン
C95010,ショートギャグ,1,0,0,1982-05-07,1982-05-07,C120282,週刊少年チャンピオン
C95011,ショー☆バン,296,0,13,2000-10-12,2007-03-22,C120282,週刊少年チャンピオン
C95012,ジョギリ屋ジョーがやって来る,9,0,0,2009-02-19,2014-10-16,C120282,週刊少年チャンピオン
C95013,女子アナ☆アナロジー,1,0,0,2005-11-10,2005-11-10,C120282,週刊少年チャンピオン
C95014,女子高生解体新書,2,0,0,1994-10-20,1994-11-03,C120282,週刊少年チャンピオン
C95015,白雪姫,1,0,1,1973-06-04,1973-06-04,C120282,週刊少年チャンピオン
C95016,私立アサシン学園,1,0,0,2011-06-23,2011-06-23,C120282,週刊少年チャンピオン
C95017,私立味狩り学園,98,7,4,1986-11-14,1988-10-21,C120282,週刊少年チャンピオン
C95018,私立創聖学園,5,0,1,2007-04-05,2007-05-03,C120282,週刊少年チャンピオン
C95020,白い弾丸,17,0,1,1992-05-07,1992-09-03,C120282,週刊少年チャンピオン
C95021,獅狼ラビット,3,0,0,2007-12-13,2008-01-07,C120282,週刊少年チャンピオン
C95022,白銀ヴァンガード,4,0,0,2012-11-29,2012-12-27,C120282,週刊少年チャンピオン
