ccid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname
C88678,こっくり屋ぁい!,1,0,1,2013-03-04,2013-03-04,C119459,週刊少年ジャンプ
C88679,ごっちゃんです!!,38,0,3,2003-06-30,2004-03-29,C119459,週刊少年ジャンプ
C88680,ゴッドサイダー,78,5,1,1987-05-25,1988-11-28,C119459,週刊少年ジャンプ
C88682,子どもハ天使デハナイノデス,1,0,0,1976-12-27,1976-12-27,C119459,週刊少年ジャンプ
C88684,小人の作り方,1,0,0,1997-04-21,1997-04-21,C119459,週刊少年ジャンプ
C88685,ゴブリンナイト,1,0,1,2012-08-13,2012-08-13,C119459,週刊少年ジャンプ
C88686,コマブリ,1,0,0,2011-12-12,2011-12-12,C119459,週刊少年ジャンプ
C88687,コマンダー0,15,1,1,1981-12-14,1982-04-05,C119459,週刊少年ジャンプ
C88688,ごめんください!!アリゲーター,3,0,0,1982-01-01,1982-01-18,C119459,週刊少年ジャンプ
C88689,こもれ陽の下で・・・,25,3,2,1993-07-19,1994-01-18,C119459,週刊少年ジャンプ
C88690,小柳ルミ子物語,1,0,0,1972-05-22,1972-05-22,C119459,週刊少年ジャンプ
C88691,ゴリラの大将,1,1,0,1976-05-03,1976-05-03,C119459,週刊少年ジャンプ
C88696,五郎くん登場,1,0,0,1972-01-01,1972-01-01,C119459,週刊少年ジャンプ
C88697,殺し屋がやってきた!,1,0,0,1972-10-30,1972-10-30,C119459,週刊少年ジャンプ
C88698,ごろんぼ医者,10,0,0,1974-10-14,1974-12-16,C119459,週刊少年ジャンプ
C88699,コンチク笑!!!,1,0,0,1998-10-19,1998-10-19,C119459,週刊少年ジャンプ
C88700,昆蟲採集,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88701,神力契約者 M＆Y,11,0,2,2006-04-10,2007-03-12,C119459,週刊少年ジャンプ
C88702,コンドルの翼,15,3,3,1976-08-02,1976-11-08,C119459,週刊少年ジャンプ
C88703,こんな奴出てもいいじゃん!,1,0,0,1990-07-02,1990-07-02,C119459,週刊少年ジャンプ
C88705,コンバットドール,1,0,0,1984-04-09,1984-04-09,C119459,週刊少年ジャンプ
C88706,コンビニへ行こう,1,0,0,1992-01-20,1992-01-20,C119459,週刊少年ジャンプ
C88708,コン・ロボ,1,0,0,2001-09-24,2001-09-24,C119459,週刊少年ジャンプ
C88709,サーキットの狼,229,67,67,1975-01-06,1979-08-06,C119459,週刊少年ジャンプ
C88710,斉木楠雄のΨ難,255,0,37,2012-05-28,2017-07-31,C119459,週刊少年ジャンプ
C88711,最強!!新春恒例 GAG4コマ大会,1,1,0,1997-01-16,1997-01-16,C119459,週刊少年ジャンプ
C88712,最強ヒーローがやってきた!!チョッパーマン,1,0,0,2012-05-28,2012-05-28,C119459,週刊少年ジャンプ
C88713,嵐の海まっただ中,1,0,1,1973-05-14,1973-05-14,C119459,週刊少年ジャンプ
C88714,最後の実録!!神輪会,1,0,0,1983-04-25,1983-04-25,C119459,週刊少年ジャンプ
C88715,最後の狙撃兵,1,1,0,1977-03-07,1977-03-07,C119459,週刊少年ジャンプ
C88718,罪薬,1,0,0,1983-12-05,1983-12-05,C119459,週刊少年ジャンプ
C88719,ザヴォーガーズ,1,0,1,1997-09-08,1997-09-08,C119459,週刊少年ジャンプ
C88720,サオちゃん,1,0,0,1982-03-08,1982-03-08,C119459,週刊少年ジャンプ
C88721,榊原くん地震の巻,1,0,0,1977-11-07,1977-11-07,C119459,週刊少年ジャンプ
C88723,魁!!男塾,310,25,13,1985-05-13,1991-08-19,C119459,週刊少年ジャンプ
C88724,ザ・キッカー,6,0,1,1972-07-31,1972-09-04,C119459,週刊少年ジャンプ
C88726,サクラテツ対話篇,19,0,2,2002-01-01,2002-05-06,C119459,週刊少年ジャンプ
C88727,さくらの詩,1,0,0,1995-03-06,1995-03-06,C119459,週刊少年ジャンプ
C88728,櫻ノ園学園 じょそうッコクラブ,1,0,0,1994-05-09,1994-05-09,C119459,週刊少年ジャンプ
C88729,桜ノ花サイタ?,1,1,0,1979-04-09,1979-04-09,C119459,週刊少年ジャンプ
C88730,桜の花咲くころ,1,0,1,1993-01-15,1993-01-15,C119459,週刊少年ジャンプ
C88731,さくらん(仮),1,0,1,2013-04-15,2013-04-15,C119459,週刊少年ジャンプ
C88732,ザ・グリーンアイズ,21,3,1,1989-09-18,1990-02-19,C119459,週刊少年ジャンプ
C88733,ザ☆警察,1,0,0,1997-05-12,1997-05-12,C119459,週刊少年ジャンプ
C88734,ザ・サムライ,1,0,0,1981-06-22,1981-06-22,C119459,週刊少年ジャンプ
C88735,サジタリ,1,0,1,2010-12-13,2010-12-13,C119459,週刊少年ジャンプ
C88736,サスケ忍伝,10,1,1,1986-07-21,1986-09-22,C119459,週刊少年ジャンプ
C88737,ザ・スター,1,1,0,1978-04-10,1978-04-10,C119459,週刊少年ジャンプ
C88738,さすらい騎士道,12,2,1,1979-05-14,1979-07-30,C119459,週刊少年ジャンプ
C88739,さすらい剣士,1,0,0,2008-12-01,2008-12-01,C119459,週刊少年ジャンプ
C88740,さすらいの一匹狼,1,0,0,1972-11-06,1972-11-06,C119459,週刊少年ジャンプ
C88741,さすらいの山んば,1,0,0,1974-08-12,1974-08-12,C119459,週刊少年ジャンプ
C88742,サッカー日本代表アメリカへ行こう,1,0,0,1993-08-23,1993-08-23,C119459,週刊少年ジャンプ
C88743,ザ☆手ぬきくん対物酢御くんパアト1,1,0,0,1997-05-12,1997-05-12,C119459,週刊少年ジャンプ
C88744,ザ・手ぬきくん対物酢御くん,1,1,0,1991-01-21,1991-01-21,C119459,週刊少年ジャンプ
C88745,サテライトの虹,27,4,3,1976-02-16,1976-08-16,C119459,週刊少年ジャンプ
C88746,ザ・トチロー,1,1,0,1979-04-16,1979-04-16,C119459,週刊少年ジャンプ
C88747,さとふ,4,0,0,1999-07-26,2000-04-10,C119459,週刊少年ジャンプ
C88748,さとふ2001,4,0,0,2001-01-17,2001-10-15,C119459,週刊少年ジャンプ
C88749,さとふ2002,1,0,0,2002-05-27,2002-05-27,C119459,週刊少年ジャンプ
C88750,サバイビー,20,0,2,1999-07-12,1999-11-29,C119459,週刊少年ジャンプ
C88751,砂漠の鬼将軍,1,0,1,1972-03-13,1972-03-13,C119459,週刊少年ジャンプ
C88752,サマージャックGAL'S80,1,0,1,1980-09-29,1980-09-29,C119459,週刊少年ジャンプ
C88753,さむいはなし,1,0,0,1998-06-29,1998-06-29,C119459,週刊少年ジャンプ
C88754,サムライうさぎ,67,0,6,2007-03-19,2008-07-28,C119459,週刊少年ジャンプ
C88755,侍ジャイアンツ,150,4,5,1971-08-30,1974-10-14,C119459,週刊少年ジャンプ
C88756,サムライ手芸部,1,0,0,2005-02-28,2005-02-28,C119459,週刊少年ジャンプ
C88757,さようなら,1,1,0,1975-04-28,1975-04-28,C119459,週刊少年ジャンプ
C88758,さよなら銀次郎,1,1,0,1981-04-20,1981-04-20,C119459,週刊少年ジャンプ
C88759,さよなら初恋さん,1,0,0,1972-11-13,1972-11-13,C119459,週刊少年ジャンプ
C88760,サラブレッドと呼ばないで,13,0,2,2003-09-29,2004-01-08,C119459,週刊少年ジャンプ
C88761,サランドラの壺,1,0,1,1998-01-26,1998-01-26,C119459,週刊少年ジャンプ
C88762,さわやか万太郎,83,15,37,1977-08-22,1979-09-24,C119459,週刊少年ジャンプ
C88763,斬,19,0,2,2005-03-28,2006-12-11,C119459,週刊少年ジャンプ
C88764,3億円事件捜査本部,1,0,1,1975-12-22,1975-12-22,C119459,週刊少年ジャンプ
C88765,惨事のおやつ,1,0,0,1990-07-09,1990-07-09,C119459,週刊少年ジャンプ
C88766,三獣士,20,0,3,1999-08-09,2000-07-24,C119459,週刊少年ジャンプ
C88767,三派全ガキ連,1,0,0,1972-07-03,1972-07-03,C119459,週刊少年ジャンプ
C88769,幸せの探し方,1,0,1,1994-09-12,1994-09-12,C119459,週刊少年ジャンプ
C88770,dZi:s,1,0,1,2003-05-12,2003-05-12,C119459,週刊少年ジャンプ
C88771,怪盗銃士,1,0,0,2005-03-21,2005-03-21,C119459,週刊少年ジャンプ
C88772,シェイプアップ乱 SHAPE UP RAN,128,10,3,1983-06-13,1986-01-01,C119459,週刊少年ジャンプ
C88773,ジェダの通学路,1,0,1,2013-04-22,2013-04-22,C119459,週刊少年ジャンプ
C88774,ジェントルくん,2,0,0,2014-02-17,2014-10-13,C119459,週刊少年ジャンプ
C88775,鹿兵のケラケラ日記,241,0,0,1970-07-27,1975-06-16,C119459,週刊少年ジャンプ
C88776,式神トワイライトデイズ,1,0,1,2014-06-23,2014-06-23,C119459,週刊少年ジャンプ
C88777,司鬼道士 仙堂寺八紘,1,0,1,2002-08-26,2002-08-26,C119459,週刊少年ジャンプ
C88778,時空無頼漢,1,0,0,1982-08-02,1982-08-02,C119459,週刊少年ジャンプ
C88780,地獄先生ぬ～べ～,278,14,20,1993-09-06,2014-10-27,C119459,週刊少年ジャンプ
C88781,地獄先生ぬ～ぼ～,1,0,0,1993-06-21,1993-06-21,C119459,週刊少年ジャンプ
C88782,地獄戦士 魔王,29,3,1,1994-02-14,1994-09-05,C119459,週刊少年ジャンプ
C88784,士魂 鉄忠左衛門の最期,2,0,0,1995-04-17,1995-04-24,C119459,週刊少年ジャンプ
C88785,師匠とぼく,1,0,0,2004-11-29,2004-11-29,C119459,週刊少年ジャンプ
C88786,自称ナイスガイ,1,0,0,2005-12-12,2005-12-12,C119459,週刊少年ジャンプ
C88790,下町弁慶,1,0,0,1972-12-04,1972-12-04,C119459,週刊少年ジャンプ
C88791,実食!悪魔の実!!,1,0,1,2011-04-11,2011-04-11,C119459,週刊少年ジャンプ
C88792,疾風伝ハヤテ,1,0,1,1996-07-08,1996-07-08,C119459,週刊少年ジャンプ
C88793,疾風のジーク,1,0,0,1991-03-04,1991-03-04,C119459,週刊少年ジャンプ
C88794,疾風の紫,1,0,1,1990-05-14,1990-05-14,C119459,週刊少年ジャンプ
C88795,実力派エリート迅,1,0,1,2011-10-24,2011-10-24,C119459,週刊少年ジャンプ
C88796,実録市川南一丁目,1,1,0,1982-02-22,1982-02-22,C119459,週刊少年ジャンプ
C88797,実録 巨人軍物語,13,1,13,1976-08-30,1976-12-27,C119459,週刊少年ジャンプ
C88798,実録!神輪会,3,3,0,1979-03-26,1981-02-23,C119459,週刊少年ジャンプ
C88800,死にかけ戦士!!痩身マン,2,0,1,2010-02-15,2010-02-15,C119459,週刊少年ジャンプ
C88801,死神に乾杯!,1,0,0,1988-08-22,1988-08-22,C119459,週刊少年ジャンプ
C88802,始発,1,0,0,1971-09-06,1971-09-06,C119459,週刊少年ジャンプ
C88803,柴又戒厳令,1,1,0,1979-03-19,1979-03-19,C119459,週刊少年ジャンプ
C88804,シフトアップ,1,0,0,1990-02-26,1990-02-26,C119459,週刊少年ジャンプ
C88806,シャーマンキング,289,1,25,1998-07-13,2004-09-13,C119459,週刊少年ジャンプ
C88808,シャカの息子,19,0,0,1981-07-20,1981-11-23,C119459,週刊少年ジャンプ
C88809,シャキール・オニール物語,2,0,0,1995-06-12,1995-06-19,C119459,週刊少年ジャンプ
C88810,じゃじゃ馬ミッチー,3,0,0,1975-06-09,1975-12-08,C119459,週刊少年ジャンプ
C88811,ジャストACE,10,2,1,1985-07-22,1985-09-23,C119459,週刊少年ジャンプ
C88812,シャドーポリス'82セスナ炎上,1,0,0,1982-05-03,1982-05-03,C119459,週刊少年ジャンプ
C88813,ジャンG塾,1,0,1,2003-03-24,2003-03-24,C119459,週刊少年ジャンプ
C88816,ジャングルの王者ターちゃん,111,13,2,1988-03-21,1990-06-11,C119459,週刊少年ジャンプ
C88818,ジャン助!フェス太!のレッツゴージャンプフェスタ2002,1,0,0,2002-01-15,2002-01-15,C119459,週刊少年ジャンプ
C88841,ジャンプ十二傑新人漫画賞,1,0,0,2005-08-15,2005-08-15,C119459,週刊少年ジャンプ
C88842,ジャンプ新春お笑い大放出!,1,1,0,1996-01-16,1996-01-16,C119459,週刊少年ジャンプ
C88848,ジャンプ魂,1,0,0,2009-04-20,2009-04-20,C119459,週刊少年ジャンプ
C88850,ジャンプビューティーコレクション'94,3,0,3,1994-11-21,1994-12-05,C119459,週刊少年ジャンプ
C88853,ジャンプフェスタ2006探検隊 伝説のビッグイベントの正体を追え!,1,0,0,2006-01-08,2006-01-08,C119459,週刊少年ジャンプ
C88854,ジャンプフェスタ2009だってばよ!ってばよ!,1,0,0,2009-01-15,2009-01-15,C119459,週刊少年ジャンプ
C88855,ジャンプフェスタ2010 ヒャッハーしすぎて怒られないためのしおり,1,0,0,2009-12-14,2009-12-14,C119459,週刊少年ジャンプ
C88865,ジャンプ☆ラン,1,0,0,1988-07-11,1988-07-11,C119459,週刊少年ジャンプ
C88869,ジャンボでごめんなすって,9,0,2,1977-05-23,1977-07-18,C119459,週刊少年ジャンプ
C88870,ジャンボ野郎,3,0,0,1970-11-02,1970-11-16,C119459,週刊少年ジャンプ
C88871,周恩来物語,1,0,0,1972-10-30,1972-10-30,C119459,週刊少年ジャンプ
C88879,週刊少年伊原,1,0,0,2014-01-22,2014-01-22,C119459,週刊少年ジャンプ
C88881,重機人間ユンボル,10,0,2,2007-01-15,2007-03-19,C119459,週刊少年ジャンプ
C88882,自由工作,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88884,蹴ジャン! SHOOT JUMP! 番外編 ブラジルなう!,2,1,0,2014-07-28,2014-07-28,C119459,週刊少年ジャンプ
C88885,重臣 猪狩虎次郎,22,0,3,2001-02-26,2001-08-06,C119459,週刊少年ジャンプ
C88886,重装思春機兵ティーンエイザー,1,0,0,2010-11-22,2010-11-22,C119459,週刊少年ジャンプ
C88887,ジュウドウズ,19,0,2,2014-01-29,2015-02-02,C119459,週刊少年ジャンプ
C88888,シュールストロガノフ,2,0,0,2006-08-14,2006-08-14,C119459,週刊少年ジャンプ
C88889,シュガーヒーロー,1,0,1,2007-09-03,2007-09-03,C119459,週刊少年ジャンプ
C88890,ジュゲムジュゲム,1,0,0,2002-07-01,2002-07-01,C119459,週刊少年ジャンプ
C88891,受験戦士一文字解,2,0,0,2006-07-17,2006-07-24,C119459,週刊少年ジャンプ
C88892,受験番長クソ列伝,2,0,0,2006-03-20,2006-03-20,C119459,週刊少年ジャンプ
C88893,受験ワールド,1,0,0,1976-07-12,1976-07-12,C119459,週刊少年ジャンプ
C88894,呪禁奇譚宮浦さん,1,0,1,2012-11-05,2012-11-05,C119459,週刊少年ジャンプ
C88895,出陣ナルト高校剣道部,1,0,0,1996-11-04,1996-11-04,C119459,週刊少年ジャンプ
C88896,出発の歌,1,0,0,1972-07-24,1972-07-24,C119459,週刊少年ジャンプ
C88898,新型花火,1,0,0,2009-08-31,2009-08-31,C119459,週刊少年ジャンプ
C88899,新幹線パニック,1,1,0,1976-04-26,1976-04-26,C119459,週刊少年ジャンプ
C88900,仁義なきクリスマスプレゼント争奪戦,2,0,0,2007-01-22,2007-01-29,C119459,週刊少年ジャンプ
C88902,神光援団紳士録,16,2,1,1996-03-04,1996-07-01,C119459,週刊少年ジャンプ
C88903,信魂さんいらっしゃい,1,0,0,2011-01-04,2011-01-04,C119459,週刊少年ジャンプ
C88904,新ジャングルの王者ターちゃん,234,19,6,1990-06-18,1995-04-17,C119459,週刊少年ジャンプ
C88908,侵蝕惑星,1,0,0,1974-09-02,1974-09-02,C119459,週刊少年ジャンプ
C88909,新世紀アイドル伝説 彼方セブンチェンジ,14,0,2,2009-11-16,2010-02-22,C119459,週刊少年ジャンプ
C88910,新世紀忍者外伝 服部さん,1,0,0,2006-07-31,2006-07-31,C119459,週刊少年ジャンプ
C88911,人生二勝一敗,33,0,0,1970-07-27,1971-03-22,C119459,週刊少年ジャンプ
C88912,真説ボボボーボ・ボーボボ,58,0,5,2006-04-24,2007-07-16,C119459,週刊少年ジャンプ
C88913,人造人間ガロン,1,0,0,2003-10-27,2003-10-27,C119459,週刊少年ジャンプ
C88914,陣内流柔術武闘伝 真島クンすっとばす!!,141,10,8,1995-02-27,1998-02-02,C119459,週刊少年ジャンプ
C88916,新米婦警キルコさん,24,0,2,2012-12-03,2013-06-03,C119459,週刊少年ジャンプ
C88917,心理捜査官 三島清人,1,0,0,1995-08-14,1995-08-14,C119459,週刊少年ジャンプ
C88918,心理捜査官 草薙葵,23,2,1,1996-07-29,1997-01-16,C119459,週刊少年ジャンプ
C88919,心霊スポット,1,0,0,2009-08-31,2009-08-31,C119459,週刊少年ジャンプ
C88921,西武新宿漁園前警察釣・ポリィ,1,0,0,2001-06-11,2001-06-11,C119459,週刊少年ジャンプ
C88922,生物都市,1,0,0,1974-07-29,1974-07-29,C119459,週刊少年ジャンプ
C88924,生命の探求者,1,0,0,1993-05-31,1993-05-31,C119459,週刊少年ジャンプ
C88925,聖闘士星矢,245,28,19,1986-01-01,1990-11-19,C119459,週刊少年ジャンプ
C88926,セーラー服騎士,1,0,0,1987-11-16,1987-11-16,C119459,週刊少年ジャンプ
C88927,世界遺産大戦パルテノンくん,2,0,1,2014-02-03,2014-02-03,C119459,週刊少年ジャンプ
C88928,世界再戦 松坂大輔 リトルシニア物語,1,0,0,2000-09-25,2000-09-25,C119459,週刊少年ジャンプ
C88929,世界しーん,1,0,0,2003-08-18,2003-08-18,C119459,週刊少年ジャンプ
C88933,世界平和と僕 -バイトでGO-,2,0,0,1998-09-21,1999-09-20,C119459,週刊少年ジャンプ
C88934,関根忍物語,1,0,0,1972-07-10,1972-07-10,C119459,週刊少年ジャンプ
C88935,赤龍王,50,1,1,1986-03-10,1987-03-02,C119459,週刊少年ジャンプ
C88936,セクシーコマンドー外伝 すごいよ!!マサルさん,79,10,7,1995-12-11,1997-09-15,C119459,週刊少年ジャンプ
C88937,セコンド,6,1,0,1988-03-28,1988-05-02,C119459,週刊少年ジャンプ
C88938,絶!!漢前伝説,1,0,0,1999-07-12,1999-07-12,C119459,週刊少年ジャンプ
C88939,瀬戸際少年野球団,1,0,0,1987-06-01,1987-06-01,C119459,週刊少年ジャンプ
C88941,ゼロ戦岬,1,1,0,1976-04-19,1976-04-19,C119459,週刊少年ジャンプ
C88942,ゼロの白鷹,34,6,4,1975-10-20,1976-06-21,C119459,週刊少年ジャンプ
C88944,戦国ARMORS,18,0,3,2010-02-01,2011-07-25,C119459,週刊少年ジャンプ
C88945,戦国バショウ,1,0,1,2010-08-30,2010-08-30,C119459,週刊少年ジャンプ
C88946,戦国乱破伝サソリ,12,0,2,2003-09-22,2003-12-08,C119459,週刊少年ジャンプ
C88947,せんせい,1,0,0,1973-04-30,1973-04-30,C119459,週刊少年ジャンプ
C88948,先生の日,1,0,0,1974-12-30,1974-12-30,C119459,週刊少年ジャンプ
C88949,戦星のバルジ,16,0,3,2012-06-04,2012-09-24,C119459,週刊少年ジャンプ
C88950,センセーションⅡ,1,0,0,1981-12-07,1981-12-07,C119459,週刊少年ジャンプ
C88952,善代官,1,0,0,2014-01-22,2014-01-22,C119459,週刊少年ジャンプ
C88954,仙人を呼ぼう,1,0,0,2001-10-08,2001-10-08,C119459,週刊少年ジャンプ
C88955,千年王国,13,0,0,1970-07-27,1970-10-19,C119459,週刊少年ジャンプ
C88957,全力マジシャン,1,0,0,2014-01-22,2014-01-22,C119459,週刊少年ジャンプ
C88958,全力!Tunes,1,0,0,2008-07-21,2008-07-21,C119459,週刊少年ジャンプ
C88963,早朝マラソン大暴走!,1,0,0,1979-07-16,1979-07-16,C119459,週刊少年ジャンプ
C88964,総理条件,1,0,0,1977-12-26,1977-12-26,C119459,週刊少年ジャンプ
C88965,SOUL CATCHER(S),59,0,7,2013-05-27,2014-07-14,C119459,週刊少年ジャンプ
C88966,そーじの時間,1,0,0,2003-06-23,2003-06-23,C119459,週刊少年ジャンプ
C88968,そして大地,1,0,0,1981-04-27,1981-04-27,C119459,週刊少年ジャンプ
C88969,卒業 -100Mジャンパー2-,1,0,0,1985-04-08,1985-04-08,C119459,週刊少年ジャンプ
C88970,空のキャンバス,59,5,4,1986-07-28,1987-09-21,C119459,週刊少年ジャンプ
C88971,空の城,10,0,1,1973-10-29,1974-01-07,C119459,週刊少年ジャンプ
C88973,それいけ!融合くん,6,0,1,2014-07-14,2014-07-28,C119459,週刊少年ジャンプ
C88974,それが金次郎!,1,0,0,2001-02-19,2001-02-19,C119459,週刊少年ジャンプ
C88975,それからのパイレーツ,1,1,0,1981-03-23,1981-03-23,C119459,週刊少年ジャンプ
C88976,それゆけ!ＧＡＧキング,3,0,0,1990-06-25,1990-07-09,C119459,週刊少年ジャンプ
C88977,それ行けダンジョン!チョコボ＆モーグリ,1,0,1,1998-04-13,1998-04-13,C119459,週刊少年ジャンプ
C88978,ソワカ,22,0,2,2001-12-10,2002-05-27,C119459,週刊少年ジャンプ
C88979,孫子春秋,1,0,0,1997-11-17,1997-11-17,C119459,週刊少年ジャンプ
C88980,ダー!!! ～便所の壁をブチ破れ～,1,0,0,2004-01-01,2004-01-01,C119459,週刊少年ジャンプ
C88981,タータン大将,1,0,0,1973-06-04,1973-06-04,C119459,週刊少年ジャンプ
C88982,ターヘルアナ富子,15,1,1,1986-05-12,1986-08-18,C119459,週刊少年ジャンプ
C88983,ダーリンは宇宙人,1,0,0,2014-03-10,2014-03-10,C119459,週刊少年ジャンプ
