acid,acname,初回放送日,アニメ各話数,作品名の文字数
C15771,もじもじおばけ ばけまつ,2014-04-04,13,12
C15774,ガンバレー部 NEXT!,2015-06-08,6,12
C15775,Q PHILOSOPHY FOR CHILDREN [こどものための哲学] [第3回],2015-09-05,1,43
C15776,きょうの料理 ビギナーズ [第9期],2015-03-30,96,18
C15777,ゴー!ゴー! キッチン戦隊 クックルン,2015-03-30,96,19
C15778,古代紀行 ドキュメンタリー 古事記の世界 CGアニメでひも解く 日本誕生物語 [第2期],2014-12-31,4,44
C15779,小学生女子のおなやみ ぶっちゃけトーク★ 女の子って。』,2015-02-05,4,28
C15780,深海 ダイバーズ,2015-01-13,8,8
C15781,鷹の爪 DO,2015-04-03,38,6
C15782,団地 ともお [スペシャル],2015-08-14,1,14
C15783,野球部 あるある,2015-07-09,9,8
C15784,ゆるゆり なちゅやちゅみ!+[ぷらす],2015-08-21,2,19
C15786,世にも 奇妙 な物語 25周年スペシャル・春 ～人気マンガ家競演編～ [第3話],2015-04-11,1,40
C15787,藤子不二雄Ⓐの 笑ゥせぇるすまん［第3期］,1992-07-07,13,21
C15788,この素晴らしい 世界に祝福を!,2016-01-14,10,15
C15789,無彩限の ファントム・ワールド Myriad Colors Phantom World,2016-01-07,13,43
C15790,アクティヴレイド 機動強襲室第八係[第2期],2016-01-07,12,22
C15791,少女たちは 荒野を目指す ～Girls beyond the youth KOYA～,2016-01-07,12,42
C15792,NΘRN9 ノルン+ノネット,2016-01-07,13,14
C15793,ほのぼのログ honobono log,2016-06-07,10,19
C15794,それいけ! サブイボマスク,2016-05-06,8,13
C15795,腐男子 高校生活,2016-06-28,13,8
C15796,薄桜鬼 御伽草子,2016-04-05,26,8
C15797,ラララ ララちゃん,2015-03-20,24,9
C15798,ラララ ララちゃん ミニ,2015-03-26,24,12
C15799,ムズムズ18 エイティーン[第1期],2016-05-03,5,18
C15800,ムズムズ18 エイティーン[第2期],2016-08-02,5,18
C15801,猫も、オンダケ,2016-04-01,12,7
C15802,僕だけがいない街,2016-01-08,12,8
C15803,PHANTASY STAR ONLINE 2 THE ANIMATION,2016-01-08,12,36
C15804,だがしかし,2016-01-08,23,5
C15805,おじさんとマシュマロ,2016-01-01,13,10
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,2016-04-06,13,35
C15807,暗殺教室[第2期],2016-01-08,25,9
C15808,Divine Gate,2016-01-08,12,11
C15809,靈劍山 星屑たちの宴,2016-01-09,12,10
C15810,ヘヴィー オブジェクト,2015-10-02,37,11
C15811,GATE 自衛隊 彼の地にて、斯く戦えり[第2期],2016-01-09,12,25
C15812,亜人[第1期],2016-01-16,13,7
C15813,パンでP e a c e !,2016-04-03,13,14
C15831,血界戦線[12話],2015-10-04,1,9
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,2015-12-26,2,29
C15833,昭和元禄 落語心中,2016-01-09,13,9
C15834,闇 芝* 居[第3期],2016-01-11,13,11
C15835,Re:ゼロ から始める異世界生活,2016-04-03,26,16
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,2016-07-03,8,45
C15837,D.Gray-man HALLOW,2016-07-05,13,17
C15838,モブサイコ 100,2016-07-05,13,9
C15839,ラクエン ロジック Luck & Logic,2016-01-09,13,22
C15840,[わたしたち、らくろじ部!][第1期],2016-01-09,12,19
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,2016-07-09,12,24
C15842,僕のヒーローアカデミア,2016-04-03,13,11
C15843,BLUE MERMAID ハイスクール・フリート,2016-04-10,12,24
C15844,チア男子!!,2016-07-05,13,6
C15845,B-PROJECT 鼓動*アンビシャス,2016-07-03,13,19
C15846,オトナの 一休さん[第1期],2016-06-06,3,14
C15847,アイコトバ,2016-09-08,4,5
C15848,ツキウタ。 THE ANIMATION,2016-06-29,14,19
C15849,RAGNASTRIKE ANGELS,2016-04-03,12,18
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],2016-04-08,11,25
C15851,Re:ぷち Re:プチから始める異世界生活,2016-06-24,14,21
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,2016-01-11,12,39
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,2016-01-05,12,61
C15854,おしえて! ギャル子 ちゃん,2016-01-08,12,14
C15855,紅殻のパンドラ GHOST URN,2016-01-08,12,17
C15856,石膏ボーイズ,2016-01-08,12,6
C15857,旅街レイトショー Awaiting my journey,2016-01-08,4,28
C15858,この男子、 魔法がお仕事です。,2016-02-05,4,15
C15859,彼女と彼女の猫 -Everything Flows-,2016-03-04,4,26
C15860,ブブキ・ブランキ,2016-01-02,13,8
C15861,うしおととら[第2期],2016-04-01,13,11
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],2016-01-21,10,32
C15863,あはれ! 名作 くん,2016-04-08,26,10
C15864,なめこ せかいのともだち,2016-04-10,22,12
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,2016-04-10,11,34
C15866,おなら吾郎,2016-04-03,14,5
C15867,宇宙 パトロール ルル 子,2016-04-01,13,13
C15868,ばなにゃ バナナにひそむにゃんこ,2016-07-04,13,16
C15869,ふらいんぐうぃっち,2016-04-10,12,9
C15870,甲鉄城のカバネリ,2016-04-08,12,8
C15871,ジョジョの 奇妙な冒険 ダイヤモンドは砕けない,2016-04-02,39,23
C15872,魔法つかい プリキュア！,2016-02-07,45,12
C15873,クロムクロ,2016-04-07,26,5
C15874,ベイブレードバースト,2016-04-04,39,10
C15875,KAGEWANI 影鰐 承,2016-04-01,13,13
C15876,斉木楠雄のΨ難,2016-07-04,65,7
C15878,銀河機攻隊 マジェスティック プリンス[第25話],2016-09-30,1,25
C15879,デュエル・マスターズVSRF,2016-04-03,28,14
C15880,うさかめ USAKAME High School,2016-04-05,13,24
C15881,ワガママ ハイスペック,2016-04-12,12,11
C15882,ぐらP & ろで夫 II,2016-07-01,27,12
C15883,鬼斬,2016-04-07,13,2
C15884,ばくおん!!,2016-04-05,12,6
C15885,OZMAFIA!!,2016-07-07,12,9
C15886,くまみこ Girl Meats Bear,2016-04-03,12,20
C15887,三者三葉,2016-04-11,12,4
C15888,少年 アシベ Go! Go! ゴマちゃん,2016-04-05,26,20
C15889,ねこねこ日本史,2016-04-06,27,7
C15890,あん ハピ♪ ANNE HAPPY,2016-04-07,12,17
C15891,はんだくん,2016-07-08,24,5
C15892,orange,2016-07-04,13,6
C15893,あまんちゅ！,2016-07-08,14,6
C15894,LIFE! アニメ,2016-08-04,2,9
C15896,この美術部 には 問題がある！,2016-07-08,27,15
C15897,うさぎのモフィ[第3期],2016-01-18,15,12
C15898,12歳。 ～ちっちゃなムネのトキメキ～ [第2期],2016-10-03,12,25
C15899,アイドル メモリーズ,2016-10-03,12,10
C15900,ステラのまほう,2016-10-03,12,7
C15901,3ねんDくみ ガラスの仮面,2016-10-03,13,13
C15902,怪 盗 ジョーカー MYSTERIOUS JOKER [第4期],2016-10-03,13,32
C15903,あおおに ～じ・あにめぇしょん～,2016-10-03,12,16
C15904,3月のライオン March comes in like a lion,2016-09-18,27,34
C15905,ALL OUT!!,2016-10-07,12,9
C15906,クラシカロイド,2016-09-18,14,7
C15907,トランスフォーマー アドベンチャー マイクロンの章 PRIME OF MICRON,2016-07-03,19,41
C15908,ちょびっと づかん,2016-07-03,25,9
C15909,ネトゲの嫁は 女の子じゃない と思った？,2016-04-07,12,20
C15910,パンパカパンツ W おNEW!,2016-04-02,26,15
C15911,ももくり,2016-07-01,14,4
C15912,12歳。 ～ちっちゃなムネのトキメキ～[第1期],2016-04-04,12,24
C15913,田中くんは いつも けだるげ,2016-04-10,12,14
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,2016-08-28,4,58
C15915,サバ パラ Saba-gee Paradise,2016-09-02,6,23
C15916,ベルセルク[新],2016-07-09,12,8
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,2016-07-10,12,66
C15937,TERRA FORMARS REVENGE,2016-04-02,13,21
C15938,ビッグ オーダー,2016-04-16,10,8
C15939,迷 家[マヨイガ],2016-04-09,12,9
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],2016-04-07,12,63
C15941,ハンドレッド,2016-04-04,12,6
C15942,学級王 ヤマザキ[30分版],1997-12-23,41,14
C15945,おそ松さん おうまでこばなし,2016-12-13,10,14
C15951,Bloodivores,2016-10-01,12,11
C15952,うちのタマ知りませんか? タマ ＆ フレンズ,2016-10-01,14,22
C15953,ブブキ・ブランキ 星の巨人,2016-10-01,12,13
C15954,終末の イゼッタ,2016-10-01,13,8
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,2016-04-05,13,29
C15956,マジきゅんっ! ルネッサンス,2016-10-02,13,14
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],2016-09-25,14,24
C15958,タイガーマスク W,2016-10-02,12,9
C15959,おはよう！ コケッコー さん,2016-10-02,13,14
C15960,こねこのチー ポンポンらー大冒険,2016-10-02,13,16
C15961,ぴったんこ! ねこざかな,2016-10-02,13,12
C15962,モンスター ハンター ストーリーズ ライド オン RIDE ON,2016-10-02,13,32
C15963,刀剣乱舞 花丸,2016-10-03,12,7
C15964,バディゴ![第2期],2016-10-04,4,10
C15965,学園ハンサム,2016-10-04,12,6
C15966,灼熱の 卓球娘,2016-10-04,12,7
C15967,〔侍霊演武/SOUL BUSTER〕 將星乱,2016-10-04,12,22
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,2016-10-04,12,33
C15969,WWW.WORKING!!,2016-10-04,13,13
C15970,信長の忍び,2016-10-04,14,5
C15971,CHEATING CRAFT,2016-10-05,12,14
C15972,TO BE HERO,2016-10-05,12,10
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,2016-10-05,12,36
C15974,てーきゅう[第8期],2016-10-05,12,10
C15975,ナゾトキネ,2016-10-05,13,5
C15976,夏目友人帳 伍,2016-10-05,12,7
C15977,奇異太郎少年の 妖怪絵日記,2016-10-05,12,13
C15978,装神少女 まとい Matoi the Sacred Slayer,2016-10-05,13,32
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,2016-10-05,24,42
C15980,魔法少女なんて もういいですから。 セカンドシーズン,2016-10-05,12,26
C15981,文豪ストレイドッグス [第2期],2016-10-06,13,16
C15982,ユーリ!!! YURI ON ICE,2016-10-06,12,18
C15983,競女!!!!!!!! HiP WHiP GiRL,2016-10-06,12,24
C15984,フリップ フラッパーズ,2016-10-06,13,11
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,2016-10-06,13,44
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,2016-10-06,13,29
C15987,DRIFTERS Battle in a Brand-new World War,2016-10-07,12,40
C15988,ガーリッシュナンバー gi（a）rlish number,2016-10-07,12,28
C15989,バーナード嬢曰く。,2016-09-30,13,9
C15990,私 がモテて どうすんだ,2016-10-07,12,12
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,2016-10-07,13,32
C15992,Lostorage incited WIXOSS,2016-10-08,12,24
C15993,マクロス〔。/DELTA〕,2015-12-31,28,13
C15994,美少女戦士 セーラームーン Crystal Season III,2016-04-04,13,32
C15995,忍たま 乱太郎 [第24期],2016-04-04,70,14
C15996,わしも[第4期],2016-04-04,44,8
C15997,はなかっぱ[第7期],2016-04-04,52,10
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],2016-04-04,65,24
C15999,ZIP! presents 朝だよ! 貝社員,2016-04-04,190,22
C16000,ジョーカー・ゲーム,2016-04-05,12,9
C16001,バディゴ![第1期],2016-04-06,3,10
C16002,おじゃる丸[第19期],2016-04-06,66,11
C16003,バトルスピリッツ ダブルドライブ,2016-04-06,38,16
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],2016-04-06,31,33
C16005,双星の陰陽師,2016-04-06,37,6
C16006,亜人[第2期],2016-10-08,13,7
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,2016-10-07,13,32
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,2016-10-09,12,167
C16009,うどんの国の 金色毛鞠,2016-10-09,12,11
C16010,ガオガオ ちゃんと 青い空[うどんの国の 金色毛鞠],2016-10-09,11,26
C16011,戦国鳥獣戯画 ～甲～,2016-10-09,12,10
C16012,はがね オーケストラ,2016-10-10,12,10
C16013,どちゃもん じゅにあ [第2期],2016-10-10,9,16
C16014,ムズムズ18 エイティーン [第3期],2016-10-11,5,19
C16015,舟を編む,2016-10-14,11,4
C16016,おしえて！ じしょたんず!![舟を編む],2016-10-14,11,20
C16017,シャ～ミィ と かげぼうや,2016-10-20,1,13
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,2016-10-21,10,25
C16019,100％ パスカル先生,2016-11-04,2,11
C16020,ポケットモンスター サン＆ムーン,2016-11-17,9,16
C16021,神々の記,2016-11-25,4,4
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,2016-12-05,4,28
C16023,INAZMA DELIVERY [第1期],2016-12-09,2,21
C16024,かみさまみならい ヒミツのここたま,2016-01-07,80,17
C16025,きょ～ふ! ゾンビ猫,2015-12-25,40,10
C16026,みに ヴぁん[第2期],2016-01-02,13,11
C16027,ポケットモンスター XY ＆ Z,2016-01-14,38,16
C16028,バリィさんの 諸国漫遊記,2016-01-06,23,12
C16029,ミム マム ミント,2016-01-28,5,9
C16030,THE NUMBERS ナンバカ,2016-10-05,13,16
C16031,SUSHI POLICE,2016-01-07,13,12
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],2016-01-25,12,27
C16033,リルリルフェアリル ～妖精のドア～,2016-01-30,86,17
C16034,GOD EATER [メテオライト編],2016-03-05,4,19
C16037,エンドライド,2016-04-03,24,6
C16038,逆転裁判 その「真実」、異議あり!,2016-04-02,24,17
C16039,フューチャーカード バディファイト DDD,2016-04-02,39,21
C16040,アグレッシブ 烈子,2016-04-02,38,9
C16041,ぼのぼの[新],2016-04-02,38,7
C16042,アイカツ! スターズ,2016-04-07,37,10
C16043,境界の RINNE [第2期],2016-04-09,34,15
C16044,CoCO ＆ NiCO ココ と ニコ,2016-04-09,39,19
C16045,ひとくち どうわ,2016-04-09,8,8
C16046,忍者 ハットリくん [インド版][第3期],2016-04-12,52,21
C16047,もじもじおばけ てんてんまる,2016-04-16,4,14
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,2016-04-17,24,29
C16049,カミワザ ワンダ,2016-04-23,35,8
C16050,ダイ・バスター トーテム徹底調査SP,2016-04-30,1,18
C16051,ゴーゴー! ドッコラショ,2016-05-06,4,12
C16052,ネコこのゴロ,2016-06-09,30,6
C16054,オシリスの天秤 2,2016-04-22,11,9
C16055,もじもじおばけ おぎゃく,2016-06-25,3,12
C16056,ラブライブ! サンシャイン!! School idol project,2016-06-26,14,35
C16057,パズドラ クロス PUZZLE＆DRAGONS,2016-07-04,26,23
C16058,Scared Rider XechS,2016-07-06,12,18
C16059,魔法少女? なりあ☆がーるず,2016-07-07,12,14
C16060,レガリア The Three Sacred Stars,2016-06-30,18,27
C16061,銀の墓守り,2017-04-01,12,5
C16062,GRANBLUE FANTASY The Animation,2017-04-02,13,30
C16063,MARGINAL#4 KISSから創造るBig Bang,2017-01-12,12,28
C16064,つぐもも,2017-04-02,13,4
C16065,フレームアームズ・ガール,2017-04-04,24,12
C16066,武装少女マキャヴェリズム,2017-04-05,12,12
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,2017-04-01,27,36
C16068,ショートアニメ 「わたしたち、らくろじ部!」 [第2期],2016-08-04,10,28
C16070,ヘボット!,2016-09-18,15,5
C16071,にゃんぼー![第1期],2016-09-27,14,11
C16072,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,2016-10-08,10,23
C16073,アイドル事変,2017-01-08,12,6
C16074,AKiBA'STRiP THE ANIMATION,2017-01-04,13,25
C16075,ACCA13区監察課,2017-01-12,12,10
C16076,うらら迷路帖,2017-01-06,12,6
C16077,ēlDLIVE エルドライブ,2017-01-08,12,14
C16078,この素晴らしい 世界に祝福を!2,2017-01-12,10,16
C16079,亜人ちゃんは語りたい,2017-01-07,13,10
C16080,弱虫ペダル NEW GENERATION,2017-01-10,25,20
C16081,リトル ウィッチ アカデミア,2017-01-09,25,14
C16082,ちょぼらうにょぽみ あいまいみー,2016-12-24,13,16
C16083,政宗くんのリベンジ,2017-01-07,12,9
C16084,セイレン,2017-01-06,12,4
C16085,捏造トラップ-NTR-,2017-07-05,12,11
C16086,メイドインアビス,2017-07-07,13,8
C16087,DIVE!!,2017-07-07,12,6
C16088,幼女戦記,2017-01-06,13,4
C16089,風夏,2017-01-08,12,2
C16090,南鎌倉高校女子自転車部,2017-01-07,13,11
C16091,青の祓魔師 エクソシスト 京都不浄王篇,2017-01-07,12,19
C16092,昭和元禄落語心中 -助六再び篇-,2017-01-07,12,16
C16093,ガヴリールドロップアウト,2017-01-09,12,12
C16094,鬼平 ONIHEI,2016-12-19,14,9
C16095,ちるらん にぶんの壱,2017-01-10,12,10
C16096,恋と嘘,2017-07-04,12,3
C16097,バチカン奇跡調査官,2017-07-07,12,9
C16098,コンビニカレシ,2017-07-07,12,7
C16099,ハンドシェイカー,2017-01-11,12,8
C16100,けものフレンズ,2017-01-04,13,7
C16101,ピアシェ～私のイタリアン～,2017-01-11,12,13
C16102,One Room,2017-01-11,12,8
C16103,小林さんちのメイドラゴン,2017-01-12,13,12
C16104,Rewrite[2ndシーズン],2017-01-15,10,16
C16105,アリスと蔵六,2017-04-02,13,6
C16106,笑ゥせぇるすまんNEW,2017-04-03,24,11
C16107,スタミュ 高校星歌劇[第2期],2017-04-04,12,15
C16108,アイドルタイムプリパラ,2017-04-04,26,11
C16109,サクラダリセット,2017-04-07,24,8
C16110,王室教師ハイネ,2017-04-05,12,7
C16111,クロックワーク・プラネット,2017-04-07,12,13
C16112,月がきれい,2017-04-09,44,5
C16113,ツインエンジェルBREAK,2017-04-07,12,13
C16114,正解するカド,2017-04-07,13,6
C16115,カブキブ！,2017-04-07,12,5
C16116,エロマンガ先生,2017-04-02,13,7
C16117,有頂天家族2,2017-04-03,13,6
C16118,ID-0,2017-04-09,12,4
C16119,ソード・オラトリア,2017-04-08,13,9
C16120,賭ケグルイ,2017-07-01,13,5
C16121,縁結びの妖狐ちゃん,2017-07-01,13,9
C16122,活撃 刀剣乱舞,2017-07-02,12,7
C16123,戦姫絶唱シンフォギアAXZ,2017-07-02,14,13
C16124,バトルガール ハイスクール,2017-07-03,12,13
C16125,潔癖男子! 青山くん,2017-07-03,13,10
C16126,アホガール,2017-07-05,12,5
C16127,徒然チルドレン,2017-07-05,12,7
C16128,アクションヒロイン チアフルーツ,2017-07-07,12,16
C16129,18if,2017-07-07,13,4
C16130,時間の支配者,2017-07-08,13,6
C16131,カイトアンサ,2017-07-12,12,6
C16132,ベイブレードバースト ゴッド,2017-04-03,26,14
C16133,アキンド星の リトル・ペソ,2017-04-03,12,13
C16134,100％ パスカル先生,2017-04-15,71,11
C16135,ようこそ実力至上主義の教室へ,2017-07-12,12,14
C16136,闇芝居［4期］,2017-01-16,13,7
C16137,快把我哥帯走 兄に付ける薬はない!,2017-04-07,12,17
C16138,将国のアルタイル,2017-07-08,12,8
C16139,セントールの悩み,2017-07-02,25,8
C16140,地獄少女 宵伽,2017-07-08,13,7
C16141,ゼロから始める魔法の書,2017-04-10,12,11
C16142,覆面系ノイズ,2017-04-14,12,6
C16143,アトム ザ・ビギニング,2017-04-15,12,11
C16144,Fate/Apocrypha,2017-07-02,13,14
C16145,闇芝居[五期],2017-07-03,13,7
C16146,ボールルームへようこそ,2017-07-02,13,11
C16147,プリンセス・プリンシパル,2017-07-09,20,12
C16148,Re:CREATORS,2017-04-02,25,11
C16149,sin 七つの大罪,2017-04-08,15,9
C16150,ノラと皇女と 野良猫ハート,2017-07-12,12,13
C16151,がんがん がんこちゃん,2017-01-23,11,11
C16152,ひなこのーと,2017-04-07,12,6
C16153,DUEL MASTERS デュエル・マスターズ［2017］,2017-04-02,28,29
C16154,ひとりじめ マイヒーロー,2017-07-08,12,12
C16155,天使の3P!,2017-07-10,12,6
C16156,NEW GAME!!,2017-07-11,12,10
C16157,異世界はスマートフォンとともに。,2017-07-11,12,16
C16158,魔法陣グルグル,2017-07-05,13,7
C16159,にゃんこデイズ,2017-01-08,12,7
C16160,恋愛暴君,2017-04-07,12,4
C16161,神撃のバハムート VIRGIN SOUL,2017-04-08,24,20
C16162,夏目友人帳 陸,2017-04-05,12,7
C16163,冴えない彼女の育てかた♭,2017-04-14,11,12
C16164,BanG Dream! バンドリ,2017-01-01,23,16
C16165,異世界食堂,2017-07-04,24,5
C16166,アイドルマスター シンデレラガールズ劇場,2017-04-04,29,20
C16167,MARVEL フューチャー アベンジャーズ,2017-07-22,12,21
C16168,ピカイア! PIKAIA,2017-02-26,13,12
C16169,キラキラ☆ プリキュア アラモード,2017-02-05,33,17
C16170,わしも[第5シリーズ],2017-04-03,34,11
C16171,クリオネの灯り,2017-07-12,12,7
C16172,靈劍山 叡智への資格,2017-01-08,12,10
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,2017-07-12,12,23
C16174,チェインクロニクル ヘクセイタスの閃,2017-01-08,12,18
C16175,ひなろじ from Luck＆Logic,2017-07-01,15,20
C16176,SUPER LOVERS 2,2017-01-12,10,14
C16177,リルリルフェアリル ～魔法の鏡～,2017-04-07,32,16
C16178,THE REFLECTION -ザ・リフレクション-,2017-07-01,13,26
C16179,ねこねこ日本史［第2シリーズ］,2017-04-05,16,15
C16180,銀魂.,2017-01-09,12,3
C16181,境界のRINNE［第3シリーズ］,2017-04-08,59,16
C16182,遊戯王 VRAINS,2017-04-05,42,10
C16183,信長の忍び ～伊勢・金ヶ崎篇～,2017-04-08,26,15
C16184,僕のヒーローアカデミア［第2期］,2017-03-25,26,16
C16185,ロクでなし魔術講師と 禁忌教典,2017-04-04,12,15
C16186,フューチャーカード バディファイトX〔バッツ〕,2017-04-01,27,23
C16187,Room Mate,2017-04-12,12,9
C16188,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン-,2017-01-09,24,31
C16190,プリプリちいちゃん!!,2017-04-15,25,11
C16191,キャッチーくんの ナイス キャッチ!,2017-07-07,13,18
C16192,まけるな!! あくのぐんだん!,2017-04-05,13,15
C16193,超・少年探偵団 NEO,2017-01-02,13,11
C16194,サクラクエスト,2017-04-06,25,7
C16195,きょうの料理 ビギナーズ [第10期],2016-04-04,82,19
C16196,コトリ サンバ,2016-01-04,10,7
C16197,ブレンド・S,2017-10-08,2,6
C16198,ナナマルサンバツ,2017-07-05,12,8
C16199,The SNACK WORLD スナックワールド,2017-04-13,24,24
C16200,妖怪アパートの 幽雅な日常,2017-07-05,13,13
C16201,スカートの中はケダモノでした。,2017-07-03,12,15
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,2017-04-15,25,29
C16203,はじめての ギャル,2017-07-12,10,9
C16204,あはれ!名作くん［2期］［ビットワールド］,2017-04-07,21,21
C16205,ベルセルク［2期］,2017-04-05,14,9
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,2017-04-12,12,23
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,2017-04-11,12,32
C16208,少年アシベ Go!Go! ゴマちゃん[第2シリーズ],2017-04-04,16,26
C16209,進撃の巨人 Season2,2017-04-02,13,13
C16210,戦国鳥獣戯画 ～乙～,2017-01-15,10,10
C16211,僧侶と交わる 色欲の夜に…,2017-04-03,12,13
C16212,ナイツ＆マジック,2017-07-02,14,8
C16213,最遊記 RELOAD BLAST,2017-07-05,12,16
C16214,てーきゅう［9期］,2017-07-12,12,9
C16215,クズの本懐,2017-01-13,12,5
C16216,無責任 ギャラクシー☆タイラー,2017-07-04,13,15
C16217,妄想科学ADV Chaos;Child,2017-01-11,11,19
C16218,龍の歯医者,2017-02-18,2,5
C16219,SPIRITPACT,2017-01-07,10,10
C16220,ゲーマーズ!,2017-07-13,13,6
C16221,Tales of Zestiria the X［第2期］,2017-01-08,11,28
C16222,ふるさとめぐり 日本の昔ばなし,2017-04-02,77,15
C16223,ラブ米 -WE LOVE RICE-,2017-04-05,13,18
C16224,おじゃる丸[第20期],2017-04-05,34,11
C16225,オトナの一休さん[第2期],2017-04-04,13,13
C16226,女川中バスケ部　5人の夏,2017-08-27,1,12
C16227,終物語[オワリモノガタリ][第2期],2017-08-12,8,18
C16228,忍たま乱太郎[第25期],2017-04-03,60,12
C16229,ふわふわアワー Pui Pui & Muu Muu,2017-07-05,1,25
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],2017-04-19,7,25
C16231,ムズムズ18　エイティーン[第4期],2017-01-14,6,18
C16233,ユニコーンのキュピ,2017-03-20,1,9
C16236,げんばのじょう 玄蕃之丞［あにめたまご2017］,2017-06-24,1,24
C7163,鉄腕アトム,1963-01-01,193,5
C7171,狼少年ケン,1963-11-25,86,5
C7207,サザエさん,1999-12-05,1175,5
C7449,ルパン三世,1971-10-24,23,5
C7522,アルプスの少女ハイジ,1974-01-06,52,10
C7556,宇宙戦艦ヤマト,1974-10-06,26,7
C7786,機動戦士ガンダム,1979-04-07,43,8
C8319,SLAM DUNK,1993-10-16,101,9
C8321,ママはぽよぽよザウルスがお好き,1995-09-02,104,15
C8323,ご近所物語,1995-09-10,50,5
C8325,飛べ! イサミ,1995-04-08,50,7
C8328,ヨーヨーの猫つまみ,1992-03-31,130,9
C8330,元気爆発ガンバルガー,1992-04-01,47,10
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,1992-04-01,26,24
C8334,サラダ十勇士 トマトマン,1992-04-03,50,12
C8338,超電動ロボ 鉄人28号FX,1992-04-05,47,13
C8504,それいけ！アンパンマン,1999-12-03,958,11
C8522,チロリン村物語,1992-04-06,170,7
C8524,まんが日本史［NHK版］,1992-04-06,40,12
C8526,お～い! 竜馬,1992-04-07,41,7
C8529,ドラゴンリーグ,1993-05-07,39,7
C8533,3丁目のタマ うちのタマ知りませんか?,1993-07-03,18,19
C8545,ムカムカパラダイス,1993-09-04,51,9
C8547,楽しいウイロータウン,1993-10-07,26,10
C8549,ジャングルの王者 ターちゃん❤,1993-10-14,50,15
C8577,シティーハンター3,1990-01-14,13,9
C8623,アイドル天使 ようこそようこ,1990-04-02,43,14
C8631,楽しいムーミン一家,1990-04-12,78,9
C8633,ふしぎの海のナディア,1990-04-13,39,10
C8635,もーれつア太郎［新］,1990-04-21,47,10
C8639,魔法のエンジェル スイートミント,1990-05-02,47,16
C8649,カラ天狗 カブト,1990-01-11,45,8
C8651,ロビンフッドの大冒険,1990-07-29,58,10
C8657,まじかる★タルるートくん,1990-09-02,87,12
C8659,からくり剣豪伝 ムサシロード,1990-10-03,50,14
C8661,RPG伝説ヘポイ,1990-10-06,50,8
C8666,平成イヌ物語 バウ,1993-10-14,80,9
C8668,STREET FIGHTER Ⅱ V,1995-04-10,29,18
C8672,PEACH COMMAND 新桃太郎伝説,1990-10-08,24,20
C8674,八百八町表裏 化粧師,1990-09-25,20,10
C8676,三丁目の夕日,1990-10-12,53,6
C8680,三つ目がとおる,1990-10-18,48,7
C8682,江戸っ子ボーイ がってん太助,1990-10-19,22,14
C8684,ピグマリオ,1990-11-05,39,5
C8686,おちゃめなふたご -クレア学院物語-,1991-01-05,26,18
C8688,おれは直角,1991-01-05,36,5
