mcname,ccname,cename,four_colored
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,ニコべん!,1箱目 笑顔と弁当男,True
週刊少年チャンピオン,弱虫ペダル,RIDE.355 2日目の朝,True
週刊少年チャンピオン,実は私は,第115話 「心配しよう!」,True
週刊少年チャンピオン,スメラギドレッサーズ,#1 ドレスチェンジ・スタンバイ,True
週刊少年チャンピオン,マジカロマジカル,第18話 マジカル★思い,True
週刊少年チャンピオン,弱虫ペダル,RIDE.357 スタートする2日目!!,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第1死:退治人来たりて空を跳ぶ,True
週刊少年チャンピオン,実は私は,第118話 「確かめに行こう!」,True
週刊少年チャンピオン,鮫島、最後の十五日,第30話:三日目「鮫島-舞ノ島」 5,True
週刊少年チャンピオン,羽恋らいおん,14本目:恩返し,True
週刊少年チャンピオン,ハリガネサービス,第55話 ブレイク,True
週刊少年チャンピオン,実は私は,第119話 「相談しよう!!」,True
週刊少年チャンピオン,聖闘士星矢 NEXT DIMENSION 冥王神話,SP.EPISODE 時空の間,True
週刊少年チャンピオン,藍の時代 -Indigo Period- 一期一会,第1話 健さん,True
週刊少年チャンピオン,刃牙道,第70話 「武芸百般」,True
週刊少年チャンピオン,ハリガネサービス,第57話 影,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第15話 [かすかな希望],True
週刊少年チャンピオン,藍の時代 -Indigo Period- 一期一会,第2話 路上の絵,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,ハリガネサービス,第58話 カネダ対オボロ,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,235キンポ 頭の上の緑の球体,True
週刊少年チャンピオン,弱虫ペダル,RIDE.363 願いのタスキ,True
週刊少年チャンピオン,実は私は,第123話 「気を引こう!」,True
週刊少年チャンピオン,侵略!イカ娘,第392話 悪夢じゃなイカ?,True
週刊少年チャンピオン,刃牙道,第73話 「実力」,True
週刊少年チャンピオン,ニコべん!,10箱目:挑戦,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第7死:出世街道転落道,True
週刊少年チャンピオン,弱虫ペダル,RIDE.365 アニソン,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第19話 [脱出],True
週刊少年チャンピオン,弱虫ペダル,RIDE.366 16番、新開悠人,True
週刊少年チャンピオン,少年ラケット,SPIN.14/向かうは智の果て,True
週刊少年チャンピオン,実は私は,第126話 「紫々戸獅穂 2」,True
週刊少年チャンピオン,実は私は,第127話 「紫々戸獅穂 3」,True
週刊少年チャンピオン,刃牙道,第76話 「合気」,True
週刊少年チャンピオン,ハリガネサービス,第63話 モンスター,True
週刊少年チャンピオン,囚人リク,第221房 稜線,True
週刊少年チャンピオン,少年ラケット,SPIN.16/レギュラーの壁,True
週刊少年チャンピオン,鮫島、最後の十五日,第41話:四日目「鮫島-巨桜丸」 11,True
週刊少年チャンピオン,スメラギドレッサーズ,#14 知恵の実,True
週刊少年チャンピオン,ハリガネサービス,第66話 2,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,243キンポ 激流,True
週刊少年チャンピオン,Gメン,第41話 あの日あの夜,True
週刊少年チャンピオン,ニコべん!,17箱目:大切なもの,True
週刊少年チャンピオン,刃牙道,第80話 「強敵」,True
週刊少年チャンピオン,侵略!イカ娘,第400話 日傘じゃなイカ?,True
週刊少年チャンピオン,弱虫ペダル,RIDE.372 正しい判断,True
週刊少年チャンピオン,実は私は,第132話 「真実を知ろう!」,True
週刊少年チャンピオン,少年ラケット,SPIN.20/星の輝きに照らされて,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,錻力のアーチスト,Vol.102 まるで,True
週刊少年チャンピオン,BADBROS,第1話 「Ash and Diamond」～灰とダイヤモンド～,True
週刊少年チャンピオン,刃牙道,第83話 「日本刀」,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,247キンポ ハロウー,True
週刊少年チャンピオン,AIの遺伝子,第1話 バックアップ,True
週刊少年チャンピオン,弱虫ペダル,RIDE.375 マッサージャー,True
週刊少年チャンピオン,スメラギドレッサーズ,#20 めぐりあう少女達,True
週刊少年チャンピオン,刃牙道,第85話 「勇次郎」,True
週刊少年チャンピオン,ハリガネサービス,第72話 GET BACK,True
週刊少年チャンピオン,刃牙道,第86話 「奥義」,True
週刊少年チャンピオン,劇場霊,第1話 開演,True
週刊少年チャンピオン,実は私は,第137話 「見返そう!」,True
週刊少年チャンピオン,刃牙道,第87話 「無刀」,True
週刊少年チャンピオン,弱虫ペダル,RIDE.378 最速の槍,True
週刊少年チャンピオン,聖闘士星矢 NEXT DIMENSION 冥王神話,Part 69 獅子座の証,True
週刊少年チャンピオン,木曜日のフルット,クリスマスの巻 5,True
週刊少年チャンピオン,ハリガネサービス,第76話 Walk?rally,True
週刊少年チャンピオン,少年ラケット,SPIN.28/回転力,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第23死:ヌー!ヌーヌーヌー!ヌーヌー!!,True
週刊少年チャンピオン,弱虫ペダル,RIDE.381 心の函,True
週刊少年チャンピオン,刃牙道,第90話 「超実戦」,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,255キンポ ガイアの年明け,True
週刊少年チャンピオン,弱虫ペダル,RIDE.382 王者の覚悟,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第24話 [インファイト],True
週刊少年チャンピオン,実は私は,第142話 「紅本先生とさくらさん 4」,True
週刊少年チャンピオン,刃牙道,第92話 「責任感」,True
週刊少年チャンピオン,ハリガネサービス,第79話 Bird strike,True
週刊少年チャンピオン,ニコべん!,29箱目 みんなで作ろう!,True
週刊少年チャンピオン,ハリガネサービス,第80話 豪傑,True
週刊少年チャンピオン,刃牙道,第93話 「煙草」,True
週刊少年チャンピオン,AIの遺伝子,第10話 夢のような母性,True
週刊少年チャンピオン,正義の殺人鬼,第1話 「入場料は仔猿のまる焼き」,True
週刊少年チャンピオン,弱虫ペダル,RIDE.385 受け継がれる魂,True
週刊少年チャンピオン,刃牙道,第95話 「有資格者」,True
週刊少年チャンピオン,錻力のアーチスト,Vol.109 あと1勝,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第29話 [放棄された研究所],True
週刊少年チャンピオン,弱虫ペダル,RIDE.387 2人のスプリンター,True
週刊少年チャンピオン,鮫島、最後の十五日,第60話:六日目「鮫島-大山道」 16,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,刃牙道,第98話 「巨大生物」,True
週刊少年チャンピオン,少年ラケット,SPIN.37/クイックアンド…!?,True
週刊少年チャンピオン,ハリガネサービス,第86話 小兵,True
週刊少年チャンピオン,ハリガネサービス,POCARI SWEAT×ハリガネサービス コラボ第1話 大事なテストにも!?,True
週刊少年チャンピオン,囚人リク,第243房 再起,True
週刊少年チャンピオン,ハリガネサービス,第87話 Cat fight,True
週刊少年チャンピオン,ハリガネサービス,POCARI SWEAT×ハリガネサービス コラボ第2話 後輩の差し入れにも,True
週刊少年チャンピオン,弱虫ペダル,RIDE.391 フェイズ28,True
週刊少年チャンピオン,放課後ウィザード倶楽部,#1 ゆめのなかにいる,True
週刊少年チャンピオン,刃牙道,第101話 「野生」,True
週刊少年チャンピオン,ハリガネサービス,第88話 興,True
週刊少年チャンピオン,実は私は,第153話 「紅本茜」,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,ミドリノユーグレ,第1話 0の記録,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,267キンポ 馬鹿春巻の巻,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第37死:ラッキー・クッキー・吸血鬼,True
週刊少年チャンピオン,猫神じゃらし!,第1話 ネコガミさまはこわい!,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第38死:市民野球ケーン,True
週刊少年チャンピオン,ハリガネサービス,第92話 翻弄,True
週刊少年チャンピオン,ハリガネサービス,POCARI SWEAT×ハリガネサービス コラボ第3話 練習中の水分補給にも,True
週刊少年チャンピオン,少年ラケット,SPIN.44/ダンス・ウィズ・ア・ボール,True
週刊少年チャンピオン,鮫島、最後の十五日,第68話:七日目～その後 1,True
週刊少年チャンピオン,囚人リク,第250房 変革,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,270キンポ 燃えるツンドラ,True
週刊少年チャンピオン,放課後ウィザード倶楽部,#6 PKers 4,True
週刊少年チャンピオン,刃牙道,第107話 「原人」,True
週刊少年チャンピオン,弱虫ペダル,RIDE.398 来いや!!,True
週刊少年チャンピオン,実は私は,第158話 「藍澤渚と藍澤渚 4」,True
週刊少年チャンピオン,鮫島、最後の十五日,第71話:八日目「幕内土俵入り」,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第33話 [死のコロシアム],True
週刊少年チャンピオン,猫神じゃらし!,第6話 ネコガミさまの怖い部分!,True
週刊少年チャンピオン,弱虫ペダル,RIDE.400 小野田坂道,True
週刊少年チャンピオン,ハリガネサービス,第96話 8,True
週刊少年チャンピオン,囚人リク,第253房 決行,True
週刊少年チャンピオン,マル勇 九ノ島さん,第1話:選択まちがい,True
週刊少年チャンピオン,弱虫ペダル,RIDE.401 御堂筋の叫び,True
週刊少年チャンピオン,ミドリノユーグレ,第8話 動き出す脅威,True
週刊少年チャンピオン,Gメン,第73話 Gメンの新学期,True
週刊少年チャンピオン,刃牙道,第111話 「殺気」,True
週刊少年チャンピオン,マル勇 九ノ島さん,第2話 憧れの勇者様,True
週刊少年チャンピオン,永遠の一手 2030年、コンピューター将棋に挑む,第1話 将棋界崩壊の日,True
週刊少年チャンピオン,少年ラケット,SPIN.51/そらのめぐりのめあて,True
週刊少年チャンピオン,ハリガネサービス,第100話 冒険,True
週刊少年チャンピオン,ハリガネサービス,POCARI SWEAT×ハリガネサービス コラボ第4話 試合前にも,True
週刊少年チャンピオン,Gメン,第75話 袋とじの男,True
週刊少年チャンピオン,六道の悪女たち,第1話 平和で楽しい学園生活,True
週刊少年チャンピオン,弱虫ペダル,RIDE.405 反発,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第49死:REVIVING me softly,True
週刊少年チャンピオン,六道の悪女たち,第2話 未知との遭遇,True
週刊少年チャンピオン,刃牙道,第116話 「獣」,True
週刊少年チャンピオン,弱虫ペダル,RIDE.407 危険な男,True
週刊少年チャンピオン,囚人リク,第261房 曇天,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,放課後ウィザード倶楽部,#17 Hack and Slash 5,True
週刊少年ジャンプ,ONE PIECE,第809話 ネコマムシの旦那,True
週刊少年ジャンプ,こちら葛飾区亀有公園前派出所,部長の動く家の巻,True
週刊少年ジャンプ,磯部磯兵衛物語～浮世はつらいよ～,第167話 からくる!東洋のえじそん編 前編で候,True
週刊少年ジャンプ,食戟のソーマ,147 反撃開始!!,True
週刊少年ジャンプ,火ノ丸相撲,第77番 知ってほしいこと,True
週刊少年ジャンプ,暗殺教室,第169話 登校の時間,True
週刊少年ジャンプ,黒子のバスケ,くろステ! ACT 1,True
週刊少年ジャンプ,ハイキュー!!,第187話 昼の月,True
週刊少年ジャンプ,ONE PIECE,第811話 ROKO,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.73 グッドイブニング,True
週刊少年ジャンプ,ブラッククローバー,ページ44 兄妹,True
週刊少年ジャンプ,ハイキュー!!,第189話 宣戦布告・2,True
週刊少年ジャンプ,火ノ丸相撲,第80番 死ぬのは見たくない,True
週刊少年ジャンプ,左門くんはサモナー,第16話 左門くんは敵に回したくないタイプ,True
週刊少年ジャンプ,銀魂,第572訓 死に場所,True
週刊少年ジャンプ,ブラッククローバー,ページ 46 死を斬る男,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.76 僕のヒーロー,True
週刊少年ジャンプ,背すじをピン!と～鹿高競技ダンス部へようこそ～,STEP 36 結果発表,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,1 ゆらぎ荘の幽奈さん,True
週刊少年ジャンプ,食戟のソーマ,153 死の会場,True
週刊少年ジャンプ,ものの歩,第20局 たった三手の物語,True
週刊少年ジャンプ,火ノ丸相撲,第83番 元横綱の稽古,True
週刊少年ジャンプ,鬼滅の刃,第1話 残酷,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,2 ゆらぎ荘の秘密,True
週刊少年ジャンプ,左門くんはサモナー,第20話 左門くんは今やろうと思ってたのに,True
週刊少年ジャンプ,ニセコイ,第205話 ソウヨブ,True
週刊少年ジャンプ,鬼滅の刃,第2話 見知らぬ誰か,True
週刊少年ジャンプ,ハイキュー!!,第194話 包囲網,True
週刊少年ジャンプ,ブラッククローバー,ページ50 裁きの光,True
週刊少年ジャンプ,こちら葛飾区亀有公園前派出所,カラスの勝手でショの巻,True
週刊少年ジャンプ,こちら葛飾区亀有公園前派出所,亀スポ 第10号 祝!連載40周年特別寄稿 NO.6 麻生周一,True
週刊少年ジャンプ,暗殺教室,第177話 卒業の時間,True
週刊少年ジャンプ,食戟のソーマ,156 絶対“温”感,True
週刊少年ジャンプ,ブラッククローバー,ページ 52 魔力無き者,True
週刊少年ジャンプ,僕のヒーローアカデミア,僕のヒーローマスメディア No.016,True
週刊少年ジャンプ,ものの歩,第24局 美しい棋譜,True
週刊少年ジャンプ,左門くんはサモナー,第23話 左門くんは川に帰れ,True
週刊少年ジャンプ,左門くんはサモナー,第24話 左門くんはクソ下手,True
週刊少年ジャンプ,ブラッククローバー,ページ 53 オマエのモノじゃない,True
週刊少年ジャンプ,ものの歩,第25局 君の時間,True
週刊少年ジャンプ,ハイキュー!!,第198話 理不尽,True
週刊少年ジャンプ,食戟のソーマ,159 成長,True
週刊少年ジャンプ,暗殺教室,最終話 殺しの時間,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,7 幽奈さんと甘い休日,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.84 飯田から緑谷へ,True
週刊少年ジャンプ,背すじをピン!と～鹿高競技ダンス部へようこそ～,STEP 44 別の道,True
週刊少年ジャンプ,鬼滅の刃,第7話 亡霊,True
週刊少年ジャンプ,ONE PIECE,第821話 “承知した”,True
週刊少年ジャンプ,暗殺教室,番外編 #1 自宅の時間,True
週刊少年ジャンプ,火ノ丸相撲,第91番 帰ってきた「国宝」,True
週刊少年ジャンプ,背すじをピン!と～鹿高競技ダンス部へようこそ～,STEP 46 注目を奪え!,True
週刊少年ジャンプ,ブラッククローバー,ページ 57 黒の海岸物語,True
週刊少年ジャンプ,食戟のソーマ,163 頂を目指す者,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.87 GEKITOTSU,True
週刊少年ジャンプ,HUNTER×HUNTER,No.350 王子,True
週刊少年ジャンプ,磯部磯兵衛物語～浮世はつらいよ～,第184話 磯部流の決裂で候,True
週刊少年ジャンプ,ONE PIECE,第824話 “海賊ごっこ”,True
週刊少年ジャンプ,ハイキュー!!,第203話 風をつくる,True
週刊少年ジャンプ,NARUTO-ナルト-,外伝～満ちた月が照らす道～,True
週刊少年ジャンプ,斉木楠雄のΨ難,第194χ サイキックΨドキックス,True
週刊少年ジャンプ,ハイキュー!!,第204話 バカでも解ったバレーボール,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,ナンバー 1: うずまきボルト!!,True
週刊少年ジャンプ,ブラッククローバー,ページ 60 大司祭の戯れ,True
週刊少年ジャンプ,たくあんとバツの日常閻魔帳,第1頁 日常,True
週刊少年ジャンプ,ものの歩,第33局 師弟,True
週刊少年ジャンプ,火ノ丸相撲,第96番 鬼丸国綱と童子切安綱 3,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.91 平和の象徴,True
週刊少年ジャンプ,たくあんとバツの日常閻魔帳,第2頁 地獄の鬼ごっこ,True
週刊少年ジャンプ,磯部磯兵衛物語～浮世はつらいよ～,第188話 激突!磯部流VS江戸一志流で候,True
週刊少年ジャンプ,ワールドトリガー,第145話 「玉狛第2 13」,True
週刊少年ジャンプ,銀魂,,True
週刊少年ジャンプ,食戟のソーマ,168 出会いの日,True
週刊少年ジャンプ,左門くんはサモナー,第34話 左門くんは早死にしそう,True
週刊少年ジャンプ,火ノ丸相撲,第99番 もう一度土俵に…,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,2: 修業開始!!,True
週刊少年ジャンプ,鬼滅の刃,第16話 手鞠遊び,True
週刊少年ジャンプ,ハイキュー!!,第209話 自己紹介,True
週刊少年ジャンプ,背すじをピン!と～鹿高競技ダンス部へようこそ～,STEP 54 三大怪獣大決戦,True
週刊少年ジャンプ,ブラッククローバー,ページ 65 諦めの悪い男,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,18 前門の狸と後門の狼と千紗希さん,True
週刊少年ジャンプ,ONE PIECE,第829話 海賊「四皇」シャーロット・リンリン,True
週刊少年ジャンプ,左門くんはサモナー,第37話 左門くんはお触りに目を光らせる,True
週刊少年ジャンプ,ニセコイ,第222話 ニセモノ,True
週刊少年ジャンプ,食戟のソーマ,172 いざ戦いの地へ,True
週刊少年ジャンプ,斉木楠雄のΨ難,第194χ 奇跡の文Ψ!?,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.96 家庭訪問,True
週刊少年ジャンプ,斉木楠雄のΨ難,第202χ クラスのΨ難,True
週刊少年ジャンプ,銀魂,第594訓 解放,True
週刊少年ジャンプ,BLEACH,680. THE END 2,True
週刊少年ジャンプ,ハイキュー!!,第213話 ボール拾いLv.1,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,3:中忍試験開始!!,True
週刊少年ジャンプ,食戟のソーマ,174 時をかける鮭,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,22 ゆらぎ荘の朧さん,True
週刊少年マガジン,インフェクション,第1話 感染レボリューション,True
週刊少年マガジン,Baby Steps ベイビーステップ,#369 対峙,True
週刊少年マガジン,七つの大罪,第153話/戦慄の告白,True
週刊少年マガジン,炎炎ノ消防隊,第11話:ヒーローと姫,True
週刊少年マガジン,徒然チルドレン,,True
週刊少年マガジン,無敵の人,第1局 “M”,True
週刊少年マガジン,エア・ギア,TRICK:358,True
週刊少年マガジン,神さまの言うとおり弐,第138話 神はいないのか,True
週刊少年マガジン,リアルアカウント,account 50 東南東に進路を取れ,True
週刊少年マガジン,ダイヤのA act 2,第18話 徐々に,True
週刊少年マガジン,無敵の人,第2局 “友”,True
週刊少年マガジン,ドメスティックな彼女,第78話 揺らぐ決意,True
週刊少年マガジン,DAYS,134th day 殴り合い,True
週刊少年マガジン,Baby Steps ベイビーステップ,#373 世界,True
週刊少年マガジン,デザートイーグル,第23話 LOVER,True
週刊少年マガジン,AKB49 ～恋愛禁止条例～,最終話 AKB49,True
週刊少年マガジン,炎炎ノ消防隊,第15話:開戦,True
週刊少年マガジン,金田一少年の事件簿R,人形島殺人事件 最終話,True
週刊少年マガジン,はじめの一歩,Round 1127 雷神の見つめる先は,True
週刊少年マガジン,インフェクション,第7話 逃走を終えて,True
週刊少年マガジン,無敵の人,第5局 “西”,True
週刊少年マガジン,てのひらの熱を,第1話 正夢,True
週刊少年マガジン,FAIRY TAIL,第471話 戦いが終わるまでは,True
週刊少年マガジン,ダイヤのA act 2,第22話 カンフル剤,True
週刊少年マガジン,ドメスティックな彼女,第82話 気づいてしまった想い,True
週刊少年マガジン,神さまの言うとおり弐,第144話 血の呪縛,True
週刊少年マガジン,七つの大罪,第161話/伝承の者共,True
週刊少年マガジン,炎炎ノ消防隊,第19話:約束の火華,True
週刊少年マガジン,エリアの騎士,#444 飼い犬,True
週刊少年マガジン,Baby Steps ベイビーステップ,#379 天の利,True
週刊少年マガジン,DAYS,140th day 17年,True
週刊少年マガジン,あひるの空,第507話 BIG TIME CHANGES 16,True
週刊少年マガジン,風夏,#98 コラボレーション!,True
週刊少年マガジン,ドメスティックな彼女,第86話 見つけた!,True
週刊少年マガジン,ACMA:GAME,144 優しさが心に,True
週刊少年マガジン,無敵の人,第12局 “攻”,True
週刊少年マガジン,FAIRY TAIL,第477話 トランスポート,True
週刊少年マガジン,UQ HOLDER!,Stage.116 解決法,True
週刊少年マガジン,インフェクション,第14話 反抗作戦開始!,True
週刊少年マガジン,ダイヤのA act 2,第28話 兆し,True
週刊少年マガジン,神さまの言うとおり弐,149話 ファイナリスト,True
週刊少年マガジン,山田くんと7人の魔女,第200話 オーシャンフロントだ!!!,True
週刊少年マガジン,七つの大罪,第168話/<十戒>殲滅計画,True
週刊少年マガジン,ランカーズハイ,,True
週刊少年マガジン,星野、目をつぶって。,第1話 星を追って,True
週刊少年マガジン,七つの大罪,Tale 169 伝説の最弱聖騎士,True
週刊少年マガジン,リアルアカウント,account 63 アンティキティラ,True
週刊少年マガジン,Baby Steps ベイビーステップ,#395 目前の頂,True
週刊少年マガジン,ドメスティックな彼女,第91話 ブラブラ・パニック,True
週刊少年マガジン,七つの大罪,第171話/時は来たれり,True
週刊少年マガジン,炎炎ノ消防隊,第29話:シンラvs.レッカ,True
週刊少年マガジン,VECTOR BALL,第1話 お前、何者?,True
週刊少年マガジン,FAIRY TAIL,第483話 七つの星,True
週刊少年マガジン,DAYS,149th day all for one,True
週刊少年マガジン,エリアの騎士,#454 強さと繊細さ,True
週刊少年マガジン,炎炎ノ消防隊,第30話:後ろに立つ男,True
週刊少年マガジン,リアルアカウント,account 67 ラッシュアワー,True
週刊少年マガジン,ドメスティックな彼女,第95話 嘘,True
週刊少年マガジン,星野、目をつぶって。,第6話 夢見るようなくちびるに,True
週刊少年マガジン,VECTOR BALL,第4話 おかかの素顔,True
週刊少年マガジン,ACMA:GAME,155 涼増殖隷属,True
週刊少年マガジン,神さまの言うとおり弐,愛157話 吠えてろ!,True
週刊少年マガジン,Dr.プリズナー,Case.1 脱獄,True
週刊少年マガジン,FAIRY TAIL,第487話 第三の印,True
週刊少年マガジン,炎炎ノ消防隊,第33話:英雄集結　／　FAIRY ・TAIL×炎炎ノ消防隊のコラボ祭り2!!二大ヒーローコラボイラスト!,True
週刊少年マガジン,ダイヤのA act 2,第37話/先攻,True
週刊少年マガジン,あひるの空,第519話 BIG TIME CHANGES 28,True
週刊少年マガジン,エリアの騎士,#459 本能と技,True
週刊少年マガジン,Baby Steps ベイビーステップ,#393 照準,True
週刊少年マガジン,はじめの一歩,Round 1143 理想像,True
週刊少年マガジン,DAYS,155th day 持たざる者,True
週刊少年マガジン,七つの大罪,第179話/希望を求めて,True
週刊少年マガジン,VECTOR BALL,第8話 群青新太,True
週刊少年マガジン,炎炎ノ消防隊,第36話:第8特殊消防隊結成 前編,True
週刊少年マガジン,この剣が月を斬る,第1話 雨上がりの夜空に,True
週刊少年マガジン,星野、目をつぶって。,第12話 虹のレシピ,True
週刊少年マガジン,山田くんと7人の魔女,第212話 泣かされたのははじめてだ!!,True
週刊少年マガジン,DAYS,158th day 進化の途中,True
週刊少年マガジン,Baby Steps ベイビーステップ,#396 必然,True
週刊少年マガジン,ドメスティックな彼女,第101話 それだけ?,True
週刊少年マガジン,VECTOR BALL,第11話 パートナー,True
週刊少年マガジン,ACMA:GAME,163 閃光,True
週刊少年マガジン,リアルアカウント,account 76 SUMMER SONG,True
週刊少年サンデー,暁の暴君,第9話:真髄,True
週刊少年サンデー,だめてらすさま。,,True
週刊少年サンデー,だがしかし,第76かし:コーヒービート,True
週刊少年サンデー,電波教師,185限目 教師に人権なし!?,True
週刊少年サンデー,天野めぐみはスキだらけ!,週刊の第1話(通算7話目) やらかい…,True
週刊少年サンデー,トキワ来たれり!!,第50の時 東の賢者の英知,True
週刊少年サンデー,湯神くんには友達がいない,第43話×湯神くんの親戚付き合い,True
週刊少年サンデー,ふれるときこえる,第1話 さとりと噪,True
週刊少年サンデー,天使とアクト!!,act.50 売り込みと伴田,True
週刊少年サンデー,なのは洋菓子店のいい仕事,Recette 32 大きな栗と木の下の…3,True
週刊少年サンデー,天野めぐみはスキだらけ!,週刊の第3話(通算9話目) ほらよ,True
週刊少年サンデー,常住戦陣!!ムシブギョー,第235陣 公家見廻り組,True
週刊少年サンデー,トキワ来たれり!!,第53の時 カラオケ店の乱闘,True
週刊少年サンデー,だがしかし,第80かし:コラボ 1,True
週刊少年サンデー,サイケまたしても,TAKE 33: 矛盾,True
週刊少年サンデー,境界のRINNE,第314話 なにかが見ている,True
週刊少年サンデー,絶対可憐チルドレン,432nd sense. 影が行く(3),True
週刊少年サンデー,柊様は自分を探している。,第1探 強さを持った美女,True
週刊少年サンデー,暁の暴君,第16話:バトルロイヤル,True
週刊少年サンデー,キャラクタイムズゴールデン,第25話 ラーメン屋さん,True
週刊少年サンデー,初恋ゾンビ,第16話 恋のFury Road,True
週刊少年サンデー,アド アストラ ペル アスペラ,#005 力への意識,True
週刊少年サンデー,競女!!!!!!!!,HIP 121 真のドン!!!!,True
週刊少年サンデー,BE BLUES! ～青になれ～,第232節 不器用…,True
週刊少年サンデー,今際の国のアリス,【第63話】 じょおかあ,True
週刊少年サンデー,常住戦陣!!ムシブギョー,第241陣 旅立ち(前),True
週刊少年サンデー,天使とアクト!!,act.57 大晦日とアクト,True
週刊少年サンデー,ふれるときこえる,第8話 あたしとデート,True
週刊少年サンデー,天野めぐみはスキだらけ!,第10話(通算16話目) いいなー・後編,True
週刊少年サンデー,電波教師,195限目 綾子救出大作戦!,True
週刊少年サンデー,今際の国のアリス,【最終話】 きこくななひゃくさんじゅういちにちめ,True
週刊少年サンデー,初恋ゾンビ,第20話 デートしよう❤,True
週刊少年サンデー,暁の暴君,第22話:路傍の花 2,True
週刊少年サンデー,双亡亭壊すべし,第1回 壊れずの家,True
週刊少年サンデー,マギ The labyrinth of magic,連載300回記念まんが!!!,True
週刊少年サンデー,常住戦陣!!ムシブギョー,第244陣 離散,True
週刊少年サンデー,天野めぐみはスキだらけ!,第19話 大丈夫か…!?,True
週刊少年サンデー,双亡亭壊すべし,第2回 客人達,True
週刊少年サンデー,なのは洋菓子店のいい仕事,Recette 44 ドラ焼きと十七歳の地図 3,True
週刊少年サンデー,BIRDMEN,flight 034 MISSED CALL,True
週刊少年サンデー,境界のRINNE,第322話 非凡な赤,True
週刊少年サンデー,電波教師,200限目 子どもなんだから　／　・祝連載200回 200マキナクイズ!,True
週刊少年サンデー,トキワ来たれり!!,第65の時 少女を救い出せ!!,True
週刊少年サンデー,ふれるときこえる,第14話 うまくいきたいと,True
週刊少年サンデー,双亡亭壊すべし,第5回 名乗る者達,True
週刊少年サンデー,絶対可憐チルドレン,441th sense. ウィンター・ソルジャー(2),True
週刊少年サンデー,初恋ゾンビ,第26話 ヒミツとインボウのパーティーへようこそ,True
週刊少年サンデー,アオザクラ 防衛大学校物語,第1話 近藤勇美,True
週刊少年サンデー,暁の暴君,第28話:ハヤトvs.虎熊,True
週刊少年サンデー,魔王城でおやすみ,第1夜 眠れぬ城の姫,True
週刊少年サンデー,サイケまたしても,TAKE 43 進化論,True
週刊少年サンデー,古見さんは、コミュ症です。,コミュ 1 普通の人です。,True
週刊少年サンデー,魔王城でおやすみ,第3夜 死と言う甘い眠り,True
週刊少年サンデー,BE BLUES! ～青になれ～,第244節 やってやるよ…,True
週刊少年サンデー,鬼ヲ辿リテ幾星霜,第1話 西神鬼,True
週刊少年サンデー,競女!!!!!!!!,HIP 135 心折れたその時は!!!!,True
週刊少年サンデー,天使とアクト!!,act.69 なりと対決,True
週刊少年サンデー,MAJOR 2nd,第54話 大一番へ向けて,True
週刊少年サンデー,鬼ヲ辿リテ幾星霜,第2話 アキの召し使い,True
週刊少年サンデー,アオザクラ 防衛大学校物語,第5話 変貌,True
