プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日
セガサターン,4,株式会社セタ,5,金
セガサターン,4,株式会社ゼネラル・エンタテイメント,1,金
セガサターン,4,株式会社タイトー,7,金
セガサターン,4,株式会社タカラ,8,金
セガサターン,4,株式会社ティーアンドイーソフト,1,金
セガサターン,4,株式会社テイジイエル,3,金
セガサターン,4,株式会社データム・ポリスター,3,金
セガサターン,4,株式会社トミー,1,金
セガサターン,4,株式会社ハドソン,7,金
セガサターン,4,株式会社バンダイ,14,金
セガサターン,4,株式会社バンプレスト,5,金
セガサターン,4,株式会社パック・イン・ビデオ,3,金
セガサターン,4,株式会社ポニーキャニオン,3,金
セガサターン,4,株式会社マイクロキャビン,3,金
セガサターン,4,株式会社マイクロネット,3,金
セガサターン,4,株式会社メディアエンターテイメント,3,金
セガサターン,4,株式会社メディアリング,1,金
セガサターン,4,株式会社メディアワークス,3,金
セガサターン,4,株式会社リバーヒルソフト,6,金
セガサターン,4,株式会社光栄,35,金
セガサターン,4,株式会社毎日コミュニケーションズ,3,金
セガサターン,4,株式会社翔泳社,3,金
セガサターン,4,株式会社角川書店,2,金
セガサターン,4,翔泳社,1,金
セガサターン,4,講談社電子出版部,1,金
セガサターン,5,サミー工業株式会社,1,土
セガサターン,5,セガ・エンタープライゼス,4,土
セガサターン,5,株式会社カプコン,1,土
セガサターン,5,株式会社セガ・エンタープライゼス,2,土
セガサターン,5,株式会社光栄,3,土
セガ・マスターシステム,3,セガ・エンタープライゼス,1,木
セガ・マスターシステム,5,セガ・エンタープライゼス,1,土
セガ・マスターシステム,6,セガ・エンタープライゼス,1,日
ドリームキャスト,0,セガ,1,月
ドリームキャスト,0,株式会社カプコン,1,月
ドリームキャスト,1,カプコン,2,火
ドリームキャスト,1,コナミ株式会社,1,火
ドリームキャスト,1,セガ,1,火
ドリームキャスト,1,株式会社セガトイズ,1,火
ドリームキャスト,1,株式会社セガ・エンタープライゼス,1,火
ドリームキャスト,2,NEC日本電気ホームエレクトロニクス株式会社,1,水
ドリームキャスト,2,カプコン,2,水
ドリームキャスト,2,カプコン株式会社,1,水
ドリームキャスト,2,キッド,1,水
ドリームキャスト,2,セガ・エンタープライゼス,4,水
ドリームキャスト,2,ビーピーエス,1,水
ドリームキャスト,2,株式会社アスキー,1,水
ドリームキャスト,2,株式会社カプコン,4,水
ドリームキャスト,2,株式会社キッド,1,水
ドリームキャスト,2,株式会社パンサーソフトウェア,1,水
ドリームキャスト,2,株式会社拓洋興業,2,水
ドリームキャスト,3,ESP; 株式会社メディアワークス,1,木
ドリームキャスト,3,FROM SOFTWARE,1,木
ドリームキャスト,3,ISAO,1,木
ドリームキャスト,3,NECインターチャネル,3,木
ドリームキャスト,3,NECインターチャネル株式会社,32,木
ドリームキャスト,3,NEC日本電気ホームエレクトロニクス株式会社,1,木
ドリームキャスト,3,SNK,2,木
ドリームキャスト,3,Studio e.go!,1,木
ドリームキャスト,3,アイディアファクトリー株式会社,2,木
ドリームキャスト,3,アキ,1,木
ドリームキャスト,3,アクアプラス,2,木
ドリームキャスト,3,アクレイムジャパン; 株式会社タイトー,1,木
ドリームキャスト,3,アスキー,1,木
ドリームキャスト,3,アットマーク,1,木
ドリームキャスト,3,アトラス,1,木
ドリームキャスト,3,アルケミスト,5,木
ドリームキャスト,3,アルトロン,1,木
ドリームキャスト,3,アークシステムワークス株式会社,2,木
ドリームキャスト,3,アーベル,3,木
ドリームキャスト,3,イマジニア株式会社,3,木
ドリームキャスト,3,エコールソフトウェア,3,木
ドリームキャスト,3,オークス,8,木
ドリームキャスト,3,カプコン,20,木
ドリームキャスト,3,キッド,12,木
ドリームキャスト,3,キャラメルポット,1,木
ドリームキャスト,3,キャララ,1,木
ドリームキャスト,3,クライマックス,1,木
ドリームキャスト,3,グッドナビゲイト,1,木
ドリームキャスト,3,グレフ,3,木
ドリームキャスト,3,ゲームアーツ,2,木
ドリームキャスト,3,コナミ株式会社,4,木
ドリームキャスト,3,コーエー,3,木
ドリームキャスト,3,サクセス,2,木
ドリームキャスト,3,サミー株式会社,3,木
ドリームキャスト,3,サンライズインタラクティブ,1,木
ドリームキャスト,3,シスコンエンタテイメント,1,木
ドリームキャスト,3,シムス株式会社,2,木
ドリームキャスト,3,ジャレコ,2,木
ドリームキャスト,3,スタジオワンダーエフェクト,1,木
ドリームキャスト,3,スターフィッシュ,1,木
ドリームキャスト,3,スパイク,1,木
ドリームキャスト,3,セガ,55,木
ドリームキャスト,3,セガ・エンタープライゼス,66,木
ドリームキャスト,3,セガ・エンタープライゼス/エンターテイメント・ソフトウェア・パブリッシング,1,木
ドリームキャスト,3,セガ・エンタープライゼス株式会社,1,木
ドリームキャスト,3,ソフトマックス,1,木
ドリームキャスト,3,ソフトマックス株式会社,2,木
ドリームキャスト,3,ダイコク電機株式会社,7,木
ドリームキャスト,3,ダズ,1,木
ドリームキャスト,3,テクモ株式会社,2,木
ドリームキャスト,3,ディースリー・パブリッシャー,4,木
ドリームキャスト,3,データイースト株式会社,1,木
ドリームキャスト,3,データム・ポリスター,4,木
ドリームキャスト,3,トミー,1,木
ドリームキャスト,3,トライアングル・サービス,1,木
ドリームキャスト,3,トレジャー,1,木
ドリームキャスト,3,ナムコ,2,木
ドリームキャスト,3,ハドソン,1,木
ドリームキャスト,3,ハドソン （HUDSON),1,木
ドリームキャスト,3,ハドソン（HUDSON),1,木
ドリームキャスト,3,バンダイ,4,木
ドリームキャスト,3,バンプレスト,2,木
ドリームキャスト,3,ビクター インタラクティブ ソフトウエア,1,木
ドリームキャスト,3,ビクター・インタラクテイブ・ソフトウェア,1,木
ドリームキャスト,3,ビデオシステム株式会社,1,木
ドリームキャスト,3,ピオーネソフト,1,木
ドリームキャスト,3,フォグ,3,木
ドリームキャスト,3,フォーティファイブ,2,木
ドリームキャスト,3,ブロッコリー,3,木
ドリームキャスト,3,プレイモア,6,木
ドリームキャスト,3,ボトムアップ,1,木
ドリームキャスト,3,マイクロキャビン,1,木
ドリームキャスト,3,マイクロネット,1,木
ドリームキャスト,3,マーベラスエンターテイメント,2,木
ドリームキャスト,3,メディアファクトリー,1,木
ドリームキャスト,3,メディアワークス,1,木
ドリームキャスト,3,メビウス,1,木
ドリームキャスト,3,ユービーアイソフト株式会社,3,木
ドリームキャスト,3,ランダムハウス,2,木
ドリームキャスト,3,リアルビジョン,1,木
ドリームキャスト,3,リバーヒルソフト,1,木
ドリームキャスト,3,ワカ製作所,1,木
ドリームキャスト,3,ワープ,1,木
ドリームキャスト,3,"ワープ,セガ・エンタープライゼス",3,木
ドリームキャスト,3,元気株式会社,3,木
ドリームキャスト,3,加賀テック株式会社,6,木
ドリームキャスト,3,広美,1,木
ドリームキャスト,3,拓洋興業,5,木
ドリームキャスト,3,日本電気ホームエレクトロニクス株式会社,1,木
ドリームキャスト,3,日本電気株式会社,1,木
ドリームキャスト,3,有限会社グレフ,2,木
ドリームキャスト,3,株式会社CSK総合研究所,8,木
ドリームキャスト,3,株式会社SNKプレイモア,2,木
ドリームキャスト,3,株式会社TBSテレビ,1,木
ドリームキャスト,3,株式会社アクアプラス,1,木
ドリームキャスト,3,株式会社アスキー,1,木
ドリームキャスト,3,株式会社アテナ,1,木
ドリームキャスト,3,株式会社アルファ・システム,2,木
ドリームキャスト,3,株式会社アーベル,2,木
ドリームキャスト,3,株式会社ウィンキーソフト,1,木
ドリームキャスト,3,株式会社ウエップシステム,2,木
ドリームキャスト,3,株式会社エコールソフトウェア,4,木
ドリームキャスト,3,株式会社エス・エヌ・ケイ,5,木
ドリームキャスト,3,株式会社オークス,8,木
ドリームキャスト,3,株式会社カプコン,19,木
ドリームキャスト,3,株式会社ガイナックス,2,木
ドリームキャスト,3,株式会社キッド,14,木
ドリームキャスト,3,株式会社クロスノーツ,2,木
ドリームキャスト,3,株式会社グッドナビゲイト,2,木
ドリームキャスト,3,株式会社グローバル・A・エンタテインメント,1,木
ドリームキャスト,3,株式会社ゲームアーツ,1,木
ドリームキャスト,3,株式会社コンパイル,1,木
ドリームキャスト,3,株式会社コーエー,4,木
ドリームキャスト,3,株式会社サイバーフロント,1,木
ドリームキャスト,3,株式会社サクセス,3,木
ドリームキャスト,3,株式会社シャングリ・ラ,1,木
ドリームキャスト,3,株式会社ジャレコ,1,木
ドリームキャスト,3,株式会社スタジオ・エゴ,1,木
ドリームキャスト,3,株式会社スパイク,1,木
ドリームキャスト,3,株式会社セガ,25,木
ドリームキャスト,3,株式会社セガトイズ,1,木
