acid,アニメ作品名,アニメ各話数,放送日数,声優数
C13756,ひめ チェン! おとぎちっくアイドル リルぷりっ[のりスタ版],41,41,6.0
C13759,プ～ ねこ,11,11,
C13761,プ～　ねこ　小劇場　SHOW TIME,11,11,2.0
C13763,ファイ・ブレイン 神のパズル[第1期],25,25,13.0
C13765,フジログ[第1期],13,13,5.0
C13767,フジログ[第2期],13,13,5.0
C13769,フリージング,12,12,18.0
C13771,プリティー リズム オーロラドリーム,51,51,12.0
C13774,へうげもの,39,39,15.0
C13776,べるぜバブ,60,60,18.0
C13778,ベン・トー,12,12,18.0
C13780,ポケットモンスター　ダイヤモンド＆パール　[特別編],2,1,15.0
C13782,ほんとに あった! 霊媒先生,22,22,9.0
C13784,マイクロストーリー,16,16,
C13786,マケン姫っ!,12,12,15.0
C13788,ましろ色シンフォニー -The color of lovers-,12,12,12.0
C13790,まみむめ もんち,4,4,1.0
C13792,まよ チキ!,13,13,13.0
C13794,まりあ†ほりっく あらいぶ,12,12,17.0
C13797,みつ どもえ 増量中!,8,8,16.0
C13799,みつ どもえ 特別編,1,1,16.0
C13801,メタルファイト ベイブレード 4D,52,52,19.0
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,11,11,11.0
C13807,ゆるゆり,12,12,13.0
C13809,よんでますよ、 アザゼル さん。,13,13,16.0
C13811,リングにかけろ 1 世界大会編,6,3,16.0
C13813,レベルE,13,13,16.0
C13815,ロウきゅーぶ!,12,12,18.0
C13817,機動戦士 ガンダムAGE,49,49,14.0
C13819,逆境無頼 カイジ 破戒録篇,26,26,13.0
C13822,境界線上のホライゾン Horizon on the Middle of Nowhere,12,12,14.0
C13824,銀魂',51,50,16.0
C13826,君と僕。,13,13,13.0
C13828,君に届け 2ND SEASON,13,12,16.0
C13830,元気!! 江古田ちゃん,22,22,6.0
C13832,汐留 ケ～ブル テレビ,22,22,2.0
C13834,灼眼のシャナⅢ[Final],24,24,17.0
C13840,侵略!?　イカ娘　The Invader　comes from the　bottom of the sea!,12,12,16.0
C13842,森田さんは無口。,13,13,6.0
C13844,森田さんは無口。2,13,13,9.0
C13846,真剣で私に 恋しなさい!! まじこい,12,12,18.0
C13849,神様ドォルズ,14,14,16.0
C13851,神様のメモ帳 It's the only NEET thing to do.,12,12,21.0
C13853,世界一初恋,12,12,13.0
C13855,世界一初恋2,12,12,16.0
C13857,星空へ 架かる橋,12,12,
C13859,聖痕の クェイサーⅡ,12,12,18.0
C13861,戦国☆ パラダイス 極,28,26,6.0
C13863,戦国 乙女 “桃色パラドックス”,13,13,13.0
C13865,探偵オペラ ミルキィホームズ[SS（サマースペシャル）],1,1,16.0
C13869,電波女と 青春男,12,11,12.0
C13871,変態生理ゼミナール 変 ゼミ,13,13,8.0
C13873,放浪息子,11,11,19.0
C13875,僕は友達が少ない,12,12,7.0
C13877,魔乳秘剣帖,12,12,12.0
C13879,魔法少女まどか★マギカ,12,11,13.0
C13883,未来日記,26,26,12.0
C13885,夢喰いメリー,13,13,16.0
C13887,輪るピングドラム,24,24,16.0
C13901,神鳥*侠*侶 コンドル ヒーロー,26,26,7.0
C13903,ダンボール　戦機　W,58,57,16.0
C13905,イナズマイレブン GO クロノ・ストーン,51,49,15.0
C13907,ポケットモンスター ベストウイッシュ シーズン2,63,62,14.0
C13909,うさるさん。,4,2,6.0
C13913,ネギま!? MAGISTER NEGI MAGI,26,26,17.0
C13915,ペンギン の問題 MaX,51,51,10.0
C13917,爆TECH! 爆丸,51,51,12.0
C13919,ペンギン の問題 PoW[パワフル],51,51,7.0
C13925,夏目友人帳 肆,13,13,13.0
C13927,アマガミ SS +[plus],14,14,8.0
C13930,新 テニスの 王子様,13,13,17.0
C13932,探偵オペラ ミルキィホームズ 第2幕,12,12,17.0
C13934,キルミーベイベー,13,13,4.0
C13936,ハイスクール DXD,12,12,15.0
C13939,リコーダーと ランドセル ド♪,13,13,9.0
C13941,ゼロの使い魔F,12,12,16.0
C13944,偽 物 語[ニセモノ ガタリ],11,11,12.0
C13946,BRAVE10,12,12,19.0
C13948,モーレツ❤宇宙海賊[パイレーツ],26,26,16.0
C13950,リトルバスターズ!,26,26,9.0
C13952,アニメ　おしりかじり虫[第1期],20,20,7.0
C13954,クロスファイト ビーダマン eS,52,51,12.0
C13958,てーきゅう[第2期],13,13,8.0
C13960,アクエリオン EVOL[AQUARION　EVO*L],27,26,13.0
C13961,這いよれ! ニャル子さん,12,12,11.0
C13964,さくら荘の ペットな彼女,24,24,6.0
C13966,PSYCHO-PASS,22,22,15.0
C13969,こぴはん,7,2,10.0
C13971,ふしぎのヤッポ島　プキプキとポイ,25,25,3.0
C13973,あの夏で待ってる,12,12,7.0
C13976,男子高校生 の日常,12,12,19.0
C13978,輪廻の ラグランジェ Flower declaration of your heart,12,12,16.0
C13980,パパのいうことを 聞きなさい!,12,12,12.0
C13982,妖狐×僕SS[いぬ×ぼく シークレットサービス],12,12,12.0
C13984,プラック★ロックシューター,8,8,10.0
C13992,ガッ活!,11,8,6.0
C13999,銀河へ キックオフ!!,43,43,14.0
C14001,しばいぬ子　さん,26,26,3.0
C14003,聖闘士星矢 Ω,97,97,18.0
C14007,緋色の欠片 玉依 姫 奇譚,13,13,17.0
C14009,こんなこと できません,14,12,
C14011,クィーンズブレイド リベリオン,12,12,17.0
C14013,ゆるめいつ 3でぃ,13,13,4.0
C14015,これは×ゾンビ ですか? OF THE DEAD,10,10,14.0
C14017,しろ くま カフェ,50,50,15.0
C14019,フリッジ,20,20,
C14021,めだか ボックス,13,13,9.0
C14023,LUPIN the Third 峰不二子という女,13,13,9.0
C14025,あっちこっち,13,12,5.0
C14027,さんかれあ,12,12,14.0
C14029,戦国コレクション,26,26,17.0
C14031,アクセル・ワールド,24,24,9.0
C14033,デュエル・マスターズ ビクトリーV,51,51,15.0
C14036,謎の彼女X,13,13,4.0
C14039,輪廻の ラグランジェ Flower declaration of your heart season2,14,14,16.0
C14041,俺の妹がこんなに 可愛いわけがない。,13,13,14.0
C14043,アラタカンガタリ 革神語,12,12,15.0
C14045,閃乱 カグラ,12,12,14.0
C14047,げんしけん 二代目 THE SOCIETY FOR THE STUDY OF MODERN VISUAL CULTURE,13,13,16.0
C14048,みな みけ ただ いま,13,13,11.0
C14079,貧乏神が!,13,13,18.0
C14081,じょしらく,13,13,6.0
C14083,だから僕は、 Hができない。,13,13,10.0
C14085,夏雪 ランデブー,11,11,6.0
C14087,はぐれ勇者の 鬼畜美学[エステティカ],12,12,18.0
C14092,ムジカ　ピッコリーノ,3,3,
C14096,ゴクジョッ。 ～極楽院女子高寮物語～,12,12,10.0
C14098,となりの 怪物 くん,13,13,11.0
C14100,うーさーの その日暮らし,12,12,2.0
C14102,えびてん 公立海老栖川高校天悶部,10,10,8.0
C14104,中二病でも 恋がしたい!,12,12,10.0
C14106,ハヤテのごとく! Hayate the combat buttler CAN'T TAKE MY EYES OFF YOU,12,12,17.0
C14108,BTOOOM!,12,12,19.0
C14110,お兄ちゃんだけど 愛さえあれば 関係ないよねっ,12,12,7.0
C14112,K,13,13,18.0
C14114,絶園のテンペスト ～THE CIVILIZATION BLASTER～,24,24,10.0
C14117,ひだまり スケッチ × ハニカム,12,12,10.0
C14119,ぴっちぴち♪ しずくちゃん,9,9,8.0
C14121,武装神姫,12,12,13.0
C14123,ToLOVEる ダークネス,12,12,15.0
C14125,はいたい 七葉,13,13,6.0
C14127,バクマン。[第3期],27,27,18.0
C14130,CØDE: BREAKER,13,13,18.0
C14132,好きっていいなよ。,8,8,8.0
C14134,てーきゅう,13,13,5.0
C14136,マギ The labyrinth of magic,26,26,16.0
C14138,IXION SAGA Dimension Transfer イクシオン サーガ DT,26,26,11.0
C14140,ガールズ ＆ パンツァー,14,14,18.0
C14142,Robotics;Notes,22,22,17.0
C14144,ロンゴマックス　論語MAX,13,13,3.0
C14146,総合メディア開発　コンテンツ警備隊,28,28,5.0
C14150,頭文字[[イニシャル]]D Fifth Stage,14,8,15.0
C14156,Fate/ kaleid liner プリズマ★イリヤ,10,10,11.0
C14158,うたの☆プリンスさまっ♪ マジ LOVE 2000!,13,13,18.0
C14160,ハイスクール DXD NEW,12,12,14.0
C14162,たまこまーけっと,12,12,15.0
C14164,百花繚乱 サムライブライド,12,12,15.0
C14166,たまゆら ～もあぐれっしぶ～,12,12,17.0
C14168,ロウきゅーぶ! SS,13,13,14.0
C14170,Free!,12,12,9.0
C14172,進撃の巨人 attack on titan,26,26,14.0
C14174,有頂天家族,13,13,20.0
C14176,キューティクル探偵 因幡,12,12,17.0
C14178,ささみさん＠がんばらない,12,12,11.0
C14250,ゆゆ式,12,12,7.0
C14252,這いよれ! ニャル子さんW,12,12,11.0
C14254,Courtesy of ZETTAI KAREN CHILDREN THE UNLIMITED 兵部京介,12,12,17.0
C14256,波打際の むろみさん,13,13,10.0
C14258,僕は友達が少ない NEXT,12,12,9.0
C14260,私がモテないのは どう考えても お前らが悪い!,12,12,14.0
C14280,琴浦 さん,12,12,10.0
C14282,はたらく魔王さま!,13,13,8.0
C14525,とある魔術の 禁書目録[インデックスⅡ,24,24,16.0
C14528,豆腐姉妹,5,5,1.0
C14529,殿といっしょ 1分間劇場,12,12,11.0
C14530,忍者玉丸 - 東海道五十三次 -,26,25,4.0
C14531,オーバン STAR-RACERS,26,25,8.0
C14532,ガーゴイルズ,64,64,6.0
C14533,忍たま 乱太郎[第18期],90,90,16.0
C14534,HARD★TALK★CAFE,5,5,1.0
C14535,漂流家族　昭和パンダ物語[第1期],5,5,
C14536,漂流家族　昭和パンダ物語[第2期],5,5,
C14537,星新一 ショートショート 新春スペシャル,6,1,
C14538,WHITE ALBUM[第2期],13,13,14.0
C14539,見えるぞ! ニッポン,6,6,2.0
C14540,モリゾー・キッコロ　森へいこうよ!　特別編　上海へいこうよ!,3,3,2.0
C14541,森のレシオ,9,9,
C14542,世界の絵本から ～SWEDEN編～ Olle Eksell in Motion,13,13,
C14543,Sebatan,9,9,
C14544,Sebatan　[第2期],12,12,
C14545,Sebatan　[第3期],5,5,
C14547,体育　倉庫　ジムくんと　ゆかいな　仲間たち[*第2期],15,15,1.0
C14548,太宰 治 短編小説集[第2期] 畜犬談,3,3,
C14549,太宰 治　短編小説集　[第3期],3,3,
C14550,ど～する?　地球のあした,6,6,
C14551,U.H.O.　フューチャーレスキュー2061　[第6期],5,5,3.0
C14552,レスキュー YoYo[よーよー],1,1,
C14553,Rose O Neill Kewpie,26,26,1.0
C14554,WONDER GABBY,6,6,
C14555,[アドリブアニメ],37,36,5.0
C14556,とっとこ ハム太郎 [スペシャルアニメ],4,4,11.0
C14557,夏色キセキ,12,12,14.0
C14558,帰宅部 活動記録,12,12,8.0
C14559,義風堂々! 兼続と慶次,25,25,16.0
C14560,スーパーロボット モンキー チーム ハイパー フォース GO!,52,50,7.0
C14561,ディノブレイカー,40,40,8.0
C14562,MONSTER[特別編],2,2,9.0
C14564,うら最,24,24,10.0
C14565,X-MEN エボリューション,43,43,7.0
C14566,エルティングビル・ クラブ,1,1,11.0
C14567,快傑ゾロ[未放送分],6,4,6.0
C14569,House of Mouse,45,45,11.0
C14570,ペコラ[新],26,26,15.0
C14571,ヘラクレス,65,65,4.0
C14572,ポピーザぱフォーマーカウントダウンスペシャル,7,2,
C14573,ミッドナイト ホラースクール,26,26,14.0
C14574,わがまま☆フェアリー ミルモでポン![第2期],26,26,7.0
C14575,The World ofGOLDENEGGS[第2期],13,13,
C14576,The World of GOLDEN EGGS,13,13,
C14577,スペース・レンジャー バズ・ライトイヤー,62,37,4.0
C14579,こちら葛*飾区亀有公園前派出所[10月SP],2,2,18.0
C14580,ブーンドックス シーズン2,15,15,4.0
C14581,PERSONA-- trinity soul --,27,27,18.0
C14582,朝バナ子ちゃんダイエット川柳,12,12,1.0
C14583,あのねのとみぞう,6,3,3.0
C14584,いすのまちのコッシー,57,57,4.0
C14585,いない いない ばあっ![第14期],115,115,10.0
C14586,ウチュレイ!,12,12,3.0
C14587,おじゃる丸[第12期],90,89,13.0
C14588,大人のためのアニマイム物語,6,6,
C14589,鬼警部 アンパン,2,2,
C14590,オリガのドキドキイングリッシュ,6,6,1.0
C14591,KAWASAKI Frontale × 天体 戦士 サンレッド,4,4,
C14593,キャベツ畑のサンマ,12,12,
C14594,きょうの料理 ビギナーズ[第3期],96,96,1.0
C14595,京浜家族THE STORY OF A COMMON FAMILY,30,30,1.0
C14596,恋時雨,6,2,
C14597,さくらんBOY DT,11,11,
C14599,世界の絵本から ～オランダ編～ Lena LeNA,13,13,
C14600,世界の絵本から ～韓国編～ 車に乗った太陽,13,13,1.0
C14601,体育 倉庫 ジムくんと ゆかいな 仲間たち,8,8,1.0
C14602,太宰 治生誕百年短編小説集,2,2,
C14603,闘え!!ミミッチ ミッチー,6,6,
C14604,ダンカイカレー中辛,17,17,1.0
C14605,探偵Xからの挑戦状![第8話]靴の中の死体-クリスマスの密室-,1,1,3.0
C14606,天体 戦士 サンレッド[第2期],26,26,3.0
C14607,どうする? しおん君,32,32,
C14609,土管くん アナザーストーリー,1,1,
C14612,ななみちゃん[第6期],16,16,13.0
C14614,忍たま乱太郎[第17期],90,90,17.0
C14615,NAKED WOLVES,52,52,
C14616,ひよこねこ,3,3,
C14617,Boostudio,10,10,
C14618,ブクブクアワー,3,3,
C14619,WHITE ALBUM2,13,13,11.0
C14620,MEAT OR DIE [YANS! GANS!],12,6,
C14621,無敵!素敵!ハイチュウキング,4,4,1.0
C14622,よいこのアニメことなかれヒーローじんじゃーまん,12,12,2.0
C14623,La VilaineLuluおてんばルル,13,13,
C14624,わいもくん きいろいかおしてババンバン,30,30,1.0
C14625,笑いのSHOW学校,20,20,
C14626,IRONMAN,12,12,9.0
C14627,いない いない ばあっ![第15期],110,110,10.0
C14628,ウチュレイ![2010夏],18,18,3.0
C14629,EDDIE THE FAST BREAK,5,5,
C14630,おかわり3姉妹,28,28,12.0
C14631,おべとも学園[第2期],12,12,
C14632,おべとも学園[第3期],40,40,
C14633,株式会社ZOO,12,12,3.0
C14634,カルルと ふしぎな塔[シリーズ],26,26,7.0
C14635,起業忍者 イガ社長と 秘書ガーコ,20,20,2.0
C14636,きょうの料理 ビギナーズ[第4期],74,74,1.0
C14637,クッキンアイドル アイ!マイ! まいん![第2期],81,80,18.0
C14638,クノーチェ,20,20,2.0
C14640,ケツ犬,13,4,5.0
C14641,月間ショート劇場★★　侵略派遣美少女　ミリ,3,3,2.0
C14643,コケッコーさん,26,26,13.0
C14645,こたつたこ,7,5,
C14646,最強武将伝 三国演義,48,48,9.0
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],4,4,
C14648,10秒チョットのアニメ,27,25,
C14649,[ストロー びゅるる],5,5,
C14651,デュエル・マスターズ ビクトリー V3,51,51,16.0
C14652,とある科学の 超電磁砲[レールガン] S,23,23,16.0
C14653,東京レイヴンズ,24,24,18.0
C14654,AKB0048[next stage],13,13,8.0
C14655,エんエんニコリ,1,1,
C14656,おじゃる丸[第16期],70,70,13.0
C14657,おとぎのくにの　イチジョウマン　7,2,2,
C14658,大人 女子 の アニメ タイム[第2期],3,3,5.0
C14659,踊り子【クリノッペ】,26,26,6.0
C14660,ダンボール 戦機 WARS[ウォーズ],37,37,16.0
C14661,ちはやふる 2,25,25,18.0
C14662,ぢべたぐらし あひるの生活,27,27,10.0
C14663,超次元ゲイム ネプテューヌ THE ANIMATION,12,12,11.0
C14664,直球表題 ロボットアニメ,12,12,4.0
C14665,ちょぼらうにょぽみ劇場 あいまい みー,13,13,4.0
C14666,凪のあすから,26,26,14.0
C14667,にゅるにゅる!! KAKUSENくん,21,21,5.0
C14668,忍者 ハットリくん[インド版],37,31,9.0
C14669,忍たま 乱太郎 [第21期],76,76,16.0
C14670,のんのんびより,12,12,8.0
C14671,[リコーダー　と　ランドセル ミ★],13,13,13.0
C14673,いない いない ばあっ![第16期],110,110,10.0
C14675,おべとも学園[第4期],40,40,
C14676,おんがく♪ 世界りょこう,3,3,
C14677,額縁をくぐって物語の中へ　[スペシャル],5,5,
C14678,学校の コワイ うわさ 新 花子さんがきた!!,33,33,3.0
C14679,神のみぞ知るセカイⅡ,12,12,11.0
C14681,ZoobLes!,8,8,
C14683,だじゃれ パラパラ,18,18,4.0
C14684,デジモン　クロスウォーズ　悪のデスジェネラルと七つの王国,26,24,12.0
C14685,デジモン クロスウォーズ 時を駆ける少年ハンターたち,25,25,12.0
C14687,爆丸 バトルブローラーズ ガンダリアンインベーダーズ,45,45,15.0
C14688,はっぴ～カッピ,26,26,9.0
C14689,はなかっぱ[第2期],68,67,16.0
C14691,ペンギン　の問題　DX,26,26,9.0
C14692,ペンギン の問題 DX?,26,26,7.0
C14693,[ムルムル先生の裏未来日記],16,16,12.0
C14695,アイカツ! アイドルカツドウ!,179,178,17.0
C14696,秋葉工房　日本おもしろ昔話,8,8,
C14697,新しい生物,5,5,
C14698,Another,12,12,12.0
C14699,あらしのよるに ひみつのともだち,26,26,9.0
C14701,宇宙兄弟,101,100,14.0
C14702,うぽって!!,10,10,12.0
C14703,エリアの騎士,38,38,17.0
C14704,おじゃる丸[第15期],91,91,14.0
C14705,織田信奈の野望,13,13,16.0
C14706,おべとも学園[第5期],40,40,
C14707,CARDFIGHT!! ヴァンガード アジアサーキット編,40,40,16.0
C14708,紙兎 ロペ 笑う朝には福来たるって マジっすか!?,561,556,3.0
C14709,神様 はじめました,13,13,12.0
C14710,かよえ! チュー学,370,370,
C14711,カンピオーネ! ～まつろわぬ神々と神殺しの魔王～,13,13,16.0
C14712,きかんしゃトーマス,25,25,18.0
C14713,君と僕。2,13,13,14.0
C14714,境界線上のホライゾン　Ⅱ　Horizon on the Middle of Nowhere,13,13,14.0
C14716,キングダム,39,39,21.0
C14717,銀魂'[延長戦],13,13,18.0
C14718,クッキンアイドル　アイ!マイ!　まいん![第4期],85,85,18.0
C14719,黒子の バスケ,25,24,17.0
C14720,黒魔女さんが通る!!,60,60,10.0
C14721,恋と選挙とチョコレート,12,11,18.0
C14722,ゴーゴー!　マジムン,12,12,
C14723,ココロ・コネクト,13,13,9.0
C14724,この中に1人、 妹がいる! Who is “IMOUTO“?,12,11,13.0
C14725,GON,50,50,14.0
C14726,咲 Saki 阿知賀編 episode of side-A,12,12,18.0
C14727,しまじろうのわお!,243,243,18.0
C14728,獣旋バトル モンスーノ,52,51,8.0
C14729,ジュエルペット きら★デコッ,52,52,15.0
C14730,ジョジョの 奇妙な冒険,26,26,14.0
C14731,新世界より,28,28,11.0
C14732,Zoobles　[シリーズ],34,34,4.0
C14733,スッキリ!!　×　映画　ひみつの　アッコちゃん　[～テクマクマヤコン　テクマクマヤコン　ステキなOLにな～れ!～],10,10,2.0
C14734,スマイルプリキュア!,48,48,13.0
C14735,ズモモ と ヌペペ,32,32,8.0
C14736,ZETMAN,13,13,20.0
C14737,ソードアート・オンライン,25,25,15.0
C14738,鷹の爪 NEO,36,34,1.0
C14739,黄昏乙女× アムネジア,10,10,5.0
C14740,たまごっち! ゆめキラドリーム,49,49,16.0
C14741,革命機　ヴァルヴレイヴ　Valvrave　the Liberator　[第1期],12,12,16.0
C14742,革命機　ヴァルヴレイヴ　Valvrave　the Liberator　[第2期],12,12,17.0
C14743,ガッ活!　[第2期],25,7,6.0
C14744,GATCHAMAN CROWDS,12,12,17.0
C14745,神さまの いない 日曜日,12,12,7.0
C14746,神のみぞ知るセカイ - 女神篇 -,12,12,13.0
C14747,ガラスの仮面 ですが,3,3,6.0
C14748,ガラスの仮面 ですが Z,14,14,6.0
C14749,DiABOLiK LOVERS,13,13,11.0
C14750,DD 北斗の拳,13,13,11.0
C14751,てーきゅう［第3期］,13,13,9.0
C14752,デート・ア・ライブ,12,12,10.0
C14753,てさぐれ! 部活もの,11,11,5.0
C14755,鉄人 28号 ガオ!,151,150,3.0
C14756,ドキ ドキ! プリキュア!,49,49,17.0
C14757,リトル・チャロ4 New York Again,35,35,8.0
C14758,リトルバスターズ!　～Refrain～,12,12,9.0
C14759,探検 ドリランド,37,37,10.0
C14760,ちとせ げっちゅ!![第1期],13,13,7.0
C14761,ちとせ げっちゅ!![第2期],13,13,9.0
C14762,超速変形 ジャイロゼッター,51,51,16.0
C14763,超訳百人一首 うた恋い。,13,13,14.0
C14764,超ロボット生命体 トランスフォーマー プライム,53,53,16.0
C14765,つり球,12,12,15.0
C14767,テルマエ・ロマエ,6,3,5.0
C14768,DOG DAYS',13,13,12.0
C14769,NARUTO SD[すごいどりょく] ロック・リーの 青春フルパワー忍伝,51,51,15.0
C14770,忍たま 乱太郎[第20期],90,90,16.0
C14772,薄桜鬼 新選組 奇譚 黎明録,13,13,14.0
C14773,バトルスピリッツ ソードアイズ,29,29,15.0
C14774,はなかっぱ[第3期],45,45,16.0
C14775,パブー ＆モジーズ,52,52,7.0
C14776,パンダの たぷたぷ,431,430,2.0
C14777,緋色の欠片 玉依 姫 奇譚 第二章,13,13,17.0
C14778,100分 de 名著,130,130,5.0
C14779,氷菓,22,22,6.0
C14780,ファイ・ブレイン 神のパズル[第2期],26,26,13.0
C14781,Fate/Zero,14,14,17.0
C14782,プリティー リズム ディア・マイ・フューチャー,51,51,13.0
C14783,ふるさと 再生 日本の昔ばなし,564,243,1.0
C14784,ポヨポヨ　観察日記,47,47,5.0
C14785,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV,12,12,10.0
C14786,松本零士 オズマ,6,6,13.0
C14787,muv-luv alternative TOTAL ECLIPSE,26,26,12.0
C14788,めだか ボックス アブノーマル,12,12,17.0
C14789,メタルファイト ベイブレード ZEROG[ゼロジー],38,38,19.0
C14790,もやしもん リターンズ TALES OF AGRICULTURE,11,11,15.0
C14791,遊★戯★王ゼアルⅡ[セカンド] ZEXAL,76,76,16.0
C14792,ゆるめいつ　3でぃ　PLUS,13,13,5.0
C14793,ヨルムンガンド,12,12,19.0
C14794,ヨルムンガンド PERFECT ORDER,13,13,19.0
C14795,ライチ　☆[DE]　光クラブ,8,8,7.0
C14796,リコーダーと　ランドセル　レ♪,13,13,11.0
C14797,リトル・チャロ　～東北編～,13,13,7.0
C14799,あいうら,12,12,7.0
C14800,アウトブレイク・ カンパニー,12,12,9.0
C14801,蒼き鋼の アルペジオ -ARS NOVA-,12,12,15.0
C14802,惡の華,13,13,11.0
C14803,アニメ　おしりかじり虫[第2期],32,32,11.0
C14804,AMNESIA,12,12,11.0
C14806,石田 と あさくら,13,13,7.0
C14808,イナズマイレブン GO ギャラクシー,43,43,18.0
C14809,犬とハサミは 使いよう,12,12,13.0
C14810,IS インフィニット・ストラトス 2,12,12,11.0
C14811,ウサビッチ[第5期],14,12,
C14812,宇宙戦艦 ヤマト 2199,26,25,17.0
C14813,うっかりペネロペ,13,13,11.0
C14814,俺の妹がこんなに　可愛いわけがない　[TRUE ROUTE スペシャル版],4,4,14.0
C14815,俺の彼女と 幼なじみが 修羅場すぎる,14,14,7.0
C14816,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,10,10,13.0
C14817,CARDFIGHT!! ヴァンガード リンクジョーカー編,59,59,13.0
C14818,カーニヴァル,13,13,22.0
C14819,ガイスト クラッシャー,36,36,16.0
C14820,ガリレイドンナ Storia di tre sorelle a caccia di un mistero,11,11,10.0
C14821,ガンダム ビルドファイターズ,25,25,13.0
C14822,がんばれ! おでんくん LILY FRANKY PRESENTS The Adventure of Oden-kun,103,102,13.0
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,26,26,7.0
C14825,君のいる町,12,12,11.0
C14826,境界の彼方,12,12,12.0
C14827,京騒戯画,13,13,11.0
C14828,きょうの料理　ビギナーズ　[第7期],32,32,1.0
C14829,キルラキル,24,24,14.0
C14830,銀河機攻隊 マジェスティック プリンス,25,25,18.0
C14831,ぎんぎつね,12,12,17.0
C14832,キングダム[第1期][総集編],13,13,21.0
C14833,キングダム[第2期],39,39,21.0
C14834,銀の匙 Silver Spoon,11,11,14.0
C14835,GJ部[グッジョぶ],12,12,6.0
C14836,黒子の バスケ[第2期],26,26,17.0
C14837,血液型くん!,13,13,5.0
C14839,幻影ヲ駆ケル太陽 il sole penetra le illusioni,14,13,11.0
C14840,ゴールデンタイム,24,24,11.0
C14842,古代紀行ドキュメンタリー　古事記の世界　CGアニメでひも解く　日本誕生物語[実写併用],2,2,1.0
C14843,COPPELION,13,13,11.0
C14844,The hired gun 殺し屋 さん,10,10,5.0
C14845,サーバント×サービス,14,12,11.0
C14846,最強銀河 究極[アルティメット] ゼロ バトルスピリッツ,50,50,16.0
C14847,サムライフラメンコ,22,22,12.0
C14848,島耕作の　アジア立志伝[第1期],9,9,2.0
C14849,島耕作の アジア立志伝[第2期],10,10,2.0
C14850,ジュエルペット ハッピネス,52,52,14.0
C14851,翠星のガルガンティア,13,13,18.0
C14852,Super Seishun Brothers -超青春姉弟s-,14,14,6.0
C14853,すすめ! キッチン戦隊 クックルン,20,20,7.0
C14854,ステラ 女学院高等科 C3〔しーきゅーぶ〕※,13,13,12.0
C14855,ストライク・ザ・ブラッド,25,25,14.0
C14856,スパロウズ　ホテル　[第1期],6,6,6.0
C14857,スパロウズ　ホテル　[第2期],6,6,1.0
C14858,生徒会の一存 Lv.2,10,10,10.0
C14859,声優戦隊 ボイストーム7,8,8,8.0
C14860,世界で いち ばん 強く なりたい!,12,12,17.0
C14861,絶対防衛 レヴィアタン,14,14,15.0
C14862,"戦姫絶唱 シンフォギアG In the distance,that day,when the star become music.",13,13,16.0
C14863,戦勇。[第1期],13,13,13.0
C14864,戦勇。[第2期],13,13,15.0
C14865,大怪獣ラッシュ ULTRA FRONTIER,5,5,10.0
C14866,ダイヤのA[エース],75,74,17.0
C14867,D.C.Ⅲ ～ダ・カーポⅢ～,13,13,11.0
C14868,鷹の爪 MAX,32,27,2.0
C14869,たまごっち! みらくるフレンズ,29,29,14.0
C14870,ダンガンロンパ THE ANIMATION 希望の学園と絶望の高校生,13,13,15.0
C14871,探検 ドリランド -1000年の真宝[まほう]-,51,51,12.0
C14872,断裁分離の クライムエッジ,13,13,14.0
C14873,団地 ともお,48,41,16.0
C14875,はいたい七葉　[第2期],13,13,6.0
C14877,爆TECH! 爆丸 ガチ,39,39,13.0
C14878,幕末義人伝 浪漫,12,12,10.0
C14879,はじめの 一歩 THE FIGHTING! Rising,25,24,14.0
C14881,八犬伝 -東方八犬異聞-,13,13,13.0
C14882,八犬伝　-東方八犬異聞-[第2期],13,13,16.0
C14884,バトルスピリッツ ソードアイズ 激闘伝,21,21,16.0
C14885,はなかっぱ[第4期],40,35,16.0
C14887,ハヤテのごとく! Hayate the combat butler Cuties,13,13,15.0
C14888,BEAST SAGA,38,38,7.0
C14889,びじゅチューン!,50,50,
C14890,ひだまり　スケッチ　沙英・ヒロ　卒業編,2,1,10.0
C14891,ビビッドレッド オペレーション,13,13,12.0
C14892,ファイ・ブレイン 神のパズル[第3期],25,25,16.0
C14893,ファンタジスタドール,12,12,13.0
C14894,フォトカノ,13,13,15.0
C14895,ふたりは ミルキィホームズ,13,13,16.0
C14896,BROTHERS CONFLICT,12,12,15.0
C14897,ブラッドラッド,10,10,15.0
C14898,フリージング ヴァイブレーション,12,12,12.0
C14899,プリティー リズム レインボーライブ,51,51,16.0
C14900,フルーティー侍,12,12,
C14901,BLAZ*BLUE ALTER MEMORY,12,12,12.0
C14902,変態王子と 笑わない猫。,12,12,8.0
C14903,僕の妹は 大阪 おかん,12,12,3.0
C14904,ぼくは王さま,14,14,4.0
C14905,ポケットモンスター XY,99,93,14.0
C14906,ポケットモンスター THE ORIGIN,4,1,8.0
C14907,まおゆう 魔王 勇者,13,13,14.0
C14908,魔界王子 devils and realist,12,12,17.0
C14909,マギ The kingdom of magic,25,24,16.0
