プラットフォーム名,パッケージ名,ゲームパッケージの価格,年代
ニンテンドー3DS,妖怪ウォッチバスターズ 白犬隊,4600.0,2015
プレイステーションVita,薄桜鬼 黎明録 思馳せ空,5048.0,2015
ニンテンドー3DS,新宿ダンジョン,556.0,2015
プレイステーション4,EARTH WARS,2000.0,2015
プレイステーションVita,FLOWERS秋篇 オンライン配信,4300.0,2015
WiiU,怪盗ワリオ･ザ･セブン,950.0,2015
ニンテンドー3DS,クターのチューブライダー ダウンロード版,100.0,2015
プレイステーションVita,Friend to Lover 〜フレラバ〜,6800.0,2015
NintendoSwitch,ナムコミュージアム パックマンvs. 持っている人と対戦版 ダウンロード版,,2015
プレイステーション4,仁王 パッケージ版,7800.0,2015
プレイステーション4,NBA 2K17 Legend Edition オンライン配信,8500.0,2015
XboxOne,PAC-MAN CHAMPIONSHIP EDITION 2 ダウンロード版,1200.0,2015
NintendoSwitch,オセロ ダウンロード版,500.0,2015
プレイステーション4,ウェイストランド2 ディレクターズカット パッケージ,7500.0,2015
プレイステーションVita,ドラゴンクエストビルダーズ アレフガルドを復活せよ 体験版 オンライン配信,,2015
プレイステーション4,Horizon Zero Dawn オンライン配信版,7452.0,2015
プレイステーション4,英雄伝説 閃の軌跡3 初回限定KISEKI BOX パッケージ版,9200.0,2015
プレイステーション4,龍が如く 極2 オンライン配信版,7590.0,2015
NintendoSwitch,マリオカート8デラックス パッケージ版,6458.0,2015
XboxOne,Forza Motorsport 7 デラックス エディション ダウンロード版,9100.0,2015
プレイステーション4,ファークライ プライマル オンライン配信,7500.0,2015
NintendoSwitch,VOEZ ダウンロード版,2500.0,2015
ニンテンドー3DS,メダロット ガールズミッション カブトVer. ダウンロード版,6264.0,2015
NintendoSwitch,アケアカNEOGEO ミラクルアドベンチャー ダウンロード版,823.0,2015
ゲームアーカイブス,風のノータム ダウンロード版,617.0,2015
プレイステーションVita,ダライアスバースト クロニクルセイバーズ オンライン配信,4800.0,2015
プレイステーション4,ドローン・トゥ・デス オンライン配信版,2278.0,2015
プレイステーション4,ライズ オブ ザ トゥームレイダー パッケージ,6800.0,2015
プレイステーション4,アーケードアーカイブス フロントライン オンライン配信版,823.0,2015
WiiU,豪血寺一族,823.0,2015
プレイステーション4,エージェンツ オブ メイヘム パッケージ版,7800.0,2015
プレイステーション4,MARVEL VS. CAPCOM INFINITE,6990.0,2015
XboxOne,BIOHAZARD 7 resident evil ダウンロード版,7400.0,2015
プレイステーションVita,英国探偵ミステリア The Crown 初回豪華版 パッケージ,7800.0,2015
プレイステーションVita,討鬼伝2 パッケージ,6800.0,2015
プレイステーション4,Paranautical Activity オンライン配信,1000.0,2015
プレイステーションVita,百花繚乱エリクシル 〜Record of Torenia Revival〜,6800.0,2015
プレイステーション3,ウォーキング・デッド シーズン2 パッケージ,5800.0,2015
プレイステーション4,OVERWATCH ORIGINS EDITION,7800.0,2015
ニンテンドー3DS,STELLA GLOW,5990.0,2015
XboxOne,Tom Clancy's Rainbow Six Siege Year 2 Gold Edition ダウンロード版,11988.0,2015
プレイステーション4,ベルセルク無双 パッケージ,7800.0,2015
プレイステーション4,仮面ライダー バトライド・ウォー 創生 オンライン配信,7200.0,2015
ニンテンドー3DS,キューブクリエイターDX パッケージ版,2800.0,2015
XboxOne,BIOHAZARD 7 resident evil LIMITED EDITION パッケージ版,14990.0,2015
プレイステーション4,幕末浪漫第二幕 月華の剣士～月に咲く華、散りゆく花～ ダウンロード版,1000.0,2015
プレイステーションVita,冴えない彼女の育て方 - blessing flowers -,6000.0,2015
プレイステーション4,NBA 2K18 オンライン配信版,6300.0,2015
ニンテンドー3DS,メダロット クラシックス カブトVer. パッケージ版,4800.0,2015
プレイステーション4,アスタブリード,1852.0,2015
プレイステーション3,Back to Bed オンライン配信版,1080.0,2015
プレイステーションVita,大正メビウスライン 帝都備忘録 ハレ オンライン配信版,5900.0,2015
プレイステーションVita,ノルン+ノネット アクト チューン オンライン配信,5800.0,2015
ニンテンドー3DS,FINAL FANTASY,1000.0,2015
プレイステーション4,閃乱カグラ ESTIVAL VERSUS -少女達の選択- 桜 EDITION パッケージ,4980.0,2015
プレイステーションVita,Battalion Commander オンライン配信版,330.0,2015
プレイステーションVita,よるのないくに,5143.0,2015
プレイステーション4,実況パワフルプロ野球 チャンピオンシップ2017 オンライン配信版,,2015
プレイステーション3,Destiny 降り立ちし邪神 レジェンダリーエディション,7900.0,2015
プレイステーション・ポータブル,FLOWERS 夏篇,4800.0,2015
プレイステーション4,NieR:Automata オンライン配信版,7800.0,2015
プレイステーションVita,Tachyon Project オンライン配信版,1080.0,2015
XboxOne,Metrico+ ダウンロード版,1512.0,2015
NintendoSwitch,ファイアーエムブレム無双 パッケージ版,7800.0,2015
NintendoSwitch,アケアカNEOGEO バーニングファイト ダウンロード版,823.0,2015
プレイステーション3,アサシン クリード 4 ブラック フラッグ　ユービーアイ・ザ・ベスト,2980.0,2015
ニンテンドー3DS,喧嘩番長 6 〜ソウル & ブラッド〜,5980.0,2015
ニンテンドー3DS,ONE PIECE 大海賊闘技場 パッケージ版,6156.0,2015
プレイステーションVita,MeltyMoment,5800.0,2015
プレイステーションVita,帝國カレイド-革命の輪舞曲- オンライン配信版,5900.0,2015
プレイステーション4,The Order: 1886　ジャパンプレミアムエディション,12000.0,2015
ニンテンドー3DS,逆転裁判6 ダウンロード版,5546.0,2015
XboxOne,Defunct ダウンロード版,1750.0,2015
プレイステーションVita,BLAZBLUE CHRONOPHANTASMA EXTEND,4444.0,2015
WiiU,毛糸のカービィ ダウンロード版,2700.0,2015
プレイステーションVita,イケメン幕末◆運命の恋 華の都と恋の乱 オンライン配信,,2015
WiiU,月風魔伝,514.0,2015
プレイステーション4,ULTRA STREET FIGHTER 4,2990.0,2015
プレイステーション4,アケアカNEOGEO ザ・キング・オブ・ファイターズ '97 オンライン配信版,823.0,2015
ニンテンドー3DS,名探偵ピカチュウ ～新コンビ誕生～ ダウンロード版,1500.0,2015
プレイステーションVita,この素晴らしい世界に祝福を! -この欲深いゲームに審判を!- 限定版 パッケージ版,9800.0,2015
NintendoSwitch,Uurnog Uurnlimited ダウンロード版,1565.0,2015
プレイステーション3,聖闘士星矢 ソルジャーズ・ソウル,7120.0,2015
プレイステーション4,Destiny 2 デジタルデラックス版 オンライン配信版,11772.0,2015
ニンテンドー3DS,とびだせ どうぶつの森 amiibo+ ダウンロード版,2916.0,2015
ニンテンドー3DS,ピンポントリックショット2,185.0,2015
Xbox360,ディズニー ファンタジア: 音楽の魔法,5400.0,2015
ニンテンドー3DS,＠SIMPLE DLシリーズ Vol. 40 THE 密室からの脱出 ～大不自然キャンプ場編～ 体験版 オンライン配信,,2015
プレイステーションVita,Paranautical Activity オンライン配信,1000.0,2015
NintendoSwitch,王だぁランド! ダウンロード版,822.0,2015
ニンテンドー3DS,鉄道にっぽん!路線たび きかんしゃトーマス編 大井川鐵道を走ろう! ダウンロード版,5800.0,2015
プレイステーション4,フォーオナー デラックスエディション オンライン配信版,9396.0,2015
プレイステーション3,恋姫†演武 オンライン配信,5800.0,2015
ニンテンドー3DS,たまごっちのプチプチおみせっち～にんきのおみせあつめました～ パッケージ版,5300.0,2015
プレイステーションVita,さかあがりハリケーン Portable 初回限定版 パッケージ,5980.0,2015
XboxOne,STEEP パッケージ版,7400.0,2015
プレイステーション3,FIFA 18 パッケージ版,7800.0,2015
プレイステーション4,Code:Realize ～白銀の奇跡～ パッケージ版,6300.0,2015
ゲームアーカイブス,KOF MAXIMUM IMPACT 2,1000.0,2015
プレイステーション4,ウイニングイレブン 2016,7600.0,2015
プレイステーション3,戦国BASARA4 皇 衣装21式道楽箱,10990.0,2015
プレイステーションVita,ミスターパンプキンの不思議な旅 オンライン配信,500.0,2015
プレイステーションVita,剣が君 百夜綴り パッケージ,6300.0,2015
XboxOne,FIFA 18 アイコン エディション ダウンロード版,12744.0,2015
プレイステーションVita,ご注文はうさぎですか?? Wonderful party! 限定版 パッケージ,9800.0,2015
プレイステーション3,戦国無双 4-2 　TREASURE BOX,10800.0,2015
ニンテンドー3DS,たまごっちのプチプチおみせっち～にんきのおみせあつめました～ ダウンロード版,5300.0,2015
プレイステーション4,Fate/EXTELLA VELBER BOX パッケージ,19900.0,2015
WiiU,マリオパーティ2 ダウンロード版,1028.0,2015
WiiU,マッピーランド,514.0,2015
XboxOne,MADDEN NFL 18 G.O.A.T. Squads Edition ダウンロード版,10584.0,2015
XboxOne,NBA 2K18 レジェンド エディション ダウンロード版,8980.0,2015
ニンテンドー3DS,ハローキティのキラキラわくわくレース ダウンロード版,864.0,2015
プレイステーション4,魔女と百騎兵2 オンライン配信版,6171.0,2015
プレイステーション4,聖闘士星矢 ソルジャーズ・ソウル Welcome Price!! パッケージ版,3800.0,2015
NintendoSwitch,レイジングループ ダウンロード版,3000.0,2015
WiiU,ウエーブレース64 ダウンロード版,1028.0,2015
プレイステーション4,ロックマン クラシックス コレクション オンライン配信,2500.0,2015
プレイステーション4,千の刃濤、桃花染の皇姫 体験版; オンライン配信版,,2015
プレイステーション・ポータブル,リトルウィッチ パルフェ 黒猫魔法店物語,5184.0,2015
プレイステーション4,勇者には休みがない! アドバンスド オンライン配信,850.0,2015
WiiU,プチコンBIG ダウンロード版,3000.0,2015
プレイステーションVita,クロワルール・シグマ,1500.0,2015
XboxOne,ダイイングライト,7100.0,2015
XboxOne,Slash Dash,1080.0,2015
プレイステーション4,STAR STRIKE ULTRA,1500.0,2015
XboxOne,『グランド・セフト・オート5』 & ホワイトシャークマネーカード,9266.0,2015
プレイステーション4,ハッピーダンジョン オンライン配信版,,2015
プレイステーション4,Winning Post 8 2016 パッケージ,7800.0,2015
ニンテンドー3DS,ポケットモンスター サン ダウンロード版,4980.0,2015
プレイステーション4,WRC7 FIA ワールドラリーチャンピオンシップ オンライン配信版,7980.0,2015
プレイステーションVita,千の刃濤、桃花染の皇姫 パッケージ版,5980.0,2015
プレイステーション4,Dead Star オンライン配信,2307.0,2015
WiiU,ファイナルファンタジータクティクス アドバンス ダウンロード版,702.0,2015
ニンテンドー3DS,星のカービィ ロボボプラネット パッケージ版,4700.0,2015
プレイステーションVita,VA-11 Hall-A ヴァルハラ オンライン配信版,2000.0,2015
ニンテンドー3DS,みんなのポケモンスクランブル,3700.0,2015
XboxOne,アケアカNEOGEO ソニックウィングス2 ダウンロード版,842.0,2015
プレイステーション4,デジモンストーリー サイバースルゥース ハッカーズメモリー オンライン配信版,6800.0,2015
XboxOne,Dead Rising 4 デラックス エディション ダウンロード版,8400.0,2015
プレイステーション4,リトルウィッチアカデミア 時の魔法と七不思議 オンライン配信版,7600.0,2015
プレイステーション4,アクアキティDX オンライン配信,699.0,2015
プレイステーションVita,下天の華 with 夢灯り 愛蔵版 オンライン配信,6800.0,2015
プレイステーションVita,DIABOLIK LOVERS LOST EDEN オンライン配信版,6264.0,2015
プレイステーション4,旋光の輪舞2 限定版 パッケージ版,9800.0,2015
WiiU,ペーパーマリオ カラースプラッシュ パッケージ版,6156.0,2015
ゲームアーカイブス,ぎゅわんぶらあ自己中心派 ～イッパツ勝負!～ オンライン配信,617.0,2015
プレイステーションVita,Wizardry 囚われし魂の迷宮,1600.0,2015
プレイステーション4,アーケードアーカイブス ツインビー,823.0,2015
ニンテンドー3DS,1001 Spikes,1000.0,2015
プレイステーションVita,遙かなる時空の中で6 幻燈ロンド ハネムーンBOX パッケージ,30000.0,2015
プレイステーションVita,MeltyMoment 限定版,8800.0,2015
プレイステーションVita,ストロベリーノーツ パッケージ,5980.0,2015
プレイステーション4,ドラゴンクエストXI 過ぎ去りし時を求めて オンライン配信版,9698.0,2015
ニンテンドー3DS,三國志2,4800.0,2015
ニンテンドー3DS,こねこのいえ2 ヒミツの箱から飛び出た夢 ダウンロード版,500.0,2015
プレイステーションVita,鬼斬 オンライン配信版,,2015
プレイステーションVita,恋愛（ラブ）リベンジ 初回限定版,5980.0,2015
プレイステーション4,GOD EATER 2 RAGE BURST Welcome Price!! パッケージ,3800.0,2015
プレイステーションVita,電撃文庫 FIGHTING CLIMAX IGNITION,6170.0,2015
ニンテンドー3DS,たたかえ ぶたさん,864.0,2015
プレイステーションVita,ロマンシング サガ2 オンライン配信,2200.0,2015
プレイステーション3,ファークライ 4,7400.0,2015
プレイステーション4,Chronicles of Teddy : Harmony of Exidus オンライン配信,1500.0,2015
プレイステーション4,FINAL FANTASY IX オンライン配信版,2500.0,2015
プレイステーション3,スーパーロボット大戦OG ムーン・デュエラーズ パッケージ,8200.0,2015
プレイステーション4,コール オブ デューティ ワールドウォーII オンライン配信版,7900.0,2015
NintendoSwitch,NBA 2K18 レジェンド エディションゴールド ダウンロード版,13410.0,2015
プレイステーションVita,Amenitys Life 体験版 オンライン配信版,,2015
プレイステーション4,2064: Read Only Memories 体験版 オンライン配信版,,2015
XboxOne,PSYCHO-PASS サイコパス 選択なき幸福,7000.0,2015
ニンテンドー3DS,妖怪三国志 パッケージ版,4600.0,2015
プレイステーションVita,ソードアート・オンライン -ロスト・ソング-　初回限定生産版,9980.0,2015
プレイステーション4,Anima: Gate of memories オンライン配信版,2590.0,2015
プレイステーション4,Windlands オンライン配信版,2116.0,2015
プレイステーション4,Destiny 降り立ちし邪神 デジタル限定版,9900.0,2015
プレイステーションVita,大正×対称アリス all in one オンライン配信,5370.0,2015
XboxOne,Dead Rising 4 パッケージ版,6900.0,2015
プレイステーション4,ウイニングイレブン 2017 KONAMI THE BEST パッケージ版,3980.0,2015
プレイステーション4,閃乱カグラ ESTIVAL VERSUS -少女達の選択- 桜 EDITION オンライン配信,4611.0,2015
ニンテンドー3DS,超獣ギガ大戦 ダウンロード版,648.0,2015
プレイステーションVita,萌え萌え2次大戦（略）3 オンライン配信版,6800.0,2015
プレイステーション4,ワンピース 海賊無双3,8424.0,2015
ニンテンドー3DS,梨汁ブシャー!! ふなっしー VS DRAGONS,4800.0,2015
プレイステーションVita,双子座のパラドクス パッケージ版,5980.0,2015
プレイステーションVita,実況パワフルプロ野球 チャンピオンシップ2017 オンライン配信版,,2015
プレイステーション4,Toy Odyssey: The Lost and Found オンライン配信版,1655.0,2015
WiiU,ガンマンストーリーHDコレクション,500.0,2015
プレイステーション4,Volume オンライン配信,1833.0,2015
ニンテンドー3DS,エルミナージュⅡ ～双生の女神と運命の大地～ ダウンロード版,2500.0,2015
プレイステーション4,ゴエティア -千の魔神と無限の塔- オンライン配信版,,2015
プレイステーションVita,信長の野望・創造 コーエーテクモ the Best,3620.0,2015
プレイステーション4,ドラゴンボール ゼノバース,7120.0,2015
プレイステーションVita,東亰ザナドゥ 初回生産限定BOX,7600.0,2015
プレイステーション4,龍が如く 極 オンライン配信,6490.0,2015
プレイステーションVita,XBLAZE LOST: MEMORIES,4444.0,2015
プレイステーション4,アケアカNEOGEO ファイターズヒストリーダイナマイト オンライン配信版,823.0,2015
プレイステーション4,KNACK ふたりの英雄と古代兵団 パッケージ版,4900.0,2015
プレイステーションVita,恋愛（ラブ）リベンジ,4980.0,2015
NintendoSwitch,ガンバード for Nintendo Switch ダウンロード版,800.0,2015
プレイステーションVita,CHAOS;CHILD　限定版,8800.0,2015
プレイステーションVita,バイオハザード リべレーションズ2 PlayStation Vita the Best パッケージ版,2990.0,2015
NintendoSwitch,ショベルナイト ダウンロード版,2160.0,2015
XboxOne,FINAL FANTASY XV パッケージ版,8800.0,2015
ニンテンドー3DS,ダウンタウンのガキの使いやあらへんで!! 絶対に捕まってはいけないガースー黒光りランド,5184.0,2015
プレイステーションVita,UPPERS 体験版 第2弾 オンライン配信,,2015
プレイステーションVita,となりに彼女のいる幸せ ～Two Farce～ オンライン配信版,1980.0,2015
WiiU,テラリア ダウンロード版,3000.0,2015
プレイステーションVita,薄桜鬼 随想録 面影げ花　限定版,7800.0,2015
ニンテンドー3DS,とびだせ どうぶつの森 ハッピープライスセレクション ダウンロード版,2700.0,2015
プレイステーション3,AQUAPAZZA　AQUAPRICE 2800,2057.0,2015
プレイステーションVita,ダンガンロンパ1・2 Reload PlayStation Vita the Best パッケージ版,2980.0,2015
ニンテンドー3DS,みんなのポケモンスクランブル,,2015
WiiU,マリオパーティアドバンス,702.0,2015
ニンテンドー3DS,デビルサバイバー オーバークロック アトラス ベスト コレクション,2980.0,2015
XboxOne,バトルフィールド バンドル,8424.0,2015
WiiU,デビルクラッシュ,617.0,2015
ゲームアーカイブス,くっつけっと オンライン配信,617.0,2015
XboxOne,アケアカ NEOGEO ASO II 〜ラストガーディアン〜 ダウンロード版,842.0,2015
プレイステーションVita,ネオ アンジェリーク 天使の涙 パッケージ版,6300.0,2015
プレイステーションVita,華ヤカ哉、我が一族 モダンノスタルジィ,5800.0,2015
WiiU,コナミ ワイワイレーシング アドバンス ダウンロード版,702.0,2015
XboxOne,MotoGP™15,7800.0,2015
WiiU,VS. エキサイトバイク,514.0,2015
プレイステーションVita,英雄伝説 空の軌跡 SC Evolution,5800.0,2015
プレイステーション4,マフィア III デラックス エディション オンライン配信,10500.0,2015
ゲームアーカイブス,THE KING OF FIGHTERS オロチ編,1200.0,2015
プレイステーション4,やはりゲームでも俺の青春ラブコメはまちがっている。＆続 おまとめセット オンライン配信版,7800.0,2015
プレイステーション4,Deus Ex: Mankind Divided パッケージ版,7800.0,2015
ニンテンドー3DS,鉄道にっぽん! 路線たび 長良川鉄道編 ダウンロード版,6264.0,2015
プレイステーションVita,Vostok Inc. オンライン配信版,1599.0,2015
プレイステーション4,ウォーキング・デッド オンライン配信,1800.0,2015
プレイステーションVita,BLACK WOLVES SAGA －Weiβ und Schwarz－ 限定版 パッケージ版,8800.0,2015
プレイステーション3,大戦略 大東亜興亡史 3 第二次世界大戦勃発! 〜枢軸軍対連合軍 全世界戦〜,7500.0,2015
NintendoSwitch,いけにえと雪のセツナ パッケージ版,5184.0,2015
プレイステーションVita,結城友奈は勇者である 樹海の記憶,6480.0,2015
プレイステーション4,バイオハザード0 HDリマスター オンライン配信,3694.0,2015
XboxOne,F1™2015,7980.0,2015
ニンテンドー3DS,FIRE EMBLEM Echoes もうひとりの英雄王 パッケージ版,4980.0,2015
XboxOne,ボーダーランズ ダブルデラックス コレクション,5680.0,2015
プレイステーションVita,ソフィーのアトリエ ～不思議な本の錬金術士～,5143.0,2015
プレイステーションVita,Rewrite Harvest festa! オンライン配信版,4600.0,2015
ニンテンドー3DS,脱出アドベンチャー 神降しの占い盤,600.0,2015
プレイステーションVita,ラビ×ラビ-パズルアウトストーリーズ- オンライン配信版,4665.0,2015
WiiU,ヒラメキパズル テトグラム,400.0,2015
プレイステーションVita,GOD EATER 2 RAGE BURST Welcome Price!! パッケージ,2800.0,2015
ニンテンドー3DS,スライムの野望 ダウンロード版,500.0,2015
ニンテンドー3DS,イラスト交換日記 ダウンロード版,,2015
プレイステーションVita,To LOVEる-とらぶる- ダークネス トゥループリンセス,6998.0,2015
プレイステーション3,BLAZBLUE CENTRALFICTION Limited BOX パッケージ版,9800.0,2015
プレイステーション4,For Honor ALPHA オンライン配信 無料体験版,,2015
プレイステーション4,ARK: Survival Evolved パッケージ版,6800.0,2015
ニンテンドー3DS,モンスターハンター ストーリーズ ダウンロード版,5990.0,2015
ニンテンドー3DS,スーパーファミコンウォーズ ダウンロード版,823.0,2015
プレイステーションVita,蝶々事件ラブソディック 限定版 パッケージ版,8300.0,2015
WiiU,『スターフォックス ゼロ + スターフォックス ガード』ダブルパック パッケージ版,7020.0,2015
プレイステーション4,MXGP3 - The Official Motocross Videogame パッケージ版,5500.0,2015
プレイステーション4,スーパータイムフォース ULTRA オンライン配信,2000.0,2015
プレイステーションVita,英雄伝説 暁の軌跡 オンライン配信,,2015
ゲームアーカイブス,THE KING OF FIGHTERS NEOWAVE,1000.0,2015
プレイステーションVita,なないろリンカネーション,6000.0,2015
プレイステーション4,THE KING OF FIGHTERS XIV オンライン配信,7776.0,2015
WiiU,キングスナイト ダウンロード版,514.0,2015
XboxOne,アケアカNEOGEO ワールドヒーローズ ダウンロード版,842.0,2015
プレイステーション4,Mighty No. 9 オンライン配信,2500.0,2015
プレイステーション4,追放選挙 パッケージ版,6980.0,2015
プレイステーション4,ウォーキング・デッド シーズン2 オンライン配信,5184.0,2015
プレイステーション4,ONE PIECE BURNING BLOOD Welcome Price!! パッケージ版,4104.0,2015
WiiU,千年家族 ダウンロード版,702.0,2015
プレイステーションVita,DYNAMIC CHORD feat.[rêve parfait] V edition 初回限定版 パッケージ,7800.0,2015
XboxOne,ドラゴンボール ゼノバース,7120.0,2015
ニンテンドー3DS,初音ミク Project mirai でらっくす,4980.0,2015
XboxOne,鉄拳7 ダウンロード版,8200.0,2015
NintendoSwitch,L.A.ノワール ダウンロード版,4990.0,2015
プレイステーションVita,月に寄りそう乙女の作法～ひだまりの日々～,6900.0,2015
WiiU,ポケモン不思議のダンジョン 空の探検隊 ダウンロード版,950.0,2015
プレイステーションVita,新装版 魔女王,6300.0,2015
プレイステーションVita,デート・ア・ライブ Twin Edition 凜緒リンカーネイション,6000.0,2015
プレイステーション4,ONE MORE DUNGEON オンライン配信版,925.0,2015
XboxOne,アケアカNEOGEO 作戦名ラグナロク ダウンロード版,842.0,2015
プレイステーションVita,絶対階級学園 パッケージ,6400.0,2015
プレイステーションVita,金色のコルダ2 ff その旋律は恋の音色BOX  パッケージ版,30000.0,2015
プレイステーション4,MXGP3 - The Official Motocross Videogame オンライン配信版,5500.0,2015
XboxOne,Zoo Tycoon Greatest Hits パッケージ版,2900.0,2015
ニンテンドー3DS,進撃の巨人2～未来の座標～ ダウンロード版,6458.0,2015
プレイステーション4,うたわれるもの 二人の白皇 パッケージ,6800.0,2015
プレイステーション4,ARCADE GAME SERIES: DIG DUG オンライン配信,500.0,2015
WiiU,マイティファイナルファイト,514.0,2015
プレイステーション4,魔界戦記ディスガイア 5,5713.0,2015
NintendoSwitch,ぺんぎんくんギラギラWARS ダウンロード版,1800.0,2015
WiiU,ロックマン エグゼ 5 チーム オブ ブルース,702.0,2015
プレイステーション3,レインボーシックス ベガス1+2,2400.0,2015
ニンテンドー3DS,ひっぱり〜ニャ!,370.0,2015
ニンテンドー3DS,6×1≠UNLIMITED?,463.0,2015
プレイステーション4,Dragon's Dogma Online,,2015
プレイステーション4,人気声優のつくりかた 体験版; オンライン配信版,,2015
ニンテンドー3DS,超・逃走中 あつまれ! 最強の逃走者たち Welcome Price!! ダウンロード版,2800.0,2015
プレイステーションVita,OlliOlli2: Welcome to OLLIWOOD,1482.0,2015
プレイステーション4,千の刃濤、桃花染の皇姫 パッケージ版,5980.0,2015
XboxOne,STAR WARS バトルフロント II ダウンロード版,8424.0,2015
プレイステーション4,Vostok Inc. オンライン配信版,1599.0,2015
プレイステーション3,アサシン クリード エツィオ・サーガ,2592.0,2015
プレイステーションVita,英雄伝説 閃の軌跡　PlayStation®Vita the Best,3149.0,2015
プレイステーションVita,SKULLGIRLS 2ND ENCORE オンライン配信,4200.0,2015
プレイステーションVita,Un:BIRTHDAY SONG～愛を唄う死神～another record 限定版 パッケージ版,7800.0,2015
プレイステーションVita,この世の果てで恋を唄う少女YU-NO オンライン配信版,7000.0,2015
プレイステーションVita,黒蝶のサイケデリカ,5048.0,2015
プレイステーション4,√Letter ルートレター PREMIUM EDITION パッケージ,7800.0,2015
プレイステーション4,魔都紅色幽撃隊 DAYBREAK SPECIAL GIGS,3800.0,2015
プレイステーション4,DEMON GAZE2 Global Edition; パッケージ版,5800.0,2015
WiiU,ギアナシスターズ: ツイステッドドリームズ,1389.0,2015
プレイステーションVita,戦国無双4-II コーエーテクモ the Best オンライン配信版,2980.0,2015
プレイステーション4,新次元ゲイム ネプテューヌVIIR オンライン配信版,6000.0,2015
プレイステーション4,古き良き時代の冒険譚 オンライン配信,1944.0,2015
プレイステーションVita,ひめひび 続!二学期 -New Princess Days!!- オンライン配信版,6264.0,2015
プレイステーションVita,プリンス・オブ・ストライド 限定版,9200.0,2015
プレイステーションVita,レンドフルール,5800.0,2015
WiiU,あつめて! カービィ ダウンロード版,950.0,2015
ゲームアーカイブス,ブレス オブ ファイア V ドラゴンクォーター オンライン配信,1234.0,2015
プレイステーション4,スターオーシャン 5 -Integrity and Faithlessness- パッケージ,7980.0,2015
プレイステーションVita,SA7 - Silent Ability Seven - 限定版 パッケージ,7800.0,2015
XboxOne,Forza Horizon 3 アルティメットエディション ダウンロード版,10400.0,2015
WiiU,F-ZERO X ダウンロード版,1028.0,2015
WiiU,ボンバーマン '93 ダウンロード版,617.0,2015
NintendoSwitch,Champion Jockey Special パッケージ版,7800.0,2015
WiiU,Wiiであそぶ ピクミン ダウンロード版,2700.0,2015
プレイステーションVita,無双OROCHI 2 Ultimate PlayStation®Vita the Best,2713.0,2015
NintendoSwitch,リディー＆スールのアトリエ ～不思議な絵画の錬金術士～ ダウンロード版,7300.0,2015
WiiU,テトロボット AND CO.,741.0,2015
NintendoSwitch,ぺんぎんくんギラギラWARS ダウンロード版,1800.0,2015
プレイステーション4,BLACKGUARDS 2 オンライン配信版,3980.0,2015
プレイステーションVita,不思議の幻想郷TOD －RELOADED－ オンライン配信,5200.0,2015
プレイステーションVita,Fate/EXTELLA パッケージ,6980.0,2015
プレイステーション4,STEINS;GATE 0,7800.0,2015
XboxOne,Killer Instinct: ディフィニティブ エディション ダウンロード版,4320.0,2015
NintendoSwitch,アケアカNEOGEO 龍虎の拳 ダウンロード版,823.0,2015
プレイステーション4,討鬼伝2 体験版 オンライン配信,,2015
XboxOne,アサシンクリード シンジケート ゴールド エディション,11988.0,2015
プレイステーションVita,Starry☆Sky～Spring Stories～ オンライン配信,6264.0,2015
プレイステーション4,WWE 2K18 オンライン配信版,7580.0,2015
プレイステーション4,ソードアート・オンライン ゲームディレクターズ・エディション,8640.0,2015
プレイステーション3,ブレイドストーム 百年戦争 & ナイトメア,7200.0,2015
WiiU,タッチ! カービィ ダウンロード版,950.0,2015
ニンテンドー3DS,テラフォーマーズ 紅き惑星の激闘,5980.0,2015
プレイステーション4,バイオハザード HDリマスター,3694.0,2015
ニンテンドー3DS,世界樹と不思議のダンジョン2 パッケージ版,6480.0,2015
プレイステーション4,サマーレッスン：宮本ひかり コレクション パッケージ版,7600.0,2015
プレイステーション4,ファーミングシミュレーター 17 パッケージ版,6800.0,2015
NintendoSwitch,GUNBARICH for Nintendo Switch ダウンロード版,864.0,2015
XboxOne,Tokyo 42 + Smaceshis Castles ダウンロード版,2808.0,2015
プレイステーションVita,スーパーマジカル オンライン配信版,499.0,2015
プレイステーションVita,TOKYOヤマノテBOYS for V FAN DISC オンライン配信版,5800.0,2015
プレイステーション4,ホットライン マイアミ　Collected Edition,3596.0,2015
ニンテンドー3DS,バトル オブ エレメンタル REBOOST ダウンロード版,500.0,2015
WiiU,LEGO®ジュラシック･ワールド,6156.0,2015
プレイステーション4,Pineview Drive - House of Horror オンライン配信版,2160.0,2015
プレイステーションVita,ワンド オブ フォーチュン R2 ～時空に沈む黙示録～ パッケージ版,6300.0,2015
ニンテンドー3DS,ポケットモンスター 銀 ダウンロード版,1200.0,2015
ニンテンドー3DS,Henri-アンリ- ダウンロード版,500.0,2015
プレイステーション4,MXGP2 － The Official Motocross Videogame オンライン配信,7800.0,2015
プレイステーション・ポータブル,ゴッド・オブ・ウォー 落日の悲愴曲 Best Price,2980.0,2015
プレイステーション4,アーケードアーカイブス 魂斗羅 オンライン配信,823.0,2015
ニンテンドー3DS,雷子-紺碧の章- ダウンロード版,5600.0,2015
プレイステーションVita,アイドルデスゲームTV オンライン配信,6480.0,2015
WiiU,罪と罰 宇宙の後継者,2700.0,2015
プレイステーション4,HELLDIVERS,2000.0,2015
プレイステーション4,デッドライジング 2 オンライン配信,1990.0,2015
ゲームアーカイブス,スラムドラゴン,617.0,2015
