プラットフォーム名,パッケージ名,ゲームパッケージの価格,年代
プレイステーション4,DJMAX RESPECT パッケージ版,4800.0,2015
XboxOne,アケアカNEOGEO パルスター ダウンロード版,842.0,2015
XboxOne,Disney FANTASIA 音楽の魔法,5900.0,2015
プレイステーションVita,ぎゃる☆がん だぶるぴーす ばいりんぎゃる パッケージ版,3800.0,2015
プレイステーション4,信長の野望・創造 コーエーテクモ the Best,3810.0,2015
ニンテンドー3DS,モザイクアート Fill-a-Pix ダウンロード版,463.0,2015
プレイステーション4,太平洋の嵐～史上最大の激戦 ノルマンディー攻防戦!～ オンライン配信版,8424.0,2015
XboxOne,HOMEFRONT the Revolution パッケージ版,7980.0,2015
プレイステーションVita,HELLDIVERS,2000.0,2015
ニンテンドー3DS,牧場物語 ３つの里の大切な友だち パッケージ版,5378.0,2015
プレイステーション4,ファイナルファンタジー14: 蒼天のイシュガルド　コレクターズエディション,6264.0,2015
プレイステーションVita,スーパーロボット大戦V,8600.0,2015
ニンテンドー3DS,スナックワールド トレジャラーズ ダウンロード版,4800.0,2015
プレイステーション4,コール オブ デューティ アドバンスド・ウォーフェア 吹き替え版 パッケージ,3800.0,2015
プレイステーション4,FIFA 18 Ronaldo Edition オンライン配信版,10584.0,2015
プレイステーションVita,千の刃濤、桃花染の皇姫 体験版 オンライン配信版,,2015
プレイステーションVita,Justy×Nasty 〜魔王はじめました〜,5800.0,2015
WiiU,タッチ! amiibo いきなりファミコン名シーン,,2015
プレイステーション4,KINGDOM HEARTS HD 2.8 Final Chapter Prologue パッケージ版,6800.0,2015
プレイステーション4,龍が如く 極 2,7590.0,2015
ニンテンドー3DS,遊んで将棋が強くなる! 銀星将棋DX,4800.0,2015
プレイステーション4,実況パワフルプロ野球2016 オンライン配信,7980.0,2015
Xbox360,トロピコ5,8424.0,2015
プレイステーション4,テイルズ オブ ベルセリア Welcome Price!! オンライン配信版,3800.0,2015
XboxOne,EVOLVE　デジタル デラックス,5400.0,2015
プレイステーション4,GRAVITY DAZE/重力的眩暈:上層への帰還において、彼女の内宇宙に生じた摂動 ベスト版 パッケージ版,3900.0,2015
プレイステーションVita,薄桜鬼 真改 華ノ章 限定版 パッケージ,8300.0,2015
プレイステーションVita,ドラゴンボールZ BATTLE OF Z Welcome Price!! パッケージ版,3800.0,2015
プレイステーション4,FIFA 16 SUPER DELUXE EDITION,12744.0,2015
プレイステーション4,GUNGRAVE VR オンライン配信版,2963.0,2015
ニンテンドー3DS,キューブクリエイター3D,741.0,2015
WiiU,ファイナルファンタジー V アドバンス ダウンロード版,702.0,2015
プレイステーション4,Wipeout Omega Collection オンライン配信版,4212.0,2015
XboxOne,BIOHAZARD 7 resident evil Gold Edition ダウンロード版,4680.0,2015
プレイステーションVita,リプキス オンライン配信版,5480.0,2015
プレイステーション3,三國志12 with パワーアップキット コーエーテクモ the Best,4800.0,2015
プレイステーションVita,不思議のダンジョン 風来のシレン 5 plus フォーチュンタワーと運命のダイス,4800.0,2015
プレイステーション・ポータブル,アンジェリーク ルトゥール トレジャーBOX,12800.0,2015
ニンテンドー3DS,ZERO ESCAPE 刻のジレンマ パッケージ版,5800.0,2015
WiiU,SUPER E.D.F EARTH DEFENSE FORCE,823.0,2015
ニンテンドー3DS,ぐでたま 半熟でたのむわー,4800.0,2015
プレイステーション4,メゾン・ド・魔王,864.0,2015
ニンテンドー3DS,食戟のソーマ 友情と絆の一皿,5800.0,2015
プレイステーション4,KINGDOM HEARTS －HD 1.5+2.5 ReMIX－ オンライン配信版,6800.0,2015
プレイステーション4,ドラゴンボール ゼノバース,7120.0,2015
ニンテンドー3DS,まんが家デビュー物語 ステキなまんがをえがこう パッケージ版,4800.0,2015
ニンテンドー3DS,暗殺教室 アサシン育成計画!! パッケージ版,5700.0,2015
プレイステーション4,Moon Hunters オンライン配信版,1388.0,2015
プレイステーション4,初音ミク VRフューチャーライブ 1st Stage オンライン配信,2700.0,2015
プレイステーション3,龍が如く 極 オンライン配信版,2149.0,2015
プレイステーションVita,FLOWERS 夏篇,4800.0,2015
ニンテンドー3DS,オール仮面ライダー ライダーレボリューション ダウンロード版,5700.0,2015
ニンテンドー3DS,ONE PIECE 大海賊闘技場 ダウンロード版,6156.0,2015
プレイステーション4,WHITEDAY～学校という名の迷宮～ パッケージ版,4444.0,2015
プレイステーション4,New みんなのGOLF パッケージ版,5900.0,2015
XboxOne,バトルフィールド 1 ダウンロード版,7800.0,2015
NintendoSwitch,無双OROCHI２ Ultimate パッケージ版,6800.0,2015
ニンテンドー3DS,ニコ☆プチ ガールズランウェイ,5980.0,2015
プレイステーション4,NARUTO－ナルト－ 疾風伝 ナルティメットストーム4 ROAD TO BORUTO オンライン配信版,6800.0,2015
NintendoSwitch,不思議の幻想郷TOD -RELOADED- ダウンロード版,4500.0,2015
プレイステーションVita,悠久のティアブレイド -Lost Chronicle- パッケージ,6300.0,2015
ニンテンドー3DS,雷子-紺碧の章- パッケージ版,6264.0,2015
プレイステーションVita,どぎめぎインリョクちゃん ラブ & ピース,648.0,2015
プレイステーションVita,星織ユメミライ Converted Edition パッケージ,6400.0,2015
プレイステーションVita,The Lost Child オンライン配信版,5800.0,2015
プレイステーションVita,百花百狼 ～戦国忍法帖～ パッケージ,5980.0,2015
プレイステーション4,FIFA 18 Ronaldo Edition オンライン配信版,9800.0,2015
プレイステーション4,THE WITCHER 3 WILD HUNT,8200.0,2015
プレイステーションVita,月影の鎖～狂爛モラトリアム～ 初回限定版 パッケージ,8980.0,2015
プレイステーション4,NieR:Automata パッケージ版,7800.0,2015
プレイステーション4,DJMAX RESPECT オンライン配信版,4444.0,2015
ニンテンドー3DS,-CHASE- 未解決事件捜査課 ～遠い記憶～ ダウンロード版,800.0,2015
プレイステーション3,Destiny 降り立ちし邪神 デジタル限定版,9900.0,2015
プレイステーション4,大航海時代 Online ～Gran Atlas～ TREASURE BOX,13800.0,2015
プレイステーション4,討鬼伝2 共闘版 オンライン配信,,2015
ニンテンドー3DS,コープスパーティー ブラッドカバー リピーティッドフィアー,5800.0,2015
WiiU,愛・超兄貴 ダウンロード版,762.0,2015
プレイステーション4,World of Tanks オンライン配信,,2015
プレイステーションVita,マジきゅんっ! ルネッサンス 初回限定きゅんきゅんBOX パッケージ,7980.0,2015
NintendoSwitch,アケアカNEOGEO 餓狼伝説SPECIAL ダウンロード版,823.0,2015
ニンテンドー3DS,ハコボーイ! もうひとハコ ダウンロード版,680.0,2015
ニンテンドー3DS,なげなわアクション! ぐるぐる! ちびロボ!,5076.0,2015
プレイステーション4,ドラゴンクエストビルダーズ アレフガルドを復活せよ オンライン配信,7800.0,2015
ニンテンドー3DS,サバクのネズミ団! ダウンロード版,741.0,2015
プレイステーション4,龍が如く0 誓いの場所 新価格版 パッケージ,3800.0,2015
プレイステーション4,LITTLE NIGHTMARES－リトルナイトメア－ オンライン配信版,2376.0,2015
プレイステーション4,UNDER NIGHT IN-BIRTH Exe:Latest パッケージ版,6800.0,2015
ニンテンドー3DS,ミニスポ魂 ダウンロード版,500.0,2015
プレイステーションVita,エスカ & ロジーのアトリエ Plus 〜黄昏の空の錬金術士〜,5800.0,2015
XboxOne,MADDEN NFL 18 EA Access体験版 ダウンロード版,,2015
ニンテンドー3DS,ポケットモンスター ピカチュウ ダウンロード版,1111.0,2015
NintendoSwitch,ブラスターマスター ゼロ ダウンロード版,980.0,2015
ニンテンドー3DS,ベイブレードバースト ゴッド ダウンロード版,5480.0,2015
プレイステーション4,NARUTO—ナルト— 疾風伝 ナルティメットストーム4 Welcome Price!! パッケージ,3800.0,2015
プレイステーション3,三國志12 with パワーアップキット コーエーテクモ the Best,4286.0,2015
WiiU,ドラゴンクエストX 5000年の旅路 遙かなる故郷へ オンライン パッケージ版,4104.0,2015
プレイステーションVita,ワールド・エレクション オンライン配信版,6264.0,2015
プレイステーション4,ペルソナ5 オンライン配信,8800.0,2015
プレイステーション4,新次元ゲイム ネプテューヌVIIR Memorial Edition パッケージ版,9700.0,2015
XboxOne,WWE 2K17 英語版 ダウンロード版,6264.0,2015
プレイステーションVita,猛獣使いと王子様 〜Flower & Snow〜,6000.0,2015
ニンテンドー3DS,牧場物語 ふたごの村+ ダウンロード版,3980.0,2015
ニンテンドー3DS,サムライディフェンダー,370.0,2015
プレイステーションVita,戦国乙女 ～LEGEND BATTLE～ エラー 2029,11500.0,2015
プレイステーションVita,忍び、恋うつつ - 甘蜜花絵巻 - オンライン配信版,5800.0,2015
プレイステーションVita,大正メビウスライン Vitable パッケージ,5400.0,2015
プレイステーションVita,遙かなる時空の中で 6,6000.0,2015
プレイステーションVita,新装版 クリムゾン・エンパイア　豪華版,8800.0,2015
プレイステーション4,ウルフウェンシュタイン: ザ オールドブラッド,2980.0,2015
ニンテンドー3DS,桃太郎電鉄2017 たちあがれ日本!! パッケージ版,4980.0,2015
プレイステーション4,バトルフィールド ハードライン,6804.0,2015
XboxOne,Assassins Creed Origins ゴールドエディション ダウンロード版,11988.0,2015
NintendoSwitch,PAN-PAN～ちっちゃな大冒険～ ダウンロード版,500.0,2015
ニンテンドー3DS,ご当地鉄道 ～ご当地キャラと日本全国の旅～ ハッピープライスセレクション パッケージ版,2700.0,2015
プレイステーション3,ウイニングポスト 8 2015,6286.0,2015
Xbox360,モンスターハンター フロンティア G7　プレミアムパッケージ,5800.0,2015
WiiU,LEGO®マーベル アベンジャーズ パッケージ版,5700.0,2015
NintendoSwitch,アケアカNEOGEO ザ・キング・オブ・ファイターズ '99 ダウンロード版,823.0,2015
プレイステーション4,Star Trek: Bridge Crew 英語版 オンライン配信版,7200.0,2015
プレイステーションVita,ガンガンピクシーズ ガンピク・エディション パッケージ版,8800.0,2015
WiiU,LEGO® バットマン 3 ザ・ゲーム ゴッサムから宇宙へ,5200.0,2015
プレイステーション3,NBA 2K16,5800.0,2015
ゲームアーカイブス,ドラゴンシーズ～最終進化形態～,617.0,2015
WiiU,メダロットG カブトバージョン,702.0,2015
プレイステーション4,PlayStation VR WORLDS パッケージ,4900.0,2015
プレイステーションVita,咲-Saki-全国編 初回限定版,8800.0,2015
プレイステーションVita,プラマイウォーズV 体験版 オンライン配信,,2015
プレイステーションVita,フライングパワーディスク: Windjammers オンライン配信版,1599.0,2015
NintendoSwitch,デ・マンボ ダウンロード版,1500.0,2015
プレイステーションVita,うたの☆プリンスさまっ♪ MUSIC3 オンライン配信,3800.0,2015
ニンテンドー3DS,出会い玉,185.0,2015
NintendoSwitch,アケアカNEOGEO ミューテイション・ネイション ダウンロード版,823.0,2015
