アニメ作品ID,アニメ作品名,放送曜日,合計話数
C8899,幽☆遊☆白書,土,112
C15811,GATE 自衛隊 彼の地にて、斯く戦えり[第2期],土,12
C9364,YAT安心!宇宙旅行[第1期],土,50
C8992,勇者警察ジェイデッカー,土,48
C9814,ぐるぐるタウンはなまるくん,土,26
C8979,魔術士オーフェン,土,24
C8977,突撃!パッパラ隊,土,25
C9313,少年サンタの大冒険!,土,24
C16218,龍の歯医者,土,2
C16219,SPIRITPACT,土,10
C8955,さくらももこ劇場 コジコジ,土,100
C8951,忍たま 乱太郎［第1期］,土,95
C9315,B'T X,土,24
C9321,地獄先生ぬ～べ～,土,48
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,土,12
C15840,[わたしたち、らくろじ部!][第1期],土,12
C15839,ラクエン ロジック Luck & Logic,土,13
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,土,1
C15992,Lostorage incited WIXOSS,土,12
C9845,週刊ストーリーランド,土,1
C16168,ピカイア! PIKAIA,土,9
C15812,亜人[第1期],土,13
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,土,2
C16227,終物語[オワリモノガタリ][第2期],土,8
C15833,昭和元禄 落語心中,土,13
C9360,きこちゃんすまいる,土,126
C9812,魔術士 オーフェン Revenge,土,23
C9642,熱沙の覇王ガンダーラ,土,26
C9855,ONE PIECE,土,3
C8935,美少女戦士セーラームーンR,土,43
C9853,レレレの 天才バカボン,土,6
C9644,YAT 安心!宇宙旅行[第2期],土,25
C9849,ハンター×ハンター,土,62
C9350,機動戦艦ナデシコ Martian Successor NADESICO,土,1
C8929,勇者特急マイトガイン,土,47
C14537,星新一 ショートショート 新春スペシャル,土,6
C9999,逮捕しちゃうぞ［SECOND SEASON］,土,26
C15764,テレビアニメ いとしの ムーコ Lovely Muuuuuuuco!,土,38
C14009,こんなこと できません,土,13
C11587,おしゃべりなちゅどんズ,土,25
C11593,全力ウサギ,土,52
C11595,破天荒遊戯,土,10
C13999,銀河へ キックオフ!!,土,2
C13992,ガッ活!,土,7
C11609,教えて! 土管くん,土,5
C13950,リトルバスターズ!,土,26
C13941,ゼロの使い魔F,土,12
C13919,ペンギン の問題 PoW[パワフル],土,51
C13917,爆TECH! 爆丸,土,51
C13915,ペンギン の問題 MaX,土,50
C11643,BUS GAMER,土,3
C13909,うさるさん。,土,4
C13871,変態生理ゼミナール 変 ゼミ,土,1
C13855,世界一初恋2,土,12
C13853,世界一初恋,土,12
C11652,かのこん,土,12
C13851,神様のメモ帳 It's the only NEET thing to do.,土,12
C14027,さんかれあ,土,1
C11654,デュエル・マスターズ クロス,土,102
C14031,アクセル・ワールド,土,24
C11577,エレキングthe Animation,土,13
C11470,デュエル・マスターズゼロ,土,25
C14531,オーバン STAR-RACERS,土,2
C14530,忍者玉丸 - 東海道五十三次 -,土,26
C14525,とある魔術の 禁書目録[インデックスⅡ,土,1
C11472,天才?Dr.ハマックス,土,12
C11483,一期一会恋バナ友バナ,土,13
C11521,ペンギン の問題,土,102
C14156,Fate/ kaleid liner プリズマ★イリヤ,土,10
C14146,総合メディア開発　コンテンツ警備隊,土,1
C11523,Rocket!ぼくらを月につれてって新・月世界旅行,土,5
C11542,あまつき,土,13
C11547,あやまるアニマル,土,18
C11563,げんしけん2,土,12
C14127,バクマン。[第3期],土,25
C14125,はいたい 七葉,土,13
C14123,ToLOVEる ダークネス,土,12
C14092,ムジカ　ピッコリーノ,土,3
C11571,ボノロン～不思議な森のいいつたえ～,土,7
C11575,流星のロックマントライブ,土,21
C14033,デュエル・マスターズ ビクトリーV,土,51
C9997,"Z.O.E Dolores,i",土,26
C13834,灼眼のシャナⅢ[Final],土,23
C11660,天体戦士サンレッド,土,26
C13587,TRANSFORMERS ANIMATED,土,39
C13583,ちーすい丸,土,7
C13577,遊★戯★王 ZEXAL,土,1
C11814,開運 大便小僧,土,26
C11816,熱走!亀1グランプリ,土,13
C13557,動物かんきょう会議,土,17
C11818,ネットミラクルショッピング[第1期],土,6
C13540,アニメ くるねこ[第2期],土,21
C11852,黒執事,土,1
C13530,Panty ＆ Stocking with Garterbelt,土,13
C13528,そらのおとしもの f,土,12
C13526,スーパーロボット大戦 OG --ジ・インスペクター--,土,26
C11860,かんなぎCrazy Shrine Maidens,土,13
C13522,テガミバチ REVERSE,土,21
C13520,えむ えむっ!,土,12
C13518,バクマン。[第1期],土,25
C11862,鉄のラインバレル,土,24
C11864,地獄少女 三鼎,土,27
C11866,しゅごキャラ!! どきっ,土,51
C13609,C3 -シーキューブ- CubexCurseExCurious,土,12
C11655,忍者玉丸,土,26
C13617,GOSICK,土,24
C11794,鉄腕バーディーDECODE,土,13
C13771,プリティー リズム オーロラドリーム,土,51
C13769,フリージング,土,11
C11697,聖剣の刀鍛冶[ブラックスミス],土,12
C11708,マクロスF[フロンティア],土,2
C11710,THE ANIMATIONドルアーガの塔the Aegis of URUK,土,12
C13748,バクマン。[第2期],土,25
C11712,BLUE DRAGON天界の七竜,土,51
C13738,デュエル・マスターズ ビクトリー,土,52
C13711,猫神 やおよろず,土,12
C13702,ダンタリアンの 書架 Bibliotheca Mystica de Dantalian,土,13
C13692,ジュエルペット サンシャイン,土,52
C13684,クッキンアイドル アイ!マイ! まいん![第3期],土,1
C11752,ゴルゴ13,土,50
C13675,おはよう忍者隊 ガッチャマン,土,1
C13669,ウサビッチ[シーズン4],土,12
C13665,いつか天魔の黒ウサギ,土,12
C13647,きんいろモザイク,土,12
C11764,テレパシー少女❤蘭,土,26
C11766,ULTRAVIOLETCode 044,土,1
C13624,LASTEXILE 銀翼のファム,土,24
C14538,WHITE ALBUM[第2期],土,10
C11446,もえたん,土,1
C14542,世界の絵本から ～SWEDEN編～ Olle Eksell in Motion,土,13
C14744,GATCHAMAN CROWDS,土,12
C11164,シュガシュガルーン,土,51
C14743,ガッ活!　[第2期],土,22
C11168,奥さまは 魔法少女 Bewitched Arnès,土,13
C11193,福島民話館 ねぇ みんな…2,土,48
C11195,韋駄天翔［イダテンジャンプ］,土,52
C14731,新世界より,土,1
C14730,ジョジョの 奇妙な冒険,土,26
C14729,ジュエルペット きら★デコッ,土,52
C14727,しまじろうのわお!,土,90
C14722,ゴーゴー!　マジムン,土,12
C11231,BLOOD+,土,52
C11247,ガイキング REGEND OF DAIKU-MARYU,土,13
C11257,モリゾーとキッコロ ［第2期］,土,12
C11259,サムライチャンプルー［セカンドシーズン］,土,9
C14703,エリアの騎士,土,37
C14701,宇宙兄弟,土,49
C14697,新しい生物,土,4
C11269,恋する天使 アンジェリーク ～かがやきの明日～,土,12
C11156,機動新撰組 萌えよ剣TV,土,13
C14692,ペンギン の問題 DX?,土,26
C11146,絶対少年,土,26
C11143,新釈 戦国英雄伝説 眞田十勇士 ─The Animation─ ［シリーズ］,土,12
C11045,忍たま乱太郎［第12期］,土,1
C11053,U.H.O. フューチャーレスキュー2061,土,5
C14786,松本零士 オズマ,土,6
C11063,まじかるカナン,土,13
C11075,トランスフォーマー ギャラクシーフォース,土,52
C11077,ギャラリーフェイク,土,2
C14782,プリティー リズム ディア・マイ・フューチャー,土,51
C11106,ふしぎ星の★ふたご姫,土,51
C14778,100分 de 名著,土,2
C14776,パンダの たぷたぷ,土,1
C14775,パブー ＆モジーズ,土,36
C14772,薄桜鬼 新選組 奇譚 黎明録,土,1
C14768,DOG DAYS',土,13
C14764,超ロボット生命体 トランスフォーマー プライム,土,52
C11135,ツバサ・クロニクル　年代記[第1期],土,26
C14759,探検 ドリランド,土,36
C14758,リトルバスターズ!　～Refrain～,土,12
C11141,交響詩篇 エウレカセブン,土,1
C14755,鉄人 28号 ガオ!,土,151
C14752,デート・ア・ライブ,土,12
C11283,デルトラクエスト,土,64
C14691,ペンギン　の問題　DX,土,26
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,土,28
C14593,キャベツ畑のサンマ,土,12
C14590,オリガのドキドキイングリッシュ,土,6
C14586,ウチュレイ!,土,6
C14583,あのねのとみぞう,土,2
C11343,REIDEEN,土,26
C14582,朝バナ子ちゃんダイエット川柳,土,12
C14581,PERSONA-- trinity soul --,土,4
C11361,Shining Tears X Wind,土,13
C14575,The World ofGOLDENEGGS[第2期],土,12
C14574,わがまま☆フェアリー ミルモでポン![第2期],土,26
C11365,スパイダーライダーズよみがえる太陽,土,27
C14571,ヘラクレス,土,2
C11410,湾岸MIDNIGHT,土,1
C14565,X-MEN エボリューション,土,2
C14556,とっとこ ハム太郎 [スペシャルアニメ],土,4
C11440,ぽてまよ,土,12
C14545,Sebatan　[第3期],土,5
C14544,Sebatan　[第2期],土,12
C14543,Sebatan,土,9
C14595,京浜家族THE STORY OF A COMMON FAMILY,土,30
C14599,世界の絵本から ～オランダ編～ Lena LeNA,土,13
C14600,世界の絵本から ～韓国編～ 車に乗った太陽,土,13
C14603,闘え!!ミミッチ ミッチー,土,6
C14687,爆丸 バトルブローラーズ ガンダリアンインベーダーズ,土,2
C11310,風の少女エミリー,土,26
C11312,精霊の守り人,土,25
C12361,妖怪人間ベム［新］,土,26
C11316,地球[テラ]へ・・・,土,26
C14661,ちはやふる 2,土,25
C11318,BLUE DRAGON,土,51
C11320,ラブ★コンLOVELY★COMPLEX,土,24
C14651,デュエル・マスターズ ビクトリー V3,土,51
C13512,STAR DRIVER 輝きのタクト,土,1
C11322,機動戦士ガンダム00,土,25
C11324,しゅごキャラ!,土,51
C14640,ケツ犬,土,4
C14634,カルルと ふしぎな塔[シリーズ],土,1
C14623,La VilaineLuluおてんばルル,土,13
C14621,無敵!素敵!ハイチュウキング,土,4
C11326,まめうしくん,土,52
C14617,Boostudio,土,10
C14609,土管くん アナザーストーリー,土,1
C14606,天体 戦士 サンレッド[第2期],土,26
C14641,月間ショート劇場★★　侵略派遣美少女　ミリ,土,3
C14806,石田 と あさくら,土,13
C11875,刀語[カタナガタリ],土,9
C13477,FORTUNE・ARTERIAL 赤い約束,土,12
C12914,マーメイドメロディー ぴちぴちピッチ,土,51
C12908,ゴールド マッスル[改],土,10
C12143,ハヤテのごとく!!Hayate the combat batler2nd season,土,25
C12900,宇宙大作戦チョコベーダー,土,27
C12144,COBRA THE ANIMATION,土,13
C12892,バブーファクトリー［第2期］,土,13
C12876,でこぼこフレンズ,土,1
C12152,怪盗レーニャ,土,8
C12860,スマアニメ,土,23
C12852,納涼発明大学 ～エジソンになれなかった男達～,土,8
C12176,フラカッパー,土,2
C12840,Mr.Digital TOKORO the comical cartoon [第2期],土,24
C12193,マジカノ,土,12
C12829,トッポとロージー,土,17
C12819,いない いない ばあっ!［第6期］,土,1
C12203,リトル・チャロ2 英語に恋する物語,土,1
C12815,忍たま乱太郎［第9期］,土,1
C12811,イナズマあざらし,土,16
C12805,タイニー トゥーンズ,土,1
C12141,ヴァイス* サヴァイヴR,土,12
C12771,はりもぐハーリー[第2期],土,1
C12923,10本アニメ,土,1
C12931,Low Brow,土,1
C13010,本マグロトロ太郎,土,26
C12084,しゅご キャラ!!! どっきどきっ,土,25
C13006,Winter Garden,土,1
C12086,しゅご キャラ! ぷっち ぷち,土,25
C13004,Rozen Maiden oüverture,土,1
C13000,聖闘士星矢冥王 ハーデス冥界編[後章],土,4
C12092,戦う司書 The Book of Bantorra,土,9
C12096,生徒会の一存 碧陽学園生徒会議事録,土,12
C12992,Death Panda,土,8
C12990,OH!くんアニメスペシャル OH!くんの OH!きな世界,土,6
C12987,今日から〔○マ〕王!［第2期］,土,46
C12098,テガミバチ,土,25
C12973,ON THE WAY COMEDY 道草,土,88
C12971,CITRUS TOWN,土,4
C12958,みさきクロニクル ダイバージェンス・イヴ,土,13
C12951,ぱずりーず,土,13
C12126,ご姉弟物語,土,32
C12947,ハムハムとボク,土,1
C12937,R.O.D THE TV,土,2
C12132,FAIRY TAIL,土,103
C13012,ちょぼっと☆ちょボット,土,38
C12213,Angel Beats!,土,13
C12663,カウボーイ ビバップ[WOWOW放送版],土,26
C12313,ワンワンセレプー それゆけ! 徹之進,土,51
C12464,ロックマンエグゼBEAST+,土,26
C12462,西の善き魔女 Astrea Testament,土,13
C12460,サルゲッチュ ～オンエアー～,土,26
C12458,彩雲国物語,土,40
C12423,ムーぽん[第2期],土,23
C12421,だんご3兄弟 あっという間劇場,土,1
C12416,流星のロックマン,土,56
C12414,ぷるるんっ! しずくちゃん,土,51
C12412,天保異聞 妖奇士,土,27
C12410,地獄少女 二籠[ふたこもり],土,26
C12408,サルゲッチュ ～オンエアー～ 2nd,土,51
C12406,くじびき❤アンバランス,土,12
C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,土,198
C12400,恋する天使 アンジェリーク ～心のめざめる時～,土,13
C12349,Ergo Proxy,土,25
C12355,学園ヘヴン BOY'S LOVE HYPER!,土,13
C12357,ふしぎ星の★ふたご姫 Gyu!,土,52
C12359,ぽかぽか森のラスカル,土,22
C12489,おとぎ銃士 赤ずきん,土,39
C12681,ドラえもん［新］,土,6
C12491,出ましたっ! パワパフガールズZ,土,52
C12311,LEMON ANGEL PROJECT,土,13
C12215,ジュエルペット　てぃんくる☆,土,51
C12645,ななみちゃん ［第2期］,土,1
C12639,ドラえもん［新・第2期］,土,5
C12622,すてき!さくらママ,土,18
C12217,デュエル・マスターズ クロス ショック,土,50
C12591,DEATH NOTE,土,1
C12565,シルクロード少年 ユート,土,27
C12231,まじっく快斗 KID THE PHANTOM THIEF 第1話 「蘇る怪盗」,土,1
C12561,シュヴァリエ,土,24
C12241,SD ガンダム 三国伝 Brave Battle Warriors,土,51
C12555,増田こうすけ劇場 ギャグマンガ日和2,土,16
C12243,極上!! めちゃモテ 委員長 Second Collection,土,50
C12551,NIGHT HEAD GENESIS,土,22
C12530,史上最強の弟子 ケンイチ,土,1
C12282,TOKKÔ 特公,土,2
C12286,TAMA＆FRIENDS 探せ! 魔法のプニプニストーン,土,26
C12511,結界師,土,2
C12292,蛙男劇場,土,57
C12309,Fate/stay night,土,24
C12499,コードギアス 反逆のルルーシュ,土,1
C13016,シコロボ,土,37
C13030,MOONLIGHTMILE2ndシーズン Touch down,土,1
C12082,炬燵猫,土,26
C11928,鋼殻のレギオス,土,1
C13370,Domo,土,6
C11944,マリー＆ガリー,土,1
C11948,キャラディのジョ～クな毎日,土,56
C13350,ぴっくみー,土,1
C13340,格言! かくざ 父さん,土,13
C13338,レオナルド博士とキリン村のなかまたち,土,13
C13336,ピン子の秘伝カリー,土,19
C13334,はなけろ 虹の国のシエル姫,土,13
C11973,アラド戦記スラップアップパーティー,土,26
C13332,PooPooKids,土,13
C13323,ともだち8にん,土,13
C13322,ダンボール 戦機,土,1
C11975,極上!! めちゃモテ 委員長,土,53
C13314,さぁイコー!たまごっち,土,12
C11983,爆丸 バトルブローラーズ ニューヴェストロイア,土,22
C13310,天下統一 CG将軍,土,11
C11994,アニメ 冬のソナタ,土,25
C13306,土管くん[何かの]絵描き歌,土,12
C11926,鉄腕バーディーDECODE:02,土,10
C13304,筋肉学園,土,25
C13390,ちょこっと☆ちょボット,土,38
C13400,男[デブ]はつらいYO!,土,7
C11883,おねがい!ポクポン,土,13
C13461,這いよる!　ニャルアニ　リメンバー・マイ・ラブ　（クラフト先生）,土,11
C13453,新忍者玉丸,土,8
C11892,アキカン!,土,1
C13441,未来ヒコーキ,土,11
C13435,蔵出し土管くん,土,23
C13433,VIVA!ブンベツ隊長,土,14
C13431,キリン村ファイ★ともクラブ,土,17
C13429,てんてこししまい君相談しましょー,土,25
C11908,クプ～!!まめゴマ!,土,51
C13423,Mach Girl,土,13
C11916,マリア様がみてる[第4期],土,13
C13420,DOG DAYS,土,13
C13416,CARDFIGHT!! ヴァンガード,土,65
C13410,メジャー[第5期],土,25
C13408,メジャー[第6期],土,26
C11924,獣の奏者 エリン,土,60
C13404,Little Village People,土,5
C13402,パコと魔法の絵本 いつも ワガママ ガマ王子 メイキング,土,1
C13392,ときどきアニメ開運 大便小僧,土,8
C13302,ピテカント,土,12
C13300,Baikin-kun,土,25
C13298,先生のチョンマゲアッパレひでよしくん,土,12
C13176,メジャー[第3期],土,26
C13174,じじょうのうた,土,6
C13172,モリゾー・キッコロ 地球環境の旅,土,1
C13144,まるだし先生,土,2
C13140,ななみちゃん[第3期],土,2
C13132,みんなのぶた,土,13
C13128,ツバサ・クロニクル 年代記［第2期］,土,27
C13120,南の島の小さな飛行機 バーディー[第2期],土,16
C13103,山さんと山ちゃん[山ちゃんと山さん][山さと山ちゃん］,土,14
C13093,聖闘士星矢 冥王ハーデス冥界編 [前章],土,6
C12043,ヴァイス・サヴァイヴ,土,16
C13091,メジャー[第2期],土,28
C13089,トントンあったと にいがたの昔ばなし［第3期］,土,26
C13085,ぴよだまり,土,1
C12069,エレメントハンター,土,39
C12071,CANAAN,土,13
C12072,アニメ くるねこ[第1期],土,13
C13062,彩雲国物語[総集編]彩雲国絵巻,土,9
C13060,日本裏社会の首領＊喝老人 *[ドン],土,7
C13180,めがね番長,土,4
C13184,メジャー[第4期],土,26
C13203,ぜんまい ざむらい [10分版],土,1
C13207,きょうの料理 ビギナーズ [第2期],土,1
C13296,音楽の墓場,土,8
C13294,ネコべん,土,6
C13292,はなけろ くるりん島のなかまたち,土,12
C13290,スイスイ! フィジー!,土,2
C13283,進め!! 土管くん,土,13
C13281,はなけろ～ペンペン村のまごころ屋～,土,13
C13279,ご存知!かくざ父さん,土,25
C13262,水野キングダム❤パワーパフガールズ,土,1
C13260,チビナックス2.0,土,25
C11881,お茶犬緑[リョク]っとものがたり,土,13
C13254,モリゾー・キッコロ 森へいこうよ!,土,94
C13235,本マグロトロ太郎TV,土,25
C13233,レオナルド博士 と キリン村のなかま でしょ,土,25
C13231,メガネコ,土,16
C13229,Dofusドフス★12の世界★ドフス アンド フレンズ,土,13
C13227,はなけろどんぐりころころエコろころ,土,51
C13225,てんてこししまい君,土,26
C13221,たたかえ! 土管くん,土,26
C13219,attacked kuma3[第2期],土,25
C12009,真マジンガー衝撃! Z編on television,土,25
C13252,彩雲国物語[第2期],土,41
C14811,ウサビッチ[第5期],土,2
C11314,sola,土,13
C11029,メジャー,土,25
C15239,ピクレレ めざせ! ウクレレピクニック イン ハワイ,土,15
C10642,ジェイコブの屋根,土,10
C15530,蒼穹のファフナーDead Aggressor EXODUS[第2期],土,18
C10237,炎の蜃気楼［ミラージュ］,土,1
C15232,ダンジョンに出会いを 求める のは間違っているだろうか FAMILIA MYTH,土,13
C15092,いない いない ばあっ![第5期],土,1
C15242,THE iDOLM@STER シンデレラガールズ[第2期],土,14
C15091,いない いない ばあっ![第4期],土,1
C15089,六畳間の侵略者!?,土,13
C15087,妖怪ウォッチ,土,2
C15539,猫のダヤン,土,34
C15079,東京ESP,土,11
C15076,団地 ともお［第2期］,土,90
C15540,猫 ピッチャー,土,11
C15090,蟲 師 ［続章］,土,12
C10231,パタパタ飛行船 の 冒険,土,25
C10250,ゴールド マッスル,土,4
C15245,Charlotte,土,1
C10274,ゲットバッカーズ 奪還屋,土,49
C15273,ワールドトリガー,土,1
C10272,機動戦士 ガンダムSEED,土,50
C15272,ログ・ホライズン　[第2期],土,25
C10267,PLATONIC CHAIN,土,24
C15271,まじっく快斗 1412,土,24
C15244,下ネタという 概念が存在しない 退屈な世界,土,12
C15517,Go!Go! 家電男子[第1期],土,4
C10628,福島民話館 ねえ みんな…,土,55
C15520,コンパクト もののくま,土,88
C10256,攻殻機動隊 STAND ALONE COMPLEX,土,4
C15521,The Sushitown あるスシのくらし,土,36
C15247,NHKスペシャル 故宮 TREASURES OF IMPERIAL CHINA,土,1
C10634,bpS バトルプログラマーシラセ,土,15
C15270,はりきり体育ノ介　[第1期],土,1
C15073,信長協奏曲,土,10
C10655,京極夏彦 巷説百物語,土,13
C15543,パックワールド,土,36
C15579,超ゼンマイロボ パトラッシュ,土,13
C10185,まほろまてぃっく Automatic Maiden,土,13
C10183,星のカービィ,土,100
C15602,キョートカクテル Season 2,土,1
C15603,金 夜 安部 礼司 ～平均的サラリーマンの異常な日常～,土,5
C10181,バビル2世［新］,土,13
C10709,エリア88,土,1
C10730,まっすぐにいこう。［第2期］,土,1
C15607,極道酒場 でんでん ～極道大戦争外伝～,土,3
C15608,探偵歌劇 ミルキィホームズ TD,土,12
C15610,デス・パレード,土,12
C15032,のうりん,土,12
C15611,出番ですよ! オニギリズ,土,6
C10751,強殖装甲 ガイバー The Bioboosted Armor,土,26
C10736,火の鳥,土,2
C10691,攻殻機動隊 S.A.C. 2nd GIG GHOST IN THE SHELL “STAND ALONE COMPLEX“,土,25
C10682,愛してるぜベイベ★★,土,26
C15046,プピポー!,土,15
C15070,健全ロボ ダイミダラー,土,12
C15067,金田一少年の 事件簿Ｒ[リターンズ],土,25
C10657,鋼の錬金術師,土,51
C10229,きっかけは ラフくん,土,34
C10207,RAVE GROOVE ADVENTURE,土,51
C15557,落第騎士の 英雄譚[キャバルリィ]A TALE OF WORST ONE,土,24
C15560,ONE PIECEアドベンチャー オブ ネブランディア,土,1
C10205,バンパイヤン・キッズ,土,25
C15563,猫なんかよんでもこない。,土,12
C15060,ロボットガールズ Z,土,2
C10203,カスミン,土,25
C15059,レディ ジュエルペット,土,51
C15564,猫のダヤン日本へ行く,土,23
C15049,プリ❤パラ,土,64
C15047,フューチャーカード バディファイト,土,65
C10276,カスミン［第2期］,土,26
C15024,テンカイナイト,土,51
C15506,フューチャーカード バディファイト 100[HUNDRED],土,50
C15281,おへんろ。 - 八十八歩記 - [はちはちあるき],土,34
C10423,探偵学園Q,土,25
C10346,フォルツァ! ひでまる,土,26
C15418,Gunslinger Stratos ―― THE ANIMATION ―,土,12
C15416,終わりのセラフ,土,12
C10344,東京ミュウミュウ,土,52
C10326,十二国記,土,6
C10417,釣りバカ日誌,土,36
C10436,バロムワン,土,14
C15412,VAMPIRE HOLMES,土,12
C10444,らいむいろ戦奇譚明治日本、乙女 防人ス。,土,13
C15477,境界の RINNE,土,25
C10468,CINDERELLABOY,土,13
C15481,CLASSROOM CRISIS,土,12
C10480,出撃! マシンロボ レスキュー,土,2
C10440,忍たま乱太郎［第10期］,土,1
C15406,魔弾の王と戦姫[ヴァナディーズ],土,13
C10348,満月をさがして,土,52
C10410,OVERMAN キングゲイナー,土,27
C15453,THE iDOLM＠STER シンデレラガールズ［第１期］,土,15
C15449,ISUCA,土,10
C10350,わがまま☆フェアリー ミルモでポン!,土,52
C15459,暗殺教室,土,22
C15437,ハイスクール DXD BorN,土,12
C10364,あたしンち,土,449
C10415,冒険者 THE MAN WAS FROM SPAIN,土,2
C15436,忍たま 乱太郎[第23期],土,1
C15433,長門有希ちゃんの消失,土,16
C15465,アクエリオン ロゴス,土,22
C10388,ふぉうちゅんドッグす,土,26
C10402,魔王 ダンテ,土,13
C15426,少年ハリウッド - HOLLY STAGE FOR 50 -,土,13
C15425,シドニアの騎士 第九惑星戦役,土,12
C10366,ワイルド7 another 謀略運河,土,13
C15405,曇天に笑う,土,11
C15483,GATE 自衛隊 彼の地にて、斯く戦えり,土,12
C10302,幻魔大戦 ―神話前夜の章―,土,13
C15350,魔豆奇伝 パンダリアン,土,26
C10292,piano,土,1
C10559,ふたつの スピカ,土,20
C10288,巨人の星 【特別篇】 猛虎 花形満 ～『巨人の星』全182話より特別編集～,土,4
C15499,電波教師 HE IS AN ULTIMATE TEACHER,土,24
C10561,ボボボーボ・ ボーボボ,土,77
C15361,Bonjour♪ 　恋味パティスリ～,土,9
C15343,超生命体トランスフォーマー ビーストウォーズ リターンズ,土,13
C15341,スパイダーマン [2004年版・合作],土,8
C15339,バットマン ザ・フューチャー,土,4
C15329,GREGORY HORROR SHOW THE BLOODY KARTE,土,10
C10278,真・女神転生 D[デビル]チルドレン ライト＆ダーク,土,52
C10575,カレイドスター 新たなる翼,土,16
C15283,（仮）兎[カリウサギ] マサル 笑う夜には福来たるって マジっすか!?,土,16
C10567,GO!GO! カートくん,土,1
C15362,Calimro カリメロ,土,38
C10531,ロックマン エグゼ AXESS,土,51
C15492,創勢の アクエリオン EVOL,土,1
C15397,失われた未来を求めて A* la recherche du futur perdu,土,12
C15485,GON[第2期],土,26
C15394,山賊の娘ローニャ,土,27
C10498,天使のしっぽchu!,土,1
C10512,カレイドスター,土,9
C15486,ジュエルペット Magical Change,土,70
C15489,食戟 の ソーマ,土,25
C10520,魔探偵ロキRAGNAROK,土,26
C15370,selector spread　WIXOSS,土,12
C15366,GARO 炎の刻印,土,25
C10522,無限戦記 ポトリス TANK KNIGHTS PORTRISS,土,51
C10524,ASTRO BOY 鉄腕アトム,土,1
C15491,戦姫絶唱 シンフォギアGX,土,13
C10527,瓶詰妖精,土,13
C10529,プラネテス ΠΛΑΝΗΤΕΣ,土,26
C10592,住めば都のコスモス荘すっとこ大戦ドッコイダー,土,8
C10179,ストレイシープ ポーのちっちゃな大冒険,土,13
C10187,ガイスターズ FRACTIONS OF THE EARTH,土,26
C15456,ジョジョの 奇妙な冒険 スターダスト クルセイダース ［エジプト編］,土,24
C14904,ぼくは王さま,土,14
C10868,おジャ魔女どれみナ・イ・ショ,土,13
C10117,パラッパラッパー,土,17
C10942,下級生2 ～瞳の中の少女たち～,土,13
C14910,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV[第2期],土,10
C10864,SAMURAI 7,土,24
C10944,ロックマンエグゼStream,土,51
C10121,すしあざらし,土,30
C14915,みに ヴぁん mini vanguard,土,37
C14852,Super Seishun Brothers -超青春姉弟s-,土,14
C14920,問題児たちが 異世界から来る そうですよ?,土,10
C14903,僕の妹は 大阪 おかん,土,12
C10026,犬夜叉,土,3
C10857,こいこい7,土,12
C10024,無敵王 トライゼノン,土,22
C10853,留守電アワー SODANブラザーズ,土,2
C14850,ジュエルペット ハッピネス,土,52
C10920,To Heart Remember my memories,土,13
C10953,ピーチガール,土,25
C14845,サーバント×サービス,土,2
C15688,MAGI シンドバッドの冒険,土,13
C14938,ログ・ホライズン,土,25
C10821,VIEWTIFUL JOE,土,51
C15684,脳に快感! スペシャル バカと科学で バ科学 なのだ!!,土,3
C14924,勇しぶ。 勇者に なれなかった俺は しぶしぶ就職を決意しました。,土,12
C14902,変態王子と 笑わない猫。,土,12
C14900,フルーティー侍,土,12
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,土,2
C14877,爆TECH! 爆丸 ガチ,土,39
C15720,初恋モンスター,土,12
C10908,風人物語,土,14
C14875,はいたい七葉　[第2期],土,13
C14873,団地 ともお,土,47
C14872,断裁分離の クライムエッジ,土,13
C14871,探検 ドリランド -1000年の真宝[まほう]-,土,51
C14867,D.C.Ⅲ ～ダ・カーポⅢ～,土,13
C14885,はなかっぱ[第4期],土,2
C15705,猫のダヤン ふしぎ劇場,土,14
C15704,time↗ bokan 24,土,13
C10053,ゾイド 新世紀/ZERO,土,26
C15730,こども刑事 めめたん,土,8
C14861,絶対防衛 レヴィアタン,土,13
C15703,DIGIMON UNIVERSE アプリモンスターズ,土,13
C15702,91 Days,土,12
C14890,ひだまり　スケッチ　沙英・ヒロ　卒業編,土,2
C10880,Re❤キューティーハニー,土,3
C15023,デュエル･マスターズ VS,土,49
C10876,ニニンが シノブ伝 THE NONSENSE KUNOICHI FICTION,土,5
C15701,美男○*高校 地球防衛部 LOVE! LOVE!,土,12
C14895,ふたりは ミルキィホームズ,土,13
C10115,ゴーゴー五つ子ら・ん・ど,土,50
C14899,プリティー リズム レインボーライブ,土,51
C10940,アークエと ガッチンポー,土,13
C10816,神無月の巫女,土,12
C14842,古代紀行ドキュメンタリー　古事記の世界　CGアニメでひも解く　日本誕生物語[実写併用],土,2
C10823,魔法少女リリカルなのは,土,13
C10959,BUZZER BEATER,土,13
C14830,銀河機攻隊 マジェスティック プリンス,土,1
C14990,TERRA FORMARS,土,13
