pkgid,pkgname,publisher,date,price
M727451,Dungeon Explorer,ハドソン,1989-03-04,5800.0
M727449,ジーザス 恐怖のバイオ・モンスター,キングレコード株式会社,1989-03-17,5900.0
M727448,OUT LIVE,サン電子株式会社,1989-03-17,5600.0
M727450,爆笑 人生劇場,タイトー,1989-03-17,5900.0
M727447,改造町人シュビビンマン,日本コンピュータシステム株式会社,1989-03-18,5200.0
M727446,P・47,エイコム,1989-03-20,5200.0
M727445,ファンタシースター2 還らざる時の終わりに,セガ・エンタープライゼス,1989-03-21,8800.0
M738947,F-1 PILOT,株式会社パック・イン・ビデオ,1989-03-23,6300.0
M727444,死霊戦線,ビクター音楽産業株式会社,1989-03-24,5500.0
M727442,じゃじゃ丸 忍法帳,ジャレコ,1989-03-28,5800.0
M727443,がんばれ! ゴルフボーイズ,日本コンピュータシステム株式会社,1989-03-28,5300.0
M727441,松本亨の株式必勝学 PART 2,イマジニア株式会社,1989-03-31,9800.0
M727440,ホームランナイター PENNANT LEAGUE!!,データイースト,1989-03-31,5800.0
M727439,OPERATION WOLF,タイトー,1989-03-31,5900.0
M727438,究極TIGER,タイトー,1989-03-31,5500.0
M727437,Deep Blue,パック・イン・ビデオ,1989-03-31,5300.0
M727435,魔界八犬伝 SHADA,データイースト株式会社,1989-04-01,5500.0
M727434,エナジー,日本コンピュータシステム株式会社,1989-04-14,5200.0
M727433,マインドシーカー,ナムコ,1989-04-18,6500.0
M727432,蒼き狼と白き牝鹿ジンギスカン,光栄,1989-04-20,9800.0
M727430,Baseball,任天堂株式会社,1989-04-21,2600.0
M727431,ALLEYWAY,任天堂株式会社,1989-04-21,2600.0
M727427,役満,任天堂株式会社,1989-04-21,2600.0
M727428,ワンダーモモ,ナムコ,1989-04-21,5200.0
M727426,スーパーリーグ,セガ・エンタープライゼス,1989-04-22,5800.0
M727425,ダウンタウン熱血物語,テクノスジャパン,1989-04-25,5900.0
M727423,凄ノ王伝説,ハドソン,1989-04-27,6500.0
M727424,DRAGON BUSTER 2 闇の封印,ナムコ,1989-04-27,5200.0
M727422,SUPER大戦略,セガ・エンタープライゼス,1989-04-29,6800.0
M727421,名探偵ホームズ Mからの挑戦状,トーワチキ,1989-05-01,6000.0
M727420,天地を喰らう,カプコン,1989-05-19,5900.0
M727419,ベースボールスター めざせ三冠王,エス・エヌ・ケイ,1989-05-19,5900.0
M727418,パワーゴルフ,ハドソン,1989-05-25,5800.0
M727417,スーパーチャイニーズ2 ドラゴンキッド,カルチャーブレーン,1989-05-26,5900.0
M727416,TENNIS,任天堂株式会社,1989-05-29,2600.0
M727414,PAC-LAND,ナムコ,1989-06-01,5200.0
M751832,テトリス,任天堂株式会社,1989-06-14,2600.0
M727413,THUNDER FORCE 2 MD,テクノソフト,1989-06-15,6800.0
M759404,わいわい麻雀,ビデオシステム株式会社,1989-06-19,5800.0
M727412,ファイヤープロレスリングコンビネーションタッグ,ヒューマン株式会社,1989-06-22,6300.0
M727411,ラサール石井のチャイルズクエスト,ナムコ,1989-06-23,5500.0
M727409,SDガンダムワールド ガチャポン戦士2 カプセル戦記,バンダイ,1989-06-25,6800.0
M727408,Quinty,ナムコ,1989-06-27,4900.0
M727407,神武伝承 YAKSA,ビッグ・クラブ,1989-06-28,6700.0
M727405,The NINJAWARIORS,タイトー,1989-06-30,6200.0
M765822,北斗の拳 新世紀末救世主伝説,株式会社セガ・エンタープライゼス,1989-07-01,6000.0
M727403,GUNHED,ハドソン,1989-07-07,5800.0
M727404,FINAL LAP TWIN,ナムコ,1989-07-07,6200.0
M727400,HYPER DYNE SIDE ARMS,NECアベニュー株式会社,1989-07-14,5400.0
M727401,ホワイトライオン伝説 ピラミッドの彼方に,コトブキシステム株式会社,1989-07-14,5900.0
M727402,ドラゴンニンジャ,ナムコ,1989-07-14,5800.0
M727399,ウィロー,カプコン,1989-07-18,5900.0
M727397,ケルナグール,ナムコ,1989-07-21,4900.0
M727398,究極ハリキリスタジアム 平成元年版,タイトー,1989-07-21,6800.0
M727396,美味しんぼ 究極のメニュー三本勝負,バンダイ,1989-07-25,5800.0
M727394,武田信玄,Aicom corporation,1989-07-28,5600.0
M727392,上海,HAL研究所,1989-07-28,2980.0
M727393,ファミスタ'89 開幕版,ナムコ,1989-07-28,4900.0
M727391,ワールドカップサッカー,セガ・エンタープライゼス,1989-07-29,5500.0
M727390,スプラッターハウス わんぱくグラフィティ,ナムコ,1989-07-31,4900.0
M727389,大魔界村,セガ・エンタープライゼス,1989-08-03,6800.0
M727386,めぞん一刻,マイクロキャビン,1989-08-04,5900.0
M727387,COSMIC WARS,コナミ,1989-08-04,6500.0
M727388,究極TIGER,CBS/SONY GROUP INC,1989-08-04,5900.0
M727385,パワーリーグ 2,ハドソン,1989-08-08,5800.0
M755743,ブレイクイン,加賀テック株式会社,1989-08-10,5500.0
M727382,Captain ED,[CBSソニーグループ],1989-08-25,5900.0
M727383,ROCK・ON,ビッグ・クラブ,1989-08-25,6700.0
M727380,激闘プロレス!!闘魂伝説,テクモ株式会社,1989-09-01,5800.0
M763730,倉庫番,株式会社ポニーキャニオン,1989-09-01,3000.0
M752911,ならず者戦闘部隊 ブラッディウルフ,データイースト株式会社,1989-09-01,6500.0
M727379,ORDYNE,ナムコ,1989-09-08,6800.0
M727378,尾崎直道のスーパーマスターズ,セガ・エンタープライゼス,1989-09-09,6000.0
M727377,谷川浩司の将棋指南 3,ポニーキャニオン,1989-09-14,5800.0
M727375,SUPER桃太郎電鉄,HUDSON SOFT,1989-09-15,5800.0
M727374,マルサの女,カプコン,1989-09-19,5900.0
M727373,Ultima 聖者への道,ポニーキャニオン,1989-09-20,5900.0
M727372,ハイパーロードランナー,バンダイ,1989-09-21,2800.0
M727371,獣王記,NECアベニュー株式会社,1989-09-22,5800.0
M727370,ツインビー3 ポコポコ大魔王,コナミ株式会社,1989-09-29,5500.0
M727369,落っことしパズル とんじゃん!?,ジャレコ,1989-09-29,5600.0
M727367,DOUBLE DUNGEONS,日本コンピュータシステム株式会社,1989-09-29,5500.0
M737391,ARTIST TOOL,日本電気ホームエレクトロニクス株式会社,1989-09-29,5800.0
M727365,Super HYDLIDE,アスミック,1989-10-06,7900.0
M749573,スーパーハングオン,株式会社セガ・エンタープライゼス,1989-10-07,6000.0
M751699,デジタルチャンプ,加賀テック株式会社,1989-10-13,5800.0
M754781,ピンボール 66匹のワニ大行進,株式会社ハル研究所,1989-10-18,2980.0
M727364,北斗の拳3 新世紀創造凄拳烈伝,東映動画株式会社,1989-10-19,6200.0
M727363,竜の子ファイター,東京書籍,1989-10-20,5600.0
M734507,ランボー3,株式会社セガ・エンタープライゼス,1989-10-21,5500.0
M727360,ドラキュラ伝説,コナミ株式会社,1989-10-27,3300.0
M727361,超人ウルトラベースボール,カルチャープレーン,1989-10-27,6500.0
M727362,ドラゴンボール3 悟空伝,バンダイ,1989-10-27,6800.0
M727357,ドラえもん 迷宮大作戦,HUDSON SOFT,1989-10-31,4900.0
M727358,麻雀大会,光栄,1989-10-31,7800.0
M749015,シーサイドバレー,東京書籍株式会社,1989-10-31,2980.0
M764734,都留照人の実戦株式倍バイゲーム,株式会社インテック,1989-11-01,9800.0
M727355,NEUTOPIA,ハドソン,1989-11-17,5800.0
M727356,激突四駆バトル,アイレム,1989-11-17,4800.0
M727354,FORGOTTEN WORLDS,セガ・エンタープライゼス,1989-11-18,6000.0
M727353,大地くんクライシス,サリオ株式会社,1989-11-22,6400.0
M727352,寺尾のどすこい大相撲,ジャレコ,1989-11-24,5900.0
M761270,孔雀王2 幻影城,株式会社セガ・エンタープライゼス,1989-11-25,6000.0
M727349,GOLF,任天堂株式会社,1989-11-28,2600.0
M727348,バリバリ伝説,タイトー,1989-11-29,6600.0
M727347,スクウェアのトム・ソーヤ,スクウェア,1989-11-30,6500.0
M740843,Mr. HELIの大冒険,アイレム株式会社,1989-12-01,6700.0
M727346,名門 多古西応援団,アスミック,1989-12-01,6500.0
M727345,未来戦史ライオス,パック・イン・ビデオ,1989-12-01,6300.0
M727344,The Super SHINOBI,セガ・エンタープライゼス,1989-12-02,6000.0
M753956,パチンコタイム,株式会社ココナッツジャパンエンターテイメント,1989-12-08,3280.0
M727343,新・里見八犬伝 光と闇の戦い,東映動画株式会社・映像事業部,1989-12-08,6200.0
M727342,BATTLE ACE,ハドソン (HUDSON SOFT),1989-12-08,6500.0
M727341,TATSUJIN,セガ・エンタープライゼス,1989-12-09,6000.0
M727340,マージャンCOP竜 白狼の野望,セガ・エンタープライゼス,1989-12-14,5500.0
M727339,トップガン デュアルファイターズ,コナミ株式会社,1989-12-15,6000.0
M727338,フリップル,タイトー,1989-12-15,3900.0
M727337,スウィートホーム,カプコン,1989-12-15,6500.0
M727336,ヘルツォーク・ツヴァイ,テクノソフト,1989-12-15,6800.0
M727335,魔界塔士Sa・Ga,エニックス,1989-12-15,3500.0
M727334,HYPER DYNE SIDE ARMS SPECIAL,NECアベニュー株式会社,1989-12-15,5800.0
M727333,PC原人,ハドソン,1989-12-15,5800.0
M727332,ヴァーミリオン,セガ・エンタープライゼス,1989-12-16,8500.0
M727330,ファミスタ'90,ナムコ,1989-12-19,5800.0
M727331,Quarter Back Scramble,ポニーキャニオン,1989-12-19,6077.0
M762262,将棋,株式会社ポニーキャニオン,1989-12-19,3400.0
M727329,これがプロ野球'89,INTEC,1989-12-20,5800.0
M727324,ROMROMスタジアム,日本コンピュータシステム株式会社 (メサイヤ),1989-12-22,6200.0
M727321,HEAVY UNIT,タイトー,1989-12-22,6600.0
M727322,KNIGHT RIDER SPECIAL,パック・イン・ビデオ,1989-12-22,5800.0
M727326,海戦ゲーム NAVY BLUE,ユース,1989-12-22,3400.0
M747287,キュービリオン,株式会社セタ,1989-12-22,2980.0
M727325,マッピーキッズ,ナムコ,1989-12-22,5800.0
M727327,悪魔城伝説,コナミ株式会社,1989-12-22,6500.0
M727323,弁慶外伝,サン電子株式会社,1989-12-22,6200.0
M727319,GOLDEN AXE,セガ・エンタープライゼス,1989-12-23,6000.0
M746507,カース,株式会社マイクロネット,1989-12-23,6800.0
M745758,ヴォルフィード,株式会社タイトー,1989-12-27,6600.0
M727312,がんばれゴエモン外伝 きえた黄金キセル,コナミ株式会社,1990-01-05,6980.0
M754561,ヒーロー集合!! ピンボールパーティ,株式会社ジャレコ,1990-01-12,2980.0
M727311,ZOOM!,セガ・エンタープライゼス,1990-01-13,5500.0
M759373,ワールドボウリング,株式会社アテナ,1990-01-13,3000.0
M727307,逐電屋 藤兵衛,ナグザット,1990-01-26,6700.0
M727308,タイトーチェイスH.Q.,タイトー,1990-01-26,6600.0
M727310,SOLARSTRIKER,任天堂株式会社,1990-01-26,2600.0
M727309,ガイフレーム,日本コンピュータシステム株式会社,1990-01-26,5800.0
M727306,史上最大の倉庫番,日本コンピュータシステム株式会社,1990-01-30,5200.0
M727305,麻雀刺客列伝 麻雀ウォーズ,日本物産株式会社,1990-02-01,4900.0
M727304,CADILLAC,ヘクト,1990-02-02,4900.0
M727303,信長の野望 戦国群雄伝,光栄,1990-02-03,11800.0
M727302,もっともあぶない刑事,東映動画株式会社・映像事業部,1990-02-06,5300.0
M727301,SUPER volley ball,ビデオシステム株式会社,1990-02-07,5800.0
M727300,DRAGON QUEST 4 導かれし者たち,エニックス,1990-02-11,8500.0
M727296,THE NEWZEALAND STORY,タイトー,1990-02-23,6600.0
M763953,対局連珠,株式会社トーワチキ,1990-02-23,2980.0
M727294,BLODIA,HUDSON SOFT,1990-02-23,4500.0
M727299,nemesis,コナミ株式会社,1990-02-23,3500.0
M727298,虎への道,ビクター音楽産業株式会社,1990-02-23,6500.0
M727293,ソーサリアン,セガ・エンタープライゼス,1990-02-24,7000.0
M727292,PARANOIA,ナグザット,1990-03-01,5800.0
M727291,スーパーリアル バスケットボール,セガ・エンタープライゼス,1990-03-02,6000.0
M727289,スペースインベーダーズ 復活の日,タイトー,1990-03-02,5900.0
M727288,西村京太郎ミステリー スーパーエクスプレス殺人事件,アイレム株式会社,1990-03-02,6500.0
M749143,シティーハンター,サン電子株式会社,1990-03-02,6300.0
M748593,ザ・ニュージーランド ストーリー,株式会社タイトー,1990-03-03,6800.0
M727287,Wizardry KNIGHT OF DIAMONDS,アスキー,1990-03-09,4500.0
M755981,ベースボールキッズ,株式会社ジャレコ,1990-03-15,3300.0
M755614,フリップル,株式会社タイトー,1990-03-16,3000.0
M727283,倉庫番WORLD,メディアリング,1990-03-16,5400.0
M762123,重装機兵レイノス,日本コンピュータシステム株式会社,1990-03-16,6200.0
M727284,SUPER DARIUS,NECアベニュー株式会社,1990-03-16,6800.0
M727286,GOLDEN AXE,日本テレネット,1990-03-16,6780.0
M727282,AFTER BURNER 2,電波新聞社,1990-03-20,6900.0
M756089,ペンギンランド,株式会社ポニーキャニオン,1990-03-21,3000.0
M744405,アームドF,株式会社パック・イン・ビデオ,1990-03-23,6700.0
M727280,サンサーラ・ナーガ,ビクター音楽産業株式会社,1990-03-23,7500.0
M727279,FINAL BLOW,タイトー,1990-03-23,6800.0
M755532,フラッピースペシャル,ビクター音楽産業株式会社,1990-03-23,3300.0
M742122,SDガンダム SD戦国伝 国盗り物語,株式会社バンダイ,1990-03-24,3500.0
M760521,奇々怪界,株式会社タイトー,1990-03-27,6600.0
M752654,トランプボーイ,株式会社パック・イン・ビデオ,1990-03-29,3000.0
M727275,井崎脩五郎の競馬必勝学,イマジニア株式会社,1990-03-30,9800.0
M759260,ロムロム カラオケ Vol. 2 なっとくアイドル,ビクター音楽産業株式会社,1990-03-30,4800.0
M759259,ロムロム カラオケ Vol. 1 すてきにスタンダード,ビクター音楽産業株式会社,1990-03-30,4800.0
M727273,ドロップロックほらホラ,データイースト株式会社,1990-03-30,5900.0
M756081,ぺんぎんくんWars VS.,株式会社アスキー,1990-03-30,3000.0
M727277,BE BALL,ハドソン,1990-03-30,5200.0
M727278,熱血高校ドッジボール部 PC番外編,ナグザット,1990-03-30,5800.0
M750198,スペースインベーダー,株式会社タイトー,1990-03-30,3000.0
M747342,キング・オブ・カジノ,ビクター音楽産業株式会社,1990-03-30,6200.0
M727271,三國志 2 DISK版,光栄,1990-04-01,14800.0
M766027,魔動王グランゾート,株式会社ハドソン,1990-04-06,6500.0
M746641,かこむん蛇,加賀テック株式会社,1990-04-06,3000.0
M759261,ロムロム カラオケ Vol. 3 やっぱしバンド,ビクター音楽産業株式会社,1990-04-06,4800.0
M759262,ロムロム カラオケ Vol. 4 ちょいとおとな! ?,ビクター音楽産業株式会社,1990-04-06,4800.0
M759263,ロムロム カラオケ Vol. 5 カラオケ幕の内,ビクター音楽産業株式会社,1990-04-06,4800.0
M727269,PSYCHO CHASER,ナグザット,1990-04-06,5800.0
M727268,デジタル・デビル物語 女神転生2,ナムコ,1990-04-06,7800.0
M727266,DEEP DUNGEON 4 黒の妖術師,アスミック,1990-04-06,6500.0
M727265,DARWIN 4081,セガ・エンタープライゼス,1990-04-07,6000.0
M727264,ウルトラマン倶楽部2 帰ってきたウルトラマン倶楽部,バンダイ,1990-04-07,6000.0
M727262,ガンヘッド 新たなる戦い,"科学技研株式会社,バリエ",1990-04-13,6500.0
M765398,爆裂戦士ウォーリア,株式会社エポック社,1990-04-13,3000.0
M742155,SDルパン三世 ～金庫破り大作戦～,株式会社バンプレスト,1990-04-13,3300.0
M754026,バットマン,サン電子株式会社,1990-04-13,3400.0
M727263,クォース,コナミ株式会社,1990-04-13,4900.0
M727261,クイックス,任天堂株式会社,1990-04-13,2600.0
M756449,ポパイ,株式会社シグマ商事,1990-04-20,3500.0
M727257,POWER BLAZER,タイトー,1990-04-20,5900.0
M727258,ファイアーエムブレム 暗黒竜と光の剣,任天堂株式会社,1990-04-20,6000.0
M749529,スーパーチャイニーズランド,株式会社カルチャーブレーン,1990-04-20,3300.0
M755858,ブロディア,東京書籍株式会社,1990-04-20,3000.0
M727255,時の継承者 ファンタシースター3,セガ・エンタープライゼス,1990-04-21,8700.0
M727251,サイオブレード,シグマ商事,1990-04-27,8500.0
M727250,FORMATION SOCCER HUMAN CUP '90,ヒューマン株式会社,1990-04-27,5500.0
M727248,BARUNBA,ナムコ,1990-04-27,6800.0
