アニメ作品名ID,初出年代,初出曜日,クール数,初出曜日ID,初出年代ID
C11766,2000,火,1クール以下,1,1
C11826,2000,火,1クール以下,1,1
C12057,2000,火,1クール以下,1,1
C12076,2000,火,1クール以下,1,1
C12116,2000,火,1クール以下,1,1
C12275,2000,火,1クール以下,1,1
C12323,2000,火,1クール以下,1,1
C12325,2000,火,1クール以下,1,1
C12521,2000,火,1クール以下,1,1
C12583,2000,火,1クール以下,1,1
C12585,2000,火,1クール以下,1,1
C9937,2000,火,1クール以下,1,1
C9939,2000,火,1クール以下,1,1
C9905,2000,火,1クール以下,1,1
C10332,2000,火,1クール以下,1,1
C10598,2000,火,1クール以下,1,1
C10616,2000,火,1クール以下,1,1
C10768,2000,火,1クール以下,1,1
C10778,2000,火,1クール以下,1,1
C10874,2000,火,1クール以下,1,1
C11095,2000,火,1クール以下,1,1
C11174,2000,火,1クール以下,1,1
C11267,2000,火,1クール以下,1,1
C11466,2000,火,1クール以下,1,1
C11485,2000,火,1クール以下,1,1
C11536,2000,火,1クール以下,1,1
C11549,2000,火,1クール以下,1,1
C11621,2000,火,1クール以下,1,1
C11738,2000,火,1クール以下,1,1
C11774,2000,火,1クール以下,1,1
C11800,2000,火,1クール以下,1,1
C11824,2000,火,1クール以下,1,1
C11898,2000,火,1クール以下,1,1
C11920,2000,火,1クール以下,1,1
C12525,2000,火,1クール以下,1,1
C12559,2000,火,1クール以下,1,1
C12575,2000,火,1クール以下,1,1
C13189,2000,火,1クール以下,1,1
C13248,2000,火,1クール以下,1,1
C9954,2000,火,1クール以下,1,1
C10380,2000,火,2クール以上,1,1
C10421,2000,火,2クール以上,1,1
C10474,2000,火,2クール以上,1,1
C10546,2000,火,2クール以上,1,1
C10988,2000,火,2クール以上,1,1
C11495,2000,火,2クール以上,1,1
C15334,2000,火,2クール以上,1,1
C13077,2000,火,2クール以上,1,1
C14539,2000,火,2クール以上,1,1
C14554,2000,火,2クール以上,1,1
C10223,2000,火,2クール以上,1,1
C10728,2000,火,2クール以上,1,1
C14631,2000,火,2クール以上,1,1
C11408,2000,火,2クール以上,1,1
C10776,2000,火,2クール以上,1,1
C12553,2000,火,2クール以上,1,1
C13140,2000,火,2クール以上,1,1
C10149,2000,火,2クール以上,1,1
C12925,2000,火,2クール以上,1,1
C10239,2000,火,2クール以上,1,1
C11105,2000,火,2クール以上,1,1
C12840,2000,火,2クール以上,1,1
C12581,2000,火,2クール以上,1,1
C10090,2000,火,2クール以上,1,1
C10671,2000,火,2クール以上,1,1
C11116,2000,火,2クール以上,1,1
C11965,2000,火,2クール以上,1,1
C11992,2000,火,2クール以上,1,1
C12114,2000,火,2クール以上,1,1
C9925,2000,火,2クール以上,1,1
C9935,2000,火,2クール以上,1,1
C10006,2000,火,2クール以上,1,1
C10086,2000,火,2クール以上,1,1
C10088,2000,火,2クール以上,1,1
C10258,2000,火,2クール以上,1,1
C10330,2000,火,2クール以上,1,1
C10360,2000,火,2クール以上,1,1
C10378,2000,火,2クール以上,1,1
C10464,2000,火,2クール以上,1,1
C10508,2000,火,2クール以上,1,1
C10548,2000,火,2クール以上,1,1
C10550,2000,火,2クール以上,1,1
C10638,2000,火,2クール以上,1,1
C10673,2000,火,2クール以上,1,1
C10684,2000,火,2クール以上,1,1
C10832,2000,火,2クール以上,1,1
C10834,2000,火,2クール以上,1,1
C10972,2000,火,2クール以上,1,1
C10974,2000,火,2クール以上,1,1
C10993,2000,火,2クール以上,1,1
C10995,2000,火,2クール以上,1,1
C11089,2000,火,2クール以上,1,1
C11114,2000,火,2クール以上,1,1
C11150,2000,火,2クール以上,1,1
C11172,2000,火,2クール以上,1,1
C11353,2000,火,2クール以上,1,1
C11355,2000,火,2クール以上,1,1
C11383,2000,火,2クール以上,1,1
C11385,2000,火,2クール以上,1,1
C11468,2000,火,2クール以上,1,1
C11742,2000,火,2クール以上,1,1
C11922,2000,火,2クール以上,1,1
C11963,2000,火,2クール以上,1,1
C12102,2000,火,2クール以上,1,1
C12277,2000,火,2クール以上,1,1
C12389,2000,火,2クール以上,1,1
C12393,2000,火,2クール以上,1,1
C12523,2000,火,2クール以上,1,1
C12579,2000,火,2クール以上,1,1
C12969,2000,火,2クール以上,1,1
C9941,2000,火,2クール以上,1,1
C10504,2000,火,2クール以上,1,1
C10620,2000,火,2クール以上,1,1
C11487,2000,火,2クール以上,1,1
C11544,2000,火,2クール以上,1,1
C10034,2000,火,2クール以上,1,1
C9909,2000,火,2クール以上,1,1
C10864,2000,火,2クール以上,1,1
C10221,2000,火,2クール以上,1,1
C10557,2000,火,2クール以上,1,1
C12943,2000,火,2クール以上,1,1
C10456,2000,火,2クール以上,1,1
C12878,2000,火,2クール以上,1,1
C10123,2000,火,2クール以上,1,1
C15352,2000,火,2クール以上,1,1
C12134,2000,火,2クール以上,1,1
C12135,2000,火,2クール以上,1,1
C12176,2000,火,2クール以上,1,1
C15330,2000,火,2クール以上,1,1
C9929,2000,火,2クール以上,1,1
C14561,2000,火,2クール以上,1,1
C12823,2000,火,2クール以上,1,1
C12838,2000,火,2クール以上,1,1
C12833,2000,火,2クール以上,1,1
C10567,2000,火,2クール以上,1,1
C12626,2000,火,2クール以上,1,1
C12985,2000,火,2クール以上,1,1
C12643,2000,火,2クール以上,1,1
C9897,2000,火,2クール以上,1,1
C13320,2000,火,2クール以上,1,1
C10169,2000,火,2クール以上,1,1
C10669,2000,火,2クール以上,1,1
C10830,2000,火,2クール以上,1,1
C11205,2000,火,2クール以上,1,1
C11209,2000,火,2クール以上,1,1
C9927,2000,火,2クール以上,1,1
C13071,2000,火,2クール以上,1,1
C10254,2000,火,2クール以上,1,1
C11207,2000,火,2クール以上,1,1
C10256,2000,火,2クール以上,1,1
C9993,2000,火,2クール以上,1,1
C14624,2000,火,2クール以上,1,1
C10326,2000,火,2クール以上,1,1
C11021,2000,火,2クール以上,1,1
C14565,2000,火,2クール以上,1,1
C10252,2000,火,2クール以上,1,1
C11740,2000,火,2クール以上,1,1
C9879,2000,火,2クール以上,1,1
C12577,2000,火,2クール以上,1,1
C11053,2000,火,2クール以上,1,1
C12391,2000,火,2クール以上,1,1
C9962,2000,火,2クール以上,1,1
C10997,2000,火,2クール以上,1,1
C14584,2000,火,2クール以上,1,1
C12923,2000,火,2クール以上,1,1
C9197,2000,火,2クール以上,1,1
C13376,2000,水,1クール以下,2,1
C14605,2000,水,1クール以下,2,1
C15342,2000,水,1クール以下,2,1
C9981,2000,水,1クール以下,2,1
C13130,2000,水,1クール以下,2,1
C14562,2000,水,1クール以下,2,1
C10288,2000,水,1クール以下,2,1
C12612,2000,水,1クール以下,2,1
C15351,2000,水,1クール以下,2,1
C10005,2000,水,1クール以下,2,1
C11932,2000,水,1クール以下,2,1
