マンガ雑誌名,ccid,マンガ作品名,8話目までの平均掲載位置,8話目までの平均ページ数,8話目までのカラー獲得率,合計各話数,アニメ化,連載開始日
週刊少年チャンピオン,C94357,イマワノキワ,0.6566520278567498,6.375,0.125,17.0,False,2011-07-07
週刊少年チャンピオン,C94359,イレギュラー,0.4675670511655986,19.0,0.125,14.0,False,1997-01-01
週刊少年チャンピオン,C94369,うずらコンビニエンス,0.3224821014548141,4.25,0.125,15.0,False,2011-08-25
週刊少年チャンピオン,C94371,ウダウダやってるヒマはねェ!,0.37313370569226634,24.5,0.125,188.0,False,1992-10-29
週刊少年チャンピオン,C94372,ウチコミ!!,0.5391085729203307,29.125,0.25,63.0,False,2013-08-29
週刊少年チャンピオン,C94383,雨天決行,0.32053605149237574,28.25,0.25,41.0,False,2013-06-13
週刊少年チャンピオン,C94396,エイケン,0.32670155388701827,26.875,0.125,160.0,False,2001-05-17
週刊少年チャンピオン,C94411,エレル,0.44162048866461423,25.375,0.125,16.0,False,2005-01-20
週刊少年チャンピオン,C94414,王様日記,0.7188718001926712,21.75,0.125,8.0,False,2011-03-24
週刊少年チャンピオン,C94415,王様のオーパーツ,0.3592633635350664,25.125,0.125,24.0,False,2007-01-01
週刊少年チャンピオン,C94419,狼の碑　エゾオオカミ絶滅記,0.47770870834270857,23.0,0.0,9.0,False,1993-09-09
週刊少年チャンピオン,C94422,オーバードライブ魂,0.762363407296943,8.0,0.0,8.0,False,2006-05-25
週刊少年チャンピオン,C94435,勝手にシロー,0.37113075017465436,23.75,0.125,37.0,False,1990-12-13
週刊少年チャンピオン,C94439,金縛っておくれよベイベー,0.6270114942528735,8.0,0.0,11.0,False,2008-07-03
週刊少年チャンピオン,C94463,からじしぼたん,0.22766157366186882,23.75,0.125,44.0,False,1995-03-16
週刊少年チャンピオン,C94465,ガリガリ!!,0.8270592562230576,22.25,0.125,8.0,False,2009-11-05
週刊少年チャンピオン,C94468,かりんと。,0.15638719542316254,23.625,0.25,62.0,False,2004-02-26
週刊少年チャンピオン,C94469,かるた,0.5405877199156469,22.125,0.0,19.0,False,2006-12-14
週刊少年チャンピオン,C94478,元祖!浦安鉄筋家族,0.18067229753020153,14.5,0.125,419.0,False,2002-04-04
週刊少年チャンピオン,C94479,ガン×ソード,0.4382100194146584,23.5,0.125,8.0,False,2005-07-14
週刊少年チャンピオン,C94482,がんばれ酢めし疑獄!!,0.5854056909509829,3.5,0.0,244.0,False,1999-02-11
週刊少年チャンピオン,C94484,キガタガキタ! ～「恐怖新聞」～より,0.5329067663662269,24.125,0.25,44.0,False,2009-12-10
週刊少年チャンピオン,C94519,キャラメルリンゴ,0.2553075959308285,24.625,0.125,44.0,False,2002-05-16
週刊少年チャンピオン,C94521,ギャングロード 不良道,0.3313531066416354,30.25,0.375,16.0,False,2014-07-17
週刊少年チャンピオン,C94524,吸血鬼すぐ死ぬ,0.3714816561749767,15.0,0.25,96.0,False,2013-06-27
週刊少年チャンピオン,C94531,京四郎,0.33452613408783016,20.75,0.125,231.0,False,1995-04-27
週刊少年チャンピオン,C94534,行徳魚屋浪漫 スーパーバイトJ,0.4841043519386034,4.0,0.0,82.0,False,2010-06-10
週刊少年チャンピオン,C94535,恐怖症博士 ドクター・フォービア,0.5182811822284171,10.0,0.0,18.0,False,2002-08-08
週刊少年チャンピオン,C94539,恐竜くん,0.30472636815920395,26.875,0.125,67.0,False,1992-02-20
週刊少年チャンピオン,C94542,ギラ!,0.7647901682841979,20.0,0.0,10.0,False,1993-02-18
週刊少年チャンピオン,C94543,キリエ 吸血聖女,0.41745234917667806,22.25,0.25,18.0,False,2000-08-24
週刊少年チャンピオン,C94544,キレルくん,0.6230571938301375,20.25,0.125,32.0,False,2006-04-27
週刊少年チャンピオン,C94551,唇にパンク,0.34063889901134525,22.375,0.125,44.0,False,1991-03-07
週刊少年チャンピオン,C94554,くにお,0.4382761290046744,25.125,0.125,37.0,False,1993-04-29
週刊少年チャンピオン,C94562,グラップラー刃牙外伝,0.23872652277230272,21.75,0.0,8.0,False,1999-07-01
週刊少年チャンピオン,C94567,グルームパーティー,0.5690367898704953,5.0,0.0,219.0,False,1995-01-26
週刊少年チャンピオン,C94573,ジャージマン,0.3347432849977434,14.125,0.125,21.0,False,1997-07-10
週刊少年チャンピオン,C94574,ジャイアンツ,0.18752346536219514,15.5,0.125,39.0,False,1995-09-07
週刊少年チャンピオン,C94577,しゃがら,0.4310187464831548,25.0,0.125,42.0,False,1993-03-25
週刊少年チャンピオン,C94578,シャカリキ!,0.31971876176144226,25.375,0.125,156.0,False,1992-04-16
週刊少年チャンピオン,C94580,邪神戦線リストラ・ボーイ,0.35357592326305487,23.375,0.125,46.0,False,1993-11-18
週刊少年チャンピオン,C94585,ジャンジャンバリバリ,0.10387794162061498,30.875,0.25,60.0,False,1996-11-28
週刊少年チャンピオン,C94595,囚人リク,0.5151920571949846,27.75,0.25,308.0,False,2011-02-10
週刊少年チャンピオン,C94599,柔道放物線,0.9868589359093004,6.0,0.0,142.0,False,2002-01-31
週刊少年チャンピオン,C94600,しゅーまっは,0.21634489318000016,14.25,0.125,103.0,False,2000-10-26
週刊少年チャンピオン,C94601,シュガーレス SUGARLESS,0.5066436280686848,28.75,0.25,156.0,False,2010-01-21
週刊少年チャンピオン,C94602,樹海少年ZOO1,0.2430876544349329,21.25,0.25,96.0,False,2001-07-12
週刊少年チャンピオン,C94605,出陣!!武将頭高校排球軍,0.7550134965480898,21.25,0.125,8.0,False,2009-11-19
週刊少年チャンピオン,C94606,出陣!!ムショ高排球軍,0.6238792352616105,26.75,0.125,24.0,False,2010-07-22
週刊少年チャンピオン,C94621,超バージン!,0.34339547979943047,22.5,0.125,68.0,False,1995-11-02
週刊少年チャンピオン,C94623,バキ外伝 疵面-スカーフェイス-,0.11744480169396657,17.5,0.625,18.0,False,2008-08-21
週刊少年チャンピオン,C94652,ストライプブルー,0.3183227612341716,23.75,0.375,98.0,False,2007-04-26
週刊少年チャンピオン,C94655,スナッチャー窃,0.4453907834369253,23.0,0.125,17.0,False,2002-11-28
週刊少年チャンピオン,C94658,スパルタクス,0.6737816750415512,21.75,0.0,13.0,False,1996-06-20
週刊少年チャンピオン,C94664,スポ×ちゃん,0.4717153873367903,18.25,0.25,46.0,False,2012-04-12
週刊少年チャンピオン,C94671,青果人,0.7061639809497876,13.25,0.125,8.0,False,2014-03-27
週刊少年チャンピオン,C94677,ちぐはぐラバーズ,0.4360107875352551,27.25,0.375,17.0,False,2011-04-14
週刊少年チャンピオン,C94701,聖戦士KAZUMA,0.38868159203980096,25.0,0.125,19.0,False,1992-09-17
週刊少年チャンピオン,C94702,聖闘士星矢 NEXT DIMENSION 冥王神話,0.006416418754456213,8.125,1.0,85.0,False,2006-05-18
週刊少年チャンピオン,C94703,聖闘士星矢 THE LOST CANVAS 冥王神話,0.20817751137444024,29.375,0.5,269.0,False,2006-09-07
週刊少年チャンピオン,C94713,絶対解決まぐれ君,0.478153874965326,26.5,0.125,9.0,False,2004-07-08
週刊少年チャンピオン,C94734,畳の上のミクロ,0.5894733612577859,25.75,0.125,19.0,False,2009-06-11
週刊少年チャンピオン,C94743,たまたまポンチー,0.6708828711796224,22.75,0.125,8.0,False,2010-11-25
週刊少年チャンピオン,C94752,ダンコン 團魂,0.1988450402034248,22.0,0.125,54.0,False,2002-09-12
週刊少年チャンピオン,C94753,探偵ボーズ21休さん,0.30914300433369957,26.25,0.125,61.0,False,1997-04-24
週刊少年チャンピオン,C94757,チェリー,0.21922829692941187,23.5,0.125,26.0,False,2004-04-22
週刊少年チャンピオン,C94762,愚零斗鏖,0.4079753133459308,21.625,0.125,19.0,False,1993-07-01
週刊少年チャンピオン,C94763,ゾクセイ,0.45694021354506154,8.25,0.25,83.0,False,2006-01-19
週刊少年チャンピオン,C94767,そばっかす!,0.20247084188605924,29.75,0.25,96.0,False,1994-05-19
週刊少年チャンピオン,C94769,空が灰色だから,0.5223103325536381,12.25,0.125,58.0,False,2011-10-20
週刊少年チャンピオン,C94780,大介ゴール!,0.2393193164184908,23.25,0.125,71.0,False,1997-06-05
週刊少年チャンピオン,C94781,代打教師 秋葉、真剣です!,0.2816490882682238,23.125,0.125,130.0,False,1990-04-19
週刊少年チャンピオン,C94793,クローズZERO,0.14032802245313017,24.625,0.5,78.0,False,2008-11-20
週刊少年チャンピオン,C94796,クローバー,0.2532012310667715,28.0,0.375,401.0,False,2007-04-19
週刊少年チャンピオン,C94801,黒虎,0.43708349695075893,26.25,0.125,44.0,False,2014-06-19
週刊少年チャンピオン,C94803,クンクンカムカ,0.44050343249427915,12.0,0.125,32.0,False,2006-04-20
週刊少年チャンピオン,C94805,功夫伝奇アグニ,0.40060891250416586,24.25,0.125,16.0,False,2004-06-03
週刊少年チャンピオン,C94827,ゲッチューまごころ便,0.27067231477112547,23.625,0.125,152.0,False,1998-08-13
週刊少年チャンピオン,C94833,ケルベロス,0.464185133742937,27.75,0.25,87.0,False,2010-01-07
週刊少年チャンピオン,C94837,幻仔譚じゃのめ,0.4736583819950303,27.25,0.25,61.0,False,2008-11-20
週刊少年チャンピオン,C94840,剣聖ツバメ,0.16654772492706904,27.375,0.25,97.0,False,2004-11-25
週刊少年チャンピオン,C94841,現代怪奇絵巻,0.7566889073522121,2.75,0.0,290.0,False,2006-02-09
週刊少年チャンピオン,C94843,拳魂 ケンダマ,0.409570953092599,23.625,0.125,17.0,False,2002-04-25
週刊少年チャンピオン,C94848,号外!!新選組カズエ,0.6243745965806313,15.5,0.0,24.0,False,2009-04-16
週刊少年チャンピオン,C94849,高校忠臣蔵,0.23380202389890714,21.875,0.25,11.0,False,1990-01-25
週刊少年チャンピオン,C94850,吼!サムライ,0.314253020557597,25.125,0.125,28.0,False,1991-01-21
週刊少年チャンピオン,C94862,極悪バンビーナ!,0.22067216821601748,12.5,0.125,29.0,False,2014-06-26
週刊少年チャンピオン,C94864,悟空道,0.18173469509214676,24.25,0.125,122.0,False,1997-09-25
週刊少年チャンピオン,C94869,極楽バタフライ,0.20938195735615633,23.0,0.125,34.0,False,1996-07-18
週刊少年チャンピオン,C94871,ココロが変吉,0.5903344776362675,10.0,0.0,10.0,False,1992-07-02
週刊少年チャンピオン,C94882,コトノハ学園,0.8214216215769665,12.0,0.0,10.0,False,2007-10-11
週刊少年チャンピオン,C94883,子供学級,0.32134152198300703,14.125,0.25,56.0,False,2003-10-16
週刊少年チャンピオン,C94905,GONTA!,0.26524086496166893,28.0,0.25,42.0,False,2003-04-10
週刊少年チャンピオン,C94910,曲芸家族,0.22669027297050462,26.875,0.125,32.0,False,2003-10-23
週刊少年チャンピオン,C94911,サイカチ 真夏の昆虫格闘記,0.4500890524538675,23.625,0.125,35.0,False,2005-09-15
週刊少年チャンピオン,C94914,最強少女さゆり,0.6120187639897684,16.5,0.125,48.0,False,2013-10-17
週刊少年チャンピオン,C94926,朔風の挽歌,0.30029176070748587,21.875,0.125,48.0,False,1991-03-28
週刊少年チャンピオン,C94927,さくらDISCORD,0.511894572100879,27.25,0.25,44.0,False,2011-09-01
週刊少年チャンピオン,C94929,サクラノ嵐,0.630055599682838,21.0,0.125,8.0,False,2013-02-21
週刊少年チャンピオン,C94935,サナギさん,0.8513004256006942,3.875,0.0,221.0,False,2004-07-29
週刊少年チャンピオン,C94940,サムライジ,0.1486869481717048,23.25,0.125,35.0,False,2003-07-31
週刊少年チャンピオン,C94943,さらし首3人衆,0.8616454910266163,10.0,0.0,10.0,False,2010-09-09
週刊少年チャンピオン,C94948,さんごくし 三国志,0.5734343331285203,29.5,0.125,51.0,False,2004-10-28
週刊少年チャンピオン,C94952,三四郎〔＾2〕,0.12842481903279807,24.25,0.25,181.0,False,1990-05-03
週刊少年チャンピオン,C94966,思春鬼のふたり,0.44554401112311404,25.75,0.25,34.0,False,2014-02-13
週刊少年チャンピオン,C94969,七人のナナ,0.22680903483442535,21.0,0.125,27.0,False,2001-11-22
週刊少年チャンピオン,C94984,忍犬ずびまろ,0.21651532209422686,18.0,0.25,43.0,False,1993-11-11
週刊少年チャンピオン,C94988,被害妄想少女うれいの日常,0.5282856713949349,3.0,0.0,18.0,False,2011-03-10
週刊少年チャンピオン,C94990,ショウup,0.2537839819289671,26.375,0.125,17.0,False,2000-04-20
週刊少年チャンピオン,C94999,少年ラケット,0.46425653359187635,32.75,0.125,105.0,False,2013-11-21
週刊少年チャンピオン,C95003,少年探偵狩野俊介,0.7288013551854763,27.125,0.25,10.0,False,2010-10-28
週刊少年チャンピオン,C95011,ショー☆バン,0.21049641307265132,26.125,0.125,296.0,False,2000-10-12
週刊少年チャンピオン,C95012,ジョギリ屋ジョーがやって来る,0.7366543928269684,21.875,0.0,9.0,False,2009-02-19
週刊少年チャンピオン,C95020,白い弾丸,0.3494034256179366,24.5,0.125,17.0,False,1992-05-07
週刊少年チャンピオン,C95024,真・餓狼伝 明治格闘純史,0.2412204752337907,30.125,0.375,55.0,False,2013-02-14
週刊少年チャンピオン,C95044,超香少年サトル,0.3888534713367834,17.0,0.0,117.0,False,1994-10-06
週刊少年チャンピオン,C95045,超人!竜巻バレー部,0.42623906325027067,23.5,0.125,26.0,False,1995-02-23
週刊少年チャンピオン,C95046,超人S氏の奮戦　-花の2回目人生-,0.3079800273992357,13.125,0.0,71.0,False,1993-06-10
週刊少年チャンピオン,C95058,ツギハギ生徒会,0.4689246053715548,4.0,0.0,56.0,False,2009-01-01
週刊少年チャンピオン,C95064,椿ナイトクラブ,0.3568814450161368,21.25,0.125,63.0,False,2006-04-13
週刊少年チャンピオン,C95065,銀翼（つばさ）,0.3155816273914463,23.0,0.125,8.0,False,1997-05-01
週刊少年チャンピオン,C95067,釣り屋ナガレ,0.310326984507431,26.25,0.125,98.0,False,2008-01-24
週刊少年チャンピオン,C95071,デカポリス,0.6023495617589751,16.0,0.0,48.0,False,1999-10-14
週刊少年チャンピオン,C95073,デザートローズ,0.38211934641529965,28.25,0.25,21.0,False,2011-09-15
週刊少年チャンピオン,C95074,でじこの1ページ劇場,1.0,1.0,0.0,65.0,False,2001-04-19
週刊少年チャンピオン,C95079,鉄鍋のジャン!,0.1997091669621633,25.5,0.125,257.0,False,1995-02-09
週刊少年チャンピオン,C95080,鉄鍋のジャン!R 頂上作戦,0.591258694034537,24.75,0.25,85.0,False,2006-11-23
週刊少年チャンピオン,C95082,デビルクリーチャー,0.5710549013725343,23.25,0.0,10.0,False,1993-05-27
週刊少年チャンピオン,C95092,伝鬼活人剣,0.3414610580909501,24.0,0.125,35.0,False,1991-12-12
週刊少年チャンピオン,C95094,臀撃おしおき娘ゴータマン,0.28855783973314697,19.25,0.125,62.0,False,1991-10-31
週刊少年チャンピオン,C95099,転生ANIMA,0.3278428738079222,23.0,0.125,10.0,False,2002-01-01
週刊少年チャンピオン,C95102,てんむす,0.31217662961971143,24.75,0.25,90.0,False,2011-02-03
週刊少年チャンピオン,C95107,ドウカン,0.4135572139303482,23.5,0.125,28.0,False,1991-10-03
週刊少年チャンピオン,C95111,東京星に、いこう,0.3381369086652575,9.25,0.0,48.0,False,1991-03-14
週刊少年チャンピオン,C95114,どうぎんぐ,0.2543365282226878,23.875,0.125,70.0,False,1999-04-29
週刊少年チャンピオン,C95121,透明人間の作り方,0.7578601428706203,24.75,0.125,8.0,False,2010-02-04
週刊少年チャンピオン,C95122,東洋妖人伝 用神坊,0.43350847874053045,23.125,0.125,71.0,False,1997-07-31
週刊少年チャンピオン,C95124,ドールガン,0.28247525501800214,25.875,0.125,79.0,False,2004-09-16
週刊少年チャンピオン,C95128,ドカベン プロ野球編,0.1448974989669187,23.375,0.125,239.0,False,1999-02-04
週刊少年チャンピオン,C95129,ドカベン スーパースターズ編,0.09172802769372193,29.25,0.375,399.0,False,2004-01-22
週刊少年チャンピオン,C95130,ドカベン ドリームトーナメント編,0.43964290743798085,23.25,0.25,261.0,False,2012-03-29
週刊少年チャンピオン,C95131,ドキドキだいありー,0.764124672245093,12.375,0.0,13.0,False,1997-10-09
週刊少年チャンピオン,C95158,突撃!!レンジャークラブ!,0.49639926475030444,12.0,0.0,17.0,False,1997-03-27
週刊少年チャンピオン,C95161,特攻天女,0.2561877222136048,22.5,0.125,281.0,False,1995-07-20
週刊少年チャンピオン,C95166,突発!コハルの武技,0.5719196246099854,21.5,0.125,11.0,False,2013-11-28
週刊少年チャンピオン,C95167,トップスピード,0.35721882060439536,24.25,0.125,26.0,False,1998-10-08
週刊少年チャンピオン,C95170,となりの格闘王,0.324129243176422,24.0,0.125,86.0,False,1992-11-26
週刊少年チャンピオン,C95182,ドラゴン・ハイドレート 辰吉漂龍伝,0.6957050287219266,24.0,0.125,8.0,False,2011-07-14
週刊少年チャンピオン,C95190,トリック・リップ,0.38594860037861445,23.375,0.125,26.0,False,1993-10-21
週刊少年チャンピオン,C95192,ドリル園児,0.4961803102608761,4.0,0.125,64.0,False,2005-06-30
週刊少年チャンピオン,C95197,ドンキー,0.5272996005632351,16.5,0.125,36.0,False,1998-01-29
週刊少年チャンピオン,C95204,トンボー,0.4661715908789254,8.25,0.125,40.0,False,2008-09-04
週刊少年チャンピオン,C95212,ナックルボンバー学園,0.7283063615269811,3.375,0.0,41.0,False,2001-12-06
週刊少年チャンピオン,C95226,ナンバMG5,0.13593833033796596,27.75,0.125,161.0,False,2005-06-16
週刊少年チャンピオン,C95227,ナンバデッドエンド,0.24244433120585585,27.0,0.25,134.0,False,2008-11-13
週刊少年チャンピオン,C95231,虹色ラーメン,0.2091531416203113,25.25,0.125,163.0,False,2001-04-19
週刊少年チャンピオン,C95244,任侠姫レイラ,0.6179651658942644,27.25,0.25,34.0,False,2009-04-23
週刊少年チャンピオン,C95256,涅槃姫みどろ,0.35858804517404075,22.875,0.125,56.0,False,2006-01-12
週刊少年チャンピオン,C95271,バーサスアース,0.5463599597232087,27.5,0.25,78.0,False,2012-07-19
週刊少年チャンピオン,C95274,パーフェクティーチャー,0.4784023293957879,19.375,0.0,13.0,False,1998-12-10
週刊少年チャンピオン,C95276,ハーベストマーチ,0.4785106129149309,28.75,0.25,33.0,False,2012-11-15
週刊少年チャンピオン,C95277,バイオハザード ～マルハワデザイア～,0.40695705234258817,26.75,0.375,44.0,False,2012-02-23
週刊少年チャンピオン,C95283,南風!BunBun,0.26559359850123615,24.375,0.125,35.0,False,2005-05-26
週刊少年チャンピオン,C95284,覇王の森,0.11735379534002645,26.125,0.25,52.0,False,1993-08-05
週刊少年チャンピオン,C95289,ばかモン!,0.6738534919368466,22.75,0.125,8.0,False,2012-06-28
週刊少年チャンピオン,C95290,バキ,0.12852151256714858,26.5,0.25,276.0,False,1999-09-30
週刊少年チャンピオン,C95291,刃牙道,0.065665822555092,26.0,1.0,168.0,False,2014-03-20
週刊少年チャンピオン,C95292,バキどもえ,0.25753986659836037,4.25,0.0,20.0,False,2010-11-04
週刊少年チャンピオン,C95293,白亜紀恐竜奇譚 竜の国のユタ,0.2831306170477533,24.625,0.375,70.0,False,2006-09-14
週刊少年チャンピオン,C95300,マスク・ド・サド,0.20482315105122884,15.875,0.0,21.0,False,1994-11-17
週刊少年チャンピオン,C95307,魔島伝説ムー,0.4039830615330601,23.875,0.125,13.0,False,1993-05-20
週刊少年チャンピオン,C95308,魔宝DEサドンデス,0.18481943618513075,17.75,0.25,34.0,False,1990-07-12
週刊少年チャンピオン,C95313,魔物な彼女たち,0.6502078629681489,20.0,0.0,9.0,False,1996-07-25
週刊少年チャンピオン,C95314,迷い家ステーション,0.43599824752588245,24.375,0.125,44.0,False,1992-04-30
週刊少年チャンピオン,C95321,満天の星,0.2758973261444029,24.125,0.125,182.0,False,1998-03-05
週刊少年チャンピオン,C95334,むじな注意報!,0.6083979679938308,18.625,0.0,46.0,False,1996-08-22
週刊少年チャンピオン,C95339,無敵看板娘N(ナパーム),0.17595520893130046,17.0,0.375,52.0,False,2006-03-30
週刊少年チャンピオン,C95341,無敵マスクマン伝説レボルシオン,0.6006889324071667,23.625,0.125,9.0,False,1996-09-26
週刊少年チャンピオン,C95343,ムラマサ,0.3956807656260929,24.875,0.25,44.0,False,2008-12-04
週刊少年チャンピオン,C95370,箕輪道伝説,0.3377204598444138,20.875,0.125,70.0,False,1990-11-08
週刊少年チャンピオン,C95372,未来改戦Dクロゥス,0.26784871068226107,26.375,0.25,26.0,False,2004-11-04
週刊少年チャンピオン,C95376,はぐヤン!とんじる,0.4795274353702075,8.0,0.125,41.0,False,2003-04-24
週刊少年チャンピオン,C95378,パクリコン THE NIGHT JACKER,0.14861223391622946,22.75,0.125,26.0,False,1999-01-07
週刊少年チャンピオン,C95387,バチバチ,0.4947795411332475,31.25,0.25,142.0,False,2009-05-28
週刊少年チャンピオン,C95388,バチバチBURST,0.16228523557073168,25.75,0.375,109.0,False,2012-05-17
週刊少年チャンピオン,C95400,発明軍人イッシン,0.33698684264702167,23.25,0.25,27.0,False,2006-07-27
週刊少年チャンピオン,C95410,覇道,0.6187111814684192,28.0,0.25,22.0,False,2008-04-03
週刊少年チャンピオン,C95415,バトル・ハート,0.251331193661883,25.0,0.25,28.0,False,1991-01-01
週刊少年チャンピオン,C95422,ヤワラーマン,0.2070428119295879,24.0,0.125,37.0,False,1996-06-27
週刊少年チャンピオン,C95423,ヤンキーフィギュア,0.6554084282518705,22.0,0.125,58.0,False,2006-07-27
週刊少年チャンピオン,C95435,恋愛出世絵巻 えん×むす,0.2756571285394222,24.375,0.125,55.0,False,2002-07-11
週刊少年チャンピオン,C95446,ロボこみ,0.27905009323124613,8.0,0.0,77.0,False,2003-10-09
週刊少年チャンピオン,C95455,若葉の恋,0.1688200208434138,26.125,0.25,38.0,False,1990-02-08
週刊少年チャンピオン,C95458,私は加護女,0.7573480360636744,22.25,0.125,35.0,False,2006-11-30
週刊少年チャンピオン,C95509,優駿の門,0.3329854691730283,23.625,0.125,305.0,False,1995-01-01
週刊少年チャンピオン,C95510,優駿の門G1,0.15056321860187932,25.875,0.25,115.0,False,2001-01-11
週刊少年チャンピオン,C95526,妖変ニーベルングの指輪,0.6137366076744409,24.5,0.125,8.0,False,2009-10-29
週刊少年チャンピオン,C95528,予想屋 勝!,0.5489021692776572,24.5,0.125,8.0,False,2004-03-04
週刊少年チャンピオン,C95530,黄泉の影郎,0.5175564411965509,22.0,0.0,14.0,False,2001-03-29
週刊少年チャンピオン,C95545,ラフ＆ラフ,0.41808196899090666,25.0,0.125,25.0,False,2002-05-30
週刊少年チャンピオン,C95547,ラブバスケット,0.6125147291920767,22.875,0.125,8.0,False,2004-09-09
週刊少年チャンピオン,C95550,花と疾風,0.2606902078068755,29.0,0.25,33.0,False,1991-08-22
週刊少年チャンピオン,C95558,はみどる!,0.3593375806970472,13.0,0.25,65.0,False,2010-02-18
週刊少年チャンピオン,C95562,パラダイス・リング,0.3878855002087228,23.0,0.125,19.0,False,1991-06-20
週刊少年チャンピオン,C95565,ハリガネサービス,0.28565750934738876,28.625,0.25,155.0,False,2014-05-29
週刊少年チャンピオン,C95579,バロン・ゴング・バトル,0.49110136547721106,27.25,0.0,78.0,False,1997-11-20
週刊少年チャンピオン,C95580,ハングリーハート,0.2975570987373214,26.75,0.125,50.0,False,2002-02-07
週刊少年チャンピオン,C95582,ハンザスカイ,0.4004949581101324,26.5,0.25,114.0,False,2010-01-14
週刊少年チャンピオン,C95583,半熟ガーディアンズ,0.7770273331924956,24.25,0.125,10.0,False,2011-07-28
週刊少年チャンピオン,C95584,パンダのこ,0.2537740115729203,7.0,0.125,53.0,False,2012-07-12
週刊少年チャンピオン,C95593,範馬刃牙 SON OF OGRE,0.05650880850130085,27.75,1.0,314.0,False,2005-12-15
週刊少年チャンピオン,C95594,ビートニック!,0.5842427310682767,21.25,0.0,9.0,False,1994-10-13
週刊少年チャンピオン,C95602,肥前屋十兵衛,0.30771493776527103,24.0,0.125,27.0,False,1994-02-03
週刊少年チャンピオン,C95610,必殺卓球人,0.2618456364531261,21.5,0.125,34.0,False,1996-07-04
週刊少年チャンピオン,C95625,ひもろぎ守護神,0.2502819320260281,23.125,0.125,47.0,False,2002-08-01
週刊少年チャンピオン,C95633,ビンタ!,0.4687298666793681,26.125,0.125,18.0,False,1997-08-07
週刊少年チャンピオン,C95638,ファラウェイ Far・A・Way,0.3460845364869291,24.25,0.125,24.0,False,1990-06-28
週刊少年チャンピオン,C95641,ファントム零,0.371014084427213,25.375,0.125,34.0,False,2000-09-21
週刊少年チャンピオン,C95643,不安の種+,0.336134045822184,13.25,0.25,55.0,False,2007-02-08
週刊少年チャンピオン,C95644,不安の種,0.6386095892009537,6.125,0.125,13.0,False,2010-07-29
週刊少年チャンピオン,C95651,フェイスガード虜,0.36570264499220617,8.25,0.0,112.0,False,2002-10-31
週刊少年チャンピオン,C95652,フォーナが走る,0.37421442300697166,21.625,0.125,38.0,False,1990-07-19
週刊少年チャンピオン,C95654,ぶかつどう,0.3731591654160374,21.375,0.0,31.0,False,1995-11-16
週刊少年チャンピオン,C95661,フジケン,0.09724283893981744,28.0,0.125,199.0,False,1998-06-11
