マンガ雑誌巻号名,マンガ作品数,マンガ作者数,合計ページ数,発売日,価格,マンガ雑誌名,マンガ作品数（ジッタリング後）,マンガ作者数（ジッタリング後）,発売年
週刊少年マガジン 1983年 表示号数32,15,18,325.0,1983-07-27,180.0,週刊少年マガジン,15.061495102270293,17.55907326135166,1983
週刊少年マガジン 1983年 表示号数33,15,17,342.0,1983-08-03,180.0,週刊少年マガジン,15.296223405414922,17.313371707527864,1983
週刊少年マガジン 1983年 表示号数34,15,17,322.0,1983-08-10,180.0,週刊少年マガジン,14.58309571564067,16.794108306567317,1983
週刊少年マガジン 1983年 表示号数35,15,17,323.0,1983-08-17,180.0,週刊少年マガジン,15.080475595516063,16.78803115371943,1983
週刊少年マガジン 1983年 表示号数36,14,16,326.0,1983-08-24,180.0,週刊少年マガジン,14.035647110442934,15.793197853095545,1983
週刊少年マガジン 1983年 表示号数37,15,17,333.0,1983-08-31,180.0,週刊少年マガジン,15.221950663816699,17.294547059130807,1983
週刊少年マガジン 1983年 表示号数38,14,16,327.0,1983-09-07,180.0,週刊少年マガジン,14.346097902169157,16.064144868617444,1983
週刊少年マガジン 1983年 表示号数39,15,17,327.0,1983-09-14,180.0,週刊少年マガジン,14.484117341250322,16.956944563306102,1983
週刊少年マガジン 1983年 表示号数40,14,16,327.0,1983-09-21,180.0,週刊少年マガジン,14.104532785333731,16.248459209777273,1983
週刊少年マガジン 1983年 表示号数41,15,17,327.0,1983-09-28,180.0,週刊少年マガジン,14.580499423992068,16.39535941678308,1983
週刊少年マガジン 1983年 表示号数42,14,16,327.0,1983-10-05,180.0,週刊少年マガジン,14.716400411583994,15.672978967315924,1983
週刊少年マガジン 1983年 表示号数43,15,17,323.0,1983-10-12,180.0,週刊少年マガジン,14.831121262211578,16.84279562945737,1983
週刊少年マガジン 1983年 表示号数44,15,17,324.0,1983-10-19,180.0,週刊少年マガジン,14.696506338818448,16.970326089352557,1983
週刊少年マガジン 1983年 表示号数45,15,17,324.0,1983-10-26,180.0,週刊少年マガジン,14.569114110480157,17.03383348557351,1983
週刊少年マガジン 1983年 表示号数46,15,17,323.0,1983-11-02,180.0,週刊少年マガジン,14.99711023978108,17.099899913696174,1983
週刊少年マガジン 1983年 表示号数47,15,17,327.0,1983-11-09,180.0,週刊少年マガジン,14.679138535709368,17.00812841431941,1983
週刊少年マガジン 1983年 表示号数48,15,17,325.0,1983-11-16,180.0,週刊少年マガジン,15.16522879263586,17.083866212909978,1983
週刊少年マガジン 1983年 表示号数49,15,17,325.0,1983-11-23,180.0,週刊少年マガジン,14.971073988356146,16.70865958826572,1983
週刊少年マガジン 1983年 表示号数5,15,17,376.0,1983-01-19,190.0,週刊少年マガジン,15.07517767826615,16.93770622083038,1983
週刊少年マガジン 1983年 表示号数50,15,17,325.0,1983-11-30,180.0,週刊少年マガジン,14.759533152471475,17.037272168246123,1983
週刊少年マガジン 1983年 表示号数51,14,14,324.0,1983-12-07,180.0,週刊少年マガジン,14.169710524226645,14.357791131340255,1983
週刊少年マガジン 1983年 表示号数52,17,21,323.0,1983-12-14,180.0,週刊少年マガジン,17.102666197341964,20.942041837069482,1983
週刊少年マガジン 1983年 表示号数6,15,17,328.0,1983-01-26,180.0,週刊少年マガジン,15.192290770678124,17.23529467501468,1983
週刊少年マガジン 1983年 表示号数7,15,19,326.0,1983-02-02,180.0,週刊少年マガジン,14.534912700994457,19.29223808242397,1983
週刊少年マガジン 1983年 表示号数8,15,19,326.0,1983-02-09,180.0,週刊少年マガジン,14.934932921286185,19.112353080250134,1983
週刊少年マガジン 1983年 表示号数9,15,19,329.0,1983-02-16,180.0,週刊少年マガジン,14.836129746427597,19.36495058432945,1983
週刊少年マガジン 1984年 表示号数1,15,15,344.0,1984-01-01,180.0,週刊少年マガジン,15.203782269112605,14.77767496878137,1984
週刊少年マガジン 1984年 表示号数10,17,17,324.0,1984-02-22,180.0,週刊少年マガジン,16.72388066089059,16.474289060098503,1984
週刊少年マガジン 1984年 表示号数11,16,16,324.0,1984-02-29,180.0,週刊少年マガジン,15.993538880420243,15.769635060171844,1984
週刊少年マガジン 1984年 表示号数12,17,17,325.0,1984-03-07,180.0,週刊少年マガジン,16.8288263152496,16.685325863362326,1984
週刊少年マガジン 1984年 表示号数13,16,16,325.0,1984-03-14,180.0,週刊少年マガジン,16.18575721089475,16.024703786115154,1984
週刊少年マガジン 1984年 表示号数14,16,16,325.0,1984-03-21,180.0,週刊少年マガジン,16.023193381601452,16.258365021106066,1984
週刊少年マガジン 1984年 表示号数15,16,16,333.0,1984-03-28,180.0,週刊少年マガジン,15.547291802631394,16.054274651380084,1984
週刊少年マガジン 1984年 表示号数16,16,16,332.0,1984-04-04,180.0,週刊少年マガジン,16.366058867099106,15.865704119093207,1984
週刊少年マガジン 1984年 表示号数17,16,16,324.0,1984-04-11,180.0,週刊少年マガジン,16.52743424084418,15.828974776576613,1984
週刊少年マガジン 1984年 表示号数18,16,16,322.0,1984-04-18,180.0,週刊少年マガジン,16.12782562331623,16.3764153207095,1984
週刊少年マガジン 1984年 表示号数19,16,16,326.0,1984-04-25,180.0,週刊少年マガジン,16.230367584970693,15.806779074281524,1984
週刊少年マガジン 1984年 表示号数20,16,16,321.0,1984-05-02,180.0,週刊少年マガジン,15.800972093333716,15.924937421959683,1984
週刊少年マガジン 1984年 表示号数21,16,16,324.0,1984-05-09,180.0,週刊少年マガジン,16.038946072027755,15.58173316239033,1984
週刊少年マガジン 1984年 表示号数22,16,16,327.0,1984-05-16,180.0,週刊少年マガジン,16.406622633297985,16.082231961140792,1984
週刊少年マガジン 1984年 表示号数23,16,16,323.0,1984-05-23,180.0,週刊少年マガジン,16.420993666063445,16.211194288905112,1984
週刊少年マガジン 1984年 表示号数24,16,16,325.0,1984-05-30,180.0,週刊少年マガジン,15.974555568571594,16.086316791620963,1984
週刊少年マガジン 1984年 表示号数25,16,16,325.0,1984-06-06,180.0,週刊少年マガジン,15.993249933197585,16.02033885332417,1984
週刊少年マガジン 1984年 表示号数26,16,16,322.0,1984-06-13,180.0,週刊少年マガジン,15.860975651535282,16.105049316972455,1984
週刊少年マガジン 1984年 表示号数27,16,16,324.0,1984-06-20,180.0,週刊少年マガジン,15.916264505070796,16.009589780717253,1984
週刊少年マガジン 1984年 表示号数28,16,16,324.0,1984-06-27,180.0,週刊少年マガジン,16.10764111746927,16.093466220510784,1984
週刊少年マガジン 1984年 表示号数29,15,15,322.0,1984-07-04,180.0,週刊少年マガジン,14.921287075043177,14.98006024704204,1984
週刊少年マガジン 1984年 表示号数3,17,17,365.0,1984-01-06,190.0,週刊少年マガジン,17.133083323809004,16.530351253085,1984
週刊少年マガジン 1984年 表示号数30,16,17,322.0,1984-07-11,180.0,週刊少年マガジン,16.12021589603032,17.411374089196187,1984
週刊少年マガジン 1984年 表示号数31,16,17,326.0,1984-07-18,180.0,週刊少年マガジン,16.159167516523837,16.608672298256973,1984
週刊少年マガジン 1984年 表示号数32,16,17,323.0,1984-07-25,180.0,週刊少年マガジン,16.297718286480045,16.54148161411512,1984
週刊少年マガジン 1984年 表示号数33,17,18,324.0,1984-08-01,180.0,週刊少年マガジン,17.304594340383485,17.95850599475077,1984
週刊少年マガジン 1984年 表示号数34,16,17,340.0,1984-08-08,180.0,週刊少年マガジン,15.97820572865432,17.29815124078331,1984
週刊少年マガジン 1984年 表示号数35,16,17,360.0,1984-08-15,190.0,週刊少年マガジン,16.033292656579697,17.122216476647306,1984
週刊少年マガジン 1984年 表示号数36,15,16,324.0,1984-08-22,180.0,週刊少年マガジン,15.01331604322558,15.964858809743589,1984
週刊少年マガジン 1984年 表示号数37,15,16,324.0,1984-08-29,180.0,週刊少年マガジン,14.676380121475434,15.806180124119644,1984
週刊少年マガジン 1984年 表示号数38,15,16,324.0,1984-09-05,180.0,週刊少年マガジン,14.843226068881183,16.093936224699384,1984
週刊少年マガジン 1984年 表示号数39,14,15,325.0,1984-09-12,180.0,週刊少年マガジン,14.25830216120593,15.181891696356104,1984
週刊少年マガジン 1984年 表示号数40,15,16,329.0,1984-09-19,180.0,週刊少年マガジン,15.210289626165855,16.038562410105488,1984
週刊少年マガジン 1984年 表示号数41,15,16,327.0,1984-09-26,180.0,週刊少年マガジン,14.720294718581073,16.413459079714873,1984
週刊少年マガジン 1984年 表示号数42,15,16,325.0,1984-10-03,180.0,週刊少年マガジン,15.227658842120192,15.942610170940378,1984
週刊少年マガジン 1984年 表示号数43,16,17,324.0,1984-10-10,180.0,週刊少年マガジン,16.615873510883326,16.851720192176973,1984
週刊少年マガジン 1984年 表示号数44,16,17,323.0,1984-10-17,180.0,週刊少年マガジン,16.326369104355816,16.99553273172912,1984
週刊少年マガジン 1984年 表示号数45,16,17,323.0,1984-10-24,180.0,週刊少年マガジン,15.87303772406108,17.030055159217376,1984
週刊少年マガジン 1984年 表示号数46,16,17,325.0,1984-10-31,180.0,週刊少年マガジン,16.160041364212205,16.86100420936948,1984
週刊少年マガジン 1984年 表示号数47,15,16,325.0,1984-11-07,180.0,週刊少年マガジン,14.476274328974869,16.212116036802122,1984
週刊少年マガジン 1984年 表示号数48,15,16,323.0,1984-11-14,180.0,週刊少年マガジン,14.616024889334792,15.236091689896423,1984
週刊少年マガジン 1984年 表示号数49,15,16,322.0,1984-11-21,180.0,週刊少年マガジン,14.466765107794732,16.272569583828037,1984
週刊少年マガジン 1984年 表示号数5,18,18,356.0,1984-01-18,190.0,週刊少年マガジン,17.69464526686946,18.083276894537505,1984
週刊少年マガジン 1984年 表示号数50,15,16,324.0,1984-11-28,180.0,週刊少年マガジン,14.987226566479201,15.486297130022532,1984
週刊少年マガジン 1984年 表示号数51,15,16,323.0,1984-12-05,180.0,週刊少年マガジン,14.843261557775161,16.03816014689184,1984
週刊少年マガジン 1984年 表示号数52,15,16,324.0,1984-12-12,180.0,週刊少年マガジン,15.227134419268172,15.986649243831824,1984
週刊少年マガジン 1984年 表示号数6,17,17,323.0,1984-01-25,180.0,週刊少年マガジン,16.55746529269889,17.133395606978066,1984
週刊少年マガジン 1984年 表示号数7,17,17,326.0,1984-02-01,180.0,週刊少年マガジン,17.03177809025401,16.982868240442794,1984
週刊少年マガジン 1984年 表示号数8,17,17,325.0,1984-02-08,180.0,週刊少年マガジン,17.050633945269272,16.856232808750846,1984
週刊少年マガジン 1984年 表示号数9,17,17,322.0,1984-02-15,180.0,週刊少年マガジン,17.054846683097143,17.023344131802858,1984
週刊少年マガジン 1985年 表示号数1,15,16,323.0,1985-01-01,180.0,週刊少年マガジン,14.964511811254075,15.872509983432652,1985
週刊少年マガジン 1985年 表示号数10,17,18,325.0,1985-02-20,180.0,週刊少年マガジン,17.117814680855368,18.38984164373321,1985
週刊少年マガジン 1985年 表示号数11,16,17,323.0,1985-02-27,180.0,週刊少年マガジン,15.719591995846972,17.365572292105288,1985
週刊少年マガジン 1985年 表示号数12,16,17,326.0,1985-03-06,180.0,週刊少年マガジン,16.05872252613127,17.042887648535462,1985
週刊少年マガジン 1985年 表示号数13,16,17,324.0,1985-03-13,180.0,週刊少年マガジン,16.06651783554018,16.605939252117967,1985
週刊少年マガジン 1985年 表示号数14,17,17,340.0,1985-03-20,180.0,週刊少年マガジン,17.03053032715525,17.186781811238653,1985
週刊少年マガジン 1985年 表示号数15,16,16,323.0,1985-03-27,180.0,週刊少年マガジン,15.991510287945673,15.7459067681968,1985
週刊少年マガジン 1985年 表示号数16,16,16,321.0,1985-04-03,180.0,週刊少年マガジン,15.897021915691901,16.274032656411276,1985
週刊少年マガジン 1985年 表示号数17,16,15,323.0,1985-04-10,180.0,週刊少年マガジン,16.05990199988665,15.204405701609321,1985
週刊少年マガジン 1985年 表示号数18,16,16,322.0,1985-04-17,180.0,週刊少年マガジン,16.11125983889095,16.02731506405809,1985
週刊少年マガジン 1985年 表示号数19,15,14,321.0,1985-04-24,180.0,週刊少年マガジン,15.036403448024206,13.883503346163307,1985
週刊少年マガジン 1985年 表示号数2,16,17,345.0,1985-01-02,180.0,週刊少年マガジン,16.044594143245813,16.92432920946536,1985
週刊少年マガジン 1985年 表示号数20,15,15,323.0,1985-05-01,180.0,週刊少年マガジン,14.780109318647742,15.217193035150238,1985
週刊少年マガジン 1985年 表示号数21,15,14,324.0,1985-05-08,180.0,週刊少年マガジン,15.020729461406923,14.007108652689384,1985
週刊少年マガジン 1985年 表示号数22,16,16,320.0,1985-05-15,180.0,週刊少年マガジン,16.0555177322118,15.859447890818199,1985
週刊少年マガジン 1985年 表示号数23,15,15,322.0,1985-05-22,180.0,週刊少年マガジン,14.935034905443763,14.815322617530075,1985
週刊少年マガジン 1985年 表示号数24,14,14,322.0,1985-05-29,180.0,週刊少年マガジン,14.324273097925454,14.287146600067711,1985
週刊少年マガジン 1985年 表示号数25,15,15,323.0,1985-06-05,180.0,週刊少年マガジン,14.587313581257478,15.034114586352757,1985
週刊少年マガジン 1985年 表示号数26,15,15,324.0,1985-06-12,180.0,週刊少年マガジン,15.152877425442757,14.614977698083264,1985
週刊少年マガジン 1985年 表示号数27,15,15,324.0,1985-06-19,180.0,週刊少年マガジン,14.918671232433336,14.922114967339706,1985
週刊少年マガジン 1985年 表示号数28,16,16,322.0,1985-06-26,180.0,週刊少年マガジン,16.027925776583526,16.04160681589473,1985
週刊少年マガジン 1985年 表示号数29,16,16,323.0,1985-07-03,180.0,週刊少年マガジン,16.186981735157666,16.15236106509033,1985
週刊少年マガジン 1985年 表示号数30,16,16,324.0,1985-07-10,180.0,週刊少年マガジン,16.114293648824482,16.27996810217832,1985
週刊少年マガジン 1985年 表示号数31,16,16,326.0,1985-07-17,180.0,週刊少年マガジン,16.02519044549094,15.953989102686558,1985
週刊少年マガジン 1985年 表示号数32,16,16,322.0,1985-07-24,180.0,週刊少年マガジン,16.35958840694822,16.335051919953596,1985
週刊少年マガジン 1985年 表示号数33,15,15,341.0,1985-07-31,180.0,週刊少年マガジン,14.649952762475682,15.16287372591872,1985
週刊少年マガジン 1985年 表示号数34,15,15,325.0,1985-08-07,180.0,週刊少年マガジン,14.511319901993236,15.22533990868499,1985
週刊少年マガジン 1985年 表示号数35,16,16,323.0,1985-08-14,180.0,週刊少年マガジン,15.81028586145387,16.114574074226073,1985
週刊少年マガジン 1985年 表示号数36,14,14,330.0,1985-08-21,180.0,週刊少年マガジン,14.029856557212414,13.72735992411142,1985
週刊少年マガジン 1985年 表示号数37,16,16,327.0,1985-08-28,180.0,週刊少年マガジン,16.184102533720328,16.110055890511077,1985
週刊少年マガジン 1985年 表示号数38,16,16,327.0,1985-09-04,180.0,週刊少年マガジン,15.833532124139534,15.846930518195283,1985
週刊少年マガジン 1985年 表示号数39,16,16,327.0,1985-09-11,180.0,週刊少年マガジン,15.98697222004983,16.51589850979562,1985
週刊少年マガジン 1985年 表示号数4,17,18,367.0,1985-01-15,190.0,週刊少年マガジン,17.035503710254392,18.014146715890224,1985
週刊少年マガジン 1985年 表示号数40,16,16,321.0,1985-09-18,180.0,週刊少年マガジン,15.699794048010878,15.825980898102662,1985
週刊少年マガジン 1985年 表示号数41,17,17,319.0,1985-09-25,180.0,週刊少年マガジン,16.996467802179275,17.259043177704612,1985
週刊少年マガジン 1985年 表示号数42,16,16,321.0,1985-10-02,180.0,週刊少年マガジン,16.043070444555152,15.958033505025227,1985
週刊少年マガジン 1985年 表示号数43,16,16,322.0,1985-10-09,180.0,週刊少年マガジン,16.25462561453061,15.691936084771877,1985
週刊少年マガジン 1985年 表示号数44,16,16,323.0,1985-10-16,180.0,週刊少年マガジン,16.090638826027906,16.20698407374366,1985
週刊少年マガジン 1985年 表示号数45,15,15,321.0,1985-10-23,180.0,週刊少年マガジン,14.945179726434077,14.949089435370972,1985
週刊少年マガジン 1985年 表示号数46,16,16,323.0,1985-10-30,180.0,週刊少年マガジン,16.171335296547902,15.96419056353773,1985
週刊少年マガジン 1985年 表示号数47,15,15,321.0,1985-11-06,180.0,週刊少年マガジン,15.252741445296584,14.467527305598674,1985
週刊少年マガジン 1985年 表示号数48,15,15,318.0,1985-11-13,180.0,週刊少年マガジン,15.018009742553417,14.890613379533143,1985
週刊少年マガジン 1985年 表示号数49,16,16,322.0,1985-11-20,180.0,週刊少年マガジン,15.867057066707487,15.839715966687315,1985
週刊少年マガジン 1985年 表示号数5,19,19,364.0,1985-01-16,190.0,週刊少年マガジン,18.934877713198045,19.027982372444434,1985
週刊少年マガジン 1985年 表示号数50,17,17,321.0,1985-11-27,180.0,週刊少年マガジン,16.945642348766714,17.020417655382538,1985
週刊少年マガジン 1985年 表示号数51,16,16,323.0,1985-12-04,180.0,週刊少年マガジン,16.24652308161538,15.584686375370275,1985
週刊少年マガジン 1985年 表示号数52,16,16,321.0,1985-12-11,180.0,週刊少年マガジン,16.079993587502337,16.36391928489353,1985
週刊少年マガジン 1985年 表示号数7,17,18,322.0,1985-01-30,180.0,週刊少年マガジン,16.990169525363793,17.644282815345058,1985
週刊少年マガジン 1985年 表示号数8,17,18,322.0,1985-02-06,180.0,週刊少年マガジン,17.378555237169042,17.828034332793806,1985
週刊少年マガジン 1985年 表示号数9,17,18,323.0,1985-02-13,180.0,週刊少年マガジン,16.531646775448483,17.450654054290986,1985
週刊少年マガジン 1986年 表示号数1,15,15,323.0,1986-01-01,180.0,週刊少年マガジン,14.785923531179265,14.807990869237505,1986
週刊少年マガジン 1986年 表示号数10,16,16,321.0,1986-02-19,180.0,週刊少年マガジン,16.18485502434275,15.74535784879401,1986
週刊少年マガジン 1986年 表示号数11,16,16,327.0,1986-02-26,180.0,週刊少年マガジン,16.230499596800644,16.07011427412405,1986
週刊少年マガジン 1986年 表示号数12,16,16,324.0,1986-03-05,180.0,週刊少年マガジン,15.777726576408718,15.900990603329264,1986
週刊少年マガジン 1986年 表示号数13,16,16,315.0,1986-03-12,180.0,週刊少年マガジン,15.863342119808703,16.102758279227878,1986
週刊少年マガジン 1986年 表示号数14,16,16,322.0,1986-03-19,180.0,週刊少年マガジン,16.140191245399365,15.88496567362395,1986
週刊少年マガジン 1986年 表示号数15,16,15,342.0,1986-03-26,180.0,週刊少年マガジン,16.204320158755152,14.941412584725647,1986
週刊少年マガジン 1986年 表示号数16,15,15,321.0,1986-04-02,180.0,週刊少年マガジン,14.941336018758305,15.183846171400775,1986
週刊少年マガジン 1986年 表示号数17,15,15,321.0,1986-04-09,180.0,週刊少年マガジン,15.35889729265967,14.746491085312012,1986
週刊少年マガジン 1986年 表示号数18,15,15,325.0,1986-04-16,180.0,週刊少年マガジン,14.863294980677098,15.143360863327581,1986
週刊少年マガジン 1986年 表示号数19,15,16,321.0,1986-04-23,180.0,週刊少年マガジン,15.031190960885914,16.038516389908395,1986
週刊少年マガジン 1986年 表示号数2,17,17,327.0,1986-01-02,180.0,週刊少年マガジン,16.842931191607832,17.04403526441728,1986
週刊少年マガジン 1986年 表示号数20,15,16,323.0,1986-04-30,180.0,週刊少年マガジン,14.937187531979772,16.138023112956155,1986
週刊少年マガジン 1986年 表示号数21,15,16,320.0,1986-05-07,180.0,週刊少年マガジン,15.010139867122206,15.62838770893023,1986
週刊少年マガジン 1986年 表示号数22,16,17,324.0,1986-05-14,180.0,週刊少年マガジン,16.124172154998796,17.137611320316687,1986
週刊少年マガジン 1986年 表示号数23,16,17,326.0,1986-05-21,180.0,週刊少年マガジン,16.179816122049115,17.084523079329653,1986
週刊少年マガジン 1986年 表示号数24,16,17,326.0,1986-05-28,180.0,週刊少年マガジン,15.871954809517423,16.722786699582556,1986
週刊少年マガジン 1986年 表示号数25,16,17,322.0,1986-06-04,180.0,週刊少年マガジン,16.069670807898426,16.97551520359843,1986
週刊少年マガジン 1986年 表示号数26,15,16,325.0,1986-06-11,180.0,週刊少年マガジン,15.581928862714374,16.01871251320469,1986
週刊少年マガジン 1986年 表示号数27,15,16,320.0,1986-06-18,180.0,週刊少年マガジン,15.433116033251213,15.753711076614165,1986
週刊少年マガジン 1986年 表示号数28,15,16,327.0,1986-06-25,180.0,週刊少年マガジン,14.966123588933025,16.034036974640784,1986
週刊少年マガジン 1986年 表示号数29,15,16,318.0,1986-07-02,180.0,週刊少年マガジン,15.235175734065118,15.873106930209161,1986
週刊少年マガジン 1986年 表示号数30,15,16,340.0,1986-07-09,180.0,週刊少年マガジン,15.44462656388595,15.949271588258672,1986
週刊少年マガジン 1986年 表示号数31,15,16,322.0,1986-07-16,180.0,週刊少年マガジン,15.516287732423217,15.83671498598134,1986
週刊少年マガジン 1986年 表示号数32,14,15,330.0,1986-07-23,180.0,週刊少年マガジン,14.29374709801502,15.33529231927992,1986
週刊少年マガジン 1986年 表示号数33,14,15,328.0,1986-07-30,180.0,週刊少年マガジン,14.016116348409724,14.851490742962694,1986
週刊少年マガジン 1986年 表示号数34,14,15,325.0,1986-08-06,180.0,週刊少年マガジン,14.083630773073997,15.1193330327527,1986
週刊少年マガジン 1986年 表示号数35,14,15,322.0,1986-08-13,180.0,週刊少年マガジン,13.931016320476228,15.181702152346812,1986
週刊少年マガジン 1986年 表示号数36,14,15,321.0,1986-08-20,180.0,週刊少年マガジン,13.77403265356789,15.047253607270159,1986
週刊少年マガジン 1986年 表示号数37,14,14,326.0,1986-08-27,180.0,週刊少年マガジン,14.018448385914683,14.242526712653014,1986
週刊少年マガジン 1986年 表示号数38,14,14,323.0,1986-09-03,180.0,週刊少年マガジン,14.428630102007507,13.72863304659331,1986
週刊少年マガジン 1986年 表示号数39,13,13,325.0,1986-09-10,180.0,週刊少年マガジン,12.99876338711218,12.309825062004883,1986
週刊少年マガジン 1986年 表示号数4,16,16,376.0,1986-01-10,190.0,週刊少年マガジン,15.88547992421805,15.925123075294078,1986
週刊少年マガジン 1986年 表示号数40,14,14,325.0,1986-09-17,180.0,週刊少年マガジン,14.223482938157858,14.262865714500329,1986
週刊少年マガジン 1986年 表示号数41,13,13,327.0,1986-09-24,180.0,週刊少年マガジン,12.609760269771584,12.966903176946174,1986
週刊少年マガジン 1986年 表示号数42,15,15,345.0,1986-10-01,180.0,週刊少年マガジン,15.299940176717065,15.070777139350572,1986
週刊少年マガジン 1986年 表示号数43,16,16,349.0,1986-10-08,180.0,週刊少年マガジン,15.660722081414862,15.876068243786225,1986
週刊少年マガジン 1986年 表示号数44,15,15,355.0,1986-10-15,180.0,週刊少年マガジン,15.053693794328458,14.923628807618964,1986
週刊少年マガジン 1986年 表示号数45,15,15,347.0,1986-10-22,180.0,週刊少年マガジン,15.151037579336847,15.060430714194482,1986
週刊少年マガジン 1986年 表示号数46,15,15,347.0,1986-10-29,180.0,週刊少年マガジン,14.879324283229936,14.595102708289776,1986
週刊少年マガジン 1986年 表示号数47,15,15,353.0,1986-11-05,180.0,週刊少年マガジン,15.106578266532864,15.25831102935064,1986
週刊少年マガジン 1986年 表示号数48,16,16,346.0,1986-11-12,180.0,週刊少年マガジン,16.089513486163916,16.032098532657585,1986
週刊少年マガジン 1986年 表示号数49,20,20,349.0,1986-11-19,180.0,週刊少年マガジン,20.523900175540042,20.291867468929347,1986
週刊少年マガジン 1986年 表示号数50,15,15,355.0,1986-11-26,180.0,週刊少年マガジン,14.930164454570525,15.07805322769403,1986
週刊少年マガジン 1986年 表示号数51,15,15,346.0,1986-12-03,180.0,週刊少年マガジン,14.59451022663107,15.13978207570962,1986
週刊少年マガジン 1986年 表示号数52,16,16,354.0,1986-12-10,180.0,週刊少年マガジン,15.932425265866623,16.2799032783576,1986
週刊少年マガジン 1986年 表示号数6,16,16,358.0,1986-01-22,190.0,週刊少年マガジン,16.25064702251424,16.084535288428928,1986
週刊少年マガジン 1986年 表示号数7,16,16,324.0,1986-01-29,180.0,週刊少年マガジン,16.175293925822547,16.237881563607488,1986
週刊少年マガジン 1986年 表示号数8,16,16,327.0,1986-02-05,180.0,週刊少年マガジン,16.043062782618474,16.099697404265072,1986
週刊少年マガジン 1986年 表示号数9,16,16,325.0,1986-02-12,180.0,週刊少年マガジン,15.955653734290122,15.95336745561856,1986
週刊少年マガジン 1987年 表示号数1,15,15,353.0,1987-01-01,180.0,週刊少年マガジン,15.19477487547014,15.182251249333293,1987
週刊少年マガジン 1987年 表示号数10,16,17,354.0,1987-02-18,180.0,週刊少年マガジン,16.215900018535095,17.09305328334364,1987
週刊少年マガジン 1987年 表示号数11,16,17,348.0,1987-02-25,180.0,週刊少年マガジン,15.748774739921439,16.92703101540906,1987
週刊少年マガジン 1987年 表示号数12,17,18,349.0,1987-03-04,180.0,週刊少年マガジン,17.158080862351866,18.063245326912952,1987
週刊少年マガジン 1987年 表示号数13,17,18,354.0,1987-03-11,180.0,週刊少年マガジン,16.80904504331112,18.264340078630298,1987
週刊少年マガジン 1987年 表示号数15,15,17,343.0,1987-03-25,180.0,週刊少年マガジン,15.076980633731347,17.29122072824377,1987
週刊少年マガジン 1987年 表示号数16,16,17,368.0,1987-04-01,180.0,週刊少年マガジン,15.917799647727023,17.18564034835866,1987
週刊少年マガジン 1987年 表示号数17,15,16,358.0,1987-04-08,180.0,週刊少年マガジン,15.098657519424494,16.158471395102147,1987
週刊少年マガジン 1987年 表示号数18,18,19,368.0,1987-04-15,180.0,週刊少年マガジン,18.21962234493656,18.959916269515215,1987
週刊少年マガジン 1987年 表示号数19,17,18,354.0,1987-04-22,180.0,週刊少年マガジン,16.96733358328017,19.006712261136844,1987
週刊少年マガジン 1987年 表示号数2,15,15,355.0,1987-01-02,180.0,週刊少年マガジン,15.773744877957022,14.932163071359838,1987
週刊少年マガジン 1987年 表示号数20,18,19,368.0,1987-04-29,180.0,週刊少年マガジン,17.64633557240016,19.13626014936828,1987
週刊少年マガジン 1987年 表示号数21,15,16,352.0,1987-05-06,180.0,週刊少年マガジン,15.08328433088836,16.255153661625357,1987
週刊少年マガジン 1987年 表示号数22,17,18,350.0,1987-05-13,180.0,週刊少年マガジン,17.2879778889601,17.869107827427378,1987
週刊少年マガジン 1987年 表示号数23,17,19,343.0,1987-05-20,180.0,週刊少年マガジン,16.967909815747262,18.64769208120931,1987
週刊少年マガジン 1987年 表示号数24,17,18,345.0,1987-05-27,180.0,週刊少年マガジン,16.826464298219168,17.72080407762852,1987
週刊少年マガジン 1987年 表示号数25,16,17,345.0,1987-06-03,180.0,週刊少年マガジン,16.02867788886236,16.571925045073634,1987
週刊少年マガジン 1987年 表示号数26,16,17,366.0,1987-06-10,180.0,週刊少年マガジン,15.993140190361798,16.89379495383946,1987
週刊少年マガジン 1987年 表示号数27,17,18,349.0,1987-06-17,180.0,週刊少年マガジン,16.567653125366036,17.923051561865897,1987
週刊少年マガジン 1987年 表示号数28,18,19,360.0,1987-06-24,180.0,週刊少年マガジン,18.582819260095377,19.404879097034808,1987
週刊少年マガジン 1987年 表示号数29,16,17,348.0,1987-07-01,180.0,週刊少年マガジン,16.41356359383547,16.683241805422554,1987
週刊少年マガジン 1987年 表示号数30,18,19,366.0,1987-07-08,180.0,週刊少年マガジン,17.55919267163114,18.741144773161626,1987
週刊少年マガジン 1987年 表示号数31,17,18,366.0,1987-07-15,180.0,週刊少年マガジン,16.514611890474377,17.902025471112722,1987
週刊少年マガジン 1987年 表示号数32,16,17,349.0,1987-07-22,180.0,週刊少年マガジン,15.702315431729616,16.637591864896088,1987
週刊少年マガジン 1987年 表示号数33,16,17,366.0,1987-07-29,180.0,週刊少年マガジン,15.998787661523785,17.210326633245206,1987
週刊少年マガジン 1987年 表示号数34,15,16,347.0,1987-08-05,180.0,週刊少年マガジン,15.105560475388556,16.400746266523388,1987
週刊少年マガジン 1987年 表示号数35,17,18,349.0,1987-08-12,180.0,週刊少年マガジン,17.008549414880328,17.856566034068656,1987
週刊少年マガジン 1987年 表示号数36,18,19,378.0,1987-08-19,180.0,週刊少年マガジン,18.38032879896288,18.8059392540068,1987
