マンガ雑誌名,ccid,マンガ作品名,平均掲載位置,平均ページ数,カラー獲得率,合計各話数
週刊少年サンデー,C93913,リサと用心棒,0.6277345742320122,21.5,0.125,8
週刊少年サンデー,C92324,ゲゲゲの鬼太郎,0.6333501153955442,17.25,0.125,14
週刊少年サンデー,C92492,お坊サンバ!!,0.638208048831193,16.0,0.125,115
週刊少年サンデー,C92609,仮面豪打丸,0.6467325624346716,24.625,0.125,10
週刊少年サンデー,C93814,プニャリン,0.6569739238089306,18.5,0.125,43
週刊少年サンデー,C92847,旅立て!ひらりん,0.662324420636125,21.125,0.125,11
週刊少年サンデー,C92727,速球屋,0.6623563724222581,40.625,0.125,16
週刊少年サンデー,C91688,MY SWEET SUNDAY 紙とインクと徹夜の日々,0.6794045539233196,9.625,0.125,18
週刊少年サンデー,C112731,キャラクタイムズゴールデン,0.6936384992243504,8.375,0.125,43
週刊少年サンデー,C92332,ゲッター・ロボ,0.7324687775145546,15.75,0.125,70
週刊少年サンデー,C92175,イナズマン,0.7578615424114996,18.0,0.125,55
週刊少年サンデー,C93932,レーサー,0.7837054226133555,21.125,0.125,9
週刊少年サンデー,C92888,ゴレンジャー,0.8431555350336636,14.625,0.125,23
週刊少年サンデー,C115544,妖怪ギガ,0.8608485775079527,12.5,0.125,11
週刊少年サンデー,C93224,道士郎でござる,0.0597806352380221,23.125,0.25,79
週刊少年サンデー,C111010,MAJOR 2nd,0.1035902513011493,22.25,0.25,102
週刊少年サンデー,C93937,レッツラゴン,0.11781024193352789,17.0,0.25,143
週刊少年サンデー,C93815,武勇伝 BUYUDEN,0.1191973086904349,23.25,0.25,134
週刊少年サンデー,C91652,MAJOR,0.11999458531433244,23.875,0.25,292
週刊少年サンデー,C91773,VERY GOOD 満天!!,0.12847308578791106,28.5,0.25,25
週刊少年サンデー,C93919,竜が斬る!,0.13312222351302222,25.625,0.25,33
週刊少年サンデー,C92067,BE BLUES! ～青になれ～,0.13418064114942252,26.25,0.25,296
週刊少年サンデー,C93195,天使な小生意気,0.13512101541499272,22.25,0.25,199
週刊少年サンデー,C115561,キング・オブ・アイドル,0.14131687953487085,27.25,0.25,10
週刊少年サンデー,C93592,妖逆門,0.14727190419487457,25.0,0.25,51
週刊少年サンデー,C92915,最後は?ストレート!!,0.15043880393674533,27.5,0.25,146
週刊少年サンデー,C93811,ぶッかれ*ダン,0.1551588110896318,19.5,0.25,32
週刊少年サンデー,C93884,ポケットモンスターReBURST,0.15559410454273623,26.75,0.25,77
週刊少年サンデー,C91670,DAN DOH,0.15583888633990506,27.875,0.25,254
週刊少年サンデー,C92840,タッチ,0.1598484848484848,20.875,0.25,257
週刊少年サンデー,C93465,魔王 JUVENILE REMIX,0.16190614888681593,26.75,0.25,96
週刊少年サンデー,C92370,うっちゃれ五所瓦,0.16328501276418636,22.75,0.25,116
週刊少年サンデー,C91713,青い鳥の伝説,0.16568707419701387,24.375,0.25,33
週刊少年サンデー,C110989,天使とアクト!!,0.16754672263258216,28.0,0.25,125
週刊少年サンデー,C92312,競女!!!!!!!!,0.16865759390536955,28.75,0.25,177
週刊少年サンデー,C93033,呪法解禁!!ハイド＆クローサー,0.17291237265711387,27.125,0.25,47
週刊少年サンデー,C93462,マイペース風太郎,0.1835443761850453,25.25,0.25,38
週刊少年サンデー,C93487,MAR Ω,0.18614287277930586,22.0,0.25,39
週刊少年サンデー,C93852,ヘブンズランナー アキラ,0.18679956356198266,28.625,0.25,69
週刊少年サンデー,C92950,ザ・ムーン,0.18956900320715822,26.375,0.25,55
週刊少年サンデー,C111058,なのは洋菓子店のいい仕事,0.19130720427130365,25.0,0.25,70
週刊少年サンデー,C92723,聖結晶アルバトロス,0.19183800009716878,27.25,0.25,47
週刊少年サンデー,C93469,マギ The labyrinth of magic,0.19558654218495827,25.875,0.25,361
週刊少年サンデー,C92183,機動公務員かもしか!,0.19695025730861737,21.125,0.25,56
週刊少年サンデー,C92780,ゴーストスイーパー美神 極楽大作戦!!,0.20084220341281406,20.75,0.25,389
週刊少年サンデー,C92895,金剛番長,0.20221609651482036,27.0,0.25,113
週刊少年サンデー,C92303,クロノ・モノクローム,0.20256034340174153,28.5,0.25,47
週刊少年サンデー,C115465,舞妓さんちのまかないさん,0.2030620291710998,16.5,0.25,27
週刊少年サンデー,C111005,リオンさん、迷惑です。,0.2062970234190198,26.25,0.25,33
週刊少年サンデー,C93545,め組の大吾,0.20732764967229528,26.625,0.25,181
週刊少年サンデー,C92330,月光条例,0.20758000515993907,29.5,0.25,286
週刊少年サンデー,C93292,ドルフィン・ブレイン,0.2107254964957062,27.0,0.25,15
週刊少年サンデー,C92746,ダレン・シャン,0.21211590130003352,34.25,0.25,113
週刊少年サンデー,C92673,ズバ蛮,0.21356688436780336,24.625,0.25,26
週刊少年サンデー,C93766,氷球姫 常磐木監督の過剰な愛情,0.2138618001611844,25.25,0.25,67
週刊少年サンデー,C92459,お茶にごす。,0.21988791400502752,21.75,0.25,108
週刊少年サンデー,C92917,最上の命医,0.2232237146155779,30.625,0.25,109
週刊少年サンデー,C112751,魔王城でおやすみ,0.22740081113899868,12.25,0.25,62
週刊少年サンデー,C93656,行け!!南国アイスホッケー部,0.22760938246446355,30.25,0.25,243
週刊少年サンデー,C92834,正しいコドモの作り方!,0.22876250324058328,23.375,0.25,68
週刊少年サンデー,C92075,GOLDEN☆AGE,0.23300975370755062,27.75,0.25,123
週刊少年サンデー,C93283,トラウマイスタ,0.23397975201647223,26.0,0.25,47
週刊少年サンデー,C93482,メテオド,0.23515758944060428,25.125,0.25,36
週刊少年サンデー,C92860,國士無双!!,0.235558641779768,26.75,0.25,39
週刊少年サンデー,C93418,マッシュ,0.23561265949134524,24.5,0.25,102
週刊少年サンデー,C92424,王立院雲丸の生涯 昭和雄雲録,0.23620788459742828,26.5,0.25,34
週刊少年サンデー,C92234,クナイ伝,0.23667948197261846,31.25,0.25,37
週刊少年サンデー,C93383,ノゾ×キミ,0.23914141038563963,23.25,0.25,44
週刊少年サンデー,C91657,MiXiM♀12,0.24130221125558632,14.375,0.25,11
週刊少年サンデー,C93767,漂流教室,0.24513968641071854,22.5,0.25,105
週刊少年サンデー,C91656,MISTERジパング,0.24720466360874815,24.25,0.25,78
週刊少年サンデー,C93160,♂ティンクル ティンクル ♀アイドル☆スター,0.24725270697472193,25.125,0.25,97
週刊少年サンデー,C92679,スピンナウト,0.24851151068800204,25.0,0.25,38
週刊少年サンデー,C112724,暁の暴君,0.24893305000071114,28.875,0.25,46
週刊少年サンデー,C91676,DIVE!!,0.2503045349405747,24.5,0.25,47
週刊少年サンデー,C93459,マーベラス,0.25632803308972,24.75,0.25,43
週刊少年サンデー,C92235,國崎出雲の事情,0.26477706557436986,28.0,0.25,189
週刊少年サンデー,C92918,最上の明医 ～ザ・キング・オブ・ニート～,0.2664110747886164,28.25,0.25,176
週刊少年サンデー,C112726,天野めぐみはスキだらけ!,0.26704211965602387,19.5,0.25,76
週刊少年サンデー,C91647,LOST+BRAIN,0.26830535402077177,25.75,0.25,27
週刊少年サンデー,C93830,ブレイブ猿s,0.268758935819443,22.0,0.25,19
週刊少年サンデー,C93888,星くずパラダイス,0.27280547638690966,21.75,0.25,99
週刊少年サンデー,C92989,ジオポリス ジョー,0.27320129878246957,31.0,0.25,25
週刊少年サンデー,C92106,アナグルモール,0.2767562872192192,25.5,0.25,47
週刊少年サンデー,C93594,はじめてのあく,0.2786393782798251,26.5,0.25,160
週刊少年サンデー,C93237,東遊記,0.27986971329959376,27.0,0.25,35
週刊少年サンデー,C93296,ドロファイター,0.2800033575754908,22.5,0.25,61
週刊少年サンデー,C92896,金色のガッシュ!!,0.2820862168573257,22.5,0.25,323
週刊少年サンデー,C115536,第九の波濤,0.2903531416407648,24.0,0.25,12
週刊少年サンデー,C93805,武心 BUSHIN,0.2905130654852133,27.5,0.25,46
週刊少年サンデー,C93149,ツール! Le Tour,0.2928776821482897,28.5,0.25,46
週刊少年サンデー,C93207,電波教師,0.29317378295112123,28.25,0.25,250
週刊少年サンデー,C92290,うえきの法則,0.29571639726476695,23.0,0.25,155
週刊少年サンデー,C93113,戦国甲子園 九犬士伝説,0.2964481417514361,24.5,0.25,42
週刊少年サンデー,C91767,Tomorrows アンアンたちの革命,0.29731892722120196,26.625,0.25,36
週刊少年サンデー,C93208,天まであがれ,0.2977272727272727,21.25,0.25,38
週刊少年サンデー,C93562,★★★(三ツ星)のスペシャリテ,0.29864998689877204,27.0,0.25,49
週刊少年サンデー,C91690,NOBELU -演-,0.30837269642755843,29.25,0.25,76
週刊少年サンデー,C93114,戦国八咫烏,0.3093874163776315,28.375,0.25,78
週刊少年サンデー,C91706,RANGEMAN,0.31227212425262135,24.75,0.25,59
週刊少年サンデー,C92908,最強!都立あおい坂高校野球部,0.31655626638068396,34.875,0.25,249
週刊少年サンデー,C110987,ドリー・マー,0.3193803185401879,27.25,0.25,32
週刊少年サンデー,C92326,結界師,0.31989015178509284,28.875,0.25,346
週刊少年サンデー,C92299,クロザクロ,0.3243663957535518,24.25,0.25,67
週刊少年サンデー,C91672,DAN DOH!! ネクストジェネレーション,0.3253416908351347,27.5,0.25,34
週刊少年サンデー,C93612,焼きたて!!ジャぱん,0.32883984286837115,28.75,0.25,241
週刊少年サンデー,C93121,仙べえ,0.32895286264804313,14.125,0.25,20
週刊少年サンデー,C91769,T.R.A.P.,0.32913776880687484,22.75,0.25,48
週刊少年サンデー,C92470,男組,0.33228829169811,24.125,0.25,218
週刊少年サンデー,C93718,ハルノクニ,0.3339837250940101,26.5,0.25,37
週刊少年サンデー,C93409,見上げてごらん,0.3357516582878182,26.0,0.25,77
週刊少年サンデー,C92988,ジオと黄金と禁じられた魔法,0.3413039807907165,29.25,0.25,26
週刊少年サンデー,C92369,売ったれダイキチ!,0.3429962530440735,29.0,0.25,35
週刊少年サンデー,C93785,ファンタジスタ ステラ,0.34947517654422244,27.75,0.25,132
週刊少年サンデー,C92910,サイケまたしても,0.3525847076617306,32.75,0.25,84
週刊少年サンデー,C112750,ふれるときこえる,0.3551985192462259,27.0,0.25,37
週刊少年サンデー,C93935,烈火,0.36032248000016914,23.25,0.25,30
週刊少年サンデー,C92601,神のみぞ知るセカイ,0.36227271136372763,26.5,0.25,272
週刊少年サンデー,C91645,KING GOLF,0.3736254362235999,24.375,0.25,149
週刊少年サンデー,C91636,365歩のユウキ!!!,0.37430383309367715,24.5,0.25,36
週刊少年サンデー,C91738,アゲイン,0.37564058007038775,20.125,0.25,65
週刊少年サンデー,C93132,チャレンジD,0.3814662874901338,21.625,0.25,19
週刊少年サンデー,C92169,いつわりびと◆空◆,0.3818249806133028,26.5,0.25,51
週刊少年サンデー,C93823,ブリット BULET,0.38212328141820584,25.25,0.25,17
週刊少年サンデー,C91790,あいこら,0.3831386193702578,22.75,0.25,118
週刊少年サンデー,C93847,闘獣士 ベスティアリウス,0.3845767905457494,30.25,0.25,17
週刊少年サンデー,C92218,キリヲテリブル,0.38825299766846527,25.5,0.25,37
週刊少年サンデー,C92541,怪体真書0,0.4073449760535126,29.875,0.25,57
週刊少年サンデー,C92782,暗号名はBF,0.4090589776824152,29.25,0.25,30
週刊少年サンデー,C92828,タケル道,0.4095184490813419,24.0,0.25,25
週刊少年サンデー,C92798,大棟梁,0.4147763345302104,23.5,0.25,19
週刊少年サンデー,C92533,怪奇千万!十五郎,0.416378606095551,26.25,0.25,17
週刊少年サンデー,C92455,おすもじっ! 司の一貫,0.4185073945172727,27.5,0.25,90
週刊少年サンデー,C93138,超推脳KEI 摩訶不思議事件ファイル,0.41949074636484884,25.75,0.25,61
週刊少年サンデー,C92355,ウェルカム,0.4208019688955197,22.75,0.25,9
週刊少年サンデー,C93946,ロボットボーイズ,0.42467989012803664,20.5,0.25,28
週刊少年サンデー,C92996,史上最強の弟子ケンイチ,0.43557679026722856,26.5,0.25,582
週刊少年サンデー,C92995,思春期刑事ミノル小林,0.4359589036541791,16.75,0.25,67
週刊少年サンデー,C92818,だがしかし,0.4461372413036274,9.25,0.25,149
週刊少年サンデー,C92893,こわしや我聞,0.44725130853181927,24.5,0.25,88
週刊少年サンデー,C93389,のらガキ,0.4513597961287552,17.875,0.25,62
週刊少年サンデー,C93438,マリンハンター,0.45742734883819647,36.75,0.25,43
週刊少年サンデー,C93206,電脳遊戯クラブ,0.45915587167340494,17.375,0.25,69
週刊少年サンデー,C92756,ちいさいひと 青葉児童相談所物語,0.4614855034350631,35.25,0.25,14
週刊少年サンデー,C93060,女王陛下のユリシーズ号,0.5677911902030182,21.875,0.25,11
週刊少年サンデー,C92879,駒が舞う,0.6187482590615159,23.25,0.25,44
週刊少年サンデー,C92251,グループ“銀”,0.7049572719903083,30.125,0.25,17
週刊少年サンデー,C93027,柔道讃歌,0.06467300838150998,28.125,0.375,146
週刊少年サンデー,C91643,KATSU!,0.06502376729954497,23.25,0.375,157
週刊少年サンデー,C93539,名探偵コナン,0.06857644323435208,21.875,0.375,1008
週刊少年サンデー,C93524,らんま1/2,0.07615517760829008,25.5,0.375,416
週刊少年サンデー,C92164,一球さん,0.08093004150886542,25.25,0.375,127
週刊少年サンデー,C92082,H2,0.09646840084586941,21.75,0.375,338
週刊少年サンデー,C93043,常住戦陣!!ムシブギョー,0.09850953961213497,28.0,0.375,306
週刊少年サンデー,C91663,BIRDMEN,0.10173253678495767,36.875,0.375,51
週刊少年サンデー,C92178,犬夜叉,0.10883452768880478,23.25,0.375,558
週刊少年サンデー,C92168,いつも美空,0.11120005949289574,22.0,0.375,49
週刊少年サンデー,C93352,虹色とうがらし,0.11295648597075325,22.0,0.375,109
週刊少年サンデー,C93486,MAR メル,0.1361853241562351,22.0,0.375,161
週刊少年サンデー,C92204,境界のRINNE,0.14794206003668095,22.75,0.375,380
週刊少年サンデー,C112743,双亡亭壊すべし,0.1544949403143977,28.25,0.375,62
週刊少年サンデー,C92291,うえきの法則＋,0.15892170215938844,28.75,0.375,46
週刊少年サンデー,C92222,銀の匙 Silver Spoon,0.1672479593163468,21.625,0.375,124
週刊少年サンデー,C91669,DADA!,0.1682733420593368,26.25,0.375,92
週刊少年サンデー,C92162,一番湯のカナタ,0.17900315104857267,22.875,0.375,29
週刊少年サンデー,C92473,おとこ道,0.18725895369400078,22.0,0.375,40
週刊少年サンデー,C92573,旋風の橘,0.18771907417747322,24.75,0.375,47
週刊少年サンデー,C93440,まろ,0.1948777232936366,23.0,0.375,30
週刊少年サンデー,C92060,ARAGO-ロンドン市警特殊犯罪捜査官-,0.20687035185574865,30.5,0.375,85
週刊少年サンデー,C92313,ゲイン,0.2073760604519188,24.5,0.375,68
週刊少年サンデー,C112723,アオザクラ 防衛大学校物語,0.20928621264655783,30.75,0.375,53
週刊少年サンデー,C112729,鬼ヲ辿リテ幾星霜,0.21580479828864682,29.25,0.375,37
週刊少年サンデー,C115520,天翔のクアドラブル,0.22725980279983554,27.5,0.375,14
週刊少年サンデー,C110913,デジコン,0.23718919307140424,30.25,0.375,26
週刊少年サンデー,C92089,HORIZON,0.2372038884662375,27.25,0.375,61
週刊少年サンデー,C92301,クロスゲーム,0.2439182126572622,20.75,0.375,169
週刊少年サンデー,C115521,保安官エヴァンスの嘘 DEAD OR LOVE,0.246658758833402,21.75,0.375,14
週刊少年サンデー,C115424,RYOKO,0.2512008789331994,28.5,0.375,22
週刊少年サンデー,C111084,アンペア,0.26256152724522264,27.25,0.375,27
週刊少年サンデー,C93477,まじっく快斗,0.26423119293683023,23.75,0.375,16
週刊少年サンデー,C93290,どりる,0.2652246354918291,17.75,0.375,44
週刊少年サンデー,C92391,EとT。 えいがとてんし。,0.26638175391257646,21.125,0.375,52
週刊少年サンデー,C112745,だめてらすさま。,0.2677815596945349,25.25,0.375,29
週刊少年サンデー,C92136,アラタカンガタリ～革神語～,0.26991821136697136,27.75,0.375,240
週刊少年サンデー,C93821,ブリザードアクセル,0.2842332447399071,31.25,0.375,109
週刊少年サンデー,C93705,ハヤテのごとく!,0.2845289333836979,20.25,0.375,566
週刊少年サンデー,C112747,初恋ゾンビ,0.28938915865514553,26.25,0.375,85
週刊少年サンデー,C112725,アド アストラ ペル アスペラ,0.29048329860688227,31.25,0.375,8
週刊少年サンデー,C111076,tutti!,0.2971641843217486,22.75,0.375,29
