ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C94959,CCRT02011,三連発愚連隊,2,0,0,1981-08-28,1981-09-04,C120282,週刊少年チャンピオン,村八分
C94960,CCRT01751,ジェットエイジ,1,0,0,2006-03-30,2006-03-30,C120282,週刊少年チャンピオン,平川哲弘
C94963,CCRT01839,屍の時間,2,0,1,1970-11-09,1970-11-16,C120282,週刊少年チャンピオン,政岡としや
C94966,CCRT01065,思春鬼のふたり,34,0,4,2014-02-13,2014-10-23,C120282,週刊少年チャンピオン,反転邪郎
C94969,CCRT00808,七人のナナ,27,0,2,2001-11-22,2002-06-06,C120282,週刊少年チャンピオン,今川泰宏
C94969,CCRT01165,七人のナナ,27,0,2,2001-11-22,2002-06-06,C120282,週刊少年チャンピオン,国広あづさ
C94970,CCRT01463,実習生がきた日,1,0,0,1982-02-26,1982-02-26,C120282,週刊少年チャンピオン,小川智明
C94971,CCRT00832,疾刀のマリッカ,1,0,0,2002-01-31,2002-01-31,C120282,週刊少年チャンピオン,伊能飛史
C94972,CCRT01223,実は私は,196,0,39,2013-01-31,2017-02-16,C120282,週刊少年チャンピオン,増田英二
C94974,CCRT02790,埋葬虫,2,0,0,2008-10-23,2008-10-30,C120282,週刊少年チャンピオン,細川雅巳
C94976,CCRT03178,死神憑き,1,0,0,2011-02-03,2011-02-03,C120282,週刊少年チャンピオン,降る川光一
C94977,CCRT03169,死にたくなるしょうもない日々が死にたくなるくらいしょうもなくて死にたくなるほど死にたくない日々,3,0,1,2013-08-08,2015-12-03,C120282,週刊少年チャンピオン,阿部共実
C94978,CCRT02316,水野晴郎のシネマガイド,1,0,0,1982-04-02,1982-04-02,C120282,週刊少年チャンピオン,水野晴郎
C94983,CCRT02494,しのちゃんのアウトロー笑劇場,3,0,0,1986-12-12,1987-01-09,C120282,週刊少年チャンピオン,牧村しのぶ
C94984,CCRT01555,忍犬ずびまろ,43,0,3,1993-11-11,1994-10-06,C120282,週刊少年チャンピオン,山口まさかず
C94985,CCRT01661,忍びの風太,33,7,2,1982-09-10,1983-04-29,C120282,週刊少年チャンピオン,岩崎健二
C94986,CCRT02814,柴又酔拳伝ゲロ☆ゲーロ,4,0,0,2006-06-29,2006-07-20,C120282,週刊少年チャンピオン,羽鳥剛
C94987,CCRT01104,しまっていこうぜ!,276,22,2,1973-10-08,1979-03-05,C120282,週刊少年チャンピオン,吉森みき男
C94988,CCRT00697,被害妄想少女うれいの日常,18,0,0,2011-03-10,2011-07-28,C120282,週刊少年チャンピオン,中村ゆきひろ
C94989,CCRT03263,しゅんぷうTAITO-春風飴蕩-,1,0,0,1997-01-20,1997-01-20,C120282,週刊少年チャンピオン,高柳ヒデツ
C94990,CCRT00085,ショウup,17,0,1,2000-04-20,2000-08-17,C120282,週刊少年チャンピオン,いとう杏六
C94991,CCRT02407,場外異種格闘戦!!,1,0,0,1986-09-26,1986-09-26,C120282,週刊少年チャンピオン,浜岡賢次
C94992,CCRT02702,少女発明家の本音,1,0,0,2014-04-10,2014-04-10,C120282,週刊少年チャンピオン,福地カミオ
C94993,CCRT02062,少女忍者ミトラ,1,0,0,2001-02-08,2001-02-08,C120282,週刊少年チャンピオン,松本英
C94995,CCRT00213,少チャンまんが時評,8,0,0,1973-01-01,1973-02-26,C120282,週刊少年チャンピオン,すずき隆太
C94996,CCRT03240,少チャン時評,51,0,0,1972-01-01,1972-12-18,C120282,週刊少年チャンピオン,高井研一郎
C94997,CCRT00322,少チャンまんが時評,43,0,0,1973-03-05,1973-12-24,C120282,週刊少年チャンピオン,まさい滋魚
C94999,CCRT01837,少年ラケット,105,0,12,2013-11-21,2017-07-13,C120282,週刊少年チャンピオン,掛丸翔
C95000,CCRT03330,少年少女ポンチブック時代劇編,2,0,0,1993-04-29,1993-05-06,C120282,週刊少年チャンピオン,鴨川つばめ
C95001,CCRT01940,少年ルパンと奇妙な犯罪,4,0,0,2006-09-14,2007-12-06,C120282,週刊少年チャンピオン,木々津克久
C95002,CCRT02829,少年の日,2,0,0,1986-03-07,1986-03-14,C120282,週刊少年チャンピオン,芝田英行
C95003,CCRT01333,少年探偵狩野俊介,10,0,2,2010-10-28,2011-08-25,C120282,週刊少年チャンピオン,太田忠司
C95003,CCRT02050,少年探偵狩野俊介,10,0,2,2010-10-28,2011-08-25,C120282,週刊少年チャンピオン,松島幸太朗
C95004,CCRT03179,少年期の終わり,1,0,0,2010-10-07,2010-10-07,C120282,週刊少年チャンピオン,陸井栄史
C95005,CCRT02026,少年の旅,1,0,1,1970-11-02,1970-11-02,C120282,週刊少年チャンピオン,村野守美
C95007,CCRT02113,正平記,35,5,2,1982-04-02,1982-11-26,C120282,週刊少年チャンピオン,柳沢きみお
C95010,CCRT00214,ショートギャグ,1,0,0,1982-05-07,1982-05-07,C120282,週刊少年チャンピオン,すねやかずみ
C95011,CCRT02050,ショー☆バン,296,0,13,2000-10-12,2007-03-22,C120282,週刊少年チャンピオン,松島幸太朗
C95011,CCRT02213,ショー☆バン,296,0,13,2000-10-12,2007-03-22,C120282,週刊少年チャンピオン,森高夕次
C95012,CCRT00536,ジョギリ屋ジョーがやって来る,9,0,0,2009-02-19,2014-10-16,C120282,週刊少年チャンピオン,フクイタクミ
C95013,CCRT02283,女子アナ☆アナロジー,1,0,0,2005-11-10,2005-11-10,C120282,週刊少年チャンピオン,武狼ひろみ
C95014,CCRT00296,女子高生解体新書,2,0,0,1994-10-20,1994-11-03,C120282,週刊少年チャンピオン,ひらいけい
C95015,CCRT02320,白雪姫,1,0,1,1973-06-04,1973-06-04,C120282,週刊少年チャンピオン,永井豪
C95016,CCRT00881,私立アサシン学園,1,0,0,2011-06-23,2011-06-23,C120282,週刊少年チャンピオン,佐藤健太郎
C95017,CCRT00050,私立味狩り学園,98,7,4,1986-11-14,1988-10-21,C120282,週刊少年チャンピオン,あかねこか
C95017,CCRT02984,私立味狩り学園,98,7,4,1986-11-14,1988-10-21,C120282,週刊少年チャンピオン,谷上俊夫
C95018,CCRT00268,私立創聖学園,5,0,1,2007-04-05,2007-05-03,C120282,週刊少年チャンピオン,にくぼし
C95020,CCRT02383,白い弾丸,17,0,1,1992-05-07,1992-09-03,C120282,週刊少年チャンピオン,沼よしのぶ
C95021,CCRT01223,獅狼ラビット,3,0,0,2007-12-13,2008-01-07,C120282,週刊少年チャンピオン,増田英二
C95022,CCRT03290,白銀ヴァンガード,4,0,0,2012-11-29,2012-12-27,C120282,週刊少年チャンピオン,高橋良介
C95023,CCRT02026,シロベ,4,0,0,1971-05-31,1971-06-21,C120282,週刊少年チャンピオン,村野守美
C95024,CCRT01237,真・餓狼伝 明治格闘純史,55,0,9,2013-02-14,2014-05-29,C120282,週刊少年チャンピオン,夢枕貘
C95024,CCRT03088,真・餓狼伝 明治格闘純史,55,0,9,2013-02-14,2014-05-29,C120282,週刊少年チャンピオン,野部優美
C95025,CCRT02741,森鬼狼,1,0,0,2014-05-22,2014-05-22,C120282,週刊少年チャンピオン,立花未来王
C95026,CCRT02163,真紅のボウラー,62,1,9,1971-07-26,1972-09-25,C120282,週刊少年チャンピオン,梅本さちお
C95027,CCRT00898,シンクマネー,1,0,0,2001-03-01,2001-03-01,C120282,週刊少年チャンピオン,佐藤貴広
C95028,CCRT01221,シンコクくん,3,0,0,1971-04-19,1971-05-03,C120282,週刊少年チャンピオン,増田政二
C95029,CCRT02453,真実逸露,2,0,0,1991-05-09,1991-05-23,C120282,週刊少年チャンピオン,滝沢洋一
C95030,CCRT02165,信じられないがほんとうだ!!,1,0,0,1972-11-06,1972-11-06,C120282,週刊少年チャンピオン,梅沢庄亮
C95031,CCRT01434,ジン-ジン,38,7,3,1981-09-18,1982-06-11,C120282,週刊少年チャンピオン,小堀洋
C95031,CCRT02692,ジン-ジン,38,7,3,1981-09-18,1982-06-11,C120282,週刊少年チャンピオン,神矢みのる
C95034,CCRT02049,人造メイドたまご,1,0,0,2005-08-11,2005-08-11,C120282,週刊少年チャンピオン,松山せいじ
C95035,CCRT02021,シンデレラプレイ,2,2,0,1982-10-08,1982-11-12,C120282,週刊少年チャンピオン,村生ミオ
C95038,CCRT01710,深夜の魔女,1,0,0,2014-01-30,2014-01-30,C120282,週刊少年チャンピオン,川地和樹
C95039,CCRT02829,真・闇の密霊師,3,0,0,1995-02-09,1996-02-29,C120282,週刊少年チャンピオン,芝田英行
C95040,CCRT01371,侵略!イカ娘,417,0,50,2007-08-09,2016-02-25,C120282,週刊少年チャンピオン,安部真弘
C95041,CCRT03240,チュウチュウフレンド,1,0,0,1970-09-21,1970-09-21,C120282,週刊少年チャンピオン,高井研一郎
C95042,CCRT02062,ちゅうに,1,0,0,2000-07-06,2000-07-06,C120282,週刊少年チャンピオン,松本英
C95043,CCRT03330,チュンチュンアレイ,13,3,1,1988-01-29,1988-04-22,C120282,週刊少年チャンピオン,鴨川つばめ
C95044,CCRT00652,超香少年サトル,117,0,0,1994-10-06,1997-04-03,C120282,週刊少年チャンピオン,上田悦
C95045,CCRT01645,超人!竜巻バレー部,26,0,1,1995-02-23,1995-08-24,C120282,週刊少年チャンピオン,岡村茂
C95046,CCRT00251,超人S氏の奮戦　-花の2回目人生-,71,0,0,1993-06-10,1995-01-12,C120282,週刊少年チャンピオン,どおくまん
C95048,CCRT01423,直撃!ノストラダムス超真相,2,0,1,1999-05-06,1999-05-20,C120282,週刊少年チャンピオン,寺嶋としお
C95048,CCRT01588,直撃!ノストラダムス超真相,2,0,1,1999-05-06,1999-05-20,C120282,週刊少年チャンピオン,山本弘
C95049,CCRT01423,直撃!UFO＆宇宙人超真相,2,0,0,1999-09-16,1999-09-23,C120282,週刊少年チャンピオン,寺嶋としお
C95049,CCRT01588,直撃!UFO＆宇宙人超真相,2,0,0,1999-09-16,1999-09-23,C120282,週刊少年チャンピオン,山本弘
C95050,CCRT01423,直撃!地球大異変 超真相,2,0,0,2000-04-13,2000-04-20,C120282,週刊少年チャンピオン,寺嶋としお
C95050,CCRT01588,直撃!地球大異変 超真相,2,0,0,2000-04-13,2000-04-20,C120282,週刊少年チャンピオン,山本弘
C95051,CCRT01141,チョッキン,64,0,0,1977-01-01,1978-04-03,C120282,週刊少年チャンピオン,吾妻ひでお
C95052,CCRT01839,千代の介が来た!!,29,4,2,1978-11-06,1979-05-28,C120282,週刊少年チャンピオン,政岡としや
C95053,CCRT03275,ちょろチビ,5,0,0,1971-07-12,1971-08-09,C120282,週刊少年チャンピオン,高橋マモル
C95056,CCRT02113,月とスッポン,296,32,2,1976-06-07,2009-06-25,C120282,週刊少年チャンピオン,柳沢きみお
C95058,CCRT00841,ツギハギ生徒会,56,0,2,2009-01-01,2010-06-24,C120282,週刊少年チャンピオン,伊藤正臣
C95060,CCRT03171,月夜にはっぴなびかせて,2,0,0,1998-05-07,1998-05-21,C120282,週刊少年チャンピオン,阿部寛
C95062,CCRT01320,ツクモモモ,6,0,0,2013-10-10,2014-02-27,C120282,週刊少年チャンピオン,天山まや
C95063,CCRT00962,釣ったれ名人,22,3,1,1982-11-19,1983-04-22,C120282,週刊少年チャンピオン,出井州忍
C95063,CCRT01039,釣ったれ名人,22,3,1,1982-11-19,1983-04-22,C120282,週刊少年チャンピオン,南条英樹
C95064,CCRT01153,椿ナイトクラブ,63,0,6,2006-04-13,2007-07-26,C120282,週刊少年チャンピオン,哲弘
C95065,CCRT02739,銀翼（つばさ）,8,0,1,1997-05-01,1997-06-26,C120282,週刊少年チャンピオン,立原あゆみ
C95066,CCRT02062,つぼ,1,0,0,1999-09-30,1999-09-30,C120282,週刊少年チャンピオン,松本英
C95067,CCRT02744,釣り屋ナガレ,98,0,6,2008-01-24,2011-01-13,C120282,週刊少年チャンピオン,竹下けんじろう
C95068,CCRT01933,ディップできめ!!,1,0,0,1986-09-12,1986-09-12,C120282,週刊少年チャンピオン,服部かずみ
C95069,CCRT02877,デーモン・マスター,2,0,0,1999-05-27,1999-06-03,C120282,週刊少年チャンピオン,菅原敦史
C95070,CCRT01496,刑事いのち,18,2,3,1971-11-15,1972-03-13,C120282,週刊少年チャンピオン,小池一雄
C95070,CCRT01781,刑事いのち,18,2,3,1971-11-15,1972-03-13,C120282,週刊少年チャンピオン,影丸譲也
C95071,CCRT01660,デカポリス,48,0,0,1999-10-14,2000-10-05,C120282,週刊少年チャンピオン,岩塚卓
C95072,CCRT00121,テケテケボーイ,1,0,0,1979-12-17,1979-12-17,C120282,週刊少年チャンピオン,おかのきんや
C95073,CCRT03343,デザートローズ,21,0,2,2011-09-15,2012-02-16,C120282,週刊少年チャンピオン,鷹見隼人
C95074,CCRT00456,でじこの1ページ劇場,65,0,0,2001-04-19,2002-08-15,C120282,週刊少年チャンピオン,コゲどんぼ
C95075,CCRT02077,テスト・ラン,41,0,1,1988-09-02,1989-06-30,C120282,週刊少年チャンピオン,松田慎太郎
C95077,CCRT00945,テッケン8ビート,3,0,0,1990-02-22,1990-03-08,C120282,週刊少年チャンピオン,内崎まさとし
C95078,CCRT01077,手っちゃん,90,4,0,1975-09-08,1977-06-06,C120282,週刊少年チャンピオン,古谷三敏
C95079,CCRT02965,鉄鍋のジャン!,257,0,9,1995-02-09,2008-06-19,C120282,週刊少年チャンピオン,西条真二
C95080,CCRT02965,鉄鍋のジャン!R 頂上作戦,85,0,5,2006-11-23,2008-12-11,C120282,週刊少年チャンピオン,西条真二
C95081,CCRT02692,鉄砲玉ラプソディー,1,0,0,1981-06-05,1981-06-05,C120282,週刊少年チャンピオン,神矢みのる
C95082,CCRT02603,デビルクリーチャー,10,0,0,1993-05-27,1993-07-29,C120282,週刊少年チャンピオン,真鍋伊人
C95083,CCRT02320,デビルマンG,1,0,1,2012-09-27,2012-09-27,C120282,週刊少年チャンピオン,永井豪
C95083,CCRT03308,デビルマンG,1,0,1,2012-09-27,2012-09-27,C120282,週刊少年チャンピオン,高遠るい
C95084,CCRT03021,デブリ,5,0,0,2002-02-21,2002-03-21,C120282,週刊少年チャンピオン,足立トシノブ
C95090,CCRT00248,天下拳平,16,2,1,1984-09-14,1985-01-04,C120282,週刊少年チャンピオン,とりいかずよし
C95091,CCRT03000,天下たい平,15,1,1,1974-01-01,1974-04-22,C120282,週刊少年チャンピオン,貝塚ひろし
C95092,CCRT00794,伝鬼活人剣,35,0,1,1991-12-12,1992-09-10,C120282,週刊少年チャンピオン,井荻寿一
C95092,CCRT03328,伝鬼活人剣,35,0,1,1991-12-12,1992-09-10,C120282,週刊少年チャンピオン,鳴海丈
C95093,CCRT01265,電気頭脳園,2,0,1,2003-02-13,2004-04-01,C120282,週刊少年チャンピオン,大崎悌造
C95093,CCRT02755,電気頭脳園,2,0,1,2003-02-13,2004-04-01,C120282,週刊少年チャンピオン,笠井修
C95094,CCRT01562,臀撃おしおき娘ゴータマン,62,0,2,1991-10-31,1994-06-02,C120282,週刊少年チャンピオン,山口譲司
C95095,CCRT00103,天才!!学成りがたし,1,0,0,1990-12-06,1990-12-06,C120282,週刊少年チャンピオン,うづき秋彦
C95096,CCRT02053,天使と呼んで!,23,0,0,1984-07-13,1984-12-14,C120282,週刊少年チャンピオン,松本かんじ
C95097,CCRT02014,天使にとって翼とは?,1,0,1,1970-12-14,1970-12-14,C120282,週刊少年チャンピオン,村岡栄一
C95098,CCRT02049,天使の料理人?サンマ,1,0,0,2005-03-10,2005-03-10,C120282,週刊少年チャンピオン,松山せいじ
C95099,CCRT00090,転生ANIMA,10,0,1,2002-01-01,2002-03-07,C120282,週刊少年チャンピオン,うういずみ
C95100,CCRT00841,伝説の男マネ さるたひこっ!,1,0,0,2007-04-12,2007-04-12,C120282,週刊少年チャンピオン,伊藤正臣
C95102,CCRT02729,てんむす,90,0,10,2011-02-03,2012-11-29,C120282,週刊少年チャンピオン,稲山覚也
C95103,CCRT03320,てんやわんや,1,0,0,1995-03-02,1995-03-02,C120282,週刊少年チャンピオン,魅野こだま
C95105,CCRT01660,とあるどこかのサッカー部,2,0,0,2000-11-02,2000-11-09,C120282,週刊少年チャンピオン,岩塚卓
C95106,CCRT01171,どう!,1,0,1,1972-07-17,1972-07-17,C120282,週刊少年チャンピオン,園田三慶
C95107,CCRT00072,ドウカン,28,0,1,1991-10-03,1992-04-23,C120282,週刊少年チャンピオン,いいおたかし
C95107,CCRT01541,ドウカン,28,0,1,1991-10-03,1992-04-23,C120282,週刊少年チャンピオン,山上龍彦
C95108,CCRT02001,投棄区画,1,0,0,2013-05-23,2013-05-23,C120282,週刊少年チャンピオン,杉浦洸
C95109,CCRT00841,東京Hocus Pocus,2,0,0,2008-06-12,2008-06-19,C120282,週刊少年チャンピオン,伊藤正臣
C95110,CCRT00897,東京悪童展,3,0,0,1998-07-09,1998-07-23,C120282,週刊少年チャンピオン,佐藤蠍
C95111,CCRT02563,東京星に、いこう,48,0,0,1991-03-14,1992-03-26,C120282,週刊少年チャンピオン,白倉由美
C95112,CCRT02493,東京レスキュー,42,1,1,1978-09-04,1979-06-25,C120282,週刊少年チャンピオン,牛次郎
C95112,CCRT02767,東京レスキュー,42,1,1,1978-09-04,1979-06-25,C120282,週刊少年チャンピオン,筒井昌章
C95113,CCRT02704,東京リリカ日記,5,0,0,2008-10-23,2008-11-20,C120282,週刊少年チャンピオン,福島大丈夫
C95114,CCRT01853,どうぎんぐ,70,0,1,1999-04-29,2000-10-12,C120282,週刊少年チャンピオン,斉藤邦和
C95115,CCRT01963,闘魂イノシシ丸,1,0,0,1983-02-25,1983-02-25,C120282,週刊少年チャンピオン,木村和昭
C95116,CCRT02649,闘神サイト,16,4,2,1986-03-28,1986-07-11,C120282,週刊少年チャンピオン,石山東吉
C95117,CCRT01750,逃走少年,1,0,0,2013-03-07,2013-03-07,C120282,週刊少年チャンピオン,平山賢治
C95118,CCRT00652,賭仔龍,3,0,0,1998-07-30,1998-08-13,C120282,週刊少年チャンピオン,上田悦
C95119,CCRT01284,道徳の尾,1,0,0,1997-01-13,1997-01-13,C120282,週刊少年チャンピオン,大沢貴司
C95120,CCRT02667,刀真,5,0,0,2001-11-29,2002-01-10,C120282,週刊少年チャンピオン,石渡洋二
C95121,CCRT01223,透明人間の作り方,8,0,1,2010-02-04,2010-04-08,C120282,週刊少年チャンピオン,増田英二
C95122,CCRT00085,東洋妖人伝 用神坊,71,0,1,1997-07-31,1999-01-18,C120282,週刊少年チャンピオン,いとう杏六
C95123,CCRT01557,通りすぎた少女,1,0,0,1978-09-25,1978-09-25,C120282,週刊少年チャンピオン,山口勝義
C95124,CCRT00964,ドールガン,79,0,4,2004-09-16,2006-04-27,C120282,週刊少年チャンピオン,出口竜正
C95125,CCRT01963,どーんと桃次郎,3,0,0,1984-03-16,1984-03-30,C120282,週刊少年チャンピオン,木村和昭
C95126,CCRT02026,都会の伝記,1,0,1,1971-02-08,1971-02-08,C120282,週刊少年チャンピオン,村野守美
C95127,CCRT02301,ドカベン,635,109,200,1972-04-24,2010-03-18,C120282,週刊少年チャンピオン,水島新司
C95128,CCRT02301,ドカベン プロ野球編,239,1,31,1999-02-04,2004-01-15,C120282,週刊少年チャンピオン,水島新司
C95129,CCRT02301,ドカベン スーパースターズ編,399,0,45,2004-01-22,2012-03-22,C120282,週刊少年チャンピオン,水島新司
C95130,CCRT02301,ドカベン ドリームトーナメント編,261,0,34,2012-03-29,2017-07-13,C120282,週刊少年チャンピオン,水島新司
C95131,CCRT00047,ドキドキだいありー,13,0,0,1997-10-09,1998-01-12,C120282,週刊少年チャンピオン,あおさきなみ
