ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C92219,CCRT00726,キリンジ,5,0,0,2000-11-29,2001-01-10,C117607,週刊少年サンデー,乃木坂太郎
C92220,CCRT01605,緊急入院!!赤石医院物語,1,0,0,1991-11-06,1991-11-06,C117607,週刊少年サンデー,山武
C92221,CCRT02699,キングさん,2,0,0,2005-03-16,2005-03-16,C117607,週刊少年サンデー,福井裕介
C92222,CCRT02862,銀の匙 Silver Spoon,124,0,17,2011-04-06,2017-07-12,C117607,週刊少年サンデー,荒川弘
C92223,CCRT01632,白銀のパラディン-聖騎士-,47,0,6,2014-04-30,2015-05-13,C117607,週刊少年サンデー,岡啓介
C92224,CCRT01082,銀輪ジャガー,14,1,1,1976-03-21,1976-06-20,C117607,週刊少年サンデー,史村翔
C92224,CCRT01735,銀輪ジャガー,14,1,1,1976-03-21,1976-06-20,C117607,週刊少年サンデー,左近士諒
C92225,CCRT01082,銀輪魂,10,0,0,1977-01-16,1977-04-03,C117607,週刊少年サンデー,史村翔
C92225,CCRT01735,銀輪魂,10,0,0,1977-01-16,1977-04-03,C117607,週刊少年サンデー,左近士諒
C92229,CCRT00795,空想テッちゃん,1,0,0,1973-12-16,1973-12-16,C117607,週刊少年サンデー,井谷好志
C92231,CCRT02632,くたばれ!!涙くん,13,0,1,1970-08-09,1970-11-01,C117607,週刊少年サンデー,石井いさみ
C92231,CCRT02849,くたばれ!!涙くん,13,0,1,1970-08-09,1970-11-01,C117607,週刊少年サンデー,若林一郎
C92233,CCRT02282,グッドラックノストラダムス,1,0,0,2004-05-12,2004-05-12,C117607,週刊少年サンデー,武村勇治
C92234,CCRT02801,クナイ伝,37,0,4,2007-02-07,2008-07-23,C117607,週刊少年サンデー,緒里たばさ
C92235,CCRT00298,國崎出雲の事情,189,0,19,2009-03-04,2014-03-26,C117607,週刊少年サンデー,ひらかわあや
C92237,CCRT02554,熊撃ちジロ―,4,0,0,1972-06-25,1972-07-16,C117607,週刊少年サンデー,由起賢二
C92240,CCRT01774,雲に抱かれて,1,0,0,1976-10-03,1976-10-03,C117607,週刊少年サンデー,弘兼憲史
C92244,CCRT01359,ぐらま天狗,1,0,0,1989-10-18,1989-10-18,C117607,週刊少年サンデー,安永浩一郎
C92247,CCRT01117,グランドライナー,7,0,1,2006-01-14,2006-03-01,C117607,週刊少年サンデー,吉田正紀
C92248,CCRT02064,グリーン・スナイパー,1,0,0,1973-09-30,1973-09-30,C117607,週刊少年サンデー,松本零士
C92250,CCRT02663,グリングラス,40,1,0,1983-05-11,1984-02-22,C117607,週刊少年サンデー,石森章太郎
C92251,CCRT00174,グループ“銀”,17,1,2,1970-08-02,1970-11-22,C117607,週刊少年サンデー,さいとうプロ作品
C92252,CCRT00984,くるまんboy,7,0,0,1987-08-12,1987-12-09,C117607,週刊少年サンデー,加東和
C92254,CCRT02791,恋のプリズナー,1,0,0,1980-04-06,1980-04-06,C117607,週刊少年サンデー,細野不二彦
C92255,CCRT02021,高原村へようこそ,21,5,1,1987-10-28,1988-04-20,C117607,週刊少年サンデー,村生ミオ
C92256,CCRT02454,高校さすらい派,3,0,0,1970-08-02,1970-08-16,C117607,週刊少年サンデー,滝沢解
C92256,CCRT02836,高校さすらい派,3,0,0,1970-08-02,1970-08-16,C117607,週刊少年サンデー,芳谷圭児
C92257,CCRT02900,高校野球の途中ですが,1,0,0,2012-09-19,2012-09-19,C117607,週刊少年サンデー,葛城一
C92258,CCRT01526,甲子園パニック,1,0,0,1979-05-27,1979-05-27,C117607,週刊少年サンデー,小阪寿夫
C92259,CCRT00351,甲子園が好き,6,1,0,1987-07-29,1987-09-02,C117607,週刊少年サンデー,むつ利之
C92260,CCRT00179,拘束えすぱあ,2,0,0,1983-08-10,1983-08-17,C117607,週刊少年サンデー,さいとう邦子
C92262,CCRT01390,皇帝戦士 斑鳩 聖徳太子異伝,13,0,1,1992-04-08,1992-07-01,C117607,週刊少年サンデー,宮崎まさる
C92262,CCRT01845,皇帝戦士 斑鳩 聖徳太子異伝,13,0,1,1992-04-08,1992-07-01,C117607,週刊少年サンデー,斉藤亜弓
C92264,CCRT02967,鋼鉄の華っ柱,90,0,2,2010-09-29,2012-09-12,C117607,週刊少年サンデー,西森博之
C92265,CCRT00136,幸福の都市,1,0,0,1980-07-06,1980-07-06,C117607,週刊少年サンデー,かづさひろし
C92266,CCRT00217,スプリガン,17,2,2,1989-02-22,1998-09-09,C117607,週刊少年サンデー,たかしげ宙
C92266,CCRT02576,スプリガン,17,2,2,1989-02-22,1998-09-09,C117607,週刊少年サンデー,皆川亮二
C92267,CCRT00061,スプリングコール,1,0,1,1993-03-31,1993-03-31,C117607,週刊少年サンデー,あだち充
C92268,CCRT01443,スプリンター,121,27,0,1984-10-31,1987-04-08,C117607,週刊少年サンデー,小山ゆう
C92269,CCRT02726,ギャグおじさん,1,0,0,1971-03-21,1971-03-21,C117607,週刊少年サンデー,秋竜山
C92270,CCRT03008,ギャグ＋ギャグ,6,0,0,1970-08-02,1970-09-06,C117607,週刊少年サンデー,赤塚不二夫
C92271,CCRT01262,キャッチマン,23,0,1,1973-09-02,1974-02-17,C117607,週刊少年サンデー,大島やすいち
C92272,CCRT03255,キャットラベラー,1,0,0,1990-11-07,1990-11-07,C117607,週刊少年サンデー,高岸研治
C92273,CCRT00724,キャットルーキー,1,1,0,2002-04-24,2002-04-24,C117607,週刊少年サンデー,丹羽啓介
C92279,CCRT00007,キャプテン・アース,19,0,1,2014-04-09,2014-10-08,C117607,週刊少年サンデー,BONES
C92279,CCRT00710,キャプテン・アース,19,0,1,2014-04-09,2014-10-08,C117607,週刊少年サンデー,中西寛
C92281,CCRT03354,今際の国のアリス,35,0,11,2012-07-11,2016-03-02,C117607,週刊少年サンデー,麻生羽呂
C92284,CCRT01105,イヤーン!弁慶,1,0,0,1974-03-03,1974-03-03,C117607,週刊少年サンデー,吉沢やすみ
C92285,CCRT01741,入来兄弟物語 ～俺達は燃えつきない!～,1,1,0,2002-04-03,2002-04-03,C117607,週刊少年サンデー,市田実
C92285,CCRT02872,入来兄弟物語 ～俺達は燃えつきない!～,1,1,0,2002-04-03,2002-04-03,C117607,週刊少年サンデー,荻晴彦
C92286,CCRT02551,いるか!!,6,0,0,2001-06-06,2001-07-11,C117607,週刊少年サンデー,田辺崇
C92289,CCRT01850,ヴァージンロードにあこがれて,1,0,0,1983-06-15,1983-06-15,C117607,週刊少年サンデー,斉藤明
C92290,CCRT02703,うえきの法則,155,0,16,2001-08-08,2006-02-08,C117607,週刊少年サンデー,福地翼
C92291,CCRT02703,うえきの法則＋,46,0,9,2005-04-20,2007-07-04,C117607,週刊少年サンデー,福地翼
C92292,CCRT02100,クレーシャの鐘,1,0,0,2014-03-26,2014-03-26,C117607,週刊少年サンデー,果向浩平
C92294,CCRT02478,紅の騎士ロックウェル,1,0,0,2009-10-14,2009-10-14,C117607,週刊少年サンデー,灘谷航
C92295,CCRT02006,紅蓮の剣,2,1,0,1999-10-06,1999-10-13,C117607,週刊少年サンデー,村上もとか
C92297,CCRT00526,黒い隼,1,0,0,1973-01-14,1973-01-14,C117607,週刊少年サンデー,バロン吉元
C92298,CCRT00526,黒い鷲,34,0,1,1973-04-29,1974-02-03,C117607,週刊少年サンデー,バロン吉元
C92299,CCRT01230,クロザクロ,67,0,6,2004-08-11,2006-01-01,C117607,週刊少年サンデー,夏目義徳
C92301,CCRT00061,クロスゲーム,169,0,24,2005-05-11,2010-02-17,C117607,週刊少年サンデー,あだち充
C92303,CCRT02678,クロノ・モノクローム,47,0,5,2013-12-04,2014-12-03,C117607,週刊少年サンデー,磯見仁月
C92306,CCRT02299,黒松・ザ・ノーベレスト,5,0,0,2003-04-30,2003-06-04,C117607,週刊少年サンデー,水口尚樹
C92308,CCRT00478,ケイガク～みらいみなと警察学校～,1,0,0,2010-07-28,2010-07-28,C117607,週刊少年サンデー,サーフ・赤土
C92308,CCRT01610,ケイガク～みらいみなと警察学校～,1,0,0,2010-07-28,2010-07-28,C117607,週刊少年サンデー,山田一喜
C92312,CCRT02733,競女!!!!!!!!,177,0,16,2013-07-24,2017-04-26,C117607,週刊少年サンデー,空詠大智
C92313,CCRT00253,ゲイン,68,1,3,1997-01-01,1998-08-12,C117607,週刊少年サンデー,なかいま強
C92317,CCRT00655,激犬シアター,48,1,0,1994-01-01,1994-12-14,C117607,週刊少年サンデー,上西園茂宣
C92318,CCRT00655,激猿シアター,25,1,0,1992-04-08,1992-12-16,C117607,週刊少年サンデー,上西園茂宣
C92321,CCRT00683,激痛!キーパーノック,1,0,0,1986-09-24,1986-09-24,C117607,週刊少年サンデー,中島徹
C92322,CCRT01420,激闘!!ベースボール一家,1,0,0,1993-05-05,1993-05-05,C117607,週刊少年サンデー,寺子屋瀬文
C92323,CCRT00655,激鳥シアター,48,0,0,1993-01-01,1993-12-15,C117607,週刊少年サンデー,上西園茂宣
C92324,CCRT02307,ゲゲゲの鬼太郎,14,0,1,1971-09-26,1971-12-26,C117607,週刊少年サンデー,水木しげる
C92325,CCRT02322,ケダマン,40,0,1,1972-01-16,1972-10-22,C117607,週刊少年サンデー,永井豪とダイナミック・プロ
C92326,CCRT02550,結界師,346,0,38,2003-05-07,2011-04-06,C117607,週刊少年サンデー,田辺イエロウ
C92329,CCRT01704,月光仮面,9,0,0,1972-06-18,1972-09-17,C117607,週刊少年サンデー,川内康範
C92329,CCRT01856,月光仮面,9,0,0,1972-06-18,1972-09-17,C117607,週刊少年サンデー,斎藤ゆずる
C92330,CCRT02936,月光条例,286,0,11,2008-04-09,2014-04-09,C117607,週刊少年サンデー,藤田和日郎
C92332,CCRT02320,ゲッター・ロボ,70,0,1,1974-03-31,1975-08-24,C117607,週刊少年サンデー,永井豪
C92332,CCRT02660,ゲッター・ロボ,70,0,1,1974-03-31,1975-08-24,C117607,週刊少年サンデー,石川賢
C92332,CCRT02661,ゲッター・ロボ,70,0,1,1974-03-31,1975-08-24,C117607,週刊少年サンデー,石川賢とダイナミック・プロ
C92333,CCRT02070,血闘者,2,0,0,1973-11-18,1973-12-23,C117607,週刊少年サンデー,松沢節
C92333,CCRT03316,血闘者,2,0,0,1973-11-18,1973-12-23,C117607,週刊少年サンデー,鬼堂曜輔
C92336,CCRT02936,ゲメル宇宙武器店,2,0,1,2000-01-02,2000-01-09,C117607,週刊少年サンデー,藤田和日郎
C92337,CCRT00588,幻影少年,2,0,1,2009-09-23,2010-07-21,C117607,週刊少年サンデー,万乗大智
C92339,CCRT02769,けんか鶏,1,0,0,1977-07-10,1977-07-10,C117607,週刊少年サンデー,篠原とおる
C92340,CCRT02632,ケンカの聖書,51,2,11,1971-01-03,1971-12-26,C117607,週刊少年サンデー,石井いさみ
C92340,CCRT03264,ケンカの聖書,51,2,11,1971-01-03,1971-12-26,C117607,週刊少年サンデー,高森朝雄
C92341,CCRT00229,ケンガンアシュラ,3,0,3,2013-10-02,2014-08-20,C117607,週刊少年サンデー,だろめおん
C92341,CCRT00476,ケンガンアシュラ,3,0,3,2013-10-02,2014-08-20,C117607,週刊少年サンデー,サンドロビッチ・ヤバ子
C92343,CCRT03089,研光,1,1,0,1988-01-22,1988-01-22,C117607,週刊少年サンデー,野部利雄
C92344,CCRT02454,ゲンゴローの恋,1,0,0,1971-03-28,1971-03-28,C117607,週刊少年サンデー,滝沢解
C92344,CCRT02836,ゲンゴローの恋,1,0,0,1971-03-28,1971-03-28,C117607,週刊少年サンデー,芳谷圭児
C92345,CCRT02080,拳児,201,23,1,1988-01-02,1992-01-22,C117607,週刊少年サンデー,松田隆智
C92345,CCRT02918,拳児,201,23,1,1988-01-02,1992-01-22,C117607,週刊少年サンデー,藤原芳秀
C92347,CCRT02446,健太やります!,237,15,5,1989-07-12,1994-06-01,C117607,週刊少年サンデー,満田拓也
C92348,CCRT02366,犬ちゃん,1,0,0,2004-04-21,2004-04-21,C117607,週刊少年サンデー,河北タケシ
C92351,CCRT01047,小悪魔王伝 戦コレ!,20,0,1,2012-04-11,2012-09-12,C117607,週刊少年サンデー,原作
C92351,CCRT01517,小悪魔王伝 戦コレ!,20,0,1,2012-04-11,2012-09-12,C117607,週刊少年サンデー,小西紀行
C92351,CCRT02579,小悪魔王伝 戦コレ!,20,0,1,2012-04-11,2012-09-12,C117607,週刊少年サンデー,監修コナミデジタルエンタテインメント
C92352,CCRT02845,恋して!?神様!!,1,0,0,2007-07-25,2007-07-25,C117607,週刊少年サンデー,若木民喜
C92353,CCRT02286,恋に完敗,1,0,0,1980-09-14,1980-09-14,C117607,週刊少年サンデー,武石正道
C92353,CCRT03065,恋に完敗,1,0,0,1980-09-14,1980-09-14,C117607,週刊少年サンデー,里見桂
C92354,CCRT01633,恋のダブルスティール,1,0,0,1980-07-20,1980-07-20,C117607,週刊少年サンデー,岡崎つぐお
C92355,CCRT02113,ウェルカム,9,1,2,1990-04-04,1990-06-06,C117607,週刊少年サンデー,柳沢きみお
C92356,CCRT01946,うさぎ小屋の掃除人,1,0,0,1981-01-11,1981-01-11,C117607,週刊少年サンデー,木全和也
C92357,CCRT02936,うしおととら,321,24,16,1990-01-24,2013-01-09,C117607,週刊少年サンデー,藤田和日郎
C92358,CCRT02328,うすら列伝,2,0,1,1972-01-30,1972-03-12,C117607,週刊少年サンデー,永島慎二
C92362,CCRT01510,宇宙コンビニ業務日誌,1,0,1,2012-10-03,2012-10-03,C117607,週刊少年サンデー,小田智仁
C92367,CCRT02919,宇宙船製造法,1,0,0,1979-02-18,1979-02-18,C117607,週刊少年サンデー,藤子不二雄
C92369,CCRT02282,売ったれダイキチ!,35,0,2,2003-05-14,2004-02-04,C117607,週刊少年サンデー,武村勇治
C92369,CCRT02851,売ったれダイキチ!,35,0,2,2003-05-14,2004-02-04,C117607,週刊少年サンデー,若桑一人
C92370,CCRT00253,うっちゃれ五所瓦,116,10,7,1988-04-20,1991-07-10,C117607,週刊少年サンデー,なかいま強
C92371,CCRT02707,打ってよチュウちゃん,4,0,0,1988-08-03,1988-08-24,C117607,週刊少年サンデー,福本伸行
C92372,CCRT01569,ウッドメーキング,1,0,0,1985-06-26,1985-06-26,C117607,週刊少年サンデー,山崎政直
C92373,CCRT01360,うで立て一代男,2,0,0,1983-08-24,1983-08-31,C117607,週刊少年サンデー,安永航一郎
C92374,CCRT01230,雨天笑遊記 稲穂の章,1,0,0,1996-02-07,1996-02-07,C117607,週刊少年サンデー,夏目義徳
C92375,CCRT00104,ウノケンの爆発ウギャー!!,72,3,1,1990-04-11,1991-09-25,C117607,週刊少年サンデー,うのせけんいち
C92376,CCRT00242,馬次郎がやってくる,5,0,0,1972-09-17,1972-10-15,C117607,週刊少年サンデー,てらしまけいじ
C92377,CCRT00373,海風の街,1,1,0,1989-04-12,1989-04-12,C117607,週刊少年サンデー,やまざき十三
C92377,CCRT01443,海風の街,1,1,0,1989-04-12,1989-04-12,C117607,週刊少年サンデー,小山ゆう
C92379,CCRT02919,海の王子,1,0,0,1977-09-25,1977-09-25,C117607,週刊少年サンデー,藤子不二雄
C92381,CCRT02223,楳図かずお笑劇場,1,0,0,1976-02-01,1976-02-01,C117607,週刊少年サンデー,楳図かずお
C92384,CCRT00493,売り出せ!パンプス,7,0,0,1980-01-01,1980-02-24,C117607,週刊少年サンデー,スノウチサトル
C92385,CCRT03285,うる星やつら,364,34,6,1978-09-24,1987-02-04,C117607,週刊少年サンデー,高橋留美子
C92387,CCRT02662,ウルトラマンT,18,0,0,1973-04-15,1973-08-12,C117607,週刊少年サンデー,石川賢ダイナミック・プロ
C92388,CCRT02495,浮気な子 キャンディ,2,0,0,1970-12-13,1970-12-20,C117607,週刊少年サンデー,牧村和美
C92389,CCRT01123,噂の男前!,81,3,3,1993-12-15,1995-08-16,C117607,週刊少年サンデー,吉田聡
C92390,CCRT01105,うわさの大吉くん!,1,0,0,1974-07-21,1974-07-21,C117607,週刊少年サンデー,吉沢やすみ
C92391,CCRT02503,EとT。 えいがとてんし。,52,0,4,2014-06-04,2015-07-22,C117607,週刊少年サンデー,猫砂一平
C92392,CCRT02351,栄光のマラソンランナー 中山竹通物語,2,1,0,1988-10-05,1988-10-12,C117607,週刊少年サンデー,池田鷹一
C92392,CCRT03361,栄光のマラソンランナー 中山竹通物語,2,1,0,1988-10-05,1988-10-12,C117607,週刊少年サンデー,黒沢哲哉
C92396,CCRT01360,エイチマン,3,0,0,1984-08-08,1984-08-22,C117607,週刊少年サンデー,安永航一郎
C92397,CCRT00371,英雄失格,54,2,0,1977-09-11,1978-10-01,C117607,週刊少年サンデー,やまさき拓味
C92397,CCRT02172,英雄失格,54,2,0,1977-09-11,1978-10-01,C117607,週刊少年サンデー,梶原一騎
C92398,CCRT01163,エースをはずせ!,1,0,0,1979-06-17,1979-06-17,C117607,週刊少年サンデー,国俊昌生
C92399,CCRT00758,江川投手（作新学院）とおれ（水島新司）,1,0,0,1973-05-13,1973-05-13,C117607,週刊少年サンデー,五十嵐幸吉
C92399,CCRT02301,江川投手（作新学院）とおれ（水島新司）,1,0,0,1973-05-13,1973-05-13,C117607,週刊少年サンデー,水島新司
C92400,CCRT02223,エクソシスト,1,0,1,1974-07-07,1974-07-07,C117607,週刊少年サンデー,楳図かずお
C92401,CCRT00590,エコエコクラブ,3,0,1,2011-08-31,2011-09-14,C117607,週刊少年サンデー,三ツ森あきら
C92401,CCRT01707,エコエコクラブ,3,0,1,2011-08-31,2011-09-14,C117607,週刊少年サンデー,川口憲吾
C92402,CCRT02495,エッチな子キャンディ,1,0,1,1970-10-25,1970-10-25,C117607,週刊少年サンデー,牧村和美
C92404,CCRT00133,園への旅人,1,0,0,1981-04-08,1981-04-08,C117607,週刊少年サンデー,かずさひろし
C92406,CCRT02006,F1サーカス,1,0,1,1976-11-14,1976-11-14,C117607,週刊少年サンデー,村上もとか
C92408,CCRT02696,エリート道場のエリート教室,1,0,0,2005-11-23,2005-11-23,C117607,週刊少年サンデー,福井ユウスケ
C92410,CCRT00349,天使の朝,1,0,0,1971-02-28,1971-02-28,C117607,週刊少年サンデー,みやはら啓一
C92410,CCRT02454,天使の朝,1,0,0,1971-02-28,1971-02-28,C117607,週刊少年サンデー,滝沢解
C92411,CCRT01929,縁の下のバイオリン弾き,1,0,0,1982-01-06,1982-01-06,C117607,週刊少年サンデー,有美新生
C92412,CCRT02179,エンヤ KODOMO忍法帖,123,7,1,1995-05-10,1998-04-29,C117607,週刊少年サンデー,森下裕美
C92413,CCRT00635,お相手します❤,2,0,0,1983-11-16,1983-11-23,C117607,週刊少年サンデー,三鷹公一
C92414,CCRT02193,おいどん先生,2,0,0,1976-01-11,1977-02-27,C117607,週刊少年サンデー,森正人
C92415,CCRT02321,おいら女蛮,72,7,5,1974-08-04,1976-07-04,C117607,週刊少年サンデー,永井豪とダイナミックプロ
C92416,CCRT02851,桜華の拳,1,0,0,1995-07-26,1995-07-26,C117607,週刊少年サンデー,若桑一人
C92416,CCRT03234,桜華の拳,1,0,0,1995-07-26,1995-07-26,C117607,週刊少年サンデー,馬場民雄
C92417,CCRT02002,応魂,3,0,1,2012-01-18,2012-01-18,C117607,週刊少年サンデー,杉田A子
C92418,CCRT01360,黄金バスト,1,1,0,1989-10-04,1989-10-04,C117607,週刊少年サンデー,安永航一郎
C92424,CCRT01767,王立院雲丸の生涯 昭和雄雲録,34,1,2,1991-07-03,1992-03-11,C117607,週刊少年サンデー,広井王子
C92424,CCRT02339,王立院雲丸の生涯 昭和雄雲録,34,1,2,1991-07-03,1992-03-11,C117607,週刊少年サンデー,池上遼一
C92427,CCRT00531,おーい!ボケタン,18,0,1,1972-11-05,1973-03-18,C117607,週刊少年サンデー,ビッグ錠
C92430,CCRT02193,オー!!ガールズ11,1,0,0,1973-05-27,1973-05-27,C117607,週刊少年サンデー,森正人
C92433,CCRT01262,狼の打者,7,0,0,1971-12-05,1972-01-16,C117607,週刊少年サンデー,大島やすいち
C92434,CCRT02857,大久保嘉人物語 アテネへ導いた男,1,0,0,2004-08-25,2004-08-25,C117607,週刊少年サンデー,草場道輝
C92435,CCRT00245,大さじ一杯のミックスナッツ,1,0,0,1980-01-06,1980-01-06,C117607,週刊少年サンデー,とくまるやすじ
C92436,CCRT00351,大相撲が好き!,4,1,0,1987-11-11,1987-12-02,C117607,週刊少年サンデー,むつ利之
C92440,CCRT02513,鳳BOMBER,1,0,1,2001-11-28,2001-11-28,C117607,週刊少年サンデー,田中モトユキ
C92441,CCRT02513,鳳ボンバー,48,1,2,2002-05-22,2003-05-07,C117607,週刊少年サンデー,田中モトユキ
C92442,CCRT02215,オールザットギャグ,1,0,0,1989-10-11,1989-10-11,C117607,週刊少年サンデー,椎名高志
C92443,CCRT02064,オーロラの牙,1,1,0,1975-10-05,1975-10-05,C117607,週刊少年サンデー,松本零士
C92444,CCRT00531,おかしなおかしなヘンシン記,1,0,0,1973-07-29,1973-07-29,C117607,週刊少年サンデー,ビッグ錠
C92445,CCRT02875,御神は今日も荒れている,1,0,0,2013-05-22,2013-05-22,C117607,週刊少年サンデー,菅原健二
C92446,CCRT02918,荻原兄弟物語,2,1,0,1996-03-06,1996-03-13,C117607,週刊少年サンデー,藤原芳秀
C92447,CCRT02026,オサムとまもる,2,0,0,1971-09-19,1971-09-26,C117607,週刊少年サンデー,村野守美
C92448,CCRT03142,おさるなまさるくん,59,2,0,1993-08-11,1994-11-16,C117607,週刊少年サンデー,長谷川清
C92450,CCRT02021,おしえてビデオアイドル PART2,2,1,0,1988-07-20,1988-09-21,C117607,週刊少年サンデー,村生ミオ
C92451,CCRT02441,おじさんBOY! 小学中学生,30,1,0,1991-11-13,1992-09-30,C117607,週刊少年サンデー,渡部精二
C92452,CCRT02207,オジジャリ・ランド,1,0,0,1991-06-05,1991-06-05,C117607,週刊少年サンデー,森真理
C92453,CCRT00531,押谷万兵衛,1,0,0,1972-08-13,1972-08-13,C117607,週刊少年サンデー,ビッグ錠
C92454,CCRT02089,お食事物語,1,0,0,1993-03-10,1993-03-10,C117607,週刊少年サンデー,林倫恵子
C92455,CCRT00992,おすもじっ! 司の一貫,90,0,5,2011-03-23,2013-03-20,C117607,週刊少年サンデー,加藤広史
C92455,CCRT01047,おすもじっ! 司の一貫,90,0,5,2011-03-23,2013-03-20,C117607,週刊少年サンデー,原作
C92455,CCRT02235,おすもじっ! 司の一貫,90,0,5,2011-03-23,2013-03-20,C117607,週刊少年サンデー,構成鹿賀ミツル
C92457,CCRT03221,織田信夫,1,0,0,2005-11-02,2005-11-02,C117607,週刊少年サンデー,飯島浩介
C92458,CCRT01560,落葉,1,0,0,1973-06-10,1973-06-10,C117607,週刊少年サンデー,山口正人
C92459,CCRT02967,お茶にごす。,108,0,7,2007-04-18,2009-08-12,C117607,週刊少年サンデー,西森博之
C92460,CCRT01891,おっ母ァやくざ,18,0,1,1973-04-01,1973-07-29,C117607,週刊少年サンデー,早坂暁
C92460,CCRT02531,おっ母ァやくざ,18,0,1,1973-04-01,1973-07-29,C117607,週刊少年サンデー,田丸ようすけ
C92462,CCRT02887,オッス!少林寺,67,5,0,1992-05-13,1994-04-13,C117607,週刊少年サンデー,菊田洋之
C92468,CCRT02089,音吉君のピアノ物語,42,4,0,1989-12-13,1990-12-19,C117607,週刊少年サンデー,林倫恵子
C92469,CCRT02339,男大空,138,18,2,1980-01-13,1982-10-20,C117607,週刊少年サンデー,池上遼一
C92469,CCRT03183,男大空,138,18,2,1980-01-13,1982-10-20,C117607,週刊少年サンデー,雁屋哲
C92470,CCRT02339,男組,218,11,16,1974-01-27,1979-07-22,C117607,週刊少年サンデー,池上遼一
C92470,CCRT03183,男組,218,11,16,1974-01-27,1979-07-22,C117607,週刊少年サンデー,雁屋哲
C92471,CCRT00896,男達の人生劇場,1,0,0,1989-11-15,1989-11-15,C117607,週刊少年サンデー,佐藤英治
C92472,CCRT00860,男どアホウ甲子園,230,9,25,1970-08-02,1999-08-18,C117607,週刊少年サンデー,佐々木守
C92472,CCRT02303,男どアホウ甲子園,230,9,25,1970-08-02,1999-08-18,C117607,週刊少年サンデー,水島新司と水島プロ
C92473,CCRT02172,おとこ道,40,0,4,1970-08-23,1971-06-06,C117607,週刊少年サンデー,梶原一騎
C92473,CCRT02608,おとこ道,40,0,4,1970-08-23,1971-06-06,C117607,週刊少年サンデー,矢口高雄
C92476,CCRT01256,お悩み解決二九休さん,1,0,0,2004-11-24,2004-11-24,C117607,週刊少年サンデー,大塚じんべい
C92477,CCRT03354,鬼神阿文,1,0,0,2007-04-04,2007-04-04,C117607,週刊少年サンデー,麻生羽呂
C92478,CCRT02222,鬼切丸,1,1,0,1989-04-26,1989-04-26,C117607,週刊少年サンデー,楠桂
C92479,CCRT03000,オニ修業,32,2,1,1976-05-30,1977-01-09,C117607,週刊少年サンデー,貝塚ひろし
C92480,CCRT00451,オニデレ,142,0,4,2008-04-16,2011-02-16,C117607,週刊少年サンデー,クリスタルな洋介
C92482,CCRT03323,鬼姫,1,0,0,2013-09-25,2013-09-25,C117607,週刊少年サンデー,鯖之猫
C92483,CCRT02069,おにゅう❤,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー,松江名俊
C92484,CCRT01624,お・ね・が・い,1,0,0,1993-12-15,1993-12-15,C117607,週刊少年サンデー,山田貴敏
C92490,CCRT00245,おはようをもう一度,1,0,0,1980-04-13,1980-04-13,C117607,週刊少年サンデー,とくまるやすじ
C92491,CCRT02371,帯をギュッとね!,317,14,5,1989-01-04,1995-12-13,C117607,週刊少年サンデー,河合克敏
C92492,CCRT03221,お坊サンバ!!,115,0,3,2005-09-14,2009-10-21,C117607,週刊少年サンデー,飯島浩介
C92493,CCRT01475,おぼっちゃまくん,4,0,3,1990-08-08,1991-04-10,C117607,週刊少年サンデー,小林よしのり
C92495,CCRT00250,思わず気分はところ天,3,0,0,1983-11-30,1983-12-14,C117607,週刊少年サンデー,とり・みき
C92496,CCRT01262,おやこ刑事,192,17,3,1977-05-22,1981-03-04,C117607,週刊少年サンデー,大島やすいち
C92496,CCRT02094,おやこ刑事,192,17,3,1977-05-22,1981-03-04,C117607,週刊少年サンデー,林律雄
C92497,CCRT00119,おやすみアンディ,1,0,0,1985-06-19,1985-06-19,C117607,週刊少年サンデー,おかじまはるき
C92498,CCRT01718,お山の大将,1,1,1,1971-07-18,1971-07-18,C117607,週刊少年サンデー,川崎のぼるとカワサキプロ
C92499,CCRT00222,おやめになって生徒会長!!,1,0,0,1991-06-19,1991-06-19,C117607,週刊少年サンデー,たしろひろゆき
