マンガ作品名,マンガ雑誌名,初出年代,制作形態,マンガ雑誌名ID
あのコにフラッシュ!,週刊少年サンデー,1980,単独制作,0
あの娘は積極派,週刊少年サンデー,1980,単独制作,0
天翔ける鈴,週刊少年サンデー,1980,単独制作,0
あやめにお手あげ!,週刊少年サンデー,1980,単独制作,0
夷狄 安政元年の異星人,週刊少年サンデー,1980,単独制作,0
犬で悪いか!!,週刊少年サンデー,1980,単独制作,0
機動警察パトレイバー,週刊少年サンデー,1980,単独制作,0
キャンパスQ,週刊少年サンデー,1980,単独制作,0
究極超人あ～る,週刊少年サンデー,1980,単独制作,0
恐竜カーニバル,週刊少年サンデー,1980,単独制作,0
巨乳ハンター,週刊少年サンデー,1980,単独制作,0
巨乳カーニバル,週刊少年サンデー,1980,単独制作,0
巨ブラ,週刊少年サンデー,1980,単独制作,0
ぐらま天狗,週刊少年サンデー,1980,単独制作,0
グリングラス,週刊少年サンデー,1980,単独制作,0
くるまんboy,週刊少年サンデー,1980,単独制作,0
恋のプリズナー,週刊少年サンデー,1980,単独制作,0
高原村へようこそ,週刊少年サンデー,1980,単独制作,0
甲子園が好き,週刊少年サンデー,1980,単独制作,0
拘束えすぱあ,週刊少年サンデー,1980,単独制作,0
幸福の都市,週刊少年サンデー,1980,単独制作,0
スプリンター,週刊少年サンデー,1980,単独制作,0
ヴァージンロードにあこがれて,週刊少年サンデー,1980,単独制作,0
激痛!キーパーノック,週刊少年サンデー,1980,単独制作,0
研光,週刊少年サンデー,1980,単独制作,0
健太やります!,週刊少年サンデー,1980,単独制作,0
恋のダブルスティール,週刊少年サンデー,1980,単独制作,0
うさぎ小屋の掃除人,週刊少年サンデー,1980,単独制作,0
うっちゃれ五所瓦,週刊少年サンデー,1980,単独制作,0
打ってよチュウちゃん,週刊少年サンデー,1980,単独制作,0
ウッドメーキング,週刊少年サンデー,1980,単独制作,0
うで立て一代男,週刊少年サンデー,1980,単独制作,0
売り出せ!パンプス,週刊少年サンデー,1980,単独制作,0
エイチマン,週刊少年サンデー,1980,単独制作,0
園への旅人,週刊少年サンデー,1980,単独制作,0
縁の下のバイオリン弾き,週刊少年サンデー,1980,単独制作,0
お相手します❤,週刊少年サンデー,1980,単独制作,0
黄金バスト,週刊少年サンデー,1980,単独制作,0
大さじ一杯のミックスナッツ,週刊少年サンデー,1980,単独制作,0
大相撲が好き!,週刊少年サンデー,1980,単独制作,0
オールザットギャグ,週刊少年サンデー,1980,単独制作,0
おしえてビデオアイドル PART2,週刊少年サンデー,1980,単独制作,0
音吉君のピアノ物語,週刊少年サンデー,1980,単独制作,0
男達の人生劇場,週刊少年サンデー,1980,単独制作,0
鬼切丸,週刊少年サンデー,1980,単独制作,0
おはようをもう一度,週刊少年サンデー,1980,単独制作,0
帯をギュッとね!,週刊少年サンデー,1980,単独制作,0
思わず気分はところ天,週刊少年サンデー,1980,単独制作,0
おやすみアンディ,週刊少年サンデー,1980,単独制作,0
おれが頭だ,週刊少年サンデー,1980,単独制作,0
おんりぃyou!!,週刊少年サンデー,1980,単独制作,0
かおるファミリー,週刊少年サンデー,1980,単独制作,0
かぐや,週刊少年サンデー,1980,単独制作,0
風を抜け!,週刊少年サンデー,1980,単独制作,0
かってに頼道,週刊少年サンデー,1980,単独制作,0
克巳パラドックス,週刊少年サンデー,1980,単独制作,0
仮面ライダーBlack,週刊少年サンデー,1980,単独制作,0
樹,週刊少年サンデー,1980,単独制作,0
気怪,週刊少年サンデー,1980,単独制作,0
傷あと,週刊少年サンデー,1980,単独制作,0
すっかりれっどぞーん,週刊少年サンデー,1980,単独制作,0
ステキに野蛮人,週刊少年サンデー,1980,単独制作,0
ストレートどまん中,週刊少年サンデー,1980,単独制作,0
スポーツてんこ盛り,週刊少年サンデー,1980,単独制作,0
スマイルfor美衣,週刊少年サンデー,1980,単独制作,0
すもレス三四郎,週刊少年サンデー,1980,単独制作,0
その気になっても❤,週刊少年サンデー,1980,単独制作,0
その名もあがろう,週刊少年サンデー,1980,単独制作,0
だれよりもはやく…,週刊少年サンデー,1980,単独制作,0
探偵ジョージのミニミニ大作戦,週刊少年サンデー,1980,単独制作,0
ちからくんスパーク☆,週刊少年サンデー,1980,単独制作,0
青春ナックル4,週刊少年サンデー,1980,単独制作,0
校門に頬ずり,週刊少年サンデー,1980,単独制作,0
ゴールド・ク・ラッシュ’86,週刊少年サンデー,1980,単独制作,0
ダーティ・リョーコ,週刊少年サンデー,1980,単独制作,0
ダート特急,週刊少年サンデー,1980,単独制作,0
高崎為五郎SHOW,週刊少年サンデー,1980,単独制作,0
ただいま工事中,週刊少年サンデー,1980,単独制作,0
ただいま授業中!,週刊少年サンデー,1980,単独制作,0
タッチ,週刊少年サンデー,1980,単独制作,0
ダメッ子ユキちゃん,週刊少年サンデー,1980,単独制作,0
こっとん鉄丸,週刊少年サンデー,1980,単独制作,0
ゴロ,週刊少年サンデー,1980,単独制作,0
コンクリート・ライブ,週刊少年サンデー,1980,単独制作,0
昆虫物語ピースケの冒険,週刊少年サンデー,1980,単独制作,0
才太郎旋風,週刊少年サンデー,1980,単独制作,0
さすがの猿飛,週刊少年サンデー,1980,単独制作,0
ザ・プロフェッショナル,週刊少年サンデー,1980,単独制作,0
サムライ銀,週刊少年サンデー,1980,単独制作,0
さよなら三角,週刊少年サンデー,1980,単独制作,0
残暑,週刊少年サンデー,1980,単独制作,0
シーナ先生tion,週刊少年サンデー,1980,単独制作,0
ジオポリス ジョー,週刊少年サンデー,1980,単独制作,0
7時11分,週刊少年サンデー,1980,単独制作,0
島ちゃんの4コマ劇場,週刊少年サンデー,1980,単独制作,0
ジャストミート,週刊少年サンデー,1980,単独制作,0
ジャップ,週刊少年サンデー,1980,単独制作,0
修羅の剣,週刊少年サンデー,1980,単独制作,0
笑撃!!日本国拳法,週刊少年サンデー,1980,単独制作,0
少年探索団,週刊少年サンデー,1980,単独制作,0
少年代議士日本太郎,週刊少年サンデー,1980,単独制作,0
少年雀鬼東,週刊少年サンデー,1980,単独制作,0
女子中学生ノート,週刊少年サンデー,1980,単独制作,0
私立パンパカ学園,週刊少年サンデー,1980,単独制作,0
シロベ,週刊少年サンデー,1980,単独制作,0
水曜ぼけなす指定席,週刊少年サンデー,1980,単独制作,0
スーパー・ギャルはお好き!?,週刊少年サンデー,1980,単独制作,0
スーパーライダー,週刊少年サンデー,1980,単独制作,0
そいつに戒厳令!,週刊少年サンデー,1980,単独制作,0
血染めのコンバット・マーチ,週刊少年サンデー,1980,単独制作,0
ちょっとまってて,週刊少年サンデー,1980,単独制作,0
ちょっとヨロシク!,週刊少年サンデー,1980,単独制作,0
梅雨明け,週刊少年サンデー,1980,単独制作,0
デザート・デイ・ドリーム,週刊少年サンデー,1980,単独制作,0
てりぶる少年団,週刊少年サンデー,1980,単独制作,0
天使のボディガード,週刊少年サンデー,1980,単独制作,0
闘翔ボーイ,週刊少年サンデー,1980,単独制作,0
どかちんきっど,週刊少年サンデー,1980,単独制作,0
どきどきハードビート,週刊少年サンデー,1980,単独制作,0
時のビーチサイド,週刊少年サンデー,1980,単独制作,0
ときめいてラビット,週刊少年サンデー,1980,単独制作,0
特捜妻善戦,週刊少年サンデー,1980,単独制作,0
特救GO!,週刊少年サンデー,1980,単独制作,0
どっきりドクター,週刊少年サンデー,1980,単独制作,0
ドッ奇ン!ウラウラ娘,週刊少年サンデー,1980,単独制作,0
突撃アイス,週刊少年サンデー,1980,単独制作,0
とつげきウルフ,週刊少年サンデー,1980,単独制作,0
丼池女子大付属高校,週刊少年サンデー,1980,単独制作,0
ドプリンプリン物語,週刊少年サンデー,1980,単独制作,0
ドラマチック❤ベル,週刊少年サンデー,1980,単独制作,0
なーんとなくブーリン,週刊少年サンデー,1980,単独制作,0
ないとバード,週刊少年サンデー,1980,単独制作,0
渚にきて,週刊少年サンデー,1980,単独制作,0
夏子まるかじり,週刊少年サンデー,1980,単独制作,0
夏のサンタクロース,週刊少年サンデー,1980,単独制作,0
ななころび!八百姫,週刊少年サンデー,1980,単独制作,0
なにくそ一歩,週刊少年サンデー,1980,単独制作,0
なんでもや,週刊少年サンデー,1980,単独制作,0
軟派,週刊少年サンデー,1980,単独制作,0
人気者でいこう,週刊少年サンデー,1980,単独制作,0
人魚の森,週刊少年サンデー,1980,単独制作,0
ネリわさび狂騒曲,週刊少年サンデー,1980,単独制作,0
バードマン ラリー,週刊少年サンデー,1980,単独制作,0
バーニングエンジェル,週刊少年サンデー,1980,単独制作,0
はい!恋々軒です,週刊少年サンデー,1980,単独制作,0
ハウンドイレブン,週刊少年サンデー,1980,単独制作,0
マッシュ,週刊少年サンデー,1980,単独制作,0
ママは同級生,週刊少年サンデー,1980,単独制作,0
魔利巣,週刊少年サンデー,1980,単独制作,0
六三四の剣,週刊少年サンデー,1980,単独制作,0
ボンバー,週刊少年サンデー,1980,単独制作,0
まーかせて鳥!類,週刊少年サンデー,1980,単独制作,0
マイペース風太郎,週刊少年サンデー,1980,単独制作,0
曲がらない男,週刊少年サンデー,1980,単独制作,0
まじっく快斗,週刊少年サンデー,1980,単独制作,0
メタル・ティーチャー,週刊少年サンデー,1980,単独制作,0
メリーゴーランド,週刊少年サンデー,1980,単独制作,0
燃えるV,週刊少年サンデー,1980,単独制作,0
燃えろ!!昇龍,週刊少年サンデー,1980,単独制作,0
木星ピケットライン,週刊少年サンデー,1980,単独制作,0
ラブ・マッチ!,週刊少年サンデー,1980,単独制作,0
ラブリイブラッド,週刊少年サンデー,1980,単独制作,0
ランナー,週刊少年サンデー,1980,単独制作,0
らんま1/2,週刊少年サンデー,1980,単独制作,0
らん・ら・乱,週刊少年サンデー,1980,単独制作,0
メグんち物語,週刊少年サンデー,1980,単独制作,0
南の南の小さな小島,週刊少年サンデー,1980,単独制作,0
みるくちゃんご用心!,週刊少年サンデー,1980,単独制作,0
むかえの日,週刊少年サンデー,1980,単独制作,0
走れ!!アイドル,週刊少年サンデー,1980,単独制作,0
はしれ走,週刊少年サンデー,1980,単独制作,0
はしれ!春馬,週刊少年サンデー,1980,単独制作,0
走れ!モトクロッ娘,週刊少年サンデー,1980,単独制作,0
バストキッド,週刊少年サンデー,1980,単独制作,0
約束の明日,週刊少年サンデー,1980,単独制作,0
やよいマイ・ラブ,週刊少年サンデー,1980,単独制作,0
勇気りんりんぐんじょう色の三人組,週刊少年サンデー,1980,単独制作,0
勇太やないか,週刊少年サンデー,1980,単独制作,0
夢の終わり,週刊少年サンデー,1980,単独制作,0
陽気なカモメ,週刊少年サンデー,1980,単独制作,0
ラグナロック・ガイ,週刊少年サンデー,1980,単独制作,0
ラフ,週刊少年サンデー,1980,単独制作,0
ばっくれ一平,週刊少年サンデー,1980,単独制作,0
はっぴぃ直前,週刊少年サンデー,1980,単独制作,0
パニック方程式,週刊少年サンデー,1980,単独制作,0
バランサー,週刊少年サンデー,1980,単独制作,0
はるかなビシ,週刊少年サンデー,1980,単独制作,0
春美120％,週刊少年サンデー,1980,単独制作,0
ぱわふる宅急便,週刊少年サンデー,1980,単独制作,0
パンクラチオン・キッズ,週刊少年サンデー,1980,単独制作,0
光,週刊少年サンデー,1980,単独制作,0
火の玉ボーイ,週刊少年サンデー,1980,単独制作,0
ひらめき春馬,週刊少年サンデー,1980,単独制作,0
ピントぴったし!,週刊少年サンデー,1980,単独制作,0
ふぁいてぃんぐSWEEPER,週刊少年サンデー,1980,単独制作,0
ふたり鷹,週刊少年サンデー,1980,単独制作,0
ぶっちぎり,週刊少年サンデー,1980,単独制作,0
フリーキック,週刊少年サンデー,1980,単独制作,0
ブリザードプリンセス,週刊少年サンデー,1980,単独制作,0
プロジェクトQ,週刊少年サンデー,1980,単独制作,0
プロレス大勝負,週刊少年サンデー,1980,単独制作,0
ベアマーダー流介,週刊少年サンデー,1980,単独制作,0
ヘヴィ,週刊少年サンデー,1980,単独制作,0
ボインはV,週刊少年サンデー,1980,単独制作,0
ほーんてっど下宿館,週刊少年サンデー,1980,単独制作,0
ぼくらは√3,週刊少年サンデー,1980,単独制作,0
星くずパラダイス,週刊少年サンデー,1980,単独制作,0
星空にラブソング,週刊少年サンデー,1980,単独制作,0
星のお姫さま,週刊少年サンデー,1980,単独制作,0
ほっぷひっぷギャル,週刊少年サンデー,1980,単独制作,0
ほとんどヒーロー,週刊少年サンデー,1980,単独制作,0
炎の転校生,週刊少年サンデー,1980,単独制作,0
ポラロイドヒーローズ,週刊少年サンデー,1980,単独制作,0
